,business_id,count,name_biz,stars_biz,address,neighborhood,latitude,longitude
226,eR7Iw_X54m3YLWkXp9y35Q,130,Tonkatsu Kiyoshi,4.5,"7780 S Jones Blvd, Ste 103",Southwest,36.0478877,-115.2244706
228,aT_SsfZ6GQgJGyuIv1Hapw,130,Bouchon Bakery at the Venetian Casino,4.0,"The Venetian Resort Hotel & Casino, 3355 Las Vegas Blvd S, Ste 10101",The Strip,36.121774,-115.169229
229,kRgAf6j2y1eR0wOFdzFAuw,129,Firefly,4.5,3824 Paradise Rd,Eastside,36.120135075,-115.154417458
230,Gt4z3AylNTsEPDkzkaC7HA,129,Stacks & Yolks,3.5,"7150 S Durango Dr, Ste 140",Southwest,36.057847,-115.278523
232,6H8xfhoZ2IGa3eNiY5FqLA,129,Trattoria Nakamura-Ya,4.0,"5040 W Spring Mountain Rd, Ste 5",Chinatown,36.1266205315,-115.209951897
233,q3dJQtwZQrrurNT-1bNKgQ,128,Capo's Italian Cuisine,4.0,5675 W Sahara Ave,Westside,36.143974,-115.219248
234,8K3CRM4COa0SSBEvli0fJQ,127,Paymons Mediterranean Cafe & Hookah Lounge,3.5,8380 W Sahara Ave,Westside,36.1447995,-115.2739605
235,H0xkoPI-WwbjY7r-Zt-arw,127,CRAVE Restaurant,3.0,10970 Rosemary Park Dr,South Summerlin,36.1507596,-115.3334927
237,O7ot_LMlCfLpOP9tBqeNfw,127,Kabuki Japanese Restaurant,3.5,"6605 Las Vegas Blvd S, Ste 147",Southeast,36.0675357995,-115.177971954
238,k8BqCejnaMlw7aoVthvqyw,126,The Bootlegger Italian Bistro,4.0,"7700 Las Vegas Blvd S, Ste 1",Southeast,36.048992157,-115.171539307
239,aQ222ydz_GSRZV66xNt4kQ,125,Sen of Japan,4.5,"8480 W Desert Inn Rd, Ste F1",Westside,36.1298813,-115.276416
241,zwNC-Ow4eIMan2__bS9-rg,124,Taco Y Taco,4.0,3430 E Tropicana Ave,Eastside,36.1010489,-115.0999655
242,PXShA3JZMXr2mEH3on5clw,124,Egg Works,4.5,2490 E Sunset Rd,Southeast,36.072421,-115.11687
244,LYWbyu1EQM2o5hwHG5_Ldg,124,RM Seafood,3.5,3950 S Las Vegas Blvd,The Strip,36.0901182339,-115.172017635
245,GI-CAiZ_Gg3h21PwrANB4Q,124,Mastro's Ocean Club,4.5,3720 South Las Vegas Blvd,The Strip,36.1079241113,-115.174055099
246,NLEe-RzDSU-5BN6xp_WWCw,123,M&M Soul Food Cafe,4.0,3923 W Charleston Blvd,Westside,36.1588056245,-115.193109512
247,BslEhCyzaQPfpHtDogb4hQ,123,Brooklyn Bowl,3.5,"3545 Las Vegas Blvd S, Ste 22",The Strip,36.117515,-115.169632
249,kABF0hYfAEnl166mn1zR1A,122,The Noodle Man,4.0,"6870 S Rainbow Blvd, Ste 101",Spring Valley,36.0641072,-115.2415182
250,eBj_YyJU5jVu6tbZCkdtDA,122,Brio Tuscan Grille,4.0,"420 S Rampart Blvd, Ste 180",Westside,36.1671901,-115.2855925
251,RNi6tW22UMgHwWLAb0mYdA,122,Lawry's The Prime Rib,4.0,4043 Howard Hughes Pkwy,Eastside,36.1151617,-115.1597903
252,SwAZBCyFtVo_8vkRbJhdkA,121,Culinary Dropout,4.0,"Hard Rock Hotel Casino, 4455 Paradise Rd",Eastside,36.108808,-115.152708
253,AtD6B83S4Mbmq0t7iDnUVA,121,Veggie House,4.5,5115 Spring Mountain Rd,Chinatown,36.1253966874,-115.21156311
254,u-67zd1ImTv3EEr5kIdWrA,120,House of Blues Restaurant & Bar,3.5,3950 Las Vegas Blvd S,The Strip,36.0928664972,-115.175868273
255,a0v7Si0DK4cIko7AQY4YXg,120,Egg Works,4.5,6960 S Rainbow Blvd,Spring Valley,36.0621940089,-115.241856213
256,BCAw9a_kyx2RddRH9tMmKQ,120,Mr. Lucky's 24-7,3.5,"Hard Rock Hotel & Casino, 4455 Paradise Rd",Eastside,36.1082943796,-115.152589542
257,UUGoM4q4i8rK2CBRS0xDAw,120,Jean Philippe Patisserie,4.0,3600 S Las Vegas Blvd,The Strip,36.1119459216,-115.176876783
258,FNe5PPA9pyj8FjcDefCBpg,119,Weera Thai,4.0,"3839 W Sahara Ave, Ste 9",Westside,36.144252,-115.192834
259,tQifTiY-vutj8orxcMJKfQ,119,Triple George Grill,4.0,"201 N 3rd St, Ste 120",Downtown,36.1718195,-115.1423041
261,7fxebHYUwIF6CakxSr70iQ,119,Carnevino,3.5,"The Palazzo, 3325 Las Vegas Blvd S",The Strip,36.124582,-115.168415
263,f9sU31meK0bqAD7922sCog,119,Sage,4.0,3732 Las Vegas Blvd S,The Strip,36.1081923221,-115.176013461
264,tsf1JNdeeQf_654YUSrzRw,119,McMullan's Irish Pub,4.0,4650 W Tropicana Ave,,36.1016609,-115.2042887
265,4qG3Gh8QyugC1XvoTlmgcQ,119,Egg Works,4.5,9355 W Flamingo Rd,Spring Valley,36.1145171608,-115.295586366
266,eaNenRk_liZBERFFLCXqqQ,119,Hobak Korean BBQ,4.5,"5808 Spring Mountain Rd, Ste 101",Chinatown,36.1260055033,-115.222520251
267,elqbBhBfElMNSrjFqW3now,118,Pin Kaow Thai Restaurant,4.0,1974 N Rainbow Blvd,,36.195393,-115.241323
268,yHYjDPuRtLvhvMpOn5fXOQ,117,Naked Fish's Sushi & Grill,4.0,"3945 S Durango Dr, Ste A6",Spring Valley,36.1192428,-115.279717
270,lTixk1IT-D4hoMZ6LgoyHQ,117,The Barrymore,4.0,99 Convention Center Dr,The Strip,36.1318966939,-115.162421151
271,5CJL_2-XwCGBmOav4mFdYg,117,Krung Siam Thai,3.5,"3755 Spring Mountain Rd, Ste 102",Chinatown,36.1261559476,-115.189639864
272,YuiM5VKscO8rS1EX7f19_g,117,Fleur by Hubert Keller,4.0,3950 S Las Vegas Blvd,The Strip,36.0912534112,-115.176881115
273,diY31IEunbV8MfDh81FS1A,117,Smashburger,3.5,9101 W Sahara Ave,The Lakes,36.143856508,-115.296061311
274,pd2Xo1WqNic9zxLTVdilGA,116,Market Street Cafe,3.5,12 E Ogden A,Downtown,36.1731313752,-115.144967406
275,d4qwVw4PcN-_2mK2o1Ro1g,116,Pink Taco,3.5,"Hard Rock Hotel & Casino, 4455 Paradise Rd",Eastside,36.1100828,-115.1538714
277,OJdufUU3hVabgviIBHksYw,116,Aloha Kitchen & Bar,3.5,"2605 S Decatur Blvd, Ste 109",Westside,36.1429701,-115.20935
278,OHFH6ALQqq35NiEbD1eXuw,116,Chang's Hong Kong Cuisine,3.5,4670 S Decatur Blvd,,36.105081,-115.20764
279,v1AE1LLWDOqe8ubOzqKADg,116,The Original Sunrise Cafe,4.5,"8975 S Eastern Ave, Ste 6",Southeast,36.0262328,-115.1193237
281,DESv2ys6SjBKA4SyDtJvxw,116,Ferraro's Italian Restaurant & Wine Bar,4.0,4480 Paradise Rd,Eastside,36.1091983422,-115.151955374
282,pKk7jCFIm96qDdk0laVT2w,115,StripSteak,4.0,3950 S Las Vegas Blvd,The Strip,36.0911934011,-115.176574392
283,mmbXj7CmjGbH-wR3j6cD0w,114,Sweet Tomatoes,3.5,"9460 W Flamingo Rd, Ste 100",Spring Valley,36.1152681022,-115.298301965
284,bpRo8L8dkhgbJhdIKa9mwA,114,STK Las Vegas,4.0,"The Cosmopolitan Of Las Vegas, 3708 Las Vegas Blvd S",The Strip,36.109699457,-115.17441503
285,0NmTwqYEQiKErDv4a55obg,114,Scarpetta,4.0,"Cosmopolitan Hotel, 3708 Las Vegas Blvd S",The Strip,36.1098050267,-115.174355507
286,uUEKndnFbHD8mVkGiirtpA,114,Tommy Bahama Restaurant | Bar | Store - Las Vegas,4.0,6635 Las Vegas Blvd. South,Southeast,36.0684969257,-115.176930629
287,hojZyJk1Wf2UE2CpG7cgIg,114,Freddy's Frozen Custard & Steakburgers,4.0,9809 S Eastern Ave,Southeast,36.0110778809,-115.11932373
288,gO_z_5FQVHLCiJjOsfE1fg,113,Via Brasil Steakhouse,4.0,"1225 S Fort Apache Rd, Ste 100",Westside,36.15692415,-115.291998204
289,FSnqO-YWUdRb0Xc95nXbvw,113,Lemongrass Café,3.5,8820 S Eastern Ave,,36.0289643,-115.1171379
291,jBh399TajGcH28Zo2J1pHw,113,Shake Shack,3.5,10975 Oval Park Dr,South Summerlin,36.1518122,-115.3320001
293,Sovgwq-E-n6wLqNh3X_rXg,112,Lindo Michoacan,4.0,2655 E Desert Inn Rd,Eastside,36.1293621,-115.1135114
295,MyTsAeShB9pcWP84GSTAdw,112,KoMex Fusion,4.5,"4155 S Buffalo Dr, Ste 103 and 104",Spring Valley,36.1130397605,-115.261817568
296,Mh84_j7YmRrAcm0DWV4bUw,111,Cugino's Italian Deli & Pizza,4.5,4550 S Maryland Pkwy,University,36.1067926,-115.1364723
298,tMdgY7Ou4k3bYZZulJCiuQ,111,Bronze Cafe At The Center,4.5,401 S Maryland Pkwy,Downtown,36.1619276,-115.1346287
300,pLMPpaJ7whp86uL_3ezwMg,111,Stripburger,4.0,3200 Las Vegas Blvd S,The Strip,36.127647,-115.168354
302,M30I1NPl5JuHthxo1IXPGg,111,Pho Saigon 8,3.5,5650 Spring Mountain Rd,Chinatown,36.1259475,-115.2188254
304,buTa1akbH0pO_P10v99_eA,110,Honey Pig,3.5,4725 Spring Mountain Rd,Chinatown,36.1251730572,-115.205299122
305,jfmyj519pg2flxGEQ2xdPg,110,Joyful House Chinese Cuisine,3.5,4601 Spring Mountain Rd,Chinatown,36.1259553166,-115.203431297
306,9edPSkfXKsJmkZYIaOmA7Q,110,Las Vegas South Premium Outlets,3.5,7400 Las Vegas Blvd S,Southeast,36.0539333477,-115.168928254
307,0CB7YB1qRSWLQvMbHw3Fmw,110,Easy Life Boba Tea,4.0,"8560 W Desert Inn Rd, Ste D2",Westside,36.1300289,-115.2777727
308,7vHvQCjPq5pWj7Rio1A--w,109,Blue Fin Sushi & Roll,4.0,"3980 E Sunset Rd, Ste 102",,36.0715,-115.0884104
309,R3TC2oq8fQK9c9BNMZ-ynA,109,RA Sushi Bar Restaurant,3.5,"3200 Las Vegas Blvd S, Ste 1132",The Strip,36.127797,-115.168692
311,P8uECqGqXWTwEndkh-6bQw,109,Naked City Pizza Shop on Arville,4.0,3240 S Arville St,Westside,36.130804,-115.198971
312,hihud--QRriCYZw1zZvW4g,109,Gangnam Asian BBQ Dining,4.5,4480 Paradise Rd,Eastside,36.108898,-115.151261
314,yp2nRId4v-bDtrYl5A3F-g,108,Nittaya's Secret Kitchen,4.0,"2110 N Rampart, Ste 110",Summerlin,36.1980614,-115.2825096
315,p3YqOYELqXtLyHz9T49p_w,108,Hot N Juicy Crawfish,4.0,3863 Spring Mountain Rd,Chinatown,36.126217212,-115.191350097
316,Qc0l8rZ3nvrcERitgxu8XA,108,Omelet House,4.5,2160 W Charleston Blvd,Downtown,36.1594391,-115.1712276
317,DYuOxkW4DtlJsTHdxdXSlg,108,Bahama Breeze,4.0,375 Hughes Center Dr,Eastside,36.1151230695,-115.154719581
318,S1N5-ZXwR4fUIPs6dLnBYQ,107,Hue Thai,3.5,"5115 Spring Mountain Rd, Ste 223",Chinatown,36.125587,-115.211199
319,ewmTwsZqCHH2gvCeDKz0dw,107,Poke Express,5.0,"655 W Craig Rd, Ste 118",,36.2382459749,-115.150921382
320,mY_g1z7iyMHxzpV2mV6IXQ,107,Hwaro,4.5,5030 Spring Mountain Rd,Chinatown,36.1262105,-115.2095854
322,--9e1ONYQuAa-CB_Rrw7Tw,107,Delmonico Steakhouse,4.0,3355 Las Vegas Blvd S,The Strip,36.123183,-115.16919
324,6Vyp-9i1jzwK_bvisuPJpQ,106,Lobster ME,3.5,"Miracle Mile at Planet Hollywood, 3663 Las Vegas Blvd",The Strip,36.1056748276,-115.172234076
325,_8VkSb_Mryb6bHQxSWB7Pg,106,Swish Shabu Shabu,4.0,"5115 W Spring Mountain Rd, Ste 121",Chinatown,36.1261008,-115.211285
327,N0apJkxIem2E8irTBRKnHw,106,Wolfgang Puck Bar & Grill,4.0,3799 S Las Vegas Blvd,The Strip,36.102543,-115.169884
329,PbyqDJf815zRn-7p6vYpAQ,106,Umami Burger -  SLS Las Vegas,4.0,2535 S Las Vegas Blvd,The Strip,36.1427564,-115.1578748
331,oEkOj9NXJFrjFn3NBB_jpA,106,Rhythm Kitchen,3.5,6435 S Decatur Blvd,Spring Valley,36.073079,-115.20848
333,ygaOvp0PLBYaYeN9cZAlGg,105,Viet Noodle Bar,4.5,5288 Spring Mountain Rd,Chinatown,36.1265592,-115.213272
334,DB9BRdu7is0AK1DvcuKlcw,105,Five Guys Burgers and Fries,4.0,"9484 W Flamingo Rd, Ste 180",Spring Valley,36.1158067,-115.2987479
336,fcWkZgmzRsm3H4egzSrV_A,105,KJ Dim Sum & Seafood,3.5,"Rio All-Suite Hotel & Casino, 3700 W. Flamingo Road",,36.1174419807,-115.189182093
337,VgrFPYtK6HGUEJVc4srpWw,105,Pho Annie,4.0,"8390 S Rainbow Blvd, Ste 110",Southwest,36.0360346,-115.2429957
338,FMnH5WIRLyexBYMBUUnDxQ,104,Hearthstone Kitchen & Cellar,4.0,11011 W Charleston Blvd,South Summerlin,36.1551327,-115.334816
340,JPWg9acsCv_om9UFYGMJbA,103,Fleming's Prime Steakhouse & Wine Bar,4.0,8721 W Charleston Blvd,Westside,36.1584963,-115.2857479
342,hYX0z2C6Th5XmcrKOP31fQ,102,Double Helix Wine & Whiskey Lounge,4.0,"6599 Las Vegas Blvd S, Ste 150b",Southeast,36.0678425,-115.1746193
343,M51gw2cz_vXarNBLbKkOxQ,102,The Cracked Egg,4.0,6435 S Rainbow Blvd,Spring Valley,36.0720455659,-115.243501424
344,dWk0mbhj79pK3WBp5oLtpw,102,Rí Rá Irish Pub,4.0,3950 S Las Vegas Blvd,The Strip,36.093647,-115.175383
346,wWuGa3OOQJro_XGe-GKBXA,102,Kabuto,4.5,"5040 Spring Mountain Rd, Ste 4",Chinatown,36.126922,-115.210022
347,TfabYPasZ1oOMN6JLa-yvw,101,India Palace,4.0,505 E Twain Ave,Eastside,36.121237,-115.151852
348,6xgcHeLad-VaoTIQewK84A,101,N9NE Steakhouse,4.0,4321 W Flamingo Rd,,36.11475,-115.1941
349,16tWXenJ1wTqugXJU7yiZg,100,808 Sushi,3.5,7435 S Durango Dr,Southwest,36.0529956,-115.2799348
350,J4CATH00YZrq8Bne2S4_cw,100,CUT,4.0,"The Palazzo At Venetian, 3325 S Las Vegas Blvd,  1520, The Palazzo",The Strip,36.123454,-115.168335
352,dm6sO_Y8JdKTE1ZM955yug,100,Chada Thai & Wine,4.5,"3400 S Jones Blvd, Ste 11A",Chinatown,36.1273748593,-115.22417105
353,-AD5PiuJHgdUcAK-Vxao2A,100,Smashburger,3.5,4725 S Maryland Pkwy,University,36.1036793,-115.1377851
355,Hqs4YNST_ZHbshwyi4bnsQ,100,Old School Pizzeria,4.5,"2040 E Craig Rd, Ste 101",,36.2401921665,-115.120915092
356,XkvvUNCmLIvOts0OftXegw,100,Original Pancake House,3.5,4170 S Ft Apache Rd,Spring Valley,36.1135009105,-115.296490917
357,hRZadfm7OEOzk0qjuk8BXg,100,Cantina Laredo,3.5,"430 S Rampart Blvd, Ste 110",Westside,36.1667009,-115.2870029
359,ItqPtxnayraXSlBS0EMOgg,99,MTO Café,4.5,500 S Main St,Downtown,36.1669491,-115.1496248
361,NblDoJBEwhkJyvAuxzh4rg,99,Gyu-Kaku Japanese BBQ,4.0,3550 S Decatur Blvd,Chinatown,36.1252426883,-115.207619707
362,fhoFsFK6TqJOEo30LtXeDA,99,The Halal Guys,3.5,"3755 Spring Mountain Rd, Ste 101",Chinatown,36.1259368667,-115.189743413
363,R_ZlcX46pPdjhjmfd043LA,99,Top of the World,4.0,2000 Las Vegas Blvd S,The Strip,36.1476947,-115.1563056
364,nYzCr8fcJ2ci4aiB1-hB6w,99,Rolling in Dough Cafe,4.0,7293 W Sahara Ave,Westside,36.1434074,-115.2514937
366,Z1E36owKeeZKDL-9ZuanJw,98,TC's Rib Crib,3.5,3655 South Durango,Spring Valley,36.1234867972,-115.279909111
367,Gh1BoQNMGkh91pSHqvDRAA,98,Thai Style Noodle House 2,4.0,"5135 S Fort Apache Rd, Ste 125",Spring Valley,36.0949947,-115.2982015
369,1DP5vHxJzCDbgawv0WC3yA,98,Rose. Rabbit. Lie,4.0,"The Cosmopolitan Of Las Vegas, 3708 Las Vegas Blvd S",The Strip,36.110091,-115.173908
371,lOQPeguczAueJnLmDUTfGg,98,Bonito Michoacan,4.0,3715 S Decatur Blvd,Chinatown,36.1221978,-115.2089027
373,XgsIf7s2zM-cC29WUD-NZQ,98,Makino Sushi & Seafood Buffet,3.5,"3965 S Decatur Blvd, Ste 5",,36.1186319921,-115.20845876
374,BOQOuwSNhfKx1xvKtONsBg,98,Settebello Pizzeria Napoletana,4.0,"9350 W Sahara Ave, Ste 170",Westside,36.1472606377,-115.299658589
375,9PIC380tmNYpIC3z5cvcNA,98,Is Sweet,4.0,"5288 Spring Mountain Rd, Ste 101",Chinatown,36.1265291,-115.2132639
376,wpnLPAnkMEb1NpC3xiD_qg,98,Aloha Specialties,4.0,12 E Ogden Ave,Downtown,36.1729495,-115.1447421
378,6Z6IyosSMciZtwk8hRLRag,97,China Mama Restaurant,3.5,3420 S Jones Blvd,Chinatown,36.126861,-115.224647
380,T0Uw6vwwfO3el29wBoDamQ,97,Pink's Hot Dogs,3.0,3667 Las Vegas Blvd S,The Strip,36.109413,-115.172353
381,kYvZZ_aKaKLQKeyms74T2Q,97,Lindo Michoacan,3.5,10082 W Flamingo Rd,Spring Valley,36.1156121,-115.3123628
382,VaKXUpmWTTWDKbpJ3aQdMw,97,Buffalo Wild Wings,3.5,"7345 S Durango Dr, Ste 118-121",Southwest,36.0551540144,-115.28142949
383,zU9w_xRlQSRIYXxGo-HSOA,97,Carnegie,3.0,3400 Las Vegas Blvd S,The Strip,36.1215488944,-115.174516439
384,hRQS8y-uG2kc8miWVYiLuQ,96,Golden Steer Steakhouse,4.0,308 W Sahara Ave,The Strip,36.1440928,-115.1611434
386,z0rSmZQz9eEXjg_C3_E5-g,96,Stephano's Greek & Mediterranean Grill,4.0,4632 S Maryland Pkwy,University,36.1049744,-115.1359993
387,ZgWjkMSzIV9fAuJJQXSUvA,96,Market Grille Cafe,4.0,"7175 W Lake Mead Blvd, Ste 130",,36.195285,-115.24816
389,Vg1C_1eqwIwkZLIXGMTW3g,96,Crown & Anchor British Pub,3.5,1350 E Tropicana Ave,University,36.101467,-115.134574
390,mUdalYTuAtnZm2K9zoH27Q,96,L'Atelier de Joël Robuchon,4.5,3799 Las Vegas Blvd S,The Strip,36.1025900701,-115.170541385
391,D8a2usm9b-j89W9IrJ_Evw,96,Satay Thai Bistro & Bar,4.0,"3900 Paradise Rd, Ste N",Eastside,36.1188384,-115.1544802
393,WrHu03srbhJAw6bnTIixdw,96,Kobe Sushi Bistro,3.5,"6375 S Rainbow Blvd, Ste 102-104",Spring Valley,36.0724699,-115.2435649
395,7wHLFohwCw8l6WS-feLjeg,96,Other Mama,4.5,"3655 S Durango, Unit 6",Spring Valley,36.1229130301,-115.279936977
396,ruPFtD9dU6Cv9_wpzIR4UQ,95,Coronado Cafe,3.0,"South Point Hotel & Casino, 9777 S Las Vegas Blvd",Southeast,36.011426,-115.174196
397,HK2Ki-PvnNN-YMTlX1uSVA,95,808 Hawaii Mixed Plate,4.5,"775 W Craig Rd, Ste 148",,36.2379284,-115.1523061
398,dJF4C707KVhFx1qcRJhlEA,95,Phat Phrank's,4.5,4850 W Sunset Rd,,36.072516,-115.206889
400,3vxIqhm2jCVjkUWtmDvTsw,95,Raising Cane's,4.0,7550 S Las Vegas Blvd,Southeast,36.0524764,-115.1715066
402,tMYYSWyTppDcF070Hmy-kQ,94,Blue Ribbon Fried Chicken,3.5,"Downtown Summerlin, 1770 Festival Plaza Dr",South Summerlin,36.1517914562,-115.332706822
403,YU2XR_ZY-g2VzDpi7KMzEw,94,Icy Juicy,3.5,"3400 S Jones Blvd, Ste 20",Chinatown,36.1266014497,-115.224371644
404,0zoXYHq82haayMaV952jEQ,94,Greens and Proteins,4.0,9809 W Flamingo Rd,Spring Valley,36.1148228,-115.3062846
405,LwQB9H3jZ9wTk24Lr-AnZQ,94,Spago,4.0,"The Forum Shops At Caesars, 3500 Las Vegas Blvd S, Ste G1",The Strip,36.1190940945,-115.177009553
406,0EgYXYjt2XJL4hlsKnzrcw,94,PublicUs,4.5,1126 Fremont St,Downtown,36.1657583,-115.1329346
407,Qy_tDaVTWlS14fEglzo1Tg,94,Rachel's Kitchen,3.5,3330 S Hualapai Way,Spring Valley,36.1288897304,-115.314624059
408,N6MzDoao6s68nAIW8vS9dQ,94,Biaggio's Pizzeria,4.5,"4235 S Fort Apache Rd, Ste 160",Spring Valley,36.1121815,-115.2980281
409,5T0h9YCsXiDZyBsVIN9gcg,93,Viet Bistro,3.5,7175 W Lake Mead Blvd,,36.1953124953,-115.248178026
410,iPM8BXV6vEVEci8ttsOObQ,93,Jenni Pho,3.0,7855 S Rainbow Blvd,Southwest,36.0455949,-115.2435889
412,E62l6LwZJ7lKaExcUbrtYw,93,Hikari,3.5,4175 S Buffalo Dr,Spring Valley,36.1129308,-115.2613745
414,T3ASfec34b8-uYr3xZj8Lw,92,P.F. Chang's,3.5,1095 S Rampart Blvd,Westside,36.1593507001,-115.291914698
415,p8HvhJZ-_EHhmUVmZN15gg,92,Cafe Zupas,4.0,9460 S Eastern Ave,Southeast,36.0176074413,-115.118390004
416,YZGSNhgTS6YeyUYoivD-Ww,92,Triple 7 Restaurant & Microbrewery,3.5,"Main Street Station Hotel, 200 N Main St",,36.1744156664,-115.144905648
417,JpgVl3d20CMRNjf1DVnzGA,92,Pampas Brazilian Grille,3.0,"3663 S Las Vegas Blvd, Ste 610",The Strip,36.10877,-115.170117
419,7Xw_vv-ekUL2sTqipnKT0g,92,Buffalo Wild Wings,2.5,"7430 Las Vegas Blvd South, Suite 120",Southeast,36.05446,-115.171677
420,Q5olb1x6FGk2oLAlc9p5Lg,91,Bonefish Grill,4.0,6527 Las Vegas Blvd,Southeast,36.0699725316,-115.174840031
421,UpW3jyJ3_kTG7oDSflwnMA,91,Archi's Thai Kitchen,4.0,6360 W Flamingo Rd,,36.1148157,-115.2309704
422,BnpuVvPy3sfLlkqKCx6Xnw,91,Grand Café,2.5,"Red Rock Casino Resort & Spa, 11016 W Charleston Blvd",South Summerlin,36.1560543343,-115.332797718
423,VG0nWxGsPixYLsyi49gyxQ,91,Hugo's Cellar,4.5,"Four Queens Hotel and Casino, 202 Fremont St",Downtown,36.1695017335,-115.142535036
424,S_5VQYMMa4aD3NzgYLkvhg,91,Mochiko Chicken,4.5,2101 S Decatur Blvd,Westside,36.1486584,-115.2098129
426,X8c23dur0ll2D9XTu-I8Qg,91,Hakkasan Nightclub,2.5,"Mgm Grand Hotel And Casino, 3799 Las Vegas Blvd S",The Strip,36.1037993418,-115.168108888
427,YavRvjbLsvh4DYDJPAfJIA,91,Pho Saigon 8,3.5,9055 S Eastern Ave,Southeast,36.0253639,-115.1189835
428,7xXaO9deBDh_dd0JQjA-Qg,90,Claim Jumper,3.0,6629 Las Vegas Blvd S,Southeast,36.067666,-115.176931
430,nVAJZ6BJ9PPlxDXn976R6A,90,In-N-Out Burger,4.0,4888 Dean Martin Dr,,36.1013195,-115.1821862
432,jCR-xC4NqoEajjmstqX8sA,90,Twin Creeks,4.0,"Silverton Casino Lodge, 3333 Blue Diamond Rd",Southwest,36.0419145304,-115.183436512
433,E67gGK8yOn9kkNzx8FzQKA,90,Buffalo Wild Wings,3.0,"4280 Hualapi, #108",Spring Valley,36.1120909,-115.3142768
435,svdEhLmNmpVaIv1WLtoOvQ,90,Tacos & Beer,4.5,"3900 Paradise Rd, Ste A",Eastside,36.11926,-115.154634
436,qRymrsLmlA34bC8PvNoujg,89,Market Grille Cafe,4.0,7070 North Durango Dr,Centennial,36.2892014,-115.2873343
438,ozEDKl0tZw5ob1evx41gcQ,89,Big Dog's Brewing,3.5,4543 N Rancho Dr,Northwest,36.2424193447,-115.235810795
439,WETHRoXB2IbixndSlOktJA,89,Lulu's Bread & Breakfast,4.0,6720 Skypointe Dr,Centennial,36.2835006714,-115.269882202
440,ZOmf-3NN4Z59b2Fw6VAM7g,89,Bite Breakfast & Lunch,4.5,4165 S Grand Canyon Dr,Spring Valley,36.11391655,-115.308625493
441,Zmfq3DVhHdtVChhSxzoUHw,89,Panna Thai Restaurant,4.0,"6015 S Fort Apache Rd, Ste 100",Spring Valley,36.0789362,-115.2985524
443,AyEtowSGi9vx0-xFfrgjWw,89,Payard Pâtisserie & Bistro,4.0,"Caesars Palace Las Vegas Hotel And Casino, 3570 Las Vegas Boulevard South",The Strip,36.1172428598,-115.175013639
444,3cHL1r5w2oLYH-veijtweA,89,Public House,3.5,3355 Las Vegas Blvd S,The Strip,36.122828,-115.169206
446,r8Jr-7YfkhJL2nxk9lxUNg,89,Frank & Fina's Cocina,4.0,4175 S Grand Canyon Dr,Spring Valley,36.1135548,-115.3073046
448,gwYt_q3Ob7aQJIefIBsZiQ,89,Raising Cane's,4.0,7135 S Rainbow Blvd,Southwest,36.058716,-115.2433571
449,AL5YzikrmxwcBzBNLGO7Jw,88,Fuddruckers,3.5,"4195 South Grand Canyon Dr, Ste 101",Spring Valley,36.1133092462,-115.309266763
450,UTXNr62dGSK-tet8OeXUcQ,88,Yard House LINQ,4.0,3545 Las Vegas Blvd,The Strip,36.1175416594,-115.168661512
451,zXBrfL_ohYMuBZWvF8EcSA,88,Cafe Zupas,3.5,7521 W Lake Mead Blvd,,36.1956831424,-115.25772598
452,KXITXbKuE60WSUDs7NZVLQ,88,Table 10,3.5,3327 Las Vegas Blvd S,The Strip,36.12478,-115.167966
453,qG_WEgPa8MBo1dPUOkTMlw,88,In-N-Out Burger,4.5,9610 W Tropicana Ave,Spring Valley,36.1006463107,-115.302041517
454,ahSFUPojs9X3-1jP-QPb-w,87,Bazaar Meat by José Andrés,4.0,2535 S Las Vegas Blvd,The Strip,36.1427564,-115.1578748
456,SycXTaA4MeJZuDK4Y1owDQ,87,Islands Restaurant,3.5,10810 W Charleston Blvd,Summerlin,36.1600355773,-115.331454438
457,mjhwLcuoenVW8oFhcNmlHA,87,Claim Jumper,3.0,1100 S Fort Apache Rd,Westside,36.1586208868,-115.290936644
458,TCWMgOiV0PxQkWE1SyBIWQ,87,Nobu,4.0,"Hard Rock Hotel & Casino, 4455 Paradise Rd",Eastside,36.1091636136,-115.153493285
459,YNDxeeRUARbd8GRnscJSvg,87,Panevino Italian Grille,4.0,246 Via Antonio Ave,Southeast,36.0708262285,-115.162891043
460,Tk7qCou7aYv_Z-K3a7NhhA,86,Shish Kabob House,4.0,"6620 W Flamingo Rd, Ste 7",,36.1150697,-115.2366549
461,ID5wWJ9C7G0hfbQilvlfxA,86,La Comida,3.5,100 6th St,Downtown,36.1687401,-115.1395496
463,OtSbxxD-WNzlNQlDGpXFSA,86,IKEA,3.5,6500 Ikea Way,Spring Valley,36.0689265,-115.280825
464,dGuVYsA5DMCm_TjSbX6x7g,86,Windy City Beefs N Pizza,4.0,9711 S Eastern Ave,Southeast,36.0124990687,-115.119525599
465,Rd11Bosr8JkfoUhZLzpuxg,86,The Capital Grille,4.5,3200 Las Vegas Blvd S,The Strip,36.1276483735,-115.168328033
466,eJKnymd0BywNPrJw1IuXVw,86,Nacho Daddy,4.0,113 N 4th St,Downtown,36.1703953,-115.1417869
468,vdOf_NWsct8jr4qYKoE_iw,85,Yu-Yu,4.5,"4115 Spring Mountain Rd, Ste E101",Chinatown,36.1264024,-115.1947749
