,business_id,count,cluster
495,N8D-5-fW7EkBdKjNYGhu0A,70,13
496,czyhvf93Txsfxdxqcm16mA,70,4
497,K2_zfa7cKbg5klHJYqoWnw,70,8
498,_j2EtQtgLuXGRBfbM5YwZA,70,8
499,JcFyuyo0Rt6gDiVZ9yJ3VQ,70,15
500,_kdpjoGrIzA64E6aXHA66w,70,8
501,km5aBHRss5ir_B0jvEErzQ,70,15
502,68jn0s0snbO5dhasLaVvDw,69,5
503,ibFdignja_hNpgCjDYP7Ug,69,15
504,PtwW1Hwme8Y0wy54zNr8Xw,69,4
505,bSY97kgQpJ5BrpgW40V1qg,69,13
506,MqIgMLUdD53r_dmx1goYJg,69,16
507,74pWjFssgqyhaVg-YCUo3A,69,4
508,PM0A7ZgbxvtbRCj931PbyQ,68,8
509,YnmtUJGqQIQL9tz1MRyfqA,68,5
510,6bgjcFOy4WHMyw62_1V9Pw,68,15
511,y7Js-07RF8d3N_AEtaw2VQ,68,15
512,sZsJooAzpKqOvDysphkqpQ,68,15
513,VWtT4DKxQ4YVRWT88Z5SMA,68,5
514,SzzrUeJGnl_LQAJXMK8wQw,68,15
515,BcW7Z9lPmOB_8eS2lEuOqQ,68,5
516,DVJkxZkLKS76Khb2y6XA6A,68,15
517,ohz8ljVxcZMo2bMGrBZfgw,68,13
518,bzyoY6HHZJS39fspg-6DrA,68,15
519,bRR4gsjHv0F_RnRGjQBqlg,67,5
520,Q7m8G4579-XYKV3LMW8V7g,67,5
521,hHe1mFDxxrtejXHfiysJJg,67,5
522,ytk8XVFegCSdSBXLDZutpw,67,5
523,YaTlfyPieOXwHH16wzieFg,67,4
524,vAh6WNioOEw7G9tGhd_JQw,67,5
525,N4BbeIbQNgtUEEMutu9U3w,66,15
526,L6qd3x0bHymyxub9dF7lIA,66,5
527,VR8QvH2g-jEG5EfMzA_G9w,66,8
528,M-SS_Kr0zlC7v8kBSRa74g,66,4
529,7-Ba9uSmYYpXgnQRoIPxMQ,66,8
530,ZrXYLXcEcDvYYBErmafobg,66,8
531,A4zLP5AyKEEHQr_dWEZKig,66,5
532,CCRgGKhzxSpl38w7yhqKUw,66,8
533,5Dccw539NNtnyCgTu5ed5A,66,8
534,n7V4cD-KqqE3OXk0irJTyA,65,15
535,UAMTM6LMA2on079oBMFBPQ,65,4
536,Gdv3qhsDeQzZ2Ag-Tzq6vA,65,5
537,czx3G3V_f-4ZDg9YKJ0YQA,65,15
538,0AQnRQw34IQW9-1gJkYnMA,65,8
539,h7s4MRVvB726jWHCHiQ9kw,65,4
540,iL2-xJ4-eMsJk88PsbivbQ,65,5
541,q4v-I9j1v7WqtxR12uEMxQ,65,5
542,nMaIIKEAW2cTEWbEyeFyXQ,65,5
543,gRCEObNuHtI61xR32ytqNQ,65,8
544,5ma1OUQWy_Ds80xUiP7JPQ,65,5
545,D6K3VT6S8FwFm4u5uN8T8g,65,5
546,pik4ebdFa0UcUhnNkivFcg,65,5
547,3FlWR_osNPb8dcqLgHebHw,65,5
548,0d0i0FaJq1GIeW1rS2D-5w,65,6
549,nlsibvBeSc8vfus2KuQatA,64,4
550,YkOCo5ipV2he2WXIAlZb-A,64,5
551,e13SEvJud_vgeDR_doL4sQ,64,4
552,AjWFFZN8KwyqJzzi0DyEsw,64,8
553,tA5mqEP68qjbTFK9c14D7A,64,5
554,ym5FOqL6tGbgynzwKMHZuw,64,4
555,GkRF8rSvh9cOQuuPeDh9bg,64,6
556,dVhGY-mNwTWQzK01Zxuclw,64,5
557,ZtsnwjxjzMUI6tDZNrJUeA,64,4
558,Po0QGzgwFrfnGJEi_akCjA,64,6
559,JbopSXzZIy7id23GJsO9pA,64,4
560,Jt28TYWanzKrJYYr0Tf1MQ,64,8
561,DVfCbJhJUDWRlUfrKzaKOA,63,8
562,rbcfYmJtqwIkk17IeOI5Kw,63,8
563,ZhLSAiRj9kANxf8m2SBfRA,63,8
564,Ffhe2cmRyloz3CCdRGvHtA,63,4
565,4VkLiFoIEjTTpbCRgxjnCQ,63,6
566,t4bBKVXbr8bIN9nEJIobYg,63,4
567,iAuOpYDfOTuzQ6OPpEiGwA,63,4
568,eYJcI9cI6-kJ2NQpYdHcLw,63,5
569,po0p6NIro0cDrmKkcyPy0w,63,5
570,ghVhlFpNhfBwWDFGSlt2JA,63,5
571,OPxWcHK96_cbmiF7legDnA,63,4
572,Yq92uUpugGyJLvDtcDRunw,63,4
573,KkmPDIWzvwbBpyqOHT6pcQ,63,4
574,PIXl4WvAqjl2w9Lj81zXvQ,62,8
575,Fy4t2XHIRKwMk_ocCZze0Q,62,4
576,8F-UdXe_YylX3k0L1SEiRg,62,8
577,2sx52lDoiEtef7xgPCaoBw,62,5
578,LEzaRCdhDfO2eM75HZNnUQ,62,5
579,MAuSh7NKoT__CQ4BumoayA,62,4
580,cPmThZ7Ugpd8eJnIObOy0Q,62,4
581,-Le6cwbZL4tDZwNHwipfKg,62,4
582,JPfi__QJAaRzmfh5aOyFEw,62,6
583,JTFFtWy_chbsHTs95yD_2Q,62,8
584,xw6G0T2VQZAtta6RcZoAOQ,62,4
585,_hML_SleB40KkUrMHOZ_-Q,62,4
586,RnAb4KkRDmWUBWhhZhugZQ,62,2
587,eUuKXhloFVHdQsLdodcLbw,62,5
588,I6qFvR-jVDGqDD_iVG38ng,61,4
589,MqYYYNA-ZYvV-1w5qcmMoA,61,8
590,HaWU8ICNtjIkCN_ZNrx1hw,61,5
591,w7r_pDUR56k0raVroQhhww,61,8
592,uHUcYpGlcdlu5m7oiZGY6w,61,8
593,W1Vn2G1disKO52jHARIZMA,61,6
594,hCsJv234v62MgdsUU1j8dQ,61,6
595,-3zffZUHoY8bQjGfPSoBKQ,61,8
596,54WM5coZonA0izd2y04p_A,61,4
597,TrGBHqHVzJM5tk2C1D1ctQ,61,6
598,TeggG3duunpoy__1Y2SAyQ,61,6
599,78XbdLi5e42XDxgnxuYacg,61,6
600,NmOBomyz63TP9Nn2q4Z1rg,61,8
601,lF4pEu4_55SSFEo6Q58ftQ,61,6
602,_sh6mIBWZis66mAjkjN8Qg,61,6
603,dCUuzw3R2rPqKyN2Zl9zRw,60,7
604,WLblFINiPI18_o1OdDsnVg,60,6
605,U0UnBjz9DugW2qRZputKBg,60,6
606,TL5Dtfnf-5hYG13lBF9N2A,60,4
607,YI08egmS9lWWB6N6MmrePw,60,6
608,LJt-NO2FhvQxTmBoaaLhTg,60,6
609,tCYAxj5_pV4RnDpe3_5VpA,60,6
610,jrE4M9HlYp2AZZ7iQCSIRw,59,8
611,xEH00X_VoRepWKXQrragmw,59,6
612,DNSDAtD6uxQkoZkQe2v4ew,59,6
613,KVqWA98XZwGhJ3YbFNi0vw,59,6
614,PSRZaGGxXmOmabL2si8pKw,59,6
615,JjjlhlQ2LEaQMuAug4fDIA,59,6
616,eJNHwNoCk_hZbK8AeHDZ9g,59,6
617,PChG1Dm0A6AXIXkXGVK8Fw,59,6
618,D_mVIUu5XyrHz-7U_z_pDg,59,6
619,gV63aLTQ06Nff0GzJ0tcUA,59,8
620,3LWsVfsSmb_Nzbi2YQ-NIA,59,6
621,-OEIW0dO96-492qa_luxaw,59,6
622,BhueLLvA0k9G1Lr0WeZX9w,59,6
623,oljOuU-B7XUNQFPBjed2yQ,59,6
624,arv3T_av9OoVo3SvxV4TXw,59,6
625,qpaX3qOHBSOAEDUcIs8SPQ,59,6
626,BORPULADzZV6_LJZzcsywQ,58,8
627,m-xsH8VkcYtTTvp2Fa6Ajw,58,6
628,SsN-SaGGkJn2Qm-jSDQ4aQ,58,8
629,pFQaji0idkrzv5J-qTQ82Q,58,2
630,Kbbm6Vd5UdbP10dwjBghRw,58,6
631,lAR6Lj6-zBxQNqflZt0zTQ,58,8
632,xB7bsOpJbnK9nHEZw1ARDg,58,6
633,-WLrZPzjKfrftLWaCi1QZQ,58,6
634,0q_BHpxbikVtPRRLRu-U0g,58,7
635,vOfz55MmWgjNQ3BA2PnhgQ,58,2
636,5QNXZcclknB2PkfeN7FJWQ,58,6
637,jmyvOW6G2T1fIePvajB4nQ,58,7
638,xrBQKZbhJMCtaZxeJ0tzTQ,57,6
639,5z1WIr7E9P2CSzyN5seeSA,57,8
640,HaPwC4nxs6RPfe1pAQkQ4A,57,6
641,bgXb5YYzQvHXmM8owZB4fQ,57,6
642,H8qlBw1YaxMsItfz25-AyA,57,6
643,uuGL8diLlHfeUeFuod3F-w,57,6
644,aKEEQqL1UFMieilnylI1gw,57,7
645,bjSC_jbrypke0l-bXXBmwQ,57,8
646,6z3cgIE9dJ01wUm43f0yBQ,57,6
647,beuVp5CZxCdNvQIIPBS2rw,57,6
648,DLw9rK8Qb6l7ESgxtR47qQ,57,6
649,DW0ZvWuYaSvMcB_3LG5RGg,57,6
650,OUP9dy2eu_-2Mga3DpSFfQ,57,6
651,GTR39A2jwNIS_NV8q2r_JA,57,6
652,jO3ikdNbF_TGGv87izTkEg,57,6
653,h3pMMRwqBjMeMtk0_qQzRQ,57,6
654,eSLwC2iFJOU4UWXyuPiTpg,56,4
655,BuHbMNbCQzzYi-3Y5w1c4Q,56,6
656,JRh14J_be0jl7Wbt412vDA,56,7
657,i3mZIwNi1EiJ7-1A8amoyw,56,6
658,iRwT2pBa87Y54q8nqfNAzw,56,6
659,S-egzF2c7bRpCUNbZqV8dg,56,6
660,VfFHPsPtTW4Mgx0eHDyJiQ,56,6
661,HFEkIohUqGIudgqbHiK1uA,56,2
662,kpLt4l5J5kbMD4oxQLC2aA,56,6
663,0XEqyl_lVaJNHRKxNcjJZg,56,6
664,k2b3niokS_tosjah_rzCPw,56,2
665,ZPwx7ktiVluGFVg0L05n5A,56,7
666,oH6QAuoTLFaX97oqqpLTMg,56,7
667,-U7tvCtaraTQ9b0zBhpBMA,56,7
668,f_eiOrEcMnkHB7GvQVOHkQ,56,7
669,X5uxdU9GHoUAqo2wmbg3OQ,55,6
670,MpovsyjkSkchD7ssAdEVKQ,55,7
671,BwuyBsShSQwO3_-SvW6fRA,55,6
672,QJ6GXAAMkgCZPF0bZk0xLw,55,6
673,SJU-jRAZS0cXoBGUjX5GUg,55,6
674,Ssa6XY_RdDRRB9wuVIeIWw,55,6
675,By7P2EBBvhqoSDj8PnQa8g,55,7
676,w5CSi-An5meLnxjKSFn0wQ,55,6
677,YF4QJ_j-PM7cMZja6K1MwQ,55,7
678,SeNOJ2zYHziptxLuiRINLg,55,7
679,HmsCerK_rub0Ulo0aC0f9A,55,6
680,T5nTtSCSRoEYMsZPhF61wg,54,2
681,NfM1YE-FJCToO1LB36T6lQ,54,6
682,uu5AtMrz_94e8kk4Gixg9Q,54,2
683,hQ4IGBbdDcCUh11zUSzwCQ,54,6
684,kmdFk8ETfXiuoS364jaJFA,54,7
685,JQLi-Ow9pg391iMzw5LSwg,54,6
686,7dHYudt6OOIjiaxkSvv3lQ,54,2
687,lKq4Qsz13FDcAVgp49uukQ,54,7
688,QteBKpZTRa2dJ3u7MLiXww,54,7
689,xfzDtGxx6B4a27RAyah69w,54,6
690,hPclwunHi36YV8cPghWJBg,54,6
691,_QvGAqMmrUIlxpby2Ul5Dg,54,2
692,G5or_Fra4-6IYOVlm_dI2Q,54,7
693,wtxKAHReCUOnPY08KMQcrQ,54,6
694,kICgNgVRkIh4doz0atyMMA,54,7
695,WVvqV0cmNR3j7ChPoI74hQ,53,3
696,939j88ceB05Te3D7kQPwSA,53,7
697,vHt0CSynqesXox-9nBj7uA,53,2
698,BxRTF1hmGAzMzkTDsEp2gw,53,2
699,wlQCPszSqUi2xpGqZsWjLA,53,6
700,qTTBJ83d-nWSnQpXyd44gA,53,6
701,PDIh1lVtKlUqPJROXYJQvQ,53,7
702,S_PEroRv40j1In11gNH2LQ,53,2
703,4Hx-brYb86k4C1VSKPvj7g,53,6
704,XBEx2FI2GKmsjs7eWNr7Lw,53,6
705,qmIHO-6T_KEfPC9jyGDamQ,52,7
706,8wt-saX_qXaqVCXQHc5qXw,52,6
707,_y1Et7f4NE6D1P1GzphlIw,52,2
708,hh-N1r9O1JpvzGw1mp0bKw,52,2
709,rtlsfmdufArhk-47sWIf2w,52,7
710,a3APDveO8DSEIp7o1f24hw,52,7
711,sARavfidmIS878q5BtlyVQ,52,1
712,2bK1ng2mnRdtTh_BDNGmIg,52,2
713,lvuuyYZ-CzFrg1BLdV2OPw,52,7
714,vstifTjwsVFXc1aprX9_iQ,52,2
715,3nf-a84p8LC41_WAIvJPjg,52,2
716,AUl6myFhTAbEqt0GMdKHiw,52,3
717,k-tg18rWRibZ4jKpoqhb0Q,52,3
718,eoyvbnRYQe-z85e8Rc6vAg,51,7
719,7yYexN1Q5ShE_z1MH2TDTw,51,2
720,-_yEVC3_3M6YOsamYfNFEw,51,2
721,c-NXKTJ0jrrusTPxJAUwvA,51,6
722,yvqcZrHixuf_oIUW83xUcQ,51,3
723,5TY6bUT3bbl9aHItiIXXqw,51,7
724,9cw870n3gsGikVoOT5YOYg,51,3
725,iI3jcwudiZYMVUeRPy-DwQ,51,3
726,GC5wcui5uejRZTi8OCNPkQ,51,7
727,Lq9rYrwvWV5QDBYzq7MGHQ,51,6
728,nnDLapJk1z2NJE0-XzwMlQ,51,7
729,ZDvS8DtnkYa8jY703MflEw,51,2
730,vzrcPqSdRY41GoO5DR5pYA,51,2
731,3ajqOW9A7VhResA08I7RTg,51,2
732,Ipkl7KtlqxCe8bMMkwHwPQ,51,2
733,Er5XAY2UFGGqBHdqpeCFkA,51,3
734,gqcJHVFCPeBRGnDf8bFzMw,51,6
735,3Gt3xskppi9jZuTrwrhLNg,51,7
736,lGy7jJ9oVZUJNkmZj7ewgA,51,7
737,iiIXOU0L-KUCjuNES2e6Cw,50,3
738,RSOinkOUpxm0mGw1IWr4Xw,50,6
739,-Bf8BQ3yMk8U2f45r2DRKw,50,2
740,nI-ZmgPjAtiNTTU-_gnoYQ,50,3
741,XhgFynFD7ZT77wofWpeOag,50,6
742,Lzv68iVkRHstVvW3aXNWkA,50,3
743,Wg9272hxpu9IBTXMTB6EeQ,50,3
744,4Bw9XffSa0AMy2SrNCS2KA,50,6
745,EMrghF81px-wnNqEYqA0Kw,50,6
746,g62SlImzhs6_1t-knPjd8w,50,7
747,Yp9w4nhUowBU_IS_StFXbQ,50,7
748,Y-S2LhHefBdnX8VP5Bh_JA,50,3
749,44kd3YdkhXj5XiSPs5XNjQ,50,2
750,Wfl_ch21ojyHsPnkvvnstw,49,7
751,bjllusUsLq9zE4yZnLpOzg,49,3
752,CtZ3HujCLTChyoad_L-nHA,49,3
753,WDYE-OCXNgKyXGNuBjMgEw,49,3
754,N5CL5HLS6lyltw-OjjBrOw,49,3
755,Ay34xZOFax3X23zaA3nwdg,49,6
756,SgSVJWgMwFteYyz4OlHu9Q,49,3
757,-_TSaVr53qiEGqMkwyEMaQ,49,3
758,Qf6EnIzKqhXQg4YNkVAqHQ,49,2
759,agGJSdMTRrkA6VrYMbC-SQ,49,3
760,HUWLnKD5LSZY134amUO2Rg,49,3
761,PglC8rgguMIlT621p1BLdQ,49,3
762,U9aA5H13y7t9xWnoQslV0Q,49,7
763,9qcTpWYxrZrN13p1zAP6dA,49,2
764,nu1GQ_Q43JqzrWMZE_dE1Q,49,3
765,kosTPb88O4Q0XGbVbEOGCA,49,2
766,kgw8nBO9ZMRhukfnJd6bxg,49,3
767,WyZAeMGsjUE7OToI4Jdqfw,48,3
768,9sbXPpRC_wDhCsp7qG2PDw,48,3
769,TW58a4UkMcksdfQ7znUqsA,48,3
770,pyqnGlIfP9Zw8LLxBjyAiA,48,7
771,HnbkGxUs7oWKYDeB-Pk82Q,48,7
772,hgQOESYp7CF4LnNI90XEiw,48,6
773,slx9qstc2U2Tc4s7dzbbBg,48,2
774,MNaPOkqm2vKeNG8EqkZWCg,48,2
775,DkZnIPTPce-R2uoF-euYyQ,48,3
776,EdY6q0CO2mlATpoTFkvHAw,48,3
777,oWD385Ues-RWJmhP_Riz1g,48,3
778,33Tr0eRki1Yamzleu4GMdw,48,3
779,2hyciWHsqnbqdEkUvO3KuQ,48,3
780,59YbAeuiz0isJtRNKATTKw,48,2
781,YVd2yYNjpiFg2s4ToMRmPA,48,3
782,dZB5VuI4mCVRz8qQUwUgCg,48,2
783,rjZ0L-P1SRLJfiK5epnjYg,48,2
784,h5a8aJ_Pd71JzUGFA-IaAg,48,3
785,PgQZfKQwW6Q9fIvViD7Xrg,48,3
786,tWhEnh77yHXDU3fQB3wiRA,47,3
787,m51uL1LZhKYf2y_yG4NEng,47,3
788,XDYCIRENiT2doRZgwNJ3SA,47,3
789,E0OKctOhZpUQgwUUBc_RwA,47,3
790,MDVbJicJvqaO4WGx0vEabQ,47,3
791,LtO6vTBfYzlgWArn3kRe_A,47,1
792,AXyptrkdFAkZ608lOFIJYA,47,2
793,uuGlYAIvYAX1q1KhpY6dtA,47,7
794,hgeXEGD9lRX4ohj7afSJnw,47,3
795,Md6895ZtS3FA8a0pUaH6nw,47,3
796,C1jQ5CbszJkS_cyWgaRVGQ,47,3
797,GZONBn0K1yp2aaD-l8debQ,47,7
798,3fPIRTnBhd81MixgS9YoMQ,47,3
799,j00iBr6uYnwgFs_J5y9f0w,47,3
800,1CR2ddUcjYYwRd5JLtiRrw,47,3
801,inuW6Gl02Mf8G5RRk39_lw,47,3
802,01VPJkcU0m8WzlA7dCEpVQ,47,3
803,8Yz1eFsaUy-ny3B6YZDOrg,46,3
804,3rj1qpgFvkRWtAka17mhEQ,46,2
805,0gTTGuA6uEmMhLhfJi0hqA,46,3
806,tro-hrljuY1cUAVFYauTlQ,46,1
807,WCFz9KVJTtIXSVvD5NMYoQ,46,2
808,Ki8seQY5mtXc36xjoMfeDA,46,3
809,b1WGIdd_oSwGYZtC769Shw,46,2
810,C2T7ecxqsVu99PhSqT3c3g,46,3
811,dYMhfzyZyklXELmYq_wfKg,46,3
812,5xdKUuu4DbJ71KGbwRXfFg,46,3
813,r8hF3kwnZzxTo1IYNcI6rg,46,3
814,95CCHowiE0W_ovv5-9lQAQ,46,3
815,Q5sn7sP6v_lk3pxn0xVIlA,46,3
816,dn51F67VLgPuqy_8SFk9oA,46,3
817,qFZ7ReYNpjHuvSxOqXqHMg,46,1
818,W7DwXa_7LNmETFHSQJZ2Lg,46,3
819,lokPfoken16iTeAJ2PAwmQ,46,2
820,viji5rHhNlsy9w-JmUhyaw,46,3
821,qVbZ_VrZEGJKJg9ZpkGzjw,45,3
822,mnU3iGsL55MCWXiWV3AcAQ,45,2
823,atVh8viqTj-sqDJ35tAYVg,45,3
824,2Y0-nrSZNsLRStyupZgM7g,45,3
825,uDeycmwCy26ALJHeG3SsEA,45,2
826,kwLlQn95rqiqvmM4Yc2hIg,45,3
827,JhRxDdmZSGDG_u7cGxaYrw,45,3
828,jG0m1-899xwYY3IXpTRRCQ,45,3
829,VUtazCTIc0aoOrQprP_s-Q,45,1
830,eDdhZZBHEi-TRWQ2xhRI5g,45,2
831,yy7pPm_QGVRm6exD__Htug,45,3
832,41b2SLmjLcxTGLVRxASiDA,45,7
833,0jtRI7hVMpQHpUVtUy4ITw,45,2
834,zdcesxBdjljRgS0QmCgkBg,45,3
835,pi4FLFEOn9AhNUxiLbBeHg,44,3
836,_8yxceldCT7oe0wJC-yDPA,44,1
837,QMKgn9p_hRUlumBDAAfWlA,44,3
838,NQXuoB9JTPUItHvouMgWjQ,44,3
839,Dxaz8OxaadecnWol18kAtw,44,7
840,KTjfQxsQDKWP0dWXBCyXuA,44,1
841,Ehy00JWQixgoXzisVKhvag,44,1
842,6fPQJq4f_yiq1NHn0fd11Q,44,1
843,MX2OYa2sS5ys_6AiK-gs3A,44,3
844,1SCETxRnwaYo2aBC3fi4SA,44,3
845,5JjGTaZkHbbjBrzBODcsAQ,44,1
846,DHUAQ4pzH9KKzGZDm1jZLg,44,3
847,1CP8aJa8ILlfM5deroar0Q,44,1
848,bMZBkFrTI6uSYQB6XYnvnw,44,3
849,BOMgSyi4-TYAnjVn3m0z3A,44,3
850,fpM-O9Ul62xizBq9YNO_tQ,43,3
851,fTtkz2RhWNAp6jKiIzXf_A,43,1
852,77h11eWv6HKJAgojLx8G4w,43,1
853,Xs5MqC7-g0vc4nmWDtRZoQ,43,3
854,zjvnqTjBp56NhMp1GrlO5g,43,1
855,Lau3N654yNyWdIIybea1uA,43,3
856,Z3ZSar8IVAR2qIupqxMynA,43,1
857,VzUo-RURV3VnfNItAYM8yg,43,3
858,2LNnIARy-lGmrlEMZSxZ1w,43,3
859,rt-aQTkNfILbxBuATdJ1dA,43,1
860,mwE5uNVkxCXvEuVa1KQ_3g,43,1
861,D1czdOwjbkIWbXHqphwvXA,43,3
862,ngs16C2M_uTq2zXamltHVw,42,1
863,X11JfeIVH9d6qMrDqA-N7A,42,1
864,-FNquqGseSCVMWo7KbK-Tg,42,1
865,q3oJ6bNRV3OoJrwc95GOwg,42,1
866,B3omTXI--0eiBC7nCv_WXg,42,3
867,g8oxQ1Ji9mr9PMjhEfaWSg,42,1
868,iAu8s96GKQ73Xe7j_2GyCQ,42,3
869,p45zoSxaX9FC6JBoyw6DKg,42,3
870,64o_nYvzIKwHFOSYSEm-qw,42,1
871,Yqgyx8SJ5SqFYc-4yH6Z1g,42,1
872,vDhifJNAtVFGjqJM5hFQkg,42,1
873,QUxzvPrcWSXCKtYcneXIVA,42,3
874,aS1qJzTGyluRT2tJ09Jbaw,42,1
875,foQZ6guS0l49trURKh7vlA,42,1
876,ppHkkuDvvH8g1Enz6F8OJA,42,3
877,YUE5S4ReiM4dq9qkKbDMwg,42,1
878,pUUgVNS5nBSoCJsBa3fDGw,42,1
879,2I_qSTehoUFsDNjaqCVxlA,42,1
880,A7jbtXYFAZhErOW7xIQinA,42,1
881,YRiQtFNteLUUEiGkdQ23vg,42,1
882,IWN2heYitkg-D4UdqfxcMA,42,1
883,oJZNHz5UUVUgrZwVBVlpYw,42,1
884,SEMvJDVnDB4NoPW6tXXO_Q,42,1
885,2XkVexeY_8zyc9nriSElQg,41,1
886,TqUVH7Ox_3qEkCxCCS_l3Q,41,1
887,-sN_og_84rLW22CaE3cjVw,41,1
888,AA3gAf3qlH6GY9Uw06wUFg,41,1
889,mswelTP1cQiuAps2fSGuBw,41,1
890,CZF9Nm8CFY2R9ZhfwYIARQ,41,3
891,3ZHyw0d8mk0HOEP7v4fW1A,41,3
892,AoGCnRtwifZ2gTGHtg8KTw,41,3
893,XsSgv3vBOyOBXn3Co8EVIg,41,1
894,H5Y6o9H4rtxbHJFgLqI6Fw,41,1
895,sB1lPLICz4nrOuuqgLv50A,41,3
896,nTc-Qj_-ABZrpM9YSpJ6jA,41,1
897,F6p_k-Q6W_kkAb-s_a0Omw,41,1
898,OPSNdO3LNPMt7qz1MNb42g,41,1
899,VbEK6-etnKKaPamrG2jWjQ,41,1
900,CvpXZRF-I7wfm19dW1jOXA,41,1
901,oDNfrdvMV2Fq0R6vd2XwNw,41,1
902,5VeKrLlQdJjMmKGwBBvMmw,41,1
903,QYuojrlW94mpEwnp0uUIWA,41,1
904,xk-fOf_M39kDTgzfVgu0Tw,41,1
905,6PqYwabO2g1r2ZB7eImOiw,41,1
906,zY6f_cFY8HTI3hLlJj3SOg,41,1
907,YILyHegzhy1vlc_LNVfObw,41,1
908,BSDKbSLFO3CP-uhfcuUCkA,41,1
909,6V_7ldr9tjmet0BdAnC34A,41,1
910,WlBvw6R1Qe2yIaZp-2ilZA,40,1
911,fUKi8LlQhzsGntuZjfvLWg,40,1
912,6ANVuBMmpkXpFd5Hzkn4_Q,40,1
913,UcIrRf2mWgqqlg-HNoDl0A,40,1
914,g9IeZKQl0TamGI8772vYAQ,40,1
915,grlL6zmHBOer9rPycsRhBA,40,1
916,gBy6UXTpoSHhW6qd15XU0g,40,1
917,c5TOGBUCCUUNBPM7h_KbmQ,40,1
918,2YBO1LEKIgyle0uX50u15Q,40,1
919,LZSyWy4IHgXg6QhW2jrBlw,40,1
920,iX2c4IzH_L5F6FM5GD3SUQ,39,1
921,DKXUkIrFnMUMF535gf-dPA,39,1
922,WXSsJIO_uGGSxS9qC8x1gQ,39,1
923,ZXfMiPsPv-cH7GMQ-5-mhA,39,1
924,Wbi-x-1Nbn6LFCMOSN6F5Q,39,1
925,JJAwT9R6Fp2yyWHtWFA8uQ,39,1
926,EWbNTPW0co_X4lZRB-QTLQ,39,1
927,oN_A87dyVD2FBk7coLnhCg,39,1
928,Qor28v4BlhSwtN8DSvah9g,39,1
929,NaZVUOzqk5b-l0mlki-9Og,39,1
930,aYfHXWNjLNUVoQa5CMA2jg,39,1
931,9U4Tqt5SkZKQ6eeH6IPSxQ,39,1
932,B0Vm2tge4I2JJlZhD4sl0Q,39,1
933,S5FTckOpSK0_Ma4c18ZEgg,39,1
934,XwJ6fZRVbxQYRsryy4-qDw,39,1
935,7EZ4Eu7YJ1ltRCC5jXFJrQ,39,1
936,H_FkQxifSo13B2FWjhp36g,39,1
937,aGDo7GDN5YLvpYykpSLkbw,39,1
938,QmVF3KJ07PsdroCFwOC_Ow,39,1
939,IU55VgrpLzVKo9sXWbTn3Q,38,1
940,uh7DUWtPoZkuEE05fghJ_w,38,1
941,2pV-BNJvTL3f3EiMZlv6_w,38,1
942,bKbYRUZKDYonSPOjzchJJg,38,1
943,vLkKorA1gPS97Zj0_WKA0Q,38,1
944,sUMi2q41l4AzOsmJMRY8zQ,38,1
945,TspQ9jCczz436RiJHJQYZw,38,1
946,YYE0C8FeDpB6zqB0kSEh7w,38,1
947,9d36_PI9Fh7kZ-Pybr2QiA,38,1
948,ZCQa7CJxZ-53Zxd_pobWug,38,1
949,etid3CozFvEOFcvDwHXsDw,38,1
950,TrN8HBHBL4-Tu7cXMDoopQ,38,1
951,5iSlHNIy3RLbCP5AayB31g,38,1
952,hubbaEcYPYEZu5Ziz6i0lw,38,1
953,xmWs-su5eB5_57CIw4sqfw,38,1
954,UK2Onb024Azao0DrTHSvhg,38,1
955,01Ov9eDxKRY5k6ImMdiWLQ,38,1
956,Ch3HkwQYv1YKw_FO06vBWA,38,1
957,4KmrrhtfnngTVFa2d5LAjg,38,1
958,1SE9f6TEV5XhnTuuK01xwA,38,1
959,6qKjl6xJQzLb9ka-QbTudA,38,1
960,dk1MV0MP32Xq-iBxzewl0A,37,1
961,FykLjv4tIq618q8F2pvTKg,37,1
962,ZJ0gQp0fcnIDiZv0m9--Gg,37,1
963,cghHesD2NXV5yUu-ZAxE2g,37,1
964,HWl2EbZhkhAkFgqt44yUkA,37,1
965,H_eO04NZAQIDcbtFQ4BUag,37,1
966,H8umkLwMkM0vP5B8oPiozQ,37,1
967,IRbgMt0cVuzK1KSppU16_Q,37,1
968,F2HKV9oJhnIKQ-M4Gt4Ftg,37,1
969,Cpb142L849ilMzgiSR4a0w,37,1
970,w5LUtmw4G1KD7qAntqGd9w,37,1
971,vGAJwqvfJLoeHdaM-8eRng,37,1
972,eS76100l3h7Ollb5s3_M4A,37,1
973,COgwFthJpS4We16W5Gf4lw,37,1
974,KNTjauGqmib3sG1HWJyKEQ,37,1
975,ghDNHpqETRJGxG5iUtaZtw,37,1
976,4X0KWUPcD2EkHN83aa4cXg,37,1
977,e0JOkQYz_cnz91k6X55PLw,37,1
978,fAo-3jt3oD69nwnr5M6FLQ,36,1
979,1aj4TG0eFq6NaPBKk6bK7Q,36,1
980,03icrim6SfEQJlejDMbzsA,36,1
981,YYU_E5ASIuS6HHUu8Kv-Xg,36,1
982,z-OhppazxWfHnUCzFTKQhw,36,1
983,YeYtDdGRonHddnviDc1q7g,36,1
984,LgvgD8JllzVmIdme4OP7Eg,36,1
985,hT86CbF0p75wKqgAEbWVrA,36,1
986,w6zW6gIyg1sI5V6Wag_SYg,36,1
987,fAlKTsfsUF6A5iujEI2Z1w,36,1
