Condition,Rating,Review,Polarity,Name,label
Anxiety,10.0,"""I've  even taking gabapentin for three years. From the get-go I have felt the benefits of this medicine. I usually take 300mg morning and evening.  If I have a ""crowded"" situation, I sometimes use it at lunch time as well.  I have done well on this. I know that isn't for everyone.  But this is the medicine that has come along and freed
me from anxiety. A true liberator with no dopey side effects.""",0.05,Gabapentin,0
Migraine,10.0,"""I have migraines since I was 12, I went to different doctors, exams, medicine etc; I was in pain 5 or 6 days in a row till I used gabapentin. This medicine changed my entire life. Now I have a headaches once a month it's incredible. The consequences I'm happy all of the time and I spent more time with my little boys.""",0.273214285714,Gabapentin,0
Pain,10.0,"""I had a back injury in the Marine Corp in 1989 I have had 7-9 on the pain scale for over 15 years. I have been on morphine 30mgs 6 times a day, Vicodin 10/325 for over six years oxycodone, hydrocodone, fentanyl patches 150 mg every 72 hours, almost any pain medicine you can think of.  I stopped my Vicodin cold turkey after six years, If you have been on pain meds you know what withdrawal is and how painful it can be. I went right to gabapentin.  Oh My God thank you for this pill it is amazing, absolutely zero withdrawal effects from the Vicodin and I was on over 300 mg a day for six years.  I mean it zero withdrawal symptoms. I feel zero back pain and I mean zero. This pill is a miracle I'm on 900 mg 3 times a day.""",-0.093253968254,Gabapentin,0
Neuropathic Pain,10.0,"""I was prescribed gabapentin 900 mg a day primarily for neuropathic pain generated from several spinal nerves in my cervical, thoracic, lumbar, and sacral spine. I'm in a lot less pain. I'm a little lightheaded and dizzy, but food and plenty of fluids help with that. I'm also used to it from a brain condition I have.""",0.0114583333333,Gabapentin,0
Anxiety,10.0,"""I have never in my 30 years of living been so happy & alive thanks to the gabapentin and lithium my psychiatrist put me on almost 3 months ago. Going back to my inpatient stay in March- I was suicidal because I didn't think there was any other way out of the pain and burden of being anxious 24/7. It paralyzed me. I felt helpless. Now, I go to the gym, play with my son more, preform better at work, and all my relationships are much better. I can actually think to communicate. Also, I don't go from 0 to 60 in 2 seconds anymore. I'm like ""I got this. Just breathe"" I can't even make myself anxious anymore. I've tried. I am on 3000mg a day of Gabapentin (5-600mg pills a day) and 600mg of Lithium (2-300mg pills a day). True Happiness!""",0.246153846154,Gabapentin,0
Anxiety,10.0,"""I love my gabapentin I currently take 800mgs 4 daily I've been taking them for around 4 years... my whole family suffers from anxiety and my mother was the first to take it who recommended me to tell my doc because antidepressant just didn't work for me. So I asked and I'm glad I did.. I watched my whole family also abuse xanax and I refused to go down that road. So I'm perfectly happy with it""",0.169444444444,Gabapentin,0
Anxiety,10.0,"""Where do I begin. My whole life I have had severe anxiety. Later down the road came despression and a mood disorder. My anxiety controlled me. I would have panic attacks more than once a day, terrified to leave my house, scared to talk to friends/family, scared to go to work and anything else you can think of. I've tried, since I was 15; I'm now 22, Xanax,Lorazapam,Clonazapam and Valium to the point where I wouldnt know how many I was taking a day. NOTHING helped!! I had a different doctor see me and her first choice was Gabapentin 300mg, 1 capsule 3 times a day. And thats where the miracle began! My life was changed. Im getting goose bumps now looking back on how much relief I felt and still feel! The world was different. Please try it! (:""",0.188819444444,Gabapentin,0
Anxiety,10.0,"""Until I was fifty I dealt with life, and fear the best I could. Going through catholic school in the sixties was pure hell. But I leaned to deal with generalized anxiety disorder and obsessive compulsive disorder the best I could. I become a perfectionist resulting in what others would call a very successful life. At fifty my wife divorced me throwing me into a ten year spin of uncontrollable anxiety. After trying almost every pill made, I tried Gabapentin after one morning and one at lunch. I felt better for the first time in ten years. I have taken for nine months and most of the time I feel better than I have ever felt. A control calm I have never felt. I hope it continues to work.""",0.436607142857,Gabapentin,0
Neuropathic Pain,10.0,"""I have c-2 c-3, c-5 c-6 and L-3 L-4 herniated in my back and neck. I was in pain killers which did nothing! 10-325. When I finally got into the spine specialist he put me on this and it is a godsend. I am still in pain all the time and have lost use of my right arm but it is bare able where as before I wanted to cut my arm off! Nerve pain is like nothing I have ever felt and I have had 3 children. This is the only medicine that I am scared to run out of. I have been on it since April 2015, I lost my job and insurance and so I lost my doctor and had to cut back from 1800 a day to 600 and I wanted to die!""",0.137244897959,Gabapentin,0
Hot Flashes,10.0,"""My night time hot flashes were keeping me from sleeping.  I would have 4 or 5 episodes a night.  My Dr. Prescribed Neurontin and within 2 days my hot flashes have disappeared.  I only take this medication at night as it makes me drowsy.  I take 200 mg.  It  is a miracle!!!""",0.166666666667,Gabapentin,0
Bipolar Disorder,10.0,"""I love gapapentin!  I take 600 - 1200 mg a day and I am happy again. I was on other medicines plus Celexa for depression but still had horrible anxiety and crazy mood swings.  I now take my gapapentin and 100 mg of Seroquel and I have no anxiety and I feel better overall. I am not really sleepy either.""",0.0125,Gabapentin,0
Pain,10.0,"""First I must say this page and all the reviews I have just read helped me SOOOO much so thank you to everyone on here. I have suffered with lower back disc pain for about 30 years but I lived with it, I spent a crazy amount of money on physical therapy, chiropractors, and doctors with zero results. I finally was referred to a surgeon in Feb. of this year and told I have 3 herniated discs that would require surgery in July to repair them with metal ones. At that time I was put on 2 x 10mg of Percocets every 4 to 6 hours.  After 4 months I ended up in the E.R in excruciating pain. Dr. put me on gabapentin 2 times a day, I'm on day 6 and I'm pain free! Dry mouth is only side effect and slight dizziness, and down to 1 Percocet a day!""",-0.0148148148148,Gabapentin,0
Bipolar Disorder,10.0,"""Gabapentin has been amazing for me! I have been battling bi polar my whole life. I am 50 now and have been on several antidepressants for the last 5 years. Nothing really helped. 

For the last couple years, I would wake up crying for no reason and not wanting to get out of bed.  

The last time I went to see my doc she asked me if bi polar ran in my family. I told her I wasn't sure but though there might be. 

She put me on 300 mg. The first morning I woke up after taking the med, it had an overnight result! I did NOT cry and was able to get out of bed easier. I was amazed that my life changed so much in one day! 

I highly recommend anyone suffering from bi polar to try this med.""",0.15140625,Gabapentin,0
Anxiety,10.0,"""I have been taking gabapentin...for awhile now. Me & my husband both. And it works wonders with our depression, anxiety. It also keeps us from craving drugs or alcohol.  It helps with my social anxiety as well. We think its a miracle drug. As far as we're concerned.""",0.0666666666667,Gabapentin,0
Neuropathic Pain,10.0,"""I found that this was the only thing that helped with my pain & I'm so lucky to finally be able to function now! It works wonders for me!""",0.371527777778,Gabapentin,0
Anxiety,10.0,"""It is the only anxiety medication I have found with any legitimate effect for me.""",0.0,Gabapentin,0
Anxiety,10.0,"""I had a very severe pain from my upper back to my neck.The pain was extremely severe.My Doctor prescribed Gabapantin 
It works like a champ.""",0.01875,Gabapentin,0
Hot Flashes,10.0,"""I tried everything up to the point of HRT and finally my doctor gave me gabapentin! My hot flashes were severe and I was having so many of them! The minute I started this medication I had instant relief!!! I love it! I hope it works for you!!""",0.3703125,Gabapentin,0
Peripheral Neuropathy,10.0,"""I'm 82. I have peripheral neuropathy. The doctors I've seen are surprised that I have this condition since I am not or ever have been diabetic, and I'm enormously fit for my age. I go to the gym for two hours of intensive workout six days a week. I also eat healthily. But there is no denying I have peripheral neuropathy, and taking Gabapentin has given me wonderful relief from pain and tingling in both feet. I'm grateful for this and would recommend the medicine to anyone. I take a light dosage (300mg) on days that the pain is severe; but often do not take any medicines for two to three days at a time. Thank you Gabapentin.""",0.48,Gabapentin,0
Hot Flashes,10.0,"""Prescribed for hot flashes and it works! Also suffer neck pain from damage caused by traffic collision, it seems to help that as well... I don't take any other pain medications.""",0.09375,Gabapentin,0
Pain,10.0,"""Severe diabetic neuropathy in hands and feet.  Severe nerve damage in the fingers of my right hand.
Lower back pain with spinal stenosis.
Started on Gabapentin 4 months ago after hand surgery.  300mg taking 3 capsules 3xday for a total of 2700mg per day.  No side effects whatsoever and no reaction being used with all of my other meds.  I find the drug to be effective for severe pain, not only for neurological pain but for musculoskeletal  pain as well.  I was able to get stop using narcotic for pain which was truly an asset.""",0.180102040816,Gabapentin,0
Anxiety,10.0,"""I've been trough a lot of trauma, lost my family, just had a baby and now looking forward to  a Euro-trip. This drug is a life-saver, after trying a lot. Makes me feel good, lot less anxiety and safe to take it while taking care of my daughter. You found the right one! ;-)""",0.328095238095,Gabapentin,0
Peripheral Neuropathy,10.0,"""My leg pain was beyond #10. 2 days of 300mg 4 times a day I felt SUCH a relief from the pain. I told my Dr. it is a miracle. A few minor side effects like dizziness and weird feelings in the feet. BUT I would not want to live without gabapentin.""",-0.122727272727,Gabapentin,0
Migraine,10.0,"""This works great for migraines. Now, I only have 1 migraine a month if that. Will cause you to be tired at first but than your body adapts to 1 pill per day.""",0.1625,Gabapentin,0
Benign Essential Tremor,10.0,"""I am a 51 yr old white female with progressive essential tremors noticeable since about 18 yrs, (neck, head, hand tremors).  At 38 yrs old, I began taking propranolol which helped some but the amount needed to really control the tremor made me too tired to function.  I began gabapentin about 5 years ago and it nearly eliminates my tremor with only low doses.""",0.01,Gabapentin,0
Insomnia,10.0,"""Originally I was prescribed this and Meloxicam as a two-pronged approach for pain, and it has reduced my opioid dosages. Let's say my pain management doctor had me on levels greater than given to cancer patients. When my PM increased it to that level, my primary took over. First I was taking Gabapentin 200mg 3x. However, still having sleep issues. She sent me to a neurologist and she changed how I take it, kept the dosage. Now, I take 200mg at noon, and 400mg two hours before I go to sleep. What a difference it made. And it still helps with pain management as it was originally prescribed. Due soon for an increase. It helped reduce my opioid dosage.""",0.295833333333,Gabapentin,0
Cough,10.0,"""I have severe all over body pain. I asked my doctor for Lyrica, but my insurance wouldn't cover it so doctor substituted gabapentin. I have only taken it for 3 days 300mg a day. It has certainly helped the pain, but I have a terrible cough so bad that my sides are sore and I have a restless feeling. I will continue on it because anything is better than the pain.""",-0.197142857143,Gabapentin,0
Pain,10.0,"""I spent almost three years dealing with unbearable tingling and burning around my shoulder blade until I just couldn't take it anymore. My GP prescribed me Gabapentin in the hopes that it would put a stop to it, and it did. It took less than a week for me to feel total relief. I'm not saying it's a wonder drug that will work for everyone, but in my case, it's been a lifesaver.""",-0.0888888888889,Gabapentin,0
Benign Essential Tremor,10.0,"""I am a 45yr old African American female who has had Essential Tremor since birth. I have tried numerous drugs over the years but found Valium to be my medication to control the tremors until I was prescribed Neurontin and Inderal [for my high blood pressure] about two weeks ago. Neurontin was TOTALLY successful in controlling my hand and body tremors. I was able to carry a large drink that didn't have a lid around with me at a concert this weekend without SPILLING IT and I am SO HAPPY that I was prescribed this medicine. I've heard of it during the last couple of years but finally tried it out. Valium wasn't as effective. Now I will feel so much more confident when I go to my boyfriends family's Thanksgiving dinner...So happy.""",0.289663865546,Gabapentin,0
Restless Legs Syndrome,10.0,"""I have been taking Tramadol for RLS for three years. It worked absolutely wonderfully, and any time I ran out or stopped for some reason, I had no withdrawal symptoms at all. Also, I never felt like I was dependent on it, nor addicted to it. It helps that this is a non-narcotic medication. At the beginning of this year, my doctor added gabapentin 300mg/night. With this combination, I must say, I have never had a more restful night's sleep in my entire life. I wake up refreshed, not groggy at all, and ready to hop right out of bed and take on the day and the world.""",0.264285714286,Gabapentin,0
Alcohol Withdrawal,10.0,"""I've detoxed several times.
The last one was really bad.  This time
My Dr. put me gabapentin 300 mg. 3 times a day and Lithium.
I usually suffer withdrawals for 5-7 days.
I did have anxiety for two days, but I'm on day 3, no anxiety and no cravings.""",-0.2375,Gabapentin,0
Pain,10.0,"""I have suffered from the pain of arthritis and disc degeneration in my lower back and neck. I also have fibromyalgia.  As if that wasn't enough, I have been recently diagnosed with Bi-polar disorder. This medication has been great for me. I've only been on it for 4 days and already my pain has been greatly reduced. I haven't had to take any Percocet which is great. I have had to take a couple Tylenol. It has also really helped reduce my anxiety and depression. I really hope it keeps working. I take 300 mg about 1 PM and two 300 mg capsules at night. Side effects are minimal. I'm still a bit drowsy in the morning but it's nothing a good cup of coffee won't cure.  It has been a great medication for me.""",0.35,Gabapentin,0
Postherpetic Neuralgia,10.0,"""I had pain in my head with shingles. After taking one pill the pain went away, the next day I went to work for a few hours.""",-0.1,Gabapentin,0
Reflex Sympathetic Dystrophy Syndrome,10.0,"""I had hip replacement surgery on my left hip in 2011.  Surgery went fine, but I developed RSD in my left foot.  It's a long story, with me thinking I was going to die from the pain, to going to the ER one day, on the advice of the home health nurse that came 3 times a week to my house, to my surgeon sending me to a Pain Management Specialist.  He did a nerve block and most of the burning pain was gone.  He put me on a gradually increasing schedule of Gabapentin, which works very well.  If this awful thing had to happen to me, I'm very grateful that Gabapentin works for me and allows me to function.  I have some days when I'm feeling a bit of burning, but it's not bad.  Most days I'm fine.  I have a brace-dropfoot-but I manage.  Thank God!""",0.144791666667,Gabapentin,0
Bipolar Disorder,10.0,"""Gabapentin has saved my life! Like everyone else I was experiencing a lot of anxiety & wanted something non habit forming and addictive. This makes me feel calm about an hour after taking. No more anxious thoughts & irritation. Wonderful medication I can't stress that enough!""",0.133333333333,Gabapentin,0
Hot Flashes,10.0,"""After a year of suffering from severe hot flashes, I was prescribed Gabapentin and what a relief.  If I forget to take it, hot flashes resume with a vengeance!  This totally works for me!""",0.1875,Gabapentin,0
Peripheral Neuropathy,10.0,"""I've taken Neurontin for many years now and I know without it I wouldn't be able to walk.  I know this because I tried not taking it and after 18 hours I was climbing the walls and I was in horrible pain. I'm not exaggerating either.  I've tried Lyrica and it didn't help at all. I'm still in a lot of pain but I know without it the pain would be a lot worse.  I do have a few side effects with it, some confusion and loss of words at times, but I'd rather live with the side effects than the pain I'd have without it.""",-0.0772727272727,Gabapentin,0
Pain,10.0,"""Because I am a recovering alcoholic it is crucial for me to find non-narcotic treatment for the persevering pain of my chronic pancreatitis. I was feeling a bit hopeless with the repeated prescriptions of pain meds (which of course offer only temporary relief, and for me a danger of over-use), until my GI prescribed me Gabapentin. This med has been incredibly successful in mitigating my pain, while also giving me huge energy (I'm a consistent runner so this factor is welcomed), and allowing me to move forward with my sobriety. I give it four stars, though I realize like anything, it's not for everyone. That said, good luck to you all with finding what works.""",0.264285714286,Gabapentin,0
Pain,10.0,"""I love gabapentin, it works I am no longer in constant pain. """,0.25,Gabapentin,0
Anxiety,10.0,"""I was started on Garbapentin for a herniated cervical disc.  At first I was put on 900 mg, which wasn't really helping so my doctor bumped me up to 1800 mg a day.  I've always been somewhat depressed and anxious... I got a side effect I did not bargain for.  Not only did it help my pain, but my mood has been the best it has in years!  I feel happy!!! Calmer.  I can tell as soon as I miss a dose because my mood changes.  I Hope my doctor lets me take this once my pain is gone.  Usually side effects suck, this medication is not only a pain med but a happy pill.""",0.305555555556,Gabapentin,0
Pain,10.0,"""For 5 years I had severe constant pain from arthritis around my right collar bone pressing nerves. Along that journey, I had a nerve ablation done on my C3-C4-C5 vertebrae that helped a pinched nerve there.   Finally found a pain specialist who put me on Gabapentin   Nortriptyline (usually for depression). Gabapentin alone did nothing.  He convinced me the 25mg Nortriptyline is a tiny dose but works great with the Gabapentin.  He was right.  Immediate relieve.  After surprise surgery for a perforated sm intestine, had to hold off all Rx's while in the hospital. Then started lightening bolts of Siatica nerve pain down right leg. EGAD.  Back home, restarted Gaba and Nortrip - Siatica all better.  Wow!""",0.156382275132,Gabapentin,0
Hot Flashes,10.0,"""After a tussle with breast cancer I was prescribed tamoxifen and immediately started with the hot flushes.  I was waking at least every hour at night and gradually turning into a sleep deprived wreck when I went to see the doctor.  Initially she prescribed clonidine but that did virtually nothing.  She then tried to give me fluoxitine but I read that you should not take that with tamoxifen so she changed it to gabapentin.  From the first dose I got relief.  I still get the flushes but they are more like gentle warming events than the full on sweating nightmares of before.  It has changed my life.  I wish this was more widely known as the change in the quality of life is so extreme.""",0.1525,Gabapentin,0
Neuropathic Pain,10.0,"""Frustrated with sciatica, I popped a couple Gabapentin (600mg) to see if relief.  (My family member had them for migraines but never used them)     
Two things became evident after about an hour and a half:  1) the sciatica was still there but pain was vague and I didn't care about it; 2) at my usual Saturday night binge drinking hour - 3PM - I had no desire to drink.    Ever since I discovered this miracle drug I've barely drank, no hangovers, just feel great.  Miracle drug may save my liver, life, and marriage.""",-0.0738095238095,Gabapentin,0
Reflex Sympathetic Dystrophy Syndrome,10.0,"""No such side effects. Take 4 per day, every day.""",0.0,Gabapentin,0
Anxiety,10.0,"""I have been on Neurontin since 1997 (2500 mg) for generalized anxiety. Just fear of doing anything. I think most reading this get it without me going into great detail. Buspar was not helpful. My psychiatrist was reluctant to use benzodiazepiness because of alcohol abuse issues. I am on mood stabilizing medicines, and antidepressants and had been for 7 years before my ""life saving"". It took me three months to believe the anxiety wouldn't return as a 24/365 nightmare. I didn't know how bad it was until it stopped. """,0.2,Gabapentin,0
Peripheral Neuropathy,10.0,"""I have been taking 300mg of gabapentin 4 weeks ago for moderate neuropathy.  My biggest problem was radiating intense pain from the little toe on my right foot.  Within days, my pain was totally gone.  However, I am constantly very sleepy.  Hopefully that will subside over time.""",0.0830357142857,Gabapentin,0
Postherpetic Neuralgia,10.0,"""I experienced severe nerve pain following a second bout of shingles less than 3 months apart. During a 2 year period my doctors tried me on regular Gabapentin in combination with other medications - all with severe side effects and no relief from the constant pain and lack of a good night sleep.  I gained over 50 lbs as well.  My neurologist prescribed Horizant twice a day and my life changed almost over night!  I choose not to take it in combination with anything else other than 800 mg Ibuprofen when needed because concerns of past side effects. Eventhough my nerve pain has continued two years later and another bout of shingles I have been able to manage the pain with Horizant.""",0.125694444444,Gabapentin,0
Pain,9.0,"""Since my first Gall Stone attack over a year ago, I have unexplainable diarrhea. I would eat something and within about 15 minutes I would have to use the bathroom in a very urgent way. My doctor could not explain the reason for this. At the same time he was trying to treat me for constant numbness and pain in my leg. He gave me Gabapentin for my leg to see if it would help. Funny enough the leg is the same but the diarrhea rarely happens now. I'm glad this could help that issue at least.""",0.12,Gabapentin,0
Fibromyalgia,9.0,"""Gabapentin is the best drug I've tried in the last 10 years after being diagnosed with fibromyalgia.  I have taken Amitriptyline, Cymbalta and Savella. These drugs have made me tired, depressed and even gave me heart palpitations.  I take 1500mg at bedtime along with 100 mg trazodone. When I wake up, I'm alert, have energy and I'm excited about starting my day.  Something that I haven't felt in years.  No side affects so far.  When I first started Gabapentin, I got violently sick...threw up, but after my body got used to it, it's WONDERFUL.""",0.169444444444,Gabapentin,0
Migraine,9.0,"""When I first started taking this medication, the neurologist told me to just take it with each meal, that it didn't have to be exactly 8 hours between.  Wrong!  My migraines got worse and I couldn't stand it.  I increased from 100 to 300 mg, every 8 hours (I set the alarm on my phone, even at night), and headaches are gone...for the most part.  I was having migraines 4-5 days per week, and now they are minor intensity and only one every 1-2 weeks.  I have been doing this for a few months now.  This week I noticed my hair thinning, not sure if it is related.""",-0.0525,Gabapentin,0
Fibromyalgia,9.0,"""I started taking the drug with very low expectations and am surprised by how much the Fibro has gone away.  Just gone.  I still have pain but now instead of overwhelming my Doctor with a complaint of ""everything hurts,"" I can point point the actual spots in my body where something is structurally wrong.  What a blessing.  I'm taking 300 mg at night, a dosage that I built up to over the course of a month.""",0.0,Gabapentin,0
Pain,9.0,"""Helped lower my daily Lortab usage. Was taking 4-5 10mg daily now only 2-3 a day.""",0.0,Gabapentin,0
Postherpetic Neuralgia,9.0,"""I had a cyst removed from my spinal cord, cervical (neck) region; I recovered well, but the cyst had permanently damaged my spinal cord. I was eventually given this drug, Gabapentin, which I take 1800mg per day. The pain and other sensations are not completely taken away, but I can do basic household chores for 20 minutes at a time without feeling too hampered. I can also sleep through the night. Side effects for me (female, 38 years) are slight constipation (handy, as I have double incontinence!) and more fuzziness/clumsiness than usual. I felt dizzy and 'doped-up' at times when I first started taking the meds, but this sort of thing improved over the weeks. I recommend trying this drug if typical strong pain meds haven't worked for you.""",0.0854166666667,Gabapentin,0
Insomnia,9.0,"""I have idiopathic insomnia as well as sleep apnea. Although the CPAP helps the apnea, I still was waking up every hour or two during the night, never getting a restful night sleep. Then I was prescribed gabapentin for nerve pain and discovered that it also works for my sleep. I wake rested and have much more energy. Apparently GABA helps increase slow wave sleep so I am dreaming more also.""",0.1875,Gabapentin,0
Anxiety,9.0,"""I notice it takes away anxiety but leaves me a little foggy  -It's a great nerve pain reliever for my back""",0.204166666667,Gabapentin,0
Postherpetic Neuralgia,9.0,"""After having shingles (most painful experience I have ever had) the nerve pain came and I didn't know there was help. Went to follow up appointment and they gave me Gabapentin and IT WORKED.  I am still on and will stay on as I feel it is allowing me to live life. I have been out of work after 2 weeks in hospital and the recovery with nerve pain since 8-6-14 returning 11-13-14 and saying prayers I can live normally. Side effects worth the good effects. Remembering a word, stuttering, dizzy, blurred vision I'll take it over the pain any day. I am NOT a medicine person, it is the only medicine I take at 57 years old. Worth a try for sure.""",0.192975206612,Gabapentin,0
Epilepsy,9.0,"""I've been on this medicine for 10 yrs now and have my seizures under control with 1200 mg a day a neurologist placed me on it after trying Dilantan and Depakote. I didn't realize it could be helping my anxiety and restless legs and migraines. I had terrible headaches before I was on gababentin and now have all these things under control. I did gain 30lbs when we added a antidepressant.""",-0.525,Gabapentin,0
Insomnia,9.0,"""I've struggled with Restless Leg Syndrome and Insomnia for 14 years. This medication knocked me out! It stopped my legs from jerking and put me to sleep. The only problem is that the first day after I took it, I'd never been so groggy in my life. I could not walk straight and was lethargic all day. The next day the grogginess wasn't as bad and my doc said that that side effect will decrease soon. Other than that, I feel like this is a miracle for restless legs syndrome and insomnia. It's been a 14 year struggle for me but this is the first time anything has helped.""",-0.0178571428571,Gabapentin,0
Fibromyalgia,9.0,"""It honestly helps a lot for my nerve pain, I get it super bad in my arms and It helps so much. I only notice the pain if I don't take it. I take right now 900 ml. I would be in so much more pain without this. It's a blessing. Also I for some reason never get tired from this. I never get tired or anything and can take it in the morning if I forget. It does nothing for my insomnia. Idk if I have a rare reaction to it or what, but my doctor finds it funny. Ha ha""",0.0769047619048,Gabapentin,0
Anxiety,9.0,"""Thank God for this medication! After a few major life changes I recently went through I developed an anxiety disorder on top of frequent panic attacks. After trying a few medicines my PCP put me on a Xanax regimen. BAD IDEA! Within 2 1/2 months I was up to 4-5mg/day! I got sick of it and went to a Psychiatric Nurse Practitioner. After being appalled that I was prescribed that much Xanax she put me on a Gabapentin regimen. 100mg 3x's a day for one week, then 200mg 3x's a day for my second week. Then a follow up. I just started my second week and I'm already taking less than half of the Xanax I was needing. She said within a month I'll be off the Xanax. I feel great all day. I don't even feel like I need the Xanax.""",-0.0928199404762,Gabapentin,0
Bipolar Disorder,9.0,"""I started taking this for bipolar 2 disorder and am prescribed Xanax for anxiety. My doctor started me out at 100mg of gabapentin (3x/day) after using Topamax to treat my bipolar disorder. The Topamax worked great for my mood, but caused me to lose too much weight, and constant parathesias in my arms, legs and even face. This medication works the same way without the side effects! (I'm now at 300mg 3x/day) I haven't even had need for my Xanax because this helps so much with my anxiety, as well! And it doesn't make me drowsy like Xanax does. I'm so happy I came across this and asked my doctor to try it. I hated antipsychotics but wanted to control my symptoms. I thought that was a no win situation, but gabapentin is my answer!""",0.08125,Gabapentin,0
Migraine,9.0,"""Great medicine--I tried tons of other treatments and was down to my last option, I was at 300 MG and it started to work with few side effects besides increased appetite and a little more tired at first-a lifesaver!""",0.0164930555556,Gabapentin,0
Migraine,9.0,"""I'm taking Neurontin for my Basilar Migraines. I started out with 600 mg/day and it worked well in controlling my terrible auras (vertigo and double vision) for about 10 months. I started experiencing mild vertigo the past 3 days so it was increased today to 1200 mg/day. Hopefully it will continue to keep my auras in check. 

For me, the downside of this medicine is feeling lightheaded and I sometime have trouble recalling things. Also, sometimes I get a ""high"" feeling, but it's all good.""",-0.0366666666667,Gabapentin,0
Migraine,9.0,"""I used this last night for migraines. I took two pills and felt like I was drunk, even when I woke up. It knocked me out cold for 10 hours and I still felt like that when I woke up. I have been exhausted all day also. My migraine is gone, but I can barely keep my eyes open. """,-0.241666666667,Gabapentin,0
Pain,9.0,"""Great so far""",0.45,Gabapentin,0
Pain,9.0,"""I jammed my hip about 6 weeks ago.  It had been sore and hurting, but starting 10 days ago the sciatic pain was running down my right leg constantly.  I was eating Aleve and Advil.  Heat did not help.  Ice did not help.  I could barely walk.  I even had to take a day off work because I could not get in a comfortable position.  My doctor gave me a steroid shot and had no effect on the pain.  I had taken Gabapentin before when I had a pinched nerve in my neck from a car accident and the pain was running down my are.  I called my doctor yesterday and asked him if he would call me some in. He did.  100mg, 3 times per day.  I can already tell a difference.  The shooting, stabbing pain running down my leg through my foot has subsided.""",-0.0430952380952,Gabapentin,0
Insomnia,9.0,"""This has been the only medicine to help with my insomnia and I've tried a lot.   Unfortunately, I'm finding I'm also irritable most of the day since I've ramped up to 3 pills per day.  I'm cutting back to two to see if that helps that side.""",-0.12,Gabapentin,0
Anxiety,9.0,"""Never though of reviewing a med, I do this just for Gabapentin being so great. I've tryed a lot before: Zoloft, Remeron, all types of benzos. I've kept a very bad opinion on them all, especially SSRi's - damn soul and sex killers. Benzos get addictive in the long run. But Gabapentin works like a charm, literally. Takes the edgyness of the days away, most inhibitions and anxiety, gives me the drive to do things and enjoy what i'm doing, I got faithful and... happy (after I almost forgot how it can be constantly felt). FInal note: if taken not too often (like once a week) it can be quite recreational in doses around 1200 mg. I usually take about 600-900 daily, but cut off some times to get the higher reward days later, as tolerance drops.""",0.11,Gabapentin,0
Pain,9.0,"""I have been dealing with thigh pain/numbness and tingles for almost two years from a pinched nerve in my thigh and lower back. Doctors always say LOSE WEIGHT! Well easier said than done. I am not that over weight. Finally met with a SMART neurologist. He said throw away the meds they had me on before which did nothing but MAKE me gain weight (Nortriptyline). He put me on Gabapentin 800mg. I was told to take half tablet three times a day unless I needed more, which I don't. It has been three days..First time in almost two years I sleep through the night because the irritation is GONE. I sleep all night like a baby, wake up refreshed, have ZERO pain in my leg. My coworkers say I am pleasant now. I have NO anxiety now as well! LOVE IT!""",0.298469387755,Gabapentin,0
Restless Legs Syndrome,9.0,"""This medicine has been life changing! I was always told my rls is in my head and not real. It's just me being worried or nervous. Thankfully, I asked my dr. She told me, it's very real and asked my symptoms. They matched perfectly with all rls symptoms. I take Gabapentin before bed. It takes about 30 minutes to kick in, but when it does, I'm able to relax and sleep. When I get out of bed in the morning, my legs don't ache because I'm no longer moving them all night. Please seek medical help if you are struggling with rls. This medicine might not be for you, but whatever medicine works is worth it!!""",0.354791666667,Gabapentin,0
Bipolar Disorder,9.0,"""Provides for a very calming effect without feeling drowsy.  It takes the edge off just enough so that I can focus better on the day-to-day.""",0.233333333333,Gabapentin,0
Neuropathic Pain,9.0,"""I have been having back pain for years maybe 6+ I also have mild scoliosis and sciatic nerve pain. Usually predinsome for a short period will work for a yr or so. My back started in a 9 pain level in 1 to 10 scale. My pain was so bad I could only stand for 5 minutes. My husband got me a nice bar stool with a back while I cooked. It helped. My GP then prescribed Gabapentin Capsules starting at 100MG  1Cap at night for 2 nights then added in the AM. I have had immediate relief. Can stand to cook do dishes etc. Today I have added a 100 MG  mid day. That puts me on 100 MG 3 times a day. I see that others are taking 300 MG or more 3 times a day? The first time I took 2 by mistake I was supposed to take one for 2 days. I woke up druggy & loopy.
.""",0.0564102564103,Gabapentin,0
Pain,9.0,"""I'm 53 year old male.  First back surgery was when I was 30.  Have had 5 lower back surgeries total.  Last one was a fusion L5-S1. Big mistake. Major nerve damage and left my left leg, mostly my foot and toes numb. Have been on hydrocodone for years and years, which helped, but you build up a tolerance. My new pain doctor asked me if I had ever taken  Neurontin?  I advised no. He wrote me a script of 300mg up to 4 a day.  It has made a major difference in pain level. I only take one hydrocodone a day and that is when I first wake up. Downside is feeling groggy and dry mouth, but I can deal with that. Big difference in my life now.  Much better.""",0.0597348484848,Gabapentin,0
Vulvodynia,9.0,"""No more horrible constant burning unprovoked vulvar pain! Also helped with my urethra pain from IC. three months on it I am almost back to normal. Able to have sex after two months. Worked my way up 100mg at a time each week to 500mg and stayed there. Don't be scared, take small constant doses to not have any side affects. 300mg was too much to start with for me.""",-0.0722222222222,Gabapentin,0
