Condition,Rating,Review
Seizure Prevention,9.0,"""I like this medicine. I don't have many of the other problems that others have had. I was on Dilantin for years and was up to 1000MG per day until my body had gotten used to it and was still giving me grand maul seizures. My Neurologist after trying many other medicines (a certain combination he gave just made me stumble around like I was a drunk and made the police in my area look like a bunch of monkeys after I had a blood alcohol level of 0.0. Anyway I still have bright flashes and small dark spots and little halo's but not full blown grand mals. Just remember to drink lots of Water."""
Migraine Prevention,9.0,"""I've suffered from my first bout of migraine as a teenager to now 49, the last10 moths has been actually hell , 
Im on blood pressure tablets , levothyroxine , then symptoms started back in April tingling arms legs , numbness , brain fog, memory loss , stumbling, falling over , intolerance to light and sound. Head pain from hell , ear pressure , nausea ect 24 /7 my life was stopping 
Had cat scan showed I had empty sella syndrome,
Migraines lasted daily for 5 months so neurologist paced me on Topiramate and so far wow 
I slept for 3 days , head pain and symptoms started to go and now I am starting to feel like me again 
What works for one person , may not work for next but for me so far pain and symptoms have gone ,"""
Migraine Prevention,9.0,"""I can't believe I happened to read an article in my Dr office on topirimate today about weight loss. 3 years ago I took it for migraines and it worked . I also lost 100 lbs with very little exercise . I thought it was due to my not eating carbs.. Lolol. I stopped the topirimate and immediately put on 30 lbs. Well you can bet I pulled those pills back out of my meds box qjd am now going to take them !!! And maybe my migraines will let up a little. I stopped the pills because I was cutting down on all the meds and thought I could go without .. No more of that !!"""
Obesity,9.0,"""I'm a Male in my early 50's. I was struggling with weight loss. My doc put me on Topamax several years ago to curb my appetite and since then I've been able to loose 65lbs and keep it off."""
Seizure Prevention,9.0,"""Good medication, reduced My GMS disorder but now I see the effects of being on this medication. I've been on it for 3 years now and like I said it reduced my grand mal seizures. But I've lost 40lbs. I have trouble. Speaking the complete thought in my mind and I'm always exhausted. Though, I have other issues that affect my sleeping habits, as I am a veteran. Pros and cons so consider them."""
Trigeminal Neuralgia,9.0,"""OK if you can tolerate the side effects"""
,9.0,"""I'm taking Topamax 200mg daily for Bipolar Disorder and I love this medication. It's changed my life and made me able to function again where other medications for bipolar disorder has not! The only reason I did not give it a ten is because sometimes it still makes my face and lips go numb and I get a twitch on the left side of my face, but honestly, I'll take it compared to how horrible my life was before."""
Migraine Prevention,9.0,"""I was taking 25mg  topomax twice a day now I switched to Trokendi XR 50mg time capsules. The new meds seem to help a lot longer I had to skip a month of Trokendi and go back to topomax for insurance coverage reasons and ended up with a two day major migraine. I had to take a second dose of Imitrex for the first time. Now I'm back on Tronkendi XR all I needed a second approval from neurologist for my insurance. Wish me luck fellow head ache sufferers . God help us."""
Seizure Prevention,9.0,"""I have been on Topiragen since about 2004/2005. It is now 2013. I have been on 100mg and just recently been increased to 150mg. I have been epileptic most my life. Topiragen is fantastic. As long as I take care of myself and take it properly I hardly have any issues. It was increased but only because I am overly stressed so I am having more issues with my myclonics. Also, and very important...I took this while I was pregnant. I did slack off on taking it since it was a new drug at the time. My son does have Aspergers (not medically diagnosed..he was diagnosed by the state of Iowa -AEA) I did try to breast feed but after 2 wks my breasts stopped producing milk. Idk if it is connected."""
Bipolar Disorder,9.0,"""Topamax helps tremendously with mixed bipolar and rapid cycling. However I was an athlete at the time, rode cycling and a psychiatric nurse, I went from 120 to 105.  This was not a bad experience for me. 

My manager illegally pulled me in her office and told me, granted she is not even an RN and told me I had anorexia and an eating disorder and illegally
discriminated against me to stop me from working with eating disordered patients.

My doctor even told her I was normal and healthy, just solid muscle.

PS. Have you ever seen a serious road cyclist have an ounce of fat on them?

"""
Migraine Prevention,9.0,"""This has been a life saver for me as far as migraines go. At first I had a few of the side effects, brain fog, forgetfulness, but that went away after a month or so. Without this drug, I get at least 2-3 headaches a week ranging from dull to severe. I rarely have a migraine while on it."""
Migraine Prevention,9.0,"""Began Topamax in 2005 after suffering from migraines that would last for weeks.  The litany of side effects is true, and its nickname, ""Stupamax"" is honestly earned.  Word recall, memory, trouble focusing, hand numbness, fatigue, insomnia, the works.  But number of days with headaches went from 21 to 9 the very first month.  Now, after years of taking it, my body has been depleted of vitamin B12, and I have been suffering from horrible GI troubles.  However, none of my doctors seemed to link Topamax to the B12 depletion.  It took Google to figure that one out. But thank you to Google and B12 supplements.  I hope this helps someone else relieve any issues they've been experiencing. """
Migraine Prevention,9.0,"""I started taking Topamax about two and 1/2 weeks ago. In that two weeks I've lost close to 10 pounds.  I've also had the tingling in my fingers and feet and toes. I've gotten tingling in my lips too. Other then tingling body parts, so far I love it and Ive gone from headaches every day to maybe 4 really small ones and one migraine."""
Fibromyalgia,9.0,"""The thing I noticed is 90% of my outbreaks went away, however the other 10% were more severe. If you can group that other 10% of the time with a powerful pain medicine then making it through this is not as hard as it use to be. I had been taking other opioids for other conditions that did nothing to help fibro until topamax."""
Migraine Prevention,9.0,"""I have been taking topamax for three years (75mg daily). I lost 25 lbs and I get maybe a few headaches a month. I also take Imitrex. I used to get fifteen headaches a month. I also take neurontin now for nerve pain and muscle pain and head pain. Topamax is worth trying for migraines. The side went away after a month."""
Migraine Prevention,9.0,"""I started getting migraines when I was about 12 years old. I had terrible migraines on and off for about 3 years. I finally went to the doctor and he put me on Topamax. I have been taking it for about a year now and the only time I get migraines is when I don't refill my prescription right away. Even though I get the occasional migraine, it is nothing compared to what it was before I started taking the medicine. Also, I have not noticed any side effects. Topamax is a miracle!"""
Diabetic Peripheral Neuropathy,9.0,"""After having developed neuropathy post surgery I was suffering daily. I had tried Neurontin with little relief and was prescribed Topamax initially at 25mg. Over the last 6 years I've been titrated up to 300 mg and can tell you that this drug has helped tremendously. Initially I had common side effects, difficulty finding words, I lost weight about 20 pounds, and found that I had some tingling in my hands and feet. These issues generally resolved in time or I have just grown accustomed to them. For anyone who initially has issues with the side effects try and stick with the medicine for a little bit unless totally intolerable, it gets better."""
Migraine Prevention,9.0,"""I have been taking 75mg topamax one a day for about 10 years now. I have gone as far as taking 100mg until I started not being able to get the words out that I was thinking of. That side effect has not completely gone away but is better. When I first started I did have the tingling in my hands and feet but it was no more than like having carpal tunnel, I also have the weird taste where soda tasted flat and tomatos tastes weird. I did loose a little weight. The tingeling went away, I adjusted to just not drinking soda. And tomatos started to taste fine. I also take Sumatriptan for when I still do get a headache. However the headaches are much fewer and further beteeen. I will get a cluster of them about every six mths but still better."""
Migraine Prevention,9.0,"""WONDERDRUG!! Every drug has side effects people! The side effects from this one wore off for me after about 2 months..you gotta stick through it to get used to it, once you do it's totally worth it.  I went from having almost daily headaches and weekly severe migraines to maybe 1 migraine every couple of months that even then it was very minimal. Totally worth trying!"""
Migraine Prevention,9.0,"""I suffered from chronic migraines misdiagnosed as tension headaches for 10 years before being sent to a neurologist who started me on topiramate right away. It was very hard at first to get over the fatigue but the immediate improvement in my headaches was a life-changing experience.  The weight-loss was an added benefit.  My hair's thinned a bit, the taste changes are mild as are the tingling in my hands and feet (a few seconds here and there like they fall asleep-except it's in the middle of the palm or the sole).  The chronic migraines (4-6 days a week) are now down to about of 3 days a month and the fatigue is no longer bothersome.  """
Bipolar Disorder,9.0,"""Have used Topamax for over 2 years, in conjunction with Wellbutrin. Never knew that life was quite like this. I am now almost 53 years old. To think that I lived so many years never being diagnosed with Bipolar Disorder.  I am so happy that life is so wonderful because of Topamax. Only side effect has been weight loss but, that really is a good thing. It is wonderful to be back at my true weight because the bipolar disorder is now managed."""
Obesity,9.0,"""I just started 25 mg on 24th 3 days ago I knew something was strange on thanksgiving I didn't go back for seconds normally I go for 3rds. I had no idea the medicine was working that fast. Well today I really knew it was working I went into town about 1:00 and I hadn't eaten anything so I stopped and got a dollar burger and fries well it was all I could do to finish it. I have never not been able to finish anything seriously I love food. But recently my dr put me on this because I have some an eating disorder that has caused me to gain weight and I've never had a weight problem and it's really upsetting me. I was afraid to get my hopes up so when I got home I tried to eat something that I loved but didn't even want it at all! It's unreal!"""
Fibromyalgia,9.0,"""Miracle drug! The side effects can be daunting at first, like tingling/numbness in extremities that won't stop for hours, but if you increase your water intake substantially and power through, it's totally worth it. 
My daily tension headaches are 90% gone, which is huge for me. It didn't do much in terms of overall muscle pain reduction or the daily body aches, but I did lose over 30 pounds in four months. I stopped drinking all carbonated drinks (because it makes them all taste super flat weirdly) and definitely am not as hungry as I used to be, so that's just a bonus."""
Bipolar Disorder,9.0,"""I have taken Topamax for the last 8 months as a mood stabilizer. It has worked great, not only has it helped with my moods, but it also helped me lose more than 30 lbs without struggling to lose it. It was easy and great. I am happy again and I don't feel like I want to chew off everyone's head when I start to get irritable or around ""that time of month"". It's been a life saver."""
Migraine Prevention,9.0,"""I have been on Topamax for eight months.  Prior to that I was having clusters of migraines (5 to 7 per month).  I have had two total migraines since starting the medication.  Recently my doctor increased my dosage to decrease the breakthrough migraines.  I do have the tingling in my hands/feet, and have lost 35 pounds (but needed to).  I also was a soda drinker prior to taking the medicine, but have not drank soda since starting Topamax.  I do struggle with memory and finding words.  Although the side effects are problematic, they do not outweigh the benefits of not having migraines."""
Obesity,9.0,"""Topamax is amazing. I originally took it 6 years ago to prevent migraines and lost 80 lbs as a bonus. At that time my doctor and I speculated that it would some day be approved for weight loss because I was not his only patient to report changes in the taste of carbonated beverages and chocolate while taking the medication. I also noticed that I did not dream about food while taking the medication, but within 3 months of changing medications food reentered my dream content. I am now back on the medication to address chronic pain issues and have already found the same results in weight loss, taste changes, and dream content."""
Migraine Prevention,9.0,"""I have been taking Topamax for about 6 years now.  My current dosage is 200mg/day - the dosage was recently increased during a high-stress time. The main side-effects I notice are slight tingling in fingers, which only lasts a few moments. I have gone from 5-6 migraines a week to only 1 or 2 a month. Certainly worth it."""
Obesity,9.0,"""I figure I have lost about 15 -20 lbs per year for 100mg"""
Obesity,9.0,"""I have been battling my weight since I was pregnant with my first son, who just turned 2.  I was 165 when I got pregnant with him, and on the day I went in to have my second son (who is 5 months old today) I weighed 270. I just took my first 25 mg dose of Topamax last night.  I am addicted to Diet Dr. Pepper and can't even stand the taste.  Not hungry either, so I'm hopeful that this medicine will work.  I also take Celexa and Tenuate. I don't know if it's the combination, or just the Topamax, but I am feeling kind of ""floaty"" today, in a sense.  Maybe this will improve with time."""
Seizure Prevention,9.0,"""Best medication for me yet- I have my life back. Give it time and be patient. Let your body adjust to the drug slowly and be sure to stay hydrated and eat enough even though you might not feel hungry. Drinking smoothies helps. Get enough potassium and you wont feel tingly. I can finally go back to being a student and ballet dancer without seizures! Trust me- this medication can give you your life back."""
Migraine Prevention,9.0,"""I suffer from migraines, high blood pressure headaches, nerve pain and occasional bouts of trigeminal neuralgia. Topamax is a god send, it stopped my headaches and trigeminal neuralgia after we had gone through every treatment and pill available with no result. I was close to suicide because of the amount of pain in my life when I tried topamax and it solved all of those issues. One thing I will say is that the side effect I got from it was pretty severe-I was unable to physically exert myself or else I would break out in cold sweats and feel very weak. I didn't realize it was the topamax for the longest time as it isn't listed as one of the major side effects, but I was so ill I wasn't exerting myself anyways."""
Bipolar Disorder,9.0,"""I had hit rock bottom and I finally went to someone who knew what they were talking about. They put me on Topamax and I am fine now thanks to my doctor. Thank you to everyone who cared enough to pay attention to my well-being."""
Migraine Prevention,9.0,"""Does it work? Yeah! For everyone - NO! Let me explain. Do you have a job that you have to be alert and stay on your toes? Then you need to be careful on this because it will cause you to all the negative experiences you read about. I was on top as I call it 6 years ago and took a break from it and now have got back on it again. Why? Because I am tired of taking 6 Advil and every other over the counter drug there is everyday and wondering what is happening to my body from doing that over time and having the headaches day after day after day. So simply put you get to a point of asking yourself - do the side effects of taking it out weigh not taking it, and if you read everything the answer is an overwhelming YES! """
Migraine Prevention,9.0,"""LOVE LOVE LOVE this medicine!  I was apprehensive at first because of all the side effect horror stories, but at the end of my rope with around 15-17 bad migraines per month.  Sometimes I would have them 10 days in a row and my insurance would not pay for enough Imitrex, then I would run out and just suffer for days. Side effects were so bad the first week I almost quit:  dizzy, complete ""weirdness"", inability to handle more than one task at a time, anxiety, spacing out and forgetting things, etc.  And I still got migraines. It was a little scary.  On day 8 I took a leap of faith, increased my dose (as per the doctors orders) and the side effects all but went away, as did the migraines.  Life is better now."""
Migraine Prevention,9.0,"""I have been on topiramate for approximately one month and results are incredible. Within one week I was completely migraine free. When I first started this medicine I was very nervous considering all of the possible side effects, but I have grown to conclude I only had a few side effects. I had weight loss 10 pounds (good) and the bad I get very dizzy sometimes. I also find I over eat at all I feel like I might get sick (last about 10 min.). Lately I have been very tired, I used to be able to stay up forever now I go to bed at 9:30. Lastly, I have been experiencing random pains. They seem like body aches like you would get when you are sick. Oh and I almost forgot foods tastes different and pop taste metallic."""
Bipolar Disorder,9.0,"""Works wonders on rapid cycling.  I really love this medicine.  I know it is off label for bipolar, but wow!  I take it with another mood stabilizer, antipsychotic and a when required antipsychotic and antidepressant, and it has stabilized my Ultradian cycling that is so hard to treat.  I feel normal again.  I take 150mg.  Also can work in conjunction with other common weigh gainer medicines to cancel out the weigh gain effect - just a tip."""
Migraine Prevention,9.0,"""I love Topamax. I can only take the minimal dosage or else I will get the tingling and start to feel a little out of it. I was suffering from silent migraines for over a year and a half. Nausea, vomiting, blurred vision, light headedness, fatigue, upset stomach and daily headaches but the headaches could be cured with ibuprofen. Of course, it took a while to figure out that these symptoms were all caused by migraines but they were and after taking Topamax for 2 weeks I stopped having silent migraines. 

I even went off of it after about 3 months of being on it, just to see if my body had possibly regulated itself, but it had not. I was sick again in no time. It was horrible. It took about 2 weeks for the Topamax to kick back in."""
Bipolar Disorder,9.0,"""Be very careful with the dosing, less is more. Start slow, for me, I'm Bipolar 1 & 50 mg brought clarity but 100 mg. made word finding difficult."""
Obesity,9.0,"""This is an early review as I just started it on 10/16/16 but the food cravings are gone, it takes less food to satisfy me, soda tastes terrible, cigarettes taste different and bad  (which is a surprising good side effect!) and I just feel better with less food in me. I have tried phentermine with no luck and usually had good success with natural weight loss until being diagnosed with rheumatoid arthritis and needing a knee replacement that keeps me from working out too much. So so far, I am impressed. I'll be back in a few weeks for a weigh in review. No side effects like others have had with mental fogginess or tingling. 25mg 2x day. Here's hoping my 235 can become 155 again!"""
Migraine Prevention,9.0,"""I have been on 200mg/day of Topamax for about 6 years along with a bunch of other things and it seemed as though my headaches were worse.  I kept begging to increase the Topamax as I had stopped having any side effects.  Finally I fired my pain doctor after he told me just to go ""cold turkey"" off of morphine (I wanted to stop taking it, but not exactly that way!).  Life is so much better without daily pain medicines and I found a neurologist who took me all the way up to 400mg/day on Topamax.  I did start to have some more weight loss and taste issues and sleepiness, but my migraines became much more manageable with Imitrex and much less frequent.  That is down to maybe once a week from near daily."""
Migraine Prevention,9.0,"""I highly recommend over many of the other medicines that are supposed to do the same thing. Does not cause weight gain either."""
Obesity,9.0,"""After getting a blistering skin rash from Lamictal, Topamax was prescribed.  It did decrease my appetite- I went from 209 lbs back to my regular 135 which I hadn't been in 7 years. This took place in about 10 months.  At abt the same time I started taking it, I was rearended and suffered a MTBI and scored very low on my neuropsych exam. My old psychiatrist retired and the new psychiatrist is against Topamax bc of the ""foggy"" side effects that are common.  Now, a little over a year later, I feel ok abt this med considering the alternatives- wish there were better alternatives!"""
Migraine Prevention,9.0,"""Minimal side effects, some tingling in hands and feet, some ""topamax moments""...trouble finding words to complete sentences, etc.  Did experience a 30 lb. weight loss, which I didn't mind. But most of all it drastically decreased the migraines!! And if I do have one, it is very managable."""
Obesity,9.0,"""I've tried in twice. First time about 7 years ago and lost a modest amount of weight easily. I can't remember how much. It made me thirst, so I drank a lot of water and it took away my craving for junk food. 

Send time was end of May, 2016. 100mg at night.  I lost 10 pounds in about 5-6 weeks easily. No desire to snack or eat emotionally. Only downside was that I was anxious a lot. I've now plateaud but at least I'm not gaining weight. I should try to up the dose. At least the anxiety has largely decreased."""
Migraine Prevention,9.0,"""My neurologist was right. The trick is starting dose low and building up a week at a time, letting your body get used to it. I'm up to 75mg and holding."""
Migraine Prevention,9.0,"""I began taking Topamax about a year ago after suffering from weekly migraines since age 15. I increased the dose to 200mg a day before it seemed to be a therapeutic dose for me. My migraines reduced a lot for a long time but I also do not drink alcohol, caffeine, or eat chocolate, cheese. The last few weeks my migraines are back with great intensity. One lasted 4 days. So I will be going back to my doctor. Topamax did not affect my appetite at all. I get occasional tingling."""
Obesity,9.0,"""I started at 25 mg for a week then went up to to 50 mg. started losing weight right away. I started at 195. Lost 10 pounds the first month. Started in June now it's sept and I weigh 170.  After 2 and 1/2 months the doc raised it to 100mg.  And now it doesn't seem to be working as well. She raised it again to 150mg so I'll see how that works out . I still want to lose 20 more pounds. My insurance didn't pay for it but I did find a coupon on line and it saved me aot."""
Seizure Prevention,9.0,"""I've been on this medication for 3 years now for my seizures (50mg/2 daily) and have not had any episodes since.  At first I would get a tingling feeling in my fingers and toes (like soda fizz), but it went away once my body was used to the drug.  Recently, my pharmacy switched me to the generic version and I hated it. Immediately that first day, I would get crazy headaches, feel dizzy, sick to my stomach and I couldn't concentrate on anything. I went back to my neurologist and got a new prescription for brand name only and have not had any problems since. I was also still using the drug during my recent pregnancy and am happy to report no problems or side effects what-so-ever."""
Diabetic Peripheral Neuropathy,9.0,"""Topamax has helped my diabetic nerve damage more than any other drug that my doctor has prescribed for me, and it does not have all the other nasty side effects, including the weight gain.  I get enough of that from the insulin.  I love taking the Topamax.  I'm on a low dose (25 mg) but it sure has helped me."""
Fibromyalgia,9.0,"""This has been a wonder drug for me when combined with Cymbalta. I have suffered for years and had been on narcotic pain killers. The pain had finally gotten so bad that even those weren't working. I work in Pre-K and didn't want to give up my job to become a disabled person living at home on pain killers. I found an awesome Doctor who understood that I didn't want to live on those types of medications. After only two visits she tapered me off of the medicines I was on and started me on Topamax along with Cymbalta. That is all I take. No more pain! Life is wonderful again."""
Migraine Prevention,9.0,"""There are a few ways to get rid of one of the most annoying side effects, the tingling hands and feet. Potassium- I used to eat a banana or drink fruit juice high in potassium.
All of my side effects went away after 2 yrs on Topamax. It is hard to ween off of. I have not taken a pill for 2 mths and have far less headaches than before Topamax!!
Great drug! I lost almost 30lb but once we found the right dosage I leveled out and stayed that weight for a yr before weening off."""
Obesity,9.0,"""I have been on Topamax for around two months. I decided to go on them because I weighed around 105 kgs, I was feeling depressed and I couldn't stop binge eating. Through Topamax, I have lost 10 kgs in one month (that would be around 22 pounds). I feel so much better. My urge to binge eat is gone. I feel human again. I don't feel any side effects. I sleep better than before, I drink more water than before (as much as I should drink, before I didn't drink at all and had problems with my kidneys). When I first started topiramate, I got double vision. I read that this was a common side effect and saw my eye doctor about it. She said that it was because my vision improved a great deal. So, thank you Topamax, My health greatly improved."""
Migraine Prevention,9.0,"""This medicine changed my life. I went from bedridden to active. I still get flare ups, but I can function in them now. My pain is greatly reduced. I no longer have constant flu like symptoms or muscle spasms. My pain has been reduced to a dull ache  and I can manage without narcotics. I unfortunately did show the rare side effect of hair loss. I solved that by cutting it short and dying it purple! Topamax is also sold as a diet pill, so I also lost about 40 pounds, which is helpful for a lot of fibromyalgia patients since we tend to gain weight from lack of activity or taking meds like Lyrica . In fact, I ended up on Topamax because my insurance wouldn't cover Lyrica. Best thing to ever happen to me since I became ill!"""
Migraine Prevention,9.0,"""I originally started on Topamax for Migraines and found it to be a 10  for that. I went from 4-5 monthly to maybe 2-3 per year. Life changing! It was difficult for my body to adapt to at first and I had to build up VERY slowly using 12.5mg for a few weeks in the morning and then adding an evening dose, etc. It made me feel horrible, tired, breathless, out of sorts and dopey overall but over time all that wore off and in addition to the absence of migraines I enjoyed a more even keel mood, more control over my decision making including less desire for alcohol. This made staying sober easier than at previous attempts. I also struggled less with eating issues. I've had to increase over time and take breaks/restart to manage the dosage amount vs tolerance."""
Migraine Prevention,9.0,"""Works extremely well to prevent my migraines."""
Migraine Prevention,9.0,"""Head injury, migraines with neuralgia. Topiramate was very key in my pain recovery. Amazing results, curious about anxiety attacks, or panic rapid uncomfortable feeling occasionally after taking, lasts about 20 minutes. Then just goes away. """
Migraine Prevention,9.0,"""I went on topiramate January 2012 for migraines with positive results. By the end of  2012 I had lost 85lbs, and 7 dress sizes. I had started out at 235lbs and ended up at 150lbs. My dose started out 25mg twice a day, then went up to 50 mg twice a day in two weeks, then was increased to 100mg, twice a day in 3months. At the end of my treatment, my dose was 300mg daily.  I had also lost the ability to form sentences, because I couldn't find words, and was constantly in a fog. That is not good if you're a nurse. Also my short term memory was non existent, also not good for an acute care medical nurse. By the time the side effects became so debilitating, I had to take a short leave of absence to sort out my situation because it affected my job performance. In the end, the medication was discontinued by my doctor and I gained 23lbs of the weight back. I'm not upset because now I have my short term memory back, plus I've returned to work and I'm migraine free.  I'm still better off because I'm still thinner than before I started with topiramate."""
Migraine Prevention,9.0,"""Topamax literally saved my life! I have been getting headaches often since I was 14 or so. They progressed to full blown migraines after my 3rd child (I was 28 in 2004)and increased from there. By 2008/2009 they had gotten so bad I was literally having paralysis on the left side of my face, could not keep my eyes open at all, severe vomiting. Once I had one there was no driving or I'd run off the road. Thankfully after getting no relief from several medications & including visits to the ER, ENT, and neurologist to try and figure out something... I was prescribed Topamax. Use 50mg a day with 2 Aleve & 500mg Magnesium. Pretty much wiped out my migraines. Got pretty much all the side effects...who cares? I'm not suffering everyday anymore. :)"""
Migraine Prevention,9.0,"""I've only been on this medication for 2 weeks now but it has changed my life. I have lived with chronic migraines since my entire life..since I was 18 months old. I have lived with daily headaches and almost daily migraines for the past 10 years and it has taken over my life. Since starting Topamax, I have had 2-3 manageable headaches and I have my life back! It has even taken away chronic fibromyalgia and arthritis pain, given me back my ability to sleep soundly for hours at a time, and has gotten me out of a daily triptan habit that almost caused a stroke a few weeks ago. The side effects (brain fog, drowsiness, etc) are nothing new for me given I have fibromyalgia. A life without pain is worth it to me! What a miracle!!"""
Migraine Prevention,9.0,"""Like many of you, I've suffered since I was a teenager with migraines 3-5 times a week. Some would be so serious I would end up in the hospital a few times a year. I even lost a job because of my migraines. I had to plan my life around them. Now at 35, I've been on Topamax for 6 years and it's changed my world. It's given me a life back. I'll still get an occasional headache that requires me to break out the Imitrex, but nothing serious. I haven't had too many problems with side effects other then having a little less quick recall/memory, but not enough to really matter. Potassium seems to help with the side effects. My main side effect is getting rash/hives from overheating. """
Migraine Prevention,9.0,"""Once I got past the side effects while titrating up to my standard dosage, I love it!  The side effects were rough, but you MUST start with a low dose and work up gradually, I would suggest not more than 50mg a week, until you reach your target dose.  I loved that it took also away my over- stitmulated appitete and I was able to reduce my BMI to 24."""
Bulimia,9.0,"""I been on this medication for almost a year and a half. I'm twenty years old turning twenty one and struggled with bulimia roughly for ten years now. I was in a treatment center when I was younger for a while, nothing really helped my bulimia. Therapy, nutritionists etc. All the work, DBT everything..honestly it wasn't until I started slowly on this medication. Now on 100mg and taking it with Wellbutrin XL 150mg (I also suffer from other issues) I find myself doing ALOT better..I'm seeing a nutritionist too along with therapy but really my medication has helped. Its great."""
Migraine Prevention,9.0,"""I just started back on Topamax after being off the medication for 4 years. I suffer from cluster headaches, when a cluster starts the debilitating headaches come everyday. The last time I took Topamax it stopped the cluster within a week. I continued working up to the full dose and the side effects gradually decreased (confusion, hard to concentrate, difficulty with finding the words to express my thoughts). I found that a lower dose kept the headaches away so I dropped down for a few months then came off the drug completely. Last week a new cluster started so I am back on the Topamax and have had a couple of headache free days already. This medication works well for me at a lower dose and limits the side effects."""
Migraine Prevention,9.0,"""I was just started on this medicine on February 13th, 2009. 25mg a day then after one week to increase to 50mg. Read some of the side effects here figured they must surely be on someone who is definitely on a higher dose.  Anyway, I am a person who is highly addicted to drinking coca cola. I drink like a 2 liter bottle a day.  Well, not any more.  This medicine has cured me of that in 2 days. All carbonated beverages taste flat like Robitussin cough medicine. Good side is that'll help me lose weight and the better side is I have yet to have my headache."""
Bulimia,9.0,"""It helps. For me it wasn't so much the appetite suppression that worked, but the way it makes me more conscious of the situation before I binge. Its makes me stop in the middle of the binge or just before completely,  and ask myself whats up with the need to hit the self destruct button. 

In case that I do binge on Topamax, my binges consists of less food when. And I eat slower, defeated by the situation."""
Migraine Prevention,9.0,"""I've been using Topiramate for over a month now. I'm 50 years old, female and have hypothyroidism taking 150mcg of Synthroid daily. I suffered from increasing frequency and duration and intensity of migraines. In the past year the Immitrex wasn't working as it used to so my doctor prescribed Topiramate. I'm up to 50mg per day. The only side effect I've had is mild dry mouth. And no migraines. None. I went from 2 or 3 a week to ZERO migraines in over a month. I am very happy with this medication. The only reason I gave it a 9 is because I'm a tough scorer.  :)"""
Migraine Prevention,9.0,"""At 42 and suffering migraine attacks with aura from a young age I have tried lots of meds,acupuncture with no real success,I started of on 25mg of topamax then increased a month later to 50 mg which made me like a ticking time bomb towards my family so dropped back to 25mg at night no more and been having excellent results,when I do get a migraine the pain is very minimal  if any and can continue working which would never happen before I would be out for days ,just stay on low dose ,I find once well in your system works well."""
Migraine Prevention,9.0,"""I've had cronic migraines since I was 14 and I was put on topamax at 16 at 50mg  I've been on it for 4 years now and its worked great for me until recently when I delt with the loss of my father and started experiencing light head aches so my doctor upped me to 100mg, 50mg in the morning and 50mg at night and I haven't gotten a migraine since. Its also helped me as a mood stabilizer too, I would recommend this medication if over the counter drugs aren't working for your migraines it really does wonders"""
Tourette's Syndrome,9.0,"""Topamax/Topiramate has been wonderful for tic reduction. I have a fairly obvious case and they are exhausting and embarrassing. I have minimal to no side effects, a little drier mouth perhaps, plus my 15/20 vision reduces to 20/20. I feel less anxious and less ""pressure/need"" to tic. I can take much lower doses of the brand name to achieve the same effect with the generic; but my insurance won't cover the brand name. It's 100mg twice/day generic versus half that amount brand version. It's still worth it!! I feel so much more in control and ""almost normal""."""
Bipolar Disorder,9.0,"""Over the edge..best thing ever!"""
,9.0,"""After 25 years of suffering with migraines I've finally found something that works, bearing in mind I'm only 27. Although when my dose is increased I have really bad gastroenteritis and my taste has completely changed not to mention my weight loss, this is a really powerful drug. I believe it is working for me.
Ok, I am now updating my review...I am now 37 years old and I still take the Topamax daily, 25 mg in the morning and 50 mg at night. It works for me really well. Maybe 1 migraine a month and it is very manageable with Relpax. I still get a little bit of tingling in my hands and feet, and my weight has stabilized. I love Topamax. The only complaint I have is the price."""
Migraine Prevention,9.0,"""I got Topamax about 4 months ago and it has been amazing completely changed my life! I hate reading these blogs and tags that's say do not try this it is horrible the side affects are horrible it'll ruin your life! Side effects are different for everyone you don't know how it'll react with your body, these blogs and stuff stopped me for a long time from taking Topamax and it completely saved my life I haven't gotten a migraine in 4 months! And I used to get migraines 5 days Of the week! It truly works amazing for me! Yes soda tastes horrible but I think it's a good thing all I drink is water now I have a healthier life style! I have lost some weight! I do get tingly feet and hands but it's nothing you can't deal with it goes away pretty fast"""
Obesity,9.0,"""I am a 56 y.o. woman. I need to loose 20%bw. ( about 36lbs)
I tried Contrave with horrible side effects. Dr prescribed Topiramate because of migraines. I have been taking 25g a.m.& p.m. I bike 3x and wk.   No migraines, some minor ""word salad"" steady small weight loss. 6lbs in  3-4 weeks. Decreased appetite and increase in drinking water.  It has been so easy, I'm surprised when the scale is down!!  I am extremely happy so far."""
Migraine Prevention,9.0,"""I started with migraine aged 2 and suffered all my life. Going through the menopause it got worse and I was given Topomax. It changed my life in fact it gave me my life back. I titrated the drug super slow from 5 mg up to 50mg twice a day. The only side effect I had was pins and needles in my hands for several minutes after taking the tablets, that was bearable. Within 3 months I was migraine free. 12 years on I am still taking the tablets and still migraine free. Drugs affect individuals differently so don't be put off by the bad experiences of others even though I feel heart sorry for them. If you are suffering badly with migraine as I was then at least give them a try and I hope they work for you as they do for me."""
Migraine Prevention,9.0,"""I love this medication. I have chronic migraines. It was nothing for me to have 5 in 3 days. I started this medicine and I have only have two migraines and it was nothing compared to what they used to be like. I only had one side effect my soda tasted funny. I don't drink soda any more... Easy fix. I've been on it for 4 months now. I would highly recommend it."""
