Condition,Rating,Review
Anxiety,10,"""Taken( 2) 1mg, 3 times a day and (3)1 mg at bed time. No issues still helping after two plus years."""
Panic Disorder,10,"""Was prescribed Clonazepam for short term use while adjusting to Lexapro. It worked quite well to keep panic at bay with it's long half life. Prescribed .5 mg 3X daily, but I only took as needed as I was wary of dependence. Lexapro is now working great for me and my extra Clonazepams are fun for weekend relaxation. I can feel their additives  quality just with occasional use. I would never recommend for long term daily use. That's a dead end road to hell."""
Anxiety,10,"""At the age of 58 I was revictimized (psychologically) by a male RN co-worker. I had had absolutely no idea that I could have been severely sexually abused as a child and that the perpetrator had to have been my own father. The revictimization caused me great PTSD so I sought a therapist for help with that, and it was she who told me that I absolutely must have been abused by him because it could not have been anyone else. Clonazepam works great for me and I have no side effects. I've been on 2 mg. 3X/day for many years due to the horrible therapy I must endure.  Often I feel that I'm not getting enough but my psychiatrist said that I am at the absolute maximum and that it would be dangerous to take more. I follow his advice."""
Insomnia,6.0,"""I was hopeful this medication would help me with insomnia, but have had a mixed experience. At 0.5, I get very sleepy but don't necessarily fall asleep. It does last long which helps with morning anxiety if you take it at night. I do find it helps me to sleep if I pair it with an antihistamine (I use hydroxyzine, under a doctor's prescription, 15 or 20mg). So clonazepam is a decent anti-anxiety medication, but I  didn't find it to be very helpful (alone) as a sleep aid."""
Anxiety,10,"""last 15 tears of taking Klonopin have been a total improvement of my quality of life. and an improvement in anxiety to the point where I am like the friendliest guy in town so to speak. where as before taking Klonopin I had severe social  phobia . as a result the stress was definetly related to making me get cancer at 40 years of age. it works. buspar and all the other more popular anti anxiety meds did not work and I don't want to stop taking Klonopin.     William P."""
Anxiety,8.0,"""21 y/o female, work in the medical field, severe anxiety for about 5 years now, always been hesitant about taking meds for fear of medication dependency. In the past year, my anxiety has gotten to the point where I am isolated & developing depression. I finally broke down and was prescribed Klonopin 0.5mg daily as needed. It takes the edge off and gives me a genuine good feeling while allowing me to keep a CLEAR head and keep my patients safe. I was marijuana dependent as a teen b/c it improved my moods the same way, so I see the potential for dependency here. I am seeing a therapist and intend on using this until I learn other ways to cope. It does help you to think positively so you can begin your recovery. Great short term drug."""
Panic Disorder,10,"""I started taking clonazepam about a month ago, I take 0.5mg at 1 1/2 tablets 4 times a day and with what I've been through in the past 11 years it has helped me get my life back"""
Insomnia,10,"""I didn't think there was anything to help my tinnitus after a head injury. My neurologist prescribed Clonazepam to help the sleep problems caused by tinnitus. I finally get some relief and a better nights sleep without the constant interruptions from the ringing."""
Anxiety,1.0,"""I have suffered with anxiety dies order, PTSD, and OCD for as long as I can remember so my psychiatrist put me on Clonazepam. After taking it for 2 months I noticed I was angry all the time, I had no patience and had irritable and hostile thoughts. It never really helped curb the OCD or the intrusive thoughts/worries. I immediately stopped taking it and was switched to Luvox which has worked wonders for my anxiety and OCD. Would never go back to this medication."""
Borderline Personality Disorder,9.0,"""I have ERD - Emotional Regulation Disorder (aka BPD, Borderline Personailty Disorder) 
& C-PTSD - Complex Post Tramatic Stress Disorder...OMG has this medication helped, I had so many symtoms with the two disorders I would of been better off in hell, afraid to go places, thought people were looking at me, paranoid, agoraphobic, lived in the house like it was prison a pure hermit, had to get girlfriend to cut my lawns, afraid neighbours were looking at me and judging me, pure panic and low self esteem, if someone emotionally or physically hurt me i would explode with rage and really do damage to them, scratching my head till i was leaving bald pathches and biting my nails till there was nothing left, self harm to escape the emotional pain."""
Insomnia,10,"""I take 1mg every 3 days controls pain from costochondritis"""
Anxiety,8.0,"""(TEXT LIMIT)
36, suffered since childhood. Anxiety, Depression, and panic attacks. Believing I have heart problems, heart pounding that my mind is creating, hatred, anger, anger, anger, and lack of ever really just feeling good. And by good, I don't mean parties and hooking up two people to date. I mean just taking in life and acknowledging nature for those very brief beautiful moments I only have vague memories of doing.

This drug helped me, and I wish I could stay on it, but I can't. It built tolerance, affected my memory, and started degrading my cognitive functions. Outside of that, the search was finally over when I got on it, but now it's back to hell because I can't stay. Everyone is different, don't increase the dose."""
Anxiety,9.0,"""Best benzodiazepine out there for extreme anxiety,panic attacks and social anxiety."""
Anxiety,2.0,"""It is horrible. I am cutting down according to doctors recomendations! I now take just .5 mg at bed time around 8 pm. I get hit with drowsiness mid day, even though I haven,t taken any medications or supplements! This horrible medication doesn,t even help my anxiety! Xanax is the worst benzodiazepine! It caused terrible rebound anxiety! And if you have depression, or know anyone with this problem, NEVER HAVE MORE THAN 3 YEARS OF ELECTRO CONVULSIVE TREATMENT! I HAVE MANY PROBLEMS DUE TO A FALL, AND HITTING MY HEAD! MY LIFE HAS BEEN HE'LL SINCE THEN! TAKE EXTREME CAUTION! CHECK OUT YOUR DOCTOR VERY CAREFULLY! MINE WAS A QUACK!"""
Bipolar Disorder,9.0,"""Great for ""resetting"" at bedtime when feeling a little upswing with Bipolar.  I have noticed after a day of being a little up, the Klonopin drops the intensity and brain energy nicely to allow for rest and relaxing.  I do notice that if I don't take it, because I may not feel like I need it one night, that it is harder to get to sleep.  I also have experienced some short term memory loss when taking 1.5 mg (3 x .5 mg) the next day.  It has also helped me with anxiety when depressed.  Great drug!"""
Anxiety,10,"""Works better than the short acting benzo's like xanax and ativan. Stays in your system a good 12 hours and KEEPS my GAD at bay without having any panic attacks."""
Restless Legs Syndrome,9.0,"""i have had rls ever since i can remember.  about 6 years ago dr put me on clonazepam .5  i only take 1 about every 4-6 days. it has worked great for night but can't take it when i drive but it does help keep the number of times i get it lower  no side effects that i can tell"""
Anxiety,9.0,"""I have bipolar 1. I have major anxiety from it . so my dr put me on .05 four times a day along with gabapentin and my other medicenes that i take daily. This medicene helps my anxiety. I feel like i can live again."""
Insomnia,5.0,"""I had reall bad insomnia didn't know what to do. I had  be laking sleep so bad I was desprate so a friend had clonazapam for sleeping and she gave me one to try and I slept like a baby. It also helps with anxiety I've ben on them for quiet some time now I take two  0.5 mgs evry other night and i find they are not helping any more for sleeping so would it hurt to take another"""
Panic Disorder,1.0,"""If anybody has input that would be great.. I took klonopin for anxiety disorder. It made me have no appetite, stay wide awake at night, feel superior to anybody else. Honestly felt fantastic and I was losing weight. A week or so later I broke down in major tears, had to leave work. On the way home had a bad panic attack. Went to the hospital where I was prescribed ativan. I've never had an issue since and I only take it when I feel anxious. It was the weirdest experience ever and the doctors can't explain it."""
Panic Disorder,8.0,"""Wonder drug. I can't emphasis that enough. This was the best decision I have made. I had tried over 12 different medications for my extreme panic disorder and depression and some medications would help but give me horrible depression and others were vice versa. There was always break through of one of my conditions. My life has been unmanageable for 16 years and this is the first drug I can literally thank God for. It's saved my life and I can finally function normally. I am on 1mg daily and able to live a normal life at last. It's only been a month on this but I've already had such great success."""
Restless Legs Syndrome,9.0,"""I have taken Clonazapam for about 5 years on an as-needed basis.  It seems my RLS flares when I am sitting doing more desk work, and these are the nights that are my worst.  Sometimes I wake my spouse with the terrible jumping and twitching and then get up to take the med.  Sometimes, in addition to the restlessness I feel as if my feet will combust from the inside out.  I seem to be taking more than before and may have to go on a regular dose.  No side effects noted, and no grogginess in the morning."""
Anxiety,9.0,"""I absolutely love this medication. I am prescribed 1mg 4 times daily and it helps me so much with my anxiety. I was switched from lorazepam to Clonazepam, and the Clonazepam helps so much more than the lorazepam did. It truly helps me get by with everyday life.!"""
Panic Disorder,,"""I felt shaking and anxiety still if I'm taking rivotril 2 mg"""
Anxiety,9.0,"""Takes time to come up, this is a problem when you have a panic attack, suicidal thoughts and anxiety go away within an hour but they go away, it's like a emergency button, it has saved my life from suicide. Dependence builds within months."""
Anxiety,10,"""Works perfectly for me keeps me calm."""
Anxiety,10,"""Best anti anxiety medication by far. It's Exactly like a Xanax + Valium combination. You get the potency, you get the long half life, you get the great muscle relaxing properties, you also get the best Maintnance Benzo, best for long term use . Etc etc. I tried Ativan, 7/10 rating. Valium, 8/10 rating, and Xanax, 6.5/10 rating. I finally got introduced to Klonopin, and I found exactly what I was looking for. 10/10!"""
Bipolar Disorder,1.0,"""It was fine for a year, but then made my condition much much worse to the point that I lost everything I ever loved. Please research this med before taking. It is not intended to be used for more than three weeks in a row."""
Anxiety,2.0,"""You don't need it.
It helped at first. After about a year of regular use, it stopped helping, and instead made me very angry. By then, I was taking around 5mg/day, and had a long taper ahead of me to ease the hellish physical dependency.
You don't want the taper. You don't want to numb your feelings with this horrible tranquilizer. You are worth more and you have more in you than you want to believe when you sign up for this cop-out nightmare."""
Insomnia,8.0,"""I am 75 year old and have taken Clonazepam 0.5 mg tablet for about 4 years for restless legs and insomnia. I take 1/2 of the tablet every night, along with vitamin D and magnesium & Aleve for arthritis pain. It has been very effective for me, it lets me sleep with no hangover but I do have vivid dreams every night, not nightmares though.. On occasion I have taken a full tablet but I keep them cut in half and usually only need the 1/2 dose. My new doctor is taking me off of them and putting me on Mirapex for restless legs and melatonin to sleep. Melatonin has never helped before but I will try again."""
Insomnia,1.0,"""Totally useless drug - had no effect on my insomnia whatsoever."""
Panic Disorder,10,"""It has helped alleviate fear and provide comfort and care when taken moderation. With you and your doctor's agreement"""
Anxiety,10,"""As an alternative to Clonazepam, I tried a natural anxiety remedy called Zenapin which was reviewed well by several sources. STAY AWAY FROM ZENAPIN. This 'natural' remedy made me dizzy with a constant headache. Don't belive the hype. This Product Is Bad For You!"""
Anxiety,10,"""I've had panic attacks since I can remember. I recall my family DR.telling my mother that I would eventually need something for my nerves. I developed an irregular heartbeat around the age of 20. Of course, I am the last person who needed that symptom. I would go into a full blown panic attack and end up in the ER. My family Dr talked me into taking Xanax. I took .5 3 times a day like clockwork. Along with  Tenormin for my afib.for 10 years . I then switched to Klonopin .5 3× daily. It was miracle. No side effects. After taking the same dose for 15 years, my new Dr dropped dropped it to twice daily. OK for about 6 months. I've been  in the ER 5 times in the last 12 months. I need some good advice."""
Insomnia,10,"""I have taken Klonopin for twenty years.  Sadly, over the years I became resistant to the lower doses.  I am extremely dependent on it and it became ""necessary"" for the dosage to be steadily increased over the years.  I was all of the way up to 5 mg at night.  This had disastrous side effects...extreme confussion being the most alarming.  It was difficult to start to titrate down slowly.  After many months, I was down to 3 mg. and then down to 2.5 mg.  It was not easy and there were many restless nights filled with anxiety.  Over the last 6 months, I have decreased down to 1.25 mg.  I am struggling but determined to get off within the next year.  Do NOT let this happen to you!"""
Anxiety,5.0,"""Good"""
Seizure Prevention,8.0,"""I've been taking it 0.5 mg before sleep for almost 3 months now and no epileptic seizures and I sleep well also , but sometimes I feel I would have a seizure so I take 1 mg instead of 0.5 because I only have seizures when I'm sleeping,  I wish it stay working and I have no seizures till the end of my life because they are the most terrifying thing for me"""
Insomnia,10,"""Good experience - no bad side effects."""
Anxiety,10,"""I have been orally using Diazepam, (VALIUM) 10 mg. tabs- Qty: 90 monthly. 1 tab 3x a day q 8"""
Anxiety,10,"""This medication worked perfectly. No side effects and it really helped with my anxiety and dystonia. This medication helped my sex life as I was more relaxed, and really helped me socially, as I was no longer anxious in social situations. Clonazepam stopped they dystonic movements completely and they have not returned. I would highly recommend this drug."""
Anxiety,4.0,"""The doctor prescribe this for my anxiety not realizing what I was taking after taking for a year I decided to look up the clonazepam and found out what I was really taken and how hard it is to get off of it has been pure hell  how  can something be so good but so bad I tell everyone stay clear of this medication and go alternative because the withdrawals are evil it has been a total nightmare trying to get off of this pill and I am on a low dose .05  this pill was supposed to help my life not ruin it.  The headaches are unbearable the nauseous is miserable and the dizziness is in sane  everyone please stay clear of this medicine  because when you try to get off of it is pure hell nightmare"""
Anxiety,10,"""Clonazepam has been a lifesaver for me.  As an addiction counselor, I thankfully understand the risks and have used it PRN for years now with no issues.  Unfortunately, I have treated many people who did not understand the risks involved with this (and any) medication.  EDUCATE YOURSELVES!!  Benzodiazepines are an amazing class of drugs, if used correctly."""
Anxiety,10,"""I took my first pill last night, and feel better already!
I had never before suffered from anxiety, until I started a new and very stress-filled job. I held my own at first, but the past few months really took it's toll on my physical health. Yesterday, I truly believed I was having either a heart attack, or panic attack...I've never had a panic attack, never! Rushed to my doctor who looked at me and said- I've never seen you look like this before.
After explaining how my job was affecting my life, and talking about different stress/anxiety relievers, and making time for me, he wrote the prescription. I was hesitant to take, but slept like a baby for the first time in months! 
I will check back as I continue with the medication."""
Seizure Prevention,,"""Cured"""
Anxiety,10,"""I started this Drug in 2004 because because of bad panic attacks and high anxiety anytime I was outside my house. In elevators, in crowds, in cars if there was a lot of traffic and a million other situations. I did no research on this drug, just assumed my doctor knew best. It definitely works, probably the best anti anxiety drug on the market, and longer lasting than Xanax, however it does come at costs. Depending how much you take, or how much anxiety relief you need it can really be debilitating. If you need higher doses it can make you drowsy, cannot drive.  I highly recommend this drug for emergency usage only because its addictive and I didn't know this but stopped abruptly and had widthdrawls like a heroin addict when I stopped"""
Anxiety,10,"""I'm a 37 year old male and have suffered from Anxiety for as long as I can remember.
I've tried tons of anti anxiety meds, including Diazepam, Lorazepam, Alprazolam, Oxazepam, Hydroxyzine, Gabapentin, SSRI's, SNRI's, etc etc. I finally got introduced to Clonazepam, what a MIRACLE of how good it works for me. I take 2mg 3x daily and I'm finally anxiety free. Living a perfect normal life now. Best medication I've ever used. Thank you KLONOPIN for giving me my life back."""
Anxiety,10,"""Been taking benzodiazepines for near 10 years now. Started with 1mg of Lorazepam once daily, but it stopped working after about 2 years. I got prescribed Clonazepam 1mg twice daily.Worked like a charm for 5 years, then stopped having any effect. Still, Clonazepam is amazing compared to Lorazepam. This is an amazing medication. I was prescribed an up-dose (2mg three times daily, but I usually only took one pill a day or two, because 2mg is very strong). I was also prescribed Xanax to take along with Clonazepam due to having a panic disorder as well as generalized anxiety, but after about a year I decided that the Xanax was pretty useless (and tasted like wet chalk) so asked my psychiatrist to stop prescribing it. Just clonazepam. It's great."""
Anxiety,1.0,"""A nurse at a psychologist put me on this drug along with Prozac over 3 years ago. She told me it would be a band-Aid until the Prozac start working. I went for a follow up appointment a month later and she said since it's working she didn't want to change anything. Months went by I still felt great no panic attacks, nothing. Started to gain weight and felt extremely sleepy during the day so I wanted to start weaning off-spent 1 1/2 yr trying to wean myself off only to start the withdrawal symptoms - electrical shocks, extreme night sweats and nightmares.Finally I weaned myself to .5 mg Klonopin and 10 mg of Prozac. Last Friday night (10 days today) I came home and flushed the pills. going through hell now. Don't start, get help naturally!!!"""
Panic Disorder,8.0,"""I have had panic disorder for years, thanks in large part to a serious medical condition that has since been addressed. Klonopin has helped tremendously even at a fairly low dose (1mg daily). I would add that this is not a drug to stop cold turkey; having tried, I can tell you that it worsens the anxiety and panic. I'm also not thrilled that I still take it after so many years. But, it has greatly improved my quality of life and for that I am grateful."""
Bipolar Disorder,7.0,"""After being treated on 4 antipsychotics and two mood stabilizers for bipolar hypo manic disorder I have never felt better in 10 years
 Currently on seroquel 400mg XR  ( Three tablets at bedtime) take 1 to 2 mg Klonipin daily as needed. Never felt better. Tried other sleep aids like trazadone and other tcas. Nothing. Best with klonipin because of no cravings of physical need because half life long and one doesn't get a high off klonopin because very slow onset."""
Anxiety,10,"""Indigogirl,
Switching from Ativan to Klonopin is very common. Due to the fact that Klonopin is 2x more potent tand lasts much longer also. 2mg Ativan = 1mg Klonopin. Ativan has a 12-18 hour half life, while Klonopin has a 24-50 hour half life. Ativan peaks within 30 minutes, while Klonopin peaks within 2 hours. If you were too sleepy with the switch, your Klonopin dose was too much. For me, Klonopin is the best all around benzo. I've been on Xanax, Ativan, and Valium, Klonopin is the king of the class of Benzodiazepines."""
Anxiety,8.0,"""I don't know that it is clonazepam 1mg 1 mg per day, but I have electric  like sensation from my head into my feet.  Joints hurt, burning sensation in feet make it uncomfortable to walk.. Anxiety attacks are worse to the point of not wanting to go out especially alone.. I was taking trazodone, stopped at   25 mg. Dose last night, replaced with 5 HTP, 50 mg. Of sequel (which I have been taking. ) I slept fine, but when I awoke some problems with tingling, burning. When I took another 5 HTP and clonazepam, plus 2 mg. Of Tizanidine, I went back to sleep, but the burning, tingling and painful joints very bad upon awakening.  Still going on.  I thought the natural products would eliminate this.  """
Anxiety,9.0,"""This med is a godsend, I only wish I was diagnosed earlier in life, so I wouldn't have lost so many years to anxiety and panic attacks!"""
Insomnia,8.0,"""I've been taking clonazopam intermittently for 15 mos.  It was prescribed to me by a neurologist for insomnia, nocturnal myoclonic jerks, and restless leg attacks. 0.5 mg has worked well with fighting off the nerve attacks and wide awake feeling to fall asleep faster and stay asleep longer than I can on my own.  I also used it for longer sleep as needed for a special event such as traveling out of town.  Finally I was sent for a sleep study last month and found that I have severe sleep apnea while sleeping on my back and mild on my side.  I snore loud off and on but would have no idea other than my spouse telling me.  I have fragmented sleep, some of it with vivid dreams.  I hope to start c-pap therapy soon and then wean off clonazepam."""
Burning Mouth Syndrome,8.0,"""Was in pure agony 24/7 with BMS for about 2 1/2 months.  Tried 'magic mouthwash', but it only lasts an hour and was supposed to be used every 4 hours, so I went through the bottle in no time.  Went through a bottle of Chloraseptic every 4-5 days.  Took extra vitamins, went on Alpha Lipoic Acid, tried everything I could find suggested online.  Then finally asked my doctor for clonazapam.  I could tell when the first pill dissolved in my mouth it was going to help.  Now I'm just trying to get the dosage right.  BMS  is about 80% better.  I get 1 mg up to 3 times a day.  I can easily take all 3 just to sleep at night.  Should I ask for a higher dosage? Taking them this way leaves me with nothing for the daytime, and nothing for anxiety."""
Anxiety,,"""This ""medicine"" ruined my life. I took it just as the doctor prescribed Clonazepam.5mg every night before bed. He said I would probably need them for the rest of my life. He failed to tell me these are very powerful TRANQUILIZERS (all benzo are). We are only supposed to take these for no more than 2 weeks!! It worked well for many years until one day it quit working. Tolerance Withdrawal, Sick 24/7, med no longer works, sheer panic. Suffering all since that day and it's been one year off now.These meds also cause depression over the years. I had a great life until this med caused me to lose everything!!! Nightmare!!! Please, don't walk, run from this poison!!"""
Anxiety,10,"""This drug is great. Sure you can go med free, which I've done, to prove to yourself that anxiety can't hurt you and there is nothing to fear (blah blah blah) - BUT my life truly was misery with this approach. What's the point, I told myself, of proving I can tough it out. 
Left unchecked anxiety can spin you into fearing all kinds of silly stuff - doctor/dentist visits, flying, being stuck in traffic, shopping ....
Klonopin kills the deep down anxiety.

Oh - and if all you have is anxiety (no depression) - stay far far away from the antidepressants......some friendly advice."""
Anxiety,10,"""I started taking this drug 10 years ago because I was always stressed and was waking up at 3am. Started on 0.5mg at bedtime, combined with Trazadone, and it would knock me out within 15 minutes-I almost had to rush to the bed sometimes. It was prescribed to take another dose in the morning but I only did this once, as it made me very sleeping driving to work. I later discovered the Trazadone wasn't doing anything and now just take the Klonopin at 0.75mg at bedtime and it gradually puts me to sleep and keeps me there. If I wake in the middle of the night and would normally stress about stuff, I am able to fall back to sleep till morning. Helps with work anxiety during the day, too. It has been a miracle drug for me!"""
Insomnia,9.0,"""One of the effective ones for insomnia...long acting. Actually, I was up 3 nights straight, had to take one 2mg or 2.5...caught up on major sleep. I can't say it's doing a 9pm to 7am. However, it's aiding me in getting sleep. I may need to take it properly. Only downfall, I don't like downers. Also, it doesn't cause hunger but it relaxes me enough to indulge in what I'd normally decline doing. Minor after effect of low energy."""
Panic Disorder,,"""Wonderful pill. My doc put on 2mg once a day before bed. In one week, this medication turned my life around. I was suffering from extreme manic/depressive episodes, depression, irritability and panic crisis. and Seroquel 50mg was worsening everything up, horrible drug for me. I am now on 4mg of clonazepam, and doing fine. Brought me back to life thank God."""
Anxiety,10,"""The absolute perfect benzo.
The long half life is there, the potency is there, great muscle relaxing properties, great for sleep, I can go on and on with this.
I'm prescribed 1mg 3x daily, and that's my perfect dose..I take 1 in the am, 1 in the afternoon, and 1 in the pm, and it works like magic. I've tried other benzos, Xanax, Valium, and Ativan..although those benzos were also very helpful, but Klonopin is my #1"""
Panic Disorder,1.0,"""I was taken off of ativan 1mg x3 per day and switched to klonopin. This drug made me ache all over and my joints, had crying bouts and sever depression with very dark thoughts. I finally got switched back. I hate this drug. Made me want to sleep all the time as well zero energy and aggressive."""
Insomnia,1.0,"""I have bad insomnia and ADHD. My first time taking it was tonight and I was hoping to fall asleep early (I was already very exhausted) to wake up for my 6 am shift in a few hours however I was filled with energy within an hour after taking it and have been up since I'm very upset! Work today will be horrible and I'm not looking forward to it at all!"""
Anxiety,9.0,"""I love Klonopin. When I was going through an extremely hard custody case with my ex husband, my doctor prescribed the Klonopin. She scheduled it up to 3 times a day.  I used it too. It helped me face my fears and stand up for myself for once. Once that was over she scheduled it on 1.0mg as needed up to.3 time's a day. I still have the script. I do use the Klonopin only when I'm in a situation that I need help relaxing. I know I need it at those times. When I take it, I would feel great. If I didn't need it but thought I did, all it would do is make me tired. It's been 3 years of PRN Klonopin & I know when I need it and when I don't. For those who feel this could be abused, my response is if the person really needs it, Misuse wouldn't happen"""
Panic Disorder,7.0,"""I have PTSD, OCD, severe bipolar and severe borderline personality disorder along with severe panic attacks and constant anxiety. I was taken off of 0.5 mg Xanax taken four times a day over 25 years which enabled me to live a ""normal"" life. I was prescribed klonopin instead. While it does help tremendously with the panic and anxiety, for me anyway, Xanax worked much better. I am on a slew of other meds for the other disorders I have. Just commenting on klonopin"""
Seizure Prevention,10,"""It is the only thing that has helped my seizure disorder. All other drugs seem to make it worse, or mentally drive me crazy. I've been taking clonazepam for about a year now...only a half of a 0.5mg dose. I haven't had to up it. I believe it's because I try to only take it as needed, and usually only once per day. Depending on how I'm feeling, I will go a day or two without it. I think this is why my tolerance hasn't gone up. Highly recommend if you are suffering, being a little tired here and there is worth it compared to all of the nasty side effects the other drugs bring. Even though my doctor tried to argue me on this, and said I should only be on keppra, I stand by what I am feeling first and foremost. Highly recommended"""
Panic Disorder,,"""what can I say? has anyone seen the movie ""Shutter Island""? imagine a veteran instead of a US Marshal (in this case me), diagnosed with PTSD and related ""panic attacks"" along with epilepsy. The VA has yet another lab rat for pharmaceutical testing. and just like poor Leo's character, who is going to believe me when I say that the VA wants to see how much Clonazepam it will take for me to kill myself (one way to shut me up about stuff that happened in my unit during the cold war huh?). to be honest I refused to take even one dose because I value my life ALOT more than the  VA does."""
Anxiety,10,"""The absolute best benzodiazepine. I've had Anxiety and Night terrors ever since I can remember. As a kid, I was always scared to sleep alone, and in the dark. My mom had to always sit with my til I fell asleep. This never went away. I'm 28 years old now. My doctor first RX'D me Xanax 2mg 2x daily, it really helped, but it stopped working so quickly! Then I got put on Klonopin 2mg 2x daily, now that's exactly what my body and mind needed. I'm perfectly anxiety free, and can sleep with no hesitation. Klonopin is the best. Thanks Klonopin!"""
Anxiety,9.0,"""I take 0.25mg - 0.5 mg of this to help manage anxiety heading into public speaking events (about once a month). It helps me feel focused and relaxed instead of being anxious and worried for no reason. At a low dosage (once a month or so) I don't feel any of the major side effects people have described. For awhile I felt guilty about taking this and tried to work with a therapist instead and doing meditation which did not entirely relieve my situational anxiety."""
Anxiety,3.0,"""This medication, when used properly, does help with generalized anxiety. 

The only problem is I was never told how to take it properly. I became addicted, and a bit suicidal. It wreaked absolute havoc on my life and the lives of my family.
Name the side effect - I had it.  It caused depression so bad, that I couldn't get out of bed. Insomnia to the point of where I was convinced I was losing my mind. Looking back now, it's hard to believe I ever felt the way I did, but I did.

Please do research on the drug before taking it."""
Migraine Prevention,9.0,"""I was diagnosed with pediatric migraines when I was 3 months old. After that I literally had a migraine every 3 months like clockwork for almost 23 years. I got so used to my ""every 3 months cycle"" that when I knew it was time for it to come around, I would actually warn school and work that I'd be needing at least 3 to 5 days off. I literally don't know anyone who gets them as bad as I do, I vomit and I'm extremely sensitive to light and sound and I literally can't get out of bed for 3 to 5 days. They've caused me several jobs and several missed days of school. I've been prescribed over 20 different medications trying to find that worked but nothing ever did. Then I had a friend show me Clonazepam and ever since then, been migraine free!"""
Anxiety,9.0,"""I had severe OCD starting around 14. My anxiety level was horrible. At age of about 50 a doctor said he would calm me down so I could be more functional. I took 4 1mg tablets a day with no side effects other than lowering my anxiety to a acceptable level. I still take klonopin and consider it best drug I have ever tried and still use it"""
Restless Legs Syndrome,5.0,"""Been taking 0.5-1mg clonazepam for 20  years for PTSD flashbacks. Diagnosed with Parkinson's 3 years ago. Because of scoliosis and spinal stenosis the only exercise I can do comfortably is stationary bike. Usually do this 5 out of 7 days a week. The past week or so I did none for various reasons. The past several nights the RLS has been so bad I've awakened 3-4 times and tried the clonazepam. Helped at first, but for no more than 1 hour. From reading articles I think I must get myself back to the bike. Then I'll know for sure. The clonazepam still works very well for panic/anxiety/flash backs. Thankful for that."""
Panic Disorder,10,"""Have had anxiety all my life!-40 years. During one very long 3 week period of being in what my psychologist called a ""panic state,"" I absolutely had to ask my doctor for something that would help me begin to function again. I don't prefer to medicate unless it is absolutely necessary, and while taking this is not exactly something that I wanted my situation to come to, I eventually decided that if I did not opt for some type of pharmaceutical intervention, I might have had a stroke from the insane physical stress, which was bringing me to the brink of insanity. ONE pill before bed one evening did the trick for me. It was like hitting the reset button, and I woke up rested, calm, and totally fine again. Haven't needed another pill yet."""
Anxiety,1.0,"""Scary drug. Took the lowest dose for anxiety, came to three hours later. Totally blacked out. Still don't remember a thing that went on till this day. Good thing I was at home when I took it."""
Anxiety,6.0,"""I was put on klonopin at age 17. I took it as prescribed for 20 years, going from 0. 5mgs to 3-4mgs a day. While it worked great for anxiety and insomnia, I wish I had never taken this medication. Last year I was detoxed off of it. When I tapered off I didn't sleep at all for 11 days. After that I had extreme anxiety and agitation. I couldn't sit still for months, I had to take a non addictive medication to be able to sleep at all. I was unable to eat well for months. 
Doctors don't think to tell you that this medication makes you physically dependant. You cannot stop abruptly or you risk seizures. It is made for short term use, about 2 weeks. I wish I had never taken this medication. I will never take another benzodiazapine again."""
Bipolar Disorder,7.0,"""I take (3) 2mg klonolins a day, been taking them for years. Yes it works, if you like being zoned out all day. I also have a personality disorder, and when I am in split mode, these make it worse."""
Anxiety,8.0,"""I noted marked decrease in intellectual ability and memory.  I need to go off this med for Neoropych testing and 48 hour EEG,  although I have high stressors in my life so I need to take it.  When I wean down I get sinus tachycardia. Hr of 122 at rest. Taking Klonapin makes HR decrease to 80's."""
Bipolar Disorder,2.0,"""This Clonopin does not work at all. It makes me nauseous and irritable. It also gives me acne. They were out of the yellow tablets so they gave me the pink ones instead. I will not take these pain pills anymore."""
Burning Mouth Syndrome,6.0,"""I have had Burning Mouth Syndrome for nearly 5 years.  Clonazapam does help, but does not take the pain away completely.  I am on other meds to help with the pain..mostly anxiety meds and some meds for Parkinsons Disease that are known to help with BMS.  I have had GAD the majority of my life and BMS started in the downward spiral of my mother's impending death, a job of 20 years I quit to help her and start my own business, and my only child leaving for college.  Anxiety and neurological disorders run in my family. Thought I was pretty healthy until this bomb hit me."""
Anxiety,7.0,"""Clonazepam would be a great medicine if it wasn't addictive & known to cause dementia. Those are the reasons why my doctor removed me off of this medicine. When I took it it helped take the edge off my anxiety. I didn't have many side effects from it & I never became addicted to it. The only side effect I had was it would make me tired sometimes. That's it. Even with it being addictive & being known to cause dementia, I still give it a 7 out of 10 stars because it was very effective for me. It would have gotten 10 stars if it was safer to take & if it had ridded me of my anxiety completely."""
Anxiety,9.0,"""This drug works well ""short term"". As all of the literature you have read about it says. However, ""Short Term"" is ambiguous. For some people ""Short Term"" might mean it retains it's efficacy for 2 years without problem as it did for me. If it seems you have been on this for years and it's still working, don't fool yourself. 2 Important things to note.

1. Tolerance withdrawal - Doctors will never tell you about this, some don't even acknowledge that it exists. This means that when your body has developed tolerance to this medicine, even though you keep taking your steady dose, you will start to experience god awful withdrawal symptoms. Believe it.

2. Taking over 1.5-2mg per day does not provide any benefit."""
Benzodiazepine Withdrawal,8.0,"""I have been percribed a multitude of medications in the last year and a half or so. As it turns out I have been very sensitive to the first 2 types of antidepressants.cipralex was the first then zoloft.  I have been diagnosed with what the Dr said as a"" high anxiety mood disorder""

It seems that life as I once knew it has melted away and I feel so ashamed and empty. 
The zoloft was such a horrible experience for me. I also was perscribed clonazepam 0.5mg =3"""
