Condition,Rating,Review
Neuropathic Pain,10,"""Works well for my nerve pain!"""
Generalized Anxiety Disorder,10,"""I  LOVE LYRICA. I started about a month ago on 75mg  with no allergic reaction but felt really weird and out of it.  I also take Lamotrigine 100 mg am and pm so perhaps some sort of interaction?  I have Bipolar 2 depressive emphasis and traits of BPD. 
I stopped taking the Lyrica and asked my GP for 50mg.  I have been taking 50 mg morning an evening for about three weeks and I have never felt better.  Took about a week to really feel a difference.   I cannot remember a time when I felt so good.  Well I can but I had to give up sugar, carbs,  alchohol, practice meditation and exercise....
I am calmer and I sleep so well,  seven hour stretches!!!  I'm also finding my mood lifting and so am more productive a appropriatly sociable.
Helenx"""
Fibromyalgia,10,"""I have been on Lyrica for 5 years and it has changed my life so much. I had pain all over and could not figure out why. I went through so many test and procedures to help and nothing did. I found a Dr. who put me on Lyrica 50mg three times a day and after a couple of days being dizzy I realized that my pain was almost gone. I am now taking 150mg three times a day and I have my life back. I have gained weight because food taste great now. Make sure you never run out though. It happened to me on vacation and I was so sick from withdrawal. It is the worst feeling in the world, all the pain was back and I felt like I had the worst flu ever. As soon as I got home and got my refill I was fine. Great medicine, but they do need to tell you more about withdrawal. I love Lyrica."""
Fibromyalgia,10,"""A true miracle!  I'm 36 and have been living with pain for years - along with panic attacks and chronic anxiety.  Was given various prescriptions and decided I did not want to live dependent on pills - the side effects were just too much.  Yesterday my doctor encouraged me to try Lyrica.  With hesitation I took the first pill last night and woke up feeling like I did 10 years ago!  I'm still shocked. I haven't noticed any side effects, but this is definitely worth every penny!"""
Generalized Anxiety Disorder,10,"""Exceptionelly great"""
,10,"""I have been in pain for years, since my second son was born. After my daughter, I lived with it for 5 years, thinking it was carpal tunnel. Finally the doctor sent me to a specialist after wearing braces from 1 1/2 years. Fibromyalgia is what the diagnosis was, I was not shocked, until she said NO CARPAL TUNNEL AT ALL. She gave me some 50 mg, Lyrica, worked wonderfully. I did not have to lay in bed for an hour or more before getting the children up for school. I got right out of bed and felt pretty good all day. It did make me a bit tired, but the doctor said you have to build your way up on it, but now, the insurance does not pay for it."""
Generalized Anxiety Disorder,10,"""Pregabalin for me was miraculous. On the first dose (75mg three times a day) my anxiety was reversed. I really thought this was too good to be true. I have tried Prozac and lorazepam at different times of my life. But as is commonly known, after the fourth or fifth trial of SSRIs, they ""peter out"" and actually become counter productive, even in some cases causing serotonin syndrome. But about two years ago, I was in a very stressful marriage break-up and was taking benzodiazepines to keep the lid on the anxiety, with little effect. The GP respected my wish to try Lyrica. I was and still am, after two years, astounded by this transformation. I feel like I always felt I should feel. A cessation of anxiety and a sense of well being pervades. """
Pain,10,"""This medication has made a tremendous difference in my life.  My pain was due to arthritis and none of the drugs prescribed for this condition worked.  After two weeks on Lyrica I feel like a different person and my back is back to normal."""
Generalized Anxiety Disorder,10,"""I have had GAD for 8 years, I have tried lots of medication for this with some helping a little, and some not at all. I was started on Pre Gabling two months ago and for me, it was a miracle, I have my life back! I know the Doctors say meds arent the answer for GAD but they are for me, I have had CBT, counselling, hypnotherapy, and nothing worked. But with pre gablin  I have been on holiday with no probs, was actually able to relax for the first time in 8 years. I can go into any social scene and be really calm and enjoy it. All I hope is that it lasts and I dont get used to it. All my friends and family have said how well i am and relaxed and happy I appear. And I really am."""
Neuropathic Pain,10,"""Have been on Lyrica for six months now for lower back pain. At first, 2x25mg per day. With doc's approval moved to 1x25mg per day. Now, 1x75mg, three times per week. 
The effect has been enormous. Pain gone.
Thanks to Australian health system, costs are about $6/month"""
Pain,10,"""My husband had pain in his testicles for over a year, he saw two different urologists, was referred to a pain clinic and they could not help him. Our GP prescribed Lyrica and after two pills he is pain free. It is a God-send. I wish more doctors knew about this medicine."""
Fibromyalgia,10,"""I was prescribed Lyrica for fibromyalgia. The first hour after I took Lyrica I felt better and at night, I slept like a dream. I was on for a total of two weeks in which time I started feeling bloated and put on weight. I am a heart patient and I started getting angina. My blood pressure started to raise. I started getting headaches. My only wish was that I could have continued taking Lyrica as the fibromyalgia pain was gone. But I'll just have to keep looking. """
Generalized Anxiety Disorder,10,"""I've had huge troubles with anxiety and couldn't find an antidepressant that worked, so I got prescribed this. I started off with 75mg in the morning and before bedtime. It worked wonders and first few weeks I felt great - for the first time I could speak in front of a group, I had strength to do daily chores and my anxiety pains disappeared. However, after some time I grew tolerant to it and my pains and anxiety started coming back slowly, so my dose got upped to 150mg twice a day. It works for my anxiety and pains but it makes me really sleepy now. Side effects were only at first weeks, some stomach troubles which disappeared.
PS! This is a temporary solution, since you get tolerant to it. Antidepressant is still needed for anxiety."""
Diabetic Peripheral Neuropathy,10,"""Been taking this for about 5 years and has helped lessen pain a lot, only side effects are some swelling of the legs and feet.  Only issue is my body seems to get use to it and have to increase dosage every 6 mths - year.  Started out on 75 mg and now up to 300 mg at night and 100 mg during the day.  Have tried just about every other drug with no results, this was the only drug that offered relief."""
Generalized Anxiety Disorder,10,"""The first time I used Lyrica I experienced an amazingly profound reaction; layers of depression and anxiety that had built up over several years melted away within minutes. That was years ago and I have since both weaned myself off the drug and restarted taking it again. One thing I rarely see mentioned is the terrifyingly bad withdrawal effect- missing more than one dose for me throws me into the absolute darkest pits of despair. Has anyone else experienced this? When I went off the drug the first time I felt like I had performed a miracle; so strong was the feeling that it took a long time for me to convince myself that things were bad enough to warrant going back on. It still helps, but nothing as miraculous as the first time."""
Postherpetic Neuralgia,10,"""Had a Thalamic Stroke, which left me with disturbed sensations on my right side.  10 years later, developed shingles on my right leg, which I thought were bug bites.  Within 3 days, I was in agony, after 8 weeks I was loosing functionality in the right leg.  Saw Orthopedist, Pain Specialist, and received the impression, that they thought I was a nut, or trying to get pain meds.
Finally went to a neurologist, who diagnosed TPS and Shingles nerve pain interacting. Within 24 hours of starting Lyrica the pain lessened, upping the dose a few weeks later and the pain was zilch.  I have started to regain function in the right leg, it's very slow but I can see it.  I have never felt such terrible pain, Lyrica was a true lifesaver."""
Pain,10,"""I have had severe pain to the point I have lost my ability to walk and need to use a wheel chair for the past seven years.  My DR. (last year) put me on Lyrica and it saved my life! I had been put on every type of pain killer and I needed a lot of them. Now I have lower doses of my pain medicines and I feel tons better!

Anyone who is looking into this medication PLEASE at least try it, take it as you told to by your DR. and give it four weeks to fully work it's magic, I almost asked my DR. to take me off it, three weeks into taking it, but my wife told me to give it one more week and BOOM! she was right. It's not like anything you have ever tried! My only problem with it is it needs time to work. It's worth the wait!"""
Generalized Anxiety Disorder,10,"""This medication has saved my life. Almost curing crippling depression. That I once had 3 months of ECT for. Depression for 30, yes 30 years. And I am 44. I have been on miriad of meds. All classes and try this and that. Then developed fibromyalgia. Which I'm glad God gave me. Because it led to me getting approved for this drug. Which helps with my panic anxiety. Which I was on klonopin for. Stopped it on my own. Stopped taking all antidepressants. I was on 3 different ones at once. I'm not in pain, physically or mentally. Weight gain yes. But I'll take that over living in side myself as if it was hell."""
Fibromyalgia,10,"""I've been on Lyrica for 10 months now, it's saved my life. I'm taking 2 @ 100 mg a day and from the first day it was like flicking a light switch on my pain, which is severe pain do to lower spine accident and also developed fibromyalgia. I just want to thank all doctors that prescribe this medication because it is a life saver."""
Pain,10,"""This really hits the spot."""
Fibromyalgia,10,"""Can't live without this! Lyrica is amazing. Had one doctor add in gabapentin to my cocktail and it helped some, so he put me solely on gabapentin and off the lyrica. It didn't take long before my pain levels started to spike. Now I am back on Lyrica 100mg 2xday and I am so much better!"""
Fibromyalgia,10,"""Finally a medication for Fibromyalgia. It's awesome. I have been suffering with Fibro for 3 years and finally convinced my doctor to put me on Lyrica, and it is great."""
Fibromyalgia,10,"""The first night I took Lyrica I slept 9 hours. Got out of bed without any pain.  This has been a lifesaver for me.  I am so happy with the results. I am only on 50mg at night.  Not seeing a reason to increase the dose yet."""
Generalized Anxiety Disorder,10,"""Lyrica is the best medication for generalized anxiety disorder.  I am on 75mg twice a day and been able to slowly get off my clonazepam without the benzodiazepine withdrawal.  Brain fog will go away after being on it for about a month.  Only other side effect is the cost."""
Neuralgia,10,"""Lyrica gave me my life back!  The only side effect that MAY have been due to Lyrica is vision loss, but I have worn glasses for 30 years, so no big deal for my eyesight to slightly worsen over 2 yrs on the drug. Some of the side effects that people mention could be due to menopause rather than Lyrica. I gladly spend $60 for a monthly supply.  Other meds I took previously left me like a zombie. With lyrica I actually feel good."""
Generalized Anxiety Disorder,10,"""I would just like to say that I know everyone worries about weight gain on this drug so I thought it important to share a positive experience with this drug. I am on 300mg per day and have experienced no side effects and absolutely no weight gain. I am so much calmer and happier, my mood doesn't plummet suddenly, I am not anxious at all anymore and I am sleeping like a log! 10/10 don't let fear of sudden weight gain effect your decision to take this drug, remember that when they test drugs they don't take into consideration the lifestyles of the test subjects, that 1 in 10 person could just eat to much day to day which would result in weight gain and have nothing to do with the drug. Don't worry too much about it!"""
Reflex Sympathetic Dystrophy Syndrome,10,"""I first started taking this for trapped nerve causing cramps in my hand.  I  started off 25mg 3 times a day for first week. The first thing I felt was calm all my worries went away second week upped to 100mg 3 times a day feel like a lotto winner walking and talking like a new man. No prob with sex its all still working! Slight foggy brain but got my old job back cramps in hand gone all looking well, booking to go away with the wife soon xx"""
Generalized Anxiety Disorder,10,"""I was prescribed Lyrica for nerve pain in my leg and foot and found the ""side effect"" to be a lightening of my depression without the fogginess of other, more conventional medications prescribed for depression. I'm glad to see that it can be used for anxiety. It certainly makes a positive impact on my mood."""
Generalized Anxiety Disorder,10,"""Lyrica has changed my life. I have suffered from Generalized Anxiety Disorder for 15 years. I;ve tried absolutely everything to no avail until last week when I was put on Lyrica. In fact it's not just changed my life its saved my life. """
Neuropathic Pain,10,"""I've been on 75mg, 2x/day for 2 months. Difference is night and day! I have RA, nerve damage form a pretty bad accident, herniated discs and vein's are dying. I'm a mess. Tried everything, but Lyrica has been the one that worked. Not completely, but they may bump up the dosage, I'm told. Trying for 2 more months til I see my GP again. Lucky my insurance pays- otherwise I'd never be able to afford it."""
Fibromyalgia,10,"""Instant joint pain gone....anxiety gone....only been 1 week...hopeful it lasts...so far it's a miracle for me..I'm also on cymbalta and klonipin"""
Fibromyalgia,10,"""I have had fibromylgia now for 20 yrs plus lupus and had 7 tumors removed from my body, heart attack at the age of 40 and about died. I was put on Lyrica 5 years ago and I have my life back. I take 100mg twice a day and now I can enjoy my life again."""
Pain,10,"""I have 4 curves in my back.  Several bulging discs, chronic pain, due to the discs, osteoporosis, lordosis and kyphosis, with spinal stenosis.  Lyrica has been a miracle for me. I have been using a walker for 8 years.  Yesterday I went across the street, came back to my house to get the garden hose, back across the street to water my neighbors plants, and lugged the hose back home.  Suddenly I realized, I forgot my walker.  I completely forgot it.  I wake in the morning, pain free.  I am walking now without the walker, it has also improved my mood.  I used to cry a lot, because I could not do the ""normal"" things, people my age can do.  I am 50 years old, and have been on disability for 8 years.  I feel like a new person."""
Occipital Neuralgia,10,"""This is the only medicine in 3yrs of having Occipital Neuralgia that REALLY WORKS!!!"""
Neuropathic Pain,10,"""So far Lyrica is the only medication that relieves my neuropathic and fibromyalgia pain.  I have to take large dosage to be effective but it is well worth it for me.  I can only take it at night because it makes me dizzy and sleepy sometimes."""
Fibromyalgia,10,"""I was in such pain. Everyday I would push myself to go to work. Once I started taking lyrics I noticed a considerable reduction of the pain in my body, my headaches, nails, skin and feet pain diminished 50%. My energy level increased and my depression seemed less."""
Pain,10,"""I had back surgery and have nerve damage, so when pain starts with the nerve down the leg, I take this medicine and it works wonders."""
Generalized Anxiety Disorder,10,"""I was suffering from persistent nausea.  I lost a lot of weight as eating was difficult.  I had many tests and my doctor concluded  the problem was mental, not physical.  He prescribed Pregabalin, 75mg twice a day, and the improvement came almost immediately.  I feel much calmer, much reduced anxiety, have my appetite back, and the nausea mostly eliminated.  I would strongly recommend this medicine.  It does make you want to eat, but this was a boon at first as I had lost a lot of weight, but no other side effects as far as I can tell.  Maybe a bit of drowsiness.  This medicine gave me my life back so give it a go if you have run out of other ideas."""
Diabetic Peripheral Neuropathy,10,"""Not only do I have diabetic neuropathy, I also have nerve damage on both sides from total loss of L5S1 disc.  I could not live without Lyrica.  Just don't miss a dose, it's not pleasant. Lyrica doesn't stop it all, but I know how much it does stop and won't ever be without it"""
Generalized Anxiety Disorder,10,"""I highly recommend Pregabalin. I found it started working incredibly quickly and was lucky enough not to suffer any weight gain. I really recommend anyone suffering from anxiety to try it."""
Pain,10,"""changed my life. i highly recommend this medication. it works!"""
Neuralgia,10,"""200 mg three times a day has been the only medication that help with facial and jaw pain. For me it's miraculous."""
Neuropathic Pain,10,"""I was working at a plant nursery and watered the plants everyday. I stood in water with converse all stars on for about 3 hours. My feet went numb, which was normal for me. When I got in the shower that night to thaw my feet out they started hurting and black blisters developed. Neurontin did not help much, but the Lyrica took all pain out with no side effects other than feeling a little tired. It saved me from total misery. It is the best medicine I have ever taken."""
Fibromyalgia,10,"""I am a 22 year old female who was in a car accident over a year ago, and 6 months ago started having tension headaches, migraines, and overall muscular pain. I had to quit my job and have barely been able to keep up with school. I took Lyrica for the first time last night. It caused some upset stomach and a weird buzz, but this morning I woke up feeling like a different person. I am still sore from my muscles being weak and tight all the time, but today is the first day I could feel that I was still sick from a headcold. The pain and discomfort had drowned out any other discomfort. I am hopeful for the first time in months."""
Diabetic Peripheral Neuropathy,10,"""I have type 1 diabetes for 25 yrs. Neuropathy diagnosis for 16 yrs. Was on gabapentin for 16 yrs and it quit working for me. 2 months ago my doctor put me on Lyrica and what a difference my pain in feet and legs is all but gone! Thank you Pfizer for Lyrica it has made such a difference in my quality of life!"""
Fibromyalgia,10,"""I have been taking it for about a year now, I only have one negative comment the withdrawl is horrible.  I have no pain,I sleep well, my bipolar disorder is under control.my feet do swell every so often, I think it is a very good medicine to try .I also take 200mgs 3x a day the max dosage is 600 mg a day"""
Generalized Anxiety Disorder,10,"""I LOVE this medicine, I was having real bad anxiety and panic attacks,I didn't want a ""benzo"" so my doc prescribed me Pregabalin & it is great. I also have epilepsy so it helps with that.

Give it time to work, about a week and work your way up if needed, hopefully it'll be your godsend like it is mine."""
Pain,10,"""I had been quite a bit of pain for a little over four months. We couldn't figure out what was causing the pain in my face. My doctor figured out that I had Trigeminal Euralgea Facial Nerve Pain. So he started my on Lyrica. We started at 75mg x 2 times a day, and then had to move up to 150mg x 2 times a day. Lyrica really helps to keep the pain away. My chiropractor has said that since taking Lyrica that my back and neck can be manipulated easier than before.  I love being able to feel better!"""
Generalized Anxiety Disorder,10,"""This drug is a miracle. It really helped me to recover from hardcore drugs. It makes me normal and not seeking any high from drugs as pregablin already makes my mood good and normal life. It makes me happy and really helped me to treat my addiction which i thought hopless. My current daily dose is 300mg twice daily as prescribed."""
Reflex Sympathetic Dystrophy Syndrome,10,"""I have full body RSD for 10yrs. It is not a disease you can live with. I was on Morphine and Valium for the 10yrs & decided to stop them. I lost those yrs of my life sleeping 17 hours a day and the pain was horrible even taking 90mg a day and 30mg of Valium. I went to Wilmington Treatment Center to stop the medicines & so they started me on the Lyrica 450mg per day. It saved my life. Without the Lyrica I was awake for 3 days crying in pain, could not lay in a bed due to the sheets touching me, my core temperature would not come up, I was freezing but everything burned my skin if it touched me. The Lyrica within 2 hours gave me hope and I started turning around for the better. My life is so much better now. My family is glad to have me back!"""
Fibromyalgia,10,"""I have had FM for 20yrs, been on morphine,anti depressants, Fentanyl patches - you name it I have tried it, but thank the lord for Lyrica which I started in March 2008. It has made my life worth getting up for in the morning. I can do things I was not able to do for so long. """
Migraine Prevention,10,"""This has worked wonderfully to prevent my migraines.  I went from having them 3 times a week to maybe once a month."""
Pain,10,"""This is a miracle medicine. My pain prior to taking this medicine was so bad. I was having a hard time waking up in the mornings cause the pain was just wearing me down. It was harder to function at work too. My imagination started running wild as I started wondering if I was going to end up on social security disability. I've had 2 back surgeries C4-C7, and started to have new pain in the T spine below the 3 level fusion. I started taking Neuronton a few months ago for my pain and it did help some, but after a few months it wasn't helping anymore. My pain was strong and deep. I just didn't have much hope in this medicine but it is AMAZING! I have my life back. It helped with my anxiety also."""
Generalized Anxiety Disorder,10,"""I have suffered with anxiety for many years now but recently it has been extremely bad I have had multiple hospital admissions due to chest pain every test and every appointment with my doctor has pointed directly at anxiety my I'm currently on proplanalol to decrease my heart rate when panicking and on mirtazapine 30mg nightly and my doctor has prescribed 50mg pre gabalin but as with all new medications I'm petrified to take it even though there are a lot of positive reviews I guess this is more of a question than a review but has anybody else experienced being scared to take this and if so how did it plan out for you ?"""
Generalized Anxiety Disorder,10,"""I have BiPolar disorder with the main symptom being never ending depression and anger. GAD, PTSD, OCD, severe memory loss and Fibromyalgia.

I have been taking 25mg 4x a day for a week and am a new person. What a miracle after taking medicines for 20 years that didn't work. I have my life back. I can remember, think and function again.

I still can't believe it. I was sure I had Alzheimers. I now know I don't. I'm 65 and can't believe I may be able to be a normal person after being so mentally ill for more than 20 years.

Fibromyalgia is much better. Anxiety almost gone. OCD obsessive thoughts gone. 
 
Haven't been able to drive in 5 years. Hubby takes me everywhere. Hoping to drive again soon. """
Fibromyalgia,9.0,"""I was diagnosed with Fibromyalgia three years ago. when it started to get worse (about two years ago) my life came to a halt. I almost never left my bed and I moved as little as possible because the pain was so severe. My doctor prescribed Lyrica for me and it changed my life. I still have good and bad days, but I can bear the bad days because of Lyrica. It gave me my life back. When I first took it, I did have the ""high"" feeling the side effects mention, but it was only my first two doses. Also, I HAVE to take it with food, otherwise I get extremely nauseous and dizzy. I have gained a lot of weight (about 40 lbs), but I also have CFS which has caused me to have a very sedentary lifestyle. overall, Lyrica saved my life."""
Pain,9.0,"""I am 36, have a bad case of herniated disc that hits me in the back. Lyrica has helped a lot with pain and overcoming my hernia's crisis twice, at 150-300 mg daily. This is not an example of chronic use, although I might be such one case in the future if the problem persists. 

In lower doses it seems to take more time (days) to take effect, in higher doses the side-effects are more pronounced. 

My side-effects were: slight sedation, euphoria, strange body coordination, all in all: the psychoactivity. One can have an accident on these, so caution should be exercised and doctors instructions followed strictly. Using cars or other potential dangerous machines should probably be avoided too. 

"""
Reflex Sympathetic Dystrophy Syndrome,9.0,"""Side effects are a bit annoying sometimes, but it's working for me so I'll put up with it. A side note- I'm taking this in addition to Wellbutrin and Cymbalta. All for my RSD... I have only had intermittent pain and it was extremely mild in comparison to before this combination."""
Pain,9.0,"""I have had a fusion of L4 and L5 in 2004 was doing fine until last year when I began to have pain in my low back and right leg accompanied with numbness and tingling down the leg. I also managed to severely rupture a few discs in my neck while stretching of all things. Was misdiagnosed by the surgeon who only fixed one of the ruptures with a fusion of C7. Off course this still left me with pain and numbness from my neck down both arms. About a month or so ago I switched to a spine and pain management doctor and he put me on the Lyrica (75mg 3x daily) and a Duragesic patch. These two drugs have worked wonders for my pain and Quality of life. 
The only side effect is that my short term memory is a little sketchy and my mind doesn't want to shut down."""
Fibromyalgia,9.0,"""I have been on Lyrica for Fybro for 7 weeks now and I sleep great - I can play with my grandchildren and I don't hurt enough to even complain about - I am off the narcotics - was 2-3x's a day with oxy and overall I am more productive at work and I move more and am much happier.  Still tired because I move so much"""
Peripheral Neuropathy,9.0,"""Lryica works well keeping the numbness and tingling to a tolerable level"""
Neuropathic Pain,9.0,"""I started taking Lyrica for pain from Hashimoto's disease. At first I had a lot of energy. Then, I leveled off and the fatigue is back. The pain is about 85% gone! I did experience a huge emotional roller coaster at first and even had suicidal thoughts for the first time ever. I figured it was just the adjustment period and gave it more time. It has been about 2 months now and I just wish I could figure out if it is the Lyrica causing the fatigue.  I ache too much without it to test the theory."""
Neuralgia,9.0,"""I only got the chance to take this for a week.  After 3 days I noticed the substantial decrease in pain.  I noticed no adverse side effects.  It was great. 

"""
Migraine Prevention,9.0,"""Tremendous reduction in pain.  I have been on the medication since May and have gone from bone shattering pain at the bridge of my nose and between my eyes 24X7 to only two or three bad headaches a week.  I have just had my dose increased to knock even those out, I'll let you know how much better I feel in four months.  I would have given it a 10 if it wasn't for the weight gain."""
Fibromyalgia,9.0,"""I will start off by saying it did cause weight gain. My clothes fit the same but the number on the scale went up about 7-10 pounds depending on the day. I cannot say this is solely because the drug- I think I can safely say that this is because my pain has improved so drastically that I have appetite again. I can keep the weight off if I really want to, but I am not overweight and I am content with my appetite finally being back after years of struggles that I don't think it's a problem. Regardless, I have been on lyrica for almost a year now. It has drastically improved my nerve pain, joint stiffness and swelling (along with a gallon of water a day), appetite, energy, and sleep. I am not pain free but no fibromyalgia patient truly ever is pain free but my pain has gone from an average of 8-9 down to a 4-5 on my good days. My flare ups are far less frequent and I only experience them once every two or so months which is a huge improvement over every other week. The length of the flare ups is also shortened from 3-5 days down to 2 days maximum. At the beginning of taking the medicine I was slightly drowsy but nothing dangerous. I only take it once a day and I am trying to keep it that way to avoid moving up to 2 doses a day. Lyrica is my miracle drug and has definitely given me my life back. My biggest complaint is the cost and insurance but it could be worse. It costs me $2 a day to feel normal again."""
Fibromyalgia,9.0,"""I just started this medicine and I have been suffering with fibromyalgia for 20 years. I took 75mg the first night. The next day I was really out of it (sleepy) but the insane pain was no longer there. On the second night I took it again and the next day I did not have anymore side effects (sleepy) so I am very hopeful this will get even better with long term use."""
Neuropathic Pain,9.0,"""I started takining this medication about a week ago, AMAZING! My Dr prescribed for the pain shooting down arm and hand from cervical and thoracic issues. I was writhing in pain at night so much so I could barely walk. After just 1 dose total difference, I take just 75mg before bed, I do notice a feeling of doppiness upon waking but it is usually gone a couple hours later, unless I take Tylenol Motrin . One of the side effects I have had is the swollen eyes and crusted eyes. I am very tired and need a nap, I Find the pill seems to work for about 20hrs for nerve pain and the it starts screaming back."""
Pain,9.0,"""I have been having pain for 5 months now after a bad dental experience. I thought it was my teeth that was causing all of my pain. I felt hopeless with no other options left. No dentists knew what to do. I went to my doctor and said I possibly have nerve damage from the numbing shot (I have permanent numbing too).  This medicine has taken away my tingling feeling from the numbing (although it's still numb, it's not annoying).  The shooting pain through my jaw is gone and my throbbing is gone too. WONDERFUL. I do feel a little dizzy and loopy but I'm so happy."""
Fibromyalgia,9.0,"""I had to stop taking Cymbalta because my insurance would no longer cover it.  After 2 months of increasing pain to the point I cried all day my Dr prescribed Lyrica after my suggestion. I think after about the 3rd day my pain had decreased dramatically.  On the day I went to the Dr, my pain level was 10 and after 4 days of 75mg in morning and evening I would probably rate my pain level of 2.  I hope this continues."""
Generalized Anxiety Disorder,9.0,"""Y'all, like so many others have said, this is a life saver! It got me off my addiction to benzos. 
I had the ""euphoric"" feeling after a couple of days which unfortunately went away but I'm still happy all the time. 
I'm no longer having extreme emotions. I thought something was wrong bc I've never felt this way!
It's been 4 months and I take 100mg 3x day. 
I may have had side effects in the beginning but they've gone away. 
I have however gained 30 pounds in 4 months. That is NOT normal. So it's come to the point that I'm gaining weight too rapidly to control and I must stop the meds. I'm very sad about this, except I'm not bc the lyrica will not allow me to be sad. So yeah. EXTREME WEIGHT GAIN. But amazing drug."""
Fibromyalgia,9.0,"""I have tried 95% of the other ones. To me none obviously worked if I had to add 4-5 opiates with it to get 'some' relief. I was 'very' skeptical about trying another. Last month I ran out and life was being too busy to allow me to get to the pharmacy. I didn't think 1 or 2 doses would make a difference. None of the others would have. I was in the most excruciating pain I have had for years. I had forgotten what fibromyalgia could really feel like. As long as it continues to work in body I will not miss any doses."""
Generalized Anxiety Disorder,9.0,"""My Doctor prescribed me lyrica for my social anxiety after having tried numerous other more conventional meds over the last 15 years ie; paxil,zoloft,effexor,xanax, etc  the list goes on and on , and finally (for me)this really , really works quite well. It stabilizes my feelings of anxiety as well as relieves stress related pain . I feel like a different person,  able  to take on life rather than hide and let it pass by. Thanks"""
Generalized Anxiety Disorder,9.0,"""I have been on Lyrica for GAD for almost two years. It works!  Maybe not 100% of the time but it is by far the most effective drug I have taken.  I began with 50mg twice a day and had to increase to 100mg twice a day and have been on that regimen for 9 months.  Occasionally I need to up my dosage for a day or two. Usually I take an extra 100mg at night.  I am have been fearful that I would need to keep upping the dosage but that hasn't been the case."""
Diabetic Peripheral Neuropathy,9.0,"""Started using LYRICA about 6 months ago.  It seems to have minimized the toe/foot pain I have when I go to bed.  This was keeping me awake with pain and restless legs.  Now I can get to sleep easier.  Did notice some weight gain... but am working on it.  No other side effects noted at this time.  Sure has helped me at night!"""
Pain,9.0,"""been on Lycria for 6 months 75mg twice daily then 150mg twice daily. Had facet joint injections and spinal block. Found out I had CFS and Fibromyalgia. Tried stopping lycria for 1 day as I gained confidence. Went back on it within 1 day leg and lower back pain unbearable. Sleep much better on it . Would advise anyone to try for chronic pain- side effects much less than Gabapentin by far. Had to stop work lost cognitive ability and brain fog worsened"""
Pain,9.0,"""I started having intermittent pain about two months ago all over my body. My hands, shoulders, legs, knees, feet... it all hurt. My doctorr tested for inflammatory diseases and autoimmune diseases and nothing showed up. He decided to treat me as if I have fibromyalgia and gave me Lyrica (not sure what dose but supposed to take 2x a day) this little capsule is great. I can move and actually sleep comfortably at night. Only issue is it does make me sleepy so I can only take at night but that's good for me right now."""
Neuralgia,9.0,"""Treatment for frostbite - A little bit expensive, but it beats getting my toes cut off and learning how to walk again. It works better than narcotic pain medicines without all the bad side effects too."""
Pain,9.0,"""My neurosurgeon prescribed Lyrica after a lumbar fusion at L5-S1 to control pain. It worked great and allowed me to sleep when no other medication helped. I started at a higher dose and then as I felt better and better I only took it at night.  After about 4 months, I was ready to go back to work.  I found myself unmotivated and disinterested.  When I spoke to my GP about this, he made the connection between Lyrica and my general malaise, noting that it is also used for anxiety, which I did not have. After that, we worked to wean the dosage down and I stopped taking it after a few weeks. 

My side effects included long time to wake up, general uncoordination upon waking, and some bouts of blurred vision.  I did not experience weight gain."""
Fibromyalgia,9.0,"""Helps relieve muscle discomfort especially around the spine."""
Pain,9.0,"""Taking 150mg three times a day for herniated lumbar disc."""
Fibromyalgia,9.0,"""I have suffered a very long time to the point where my bones ached so bad that it brought me to a complete halt in life.  My mother also suffers as well as my daughter who is showing many of the symptoms that I had at her age.  I have been on Lyrica for ten days now and can not believe the difference it has made.  I hope that this med can improve other's lives as well as it has mine, because FM is a horrible thing to have to live with. No side effects so far. Here is hoping it is for you.."""
Fibromyalgia,9.0,"""I just started Lyrica four days ago 50 mg twice a day. The first time I took it it helped me within an hour. I have suffered on and off for years and a few months ago I was bed/couch ridden and found it impossible to even leave my house. My family has told me I am a completely different person since starting it. I feel alive again. I also used to take Xanax for years for social and general anxiety and I have found that it is helping with that also. Only side effect was feeling high the first two doses but now I just feel like a normal person, which is what I have always wished for. I hope it continues to work and gets better as I up my dose. I would definitely recommend this to anyone who suffers from fibromyalgia. Good luck to all."""
Peripheral Neuropathy,9.0,"""I just weaned myself off of Cymbalta/Neurontin and started taking 50mg Lyrica capsules twice a day.  I have been taking Lyrica for only TWO DAYS and have had amazing results.  I may be reporting on this drug too soon but I am finding my pain receding greatly.  I am feeling almost ""normal"", my spirits are definitely raising and hope that I can avoid nerve cutting surgery that would be my last choice for relief.  I am an optimist by nature and am so hoping that 100mg a day will keep me pain free and away from the scalpel."""
Generalized Anxiety Disorder,9.0,"""I have been taking Lyrica (pregabalin) now for only three days but I felt the effects immediately upon starting, and not a week later like is assumed. I am trying it for GAD (general anxiety disorder) after trying antidepressants; I tried SSRI's like Paxil and Lexapro and these were horrible failures. The SSRI's made me suicidal BUT Lyrica seems to really be doing the trick! The weight of anxiety is totally gone, and I feel somehow stronger and more self confident, although the feeling is a little manic at times and irregular, like feeling quite drowsy, then quite manic, in a short period of time. But I am assuming that this might stabilize after a few more days. So far I feel like a new person!"""
