Condition,Rating,Review
Migraine,10,"""My neurologist prescribed me this drug at 600mg at night for my chronic, daily migraines and it is quite literally, a god send. It helms with migraine prevention, anxiety, and even helped with my chronic pelvic pain before my hysterectomy! Taken w/ my 100mg of Topamax, I get maybe one or two migraines a MONTH! I used to have DAILY migraines that required Toradol and Phenergan injections to kill. I will say the only downside was that I gained a pound or two but nothing exercise can't squash. Overall, GREAT drug. Highly recommended if you suffer from chronic migraines!!"""
Anxiety,10,"""Battled a paralyzing anxiety for years.  A friend let me try some of his gabapentin and I never went back!  

Yes there are some weird side effects but u get used to them.

I am a trail runner and motorcycle rider and it never impaired me either way.

My take on it is simple - if u need gabapentin for anxiety it is incredible.

If gabapentin doesn't help your anxiety - it might not be anxiety you havever, I'm no doctor.  Just my opinion."""
Anxiety,10,"""I have had general anxiety most of my life, and occasional panic attacks. About a month ago, some personal issues tossed me into a week-long panic attack, I fell into a deep depression that made me have horrible physical pain.

I started Neurontin 4 days ago and hours later, I was able to get up and move around, the panic attack stopped and I could feel it lifting.  I'm still ""down' but I have things to be genuinely sad about.  Today I am starting trazodone to help with sleep,  I don""t get drowsy on Neurontin.  But for me, it worked immediately for the massive anxiety with no side effects except a foggy feeling which I no longer have with doses. The myalgia and pain from the depression is also nearly gone. I'm thrilled."""
Anxiety,10,"""I have been on Neurontin for a month now.  This medicine was given to me for chronic neck pain from an injury 30 years ago.  I did not mention to the neurologist that I suffered from severe anxiety and panic disorder, I was taking at least 1 dose of Xnax daily for daily panic attacks.  Since starting on neurontin I have only had to take Xanax 1 time, I am not in chronic pain any longer.  This medication has changed my life in so many ways.  My husband told me in tears that he has his wife back.   My work has completely changed around, I love my job again, I love life again, and I am pain free!!!!!!"""
Peripheral Neuropathy,10,"""I couldn't imagine life without gabapentin its truly a life saver it helped with my neuropathy and reduced the pain by 90% lyrica and cymbalta didn't have a good affect on me as gabapentin did"""
Bipolar Disorder,10,"""After 8 months of sleep problems caused by anxiety started to take 3x300mg. First two days were amazing. No more anxiety when falling a sleep and during a day. After 5 days started to noticing anxiety again so went up to 600x2 300x1. Its totally miracle drug. No more anxiety, I feel calm and relax with social situations and have proper deep sleep. I love it!"""
Anxiety,10,"""48 Year old, slipped disc last year in bed 14 weeks, managed to avoid surgery with spinal steroid injection (it worked!). Back to the point, was prescribed 3 x 300mg  4 times a day. Always had mood problems, always thought it was simply my genetics and just got on with it (as you do), never had the guts to see the doctor but my mood drastically improved after taking the gabapentin. My back is better now but after a chat with the doc he's kept me on 3x300mg/day. If I forget to take them its back to being miserable. Taking them is the difference between day and night and works almost instantly like a switch. I'm in awe of them, thank you whoever made them."""
Anxiety,10,"""This pill is AMAZING!!!... I took gabapentin today for the 1st time I honestly am not a pill person I take a pain relief pill once in a blue for a headache so I honestly had no idea it even existed much less what it did how it made you feel etc. but I awoke just as depressed as I fell asleep so I took a look at the bottle & said what they hay, an hour later I felt like a million bucks I was back to my old self talking & smiling being productive no stress & anxiety just cool calm & collected So much so my bff made the comment it's great to have you back where have you been girl...."""
Anxiety,10,"""I was on vistaril, which worked for a while, but stopped working because with my OCD, I am terrified of taking med's that come in capsules.  My doctor finally put me on Gabapentin, and it works like a charm.  The only side effect of note has been dry mouth, which is easily taken care of.  I love this med."""
Fibromyalgia,10,"""Gabapentin saved my life! It literally cured EVERYTHING FOR ME, that nothing else could treat: migraine, nerve pain, muscle pain, anxiety, ADHD, and depression. I feel like I'm free to be myself again. And I can focus, breath, and smile. Thank you God. I Seriously recommend it to anyone with any of my diseases."""
Insomnia,10,"""This was the miracle drug to help get me through the hot flashes and insomnia associated with menopause.  It also helped my anxious insomniac daughter.  I take 300mg every night before bed."""
Anxiety,10,"""This is a miracle drug as far as I'm concerned. I have struggled with depression, addiction and bipolar disorder most of my life. Until Gabapentin I was not living a full life most of the time. Since Gabapentin I have more confidence, energy and able to deal with stress so much better. I also sleep like a baby most of the time. I can't say enough good things about this drug.  It has given me hope and taken away that terrible feeling we all struggle with."""
Hot Flashes,10,"""This has been a game changer for me. You are told by so many women, the horror stories of menopause, but until you go through it, you don't really understand how bad it can get.  The FDA has approved gabapentin to help control the signs and symptoms of menopause and it does just that. I have not experienced any negative side effects from the gabapentin; please note that the recommended dosage is 300 mg and I have been able to control my side effects with 200 mg. 

If you are suffering from the side effects of menopause, I would highly suggest that you ask your doctor if this is a drug that you would be eligible to take, taking in consideration any other conditions you have or medications you are taking."""
,10,"""I slipped a disc in my back in May 2006 at the age of 17. My doctor prescribed 900mg of Gabapentin (300mg 3x daily) to decrease the amount of inflammation, which was causing severe back pain, and the loss of feeling in my feet and legs. It is now October 2014 and I am still taking it. My doctor recently increased my dosage to 1200mg daily (600mg 2x daily), due to rheumatoid arthritis symptoms in my hands. This medicine is amazing! Such a God send. When I take it regularly, I have almost no symptoms from my back injury and have only a little soreness and stiffness in my hands."""
Anxiety,10,"""I am a recovering drug addict suffering from severe anxiety. My drug of choice was benzos so clearly I cannot be prescribed those (or any other narcotics). While I was in rehab I was prescribed gabapentin, 300 mg pill three times a day. I was convinced that it wouldn't work because it was a non narcotic but this drug has helped me so much, I feel like I have complete control over my anxiety. However when I miss A dose or two in a day I do have withdrawal symptoms.. as long as I take it as prescribed I feel amazing with almost no side effects."""
Hot Flashes,10,"""I am on many medications for early menopause. I am 43 years old. I was put on gabapentin 1800mg a day and WOW what a difference. I went from 20-40 hot flashes down to 3-4. I am very happy as well. My mood is better and I feel like I have more energy. I recommend this medication. I am an RN."""
Migraine,10,"""I have tried everything to control my atypical migraines. My migraines are severe and mimic transient ischemic attacks. I was diagnosed at age 14 years old. I am now 28 years old and an ER nurse. I have to be able to function as my job is very demanding. I take a low dose of Topamax 25mg daily and when I get an aura I take Motrin 800mg and 300mg Neurontin. In about 30mins I am able to function again. I love this."""
,10,"""I use to be addicted to xanax even though my first doctor in NC told me the drug was not addicted. I have gone from taking 3mg of xanax to almost not taking the drug at all.  I can focus much better and the sleep is unbelievable. A dreamlike state.  I sometimes sleep through my first alarm,  but eventually wake up.  At first I feel groggy, but after a shower I feel great. I feel like with any other drug your body builds up a tolerance and my doctor has gradually increases my dosage. This is a wonder drug for me.  I wish I would have known about it before getting addicted to xanax. The blurred vision eventually goes away."""
Alcohol Withdrawal,10,"""UPDATE.  I am still on gabapentin.  Dose is 600mg three times a day - total 1800mg in a 24 hour period.  I had not had a drink ""craving"" since August 11, 2014 when I quit. (I did this within one week of starting gabapentin).  I did have a glass of wine at Christmas, one beer on my birthday, and one glass of wine at Easter.  That's it.   I use to have 10 beers a day, and three glasses of wine or gin for bad panic attacks and generalized anxiety.  So for me (not everyone) I can have that occasional drink with friends, at party or any social event - then come home and not touch the stuff and WITHOUT ANY CRAVINGS AT ALL -  as I had during my 40-year binge.  Still, this drug is amazing. AA never worked for me."""
Anxiety,10,"""I've been taking Gabapentin for three years to relieve my anxiety symptoms; 1800mg twice daily. Although I started at a much smaller dose in the beginning and did feel groggy at times my body is now completely accustomed to it. This is the only medication I have tried that allows me to function normally on a daily basis without feeling side effects. I highly recommend it to patients with GAD who don't respond to other medications."""
Migraine,10,"""I tried Imitrex, Fioricet, propanolol all to no avail and then my doctor prescribed me gabapentin 300mg a night. It helped with my sleep and more importantly helped with migraines. I haven't had a migraine for three months now and this medicine has helped me so much. Definitely worth it."""
Hot Flashes,10,"""I have been having hot flushes day and night for 16 years 1 every 2 hours i live in Spain and cannot sit in the sun as when I get a hot flush I nearly pass out. Then I found out about Gabapentin from researching, OMG what a transformed person I am!! I take 300mg twice a day, I am so happy they have disappeared. A big whoopee from me."""
Neuropathic Pain,10,"""I've been taking Gabapentin for neuropathy in my left knee due to a 7.62mm round blew up my knee in combat. It works great. I also take MS Contin 100 mg. in order for me to have enough comfort for a bulging disc in my neck due to a roll over Humm-Vee. If I was not wearing my kevlar it could have been much worse. Probably be a quadriplegic. I'm also suffering from Bipolar I, GAD,SAD, PTSD & Panic Disorder. So on top of pain meds and a lot of psych meds. This dose of 900mg. b.i.d. has helped tremendously. I need to try some Lyrica a.k.a. ""super gabapentin""."""
Restless Legs Syndrome,10,"""I have been suffering from Restless legs syndrome for several years, sometimes very pronounced and frustrating.
I recently had major surgery and, for reasons unknown to me, the doctor's prescribed Gabapentin for me (3 x 300mg caps daily). Since taking them my RLS has totally disappeared.
That's right, totally. Nada, nunca, none.
I has been two weeks now and I can only pray that this continues."""
Bipolar Disorder,10,"""This medicine works so well for my bipolar disorder! I've tried so many other medications to no avail. Finally, a doctor put me on this (300mg x 3 times daily) & now I'm up to 600mg three times daily (1800mg daily). It works wonders! I have virtually no anxiety  (I used to wake up & could literally feel the anxiety set in before this medicine) & helps with pain as well. My doc put me on Buproprion 100mg twice a day also. In conjunction these seem to really work for me. All in all, I highly recommend Gabapentin!"""
Bipolar Disorder,10,"""It's changed my life. I can finally function with bipolar. I'm sleeping, calm, productive and I am not indecisive about everything everyday. I'm not drowsy and I can get up on time for work. I'm 45- it's been a 20 year struggle without it."""
Fibromyalgia,10,"""Gabapentin has saved my life.  I am able to function now.  Dealing with  Chronic Fatigue Syndrome and fibromyalgia for the past 20 years has been a challenge, not to mention the pain. I felt like I was a guinea pig, trying all the medicines out there and being allergic to most of them while the others didn't come close to working.  But with the gabapentin, I was so tired but after a while that went away. I wanted to up the dosage but my doctor did it very slowly.  Even though I am not 100% pain free at this time, I can function and be happy.  I will always have this medicine with me so I will never miss a dose."""
Anxiety,10,"""I was prescribed gabapintin for ongoing depression, ptsd, & nerve disruption from disease treatment. Right away I had an amazing soothing of my nerves & happiness in the morning I could not recall ever feeling! It has helped me to recover a quality of life and ability to let go of addictive habits."""
Postherpetic Neuralgia,10,"""I was having horrible tingling and pain in my legs and feet because of Diabetes.  But I took 1 pill, and within a few hours the pain and tingling were gone, I felt more relaxed and calm, it's wonderful!  I feel normal!"""
Fibromyalgia,10,"""First time in 15 years I am without pain!"""
Insomnia,10,"""My psychiatrist put me on gabapentin for my headaches and insomnia.  I was waking up in the middle of the night and having a hard time falling back to sleep.  This drug along with putting up heavy curtains to block all light and noise saved me.  My headaches are gone and I sleep normally now.  Good drug."""
Migraine,10,"""I started having migraine headaches when I was 14.  The first time I had one, I was sitting in Biology class and could not see the faces of other students around me.  I was terrified and had a panic attack.  The school nurse thought I was on drugs and called my mother who immediately took me to a doctor.  The migraines continued through out my life and caused me difficulty in my employment.  I am a solo practitioner lawyer.  When I would get one in court, I could not see, speak or think.  Obviously, I had migraines with an aura. My family doctor only treated the pain, but finally I went to a psychiatrist and he prescribed Gabapentin and Lexapro.  My migraines stopped completely.  It has been seven months now and I am migraine free."""
Fibromyalgia,10,"""I have severe fibromyalgia, severe Crohn's Disease and other conditions associated with these. I've taken pain medicines and Lyrica with little help. I was put on 600 mg of Gabapentin and the results were fantastic. Helped my Crohn's and arthritis also. Very happy."""
Neuropathic Pain,10,"""I started on 100 mg at night for about 1 week. Then increased to 300, 600 and finally in about a month I was up to 1200 mgs a day in increments of three. For the first 6 weeks you are tired but it's worth it, as soon as it kicks in your pain is gone! I feel a little loopy somedays and I forget a lot of things but my arthritis and bulging disks are pain free and I can live a great life. I dread getting off of it though. It's going to be hell. If I ever run out its bad diarrhea. And anxiety. Don't run out or take more than your prescribed. Gab is a great drug for nerve pain. And I have no anxiety."""
Peripheral Neuropathy,10,"""Extreme peripheral neuropathy in both legs from knee down. Without drug I have extreme burning sensation and muscle cramps in those areas. I had been on 60 mg. Methadone for about 20 years for joint and muscle pain. When I first took Gabapentin I got side effects of extreme nausea, headaches, and general around  not feeling well so I stopped taking the Gabapentin. A new doctor insisted I stopped taking the Methadone pending an electric neural stimulator insertions to my spine. I detoxed from the Methadone at 5 mg. a week and after twelve weeks I was off it.  When I started taking the Gabapentin it worked superbly, problems reduced about 90-95%. Shift to 40-50 mg. Percocet per day took care of joint/muscle pain about as well as Methadone."""
Bipolar Disorder,10,"""For a long time I have believed that I was bipolar but never took medicine for it. A couple years ago I started taking gabapentin for a herniated disk. I immediately noticed a feel good feeling. That is now the main reason I continue to take it.  

People are warned to not stop taking this abruptly..THEY MEAN IT! I recently had surgery to remove my fibroids and I stopped taking gabapentin due to all the other medicines I was having to take. Shortly after stopping abruptly my husband said something to me I didn't like that hurt my feelings and I THREW A PLATE OF FOOD AT HIM! I have never in my life done this. Afterwards I found out that anxiety is also a symptom of abruptly stopping meds. Make sure to wean off slowly."""
Pain,10,"""I had surgery about 4 years ago on my ankle, and have had nerve damage since then.  I was diagnosed with Complex regional Pain Syndrome recently and put on gabapentin for it, my nerve pain is gone, and as a side effect my sleep has returned to normal.  I have found that if I don't take it with some sort of food, that it makes me pretty non-functional.  All in all I would say this has done wonders for my pain, and I use tramadol for the break through pain.  I have lived with pain for years, and this made me pain free in about 4 days time.  Wonderful drug.  I was on 300mg/day for the first 3 days, taken at bed time, then went to 600mg/day taken at bed time.  No negative side effects, just ones that are actually positive."""
Anxiety,10,"""I have been taking gabapentin for about a week now and it has literally saved my life!  I was having such incredible nervous energy that was affecting my sleep, relationships, daily routine, etc. I was having a meltdown everyday with lots of physical pain (mostly stomach).  This medicine calmed everything down and is helping me feel normal again!  Thanks to a good doctor...this really worked well. Can't say enough good things. I smiled this morning when I woke up for the first time in years!"""
Bipolar Disorder,10,"""I have the most intractable, severe, manic depressive major depression I have ever seen. I'm not much of an exaggerator%u2014 it is THAT bad. no psychosis, no mania, no dual diagnosis, just manic depressive major depression, severe, protracted. complicated by equally severe, unfortunately earned, ptsd.

I am meds-resistant to ALL other mood stabilizers & antidepressants. I have TRIED ALL of them. I have always had issues with medications not working, but psychotropics are the WORST. I would write more, but there isn't enough space. I also have tic doloureaux, lucky me. For this, I was given neurontin. My side effect? I was brought nearly back to life. I have no words for the depth of my gratitude."""
Hot Flashes,10,"""I have a condition in the dysautonomia family called POTS (abbreviated). I sweat huge amounts at night, way worse then hot flashes and also had severe itching. 4 tablets of 300mg helped me considerably."""
Bipolar Disorder,10,"""After years of battling depression, ADHD, PTSD, and serve anxiety my Dr. put me on gabapentin. I was recently diagnosed with mixed bipolar disorder. I have been struggling over 15 years now with Dr.'s trying me on all kinds of meds. I take Paxil, Klonopin, and clonodine, along with the gabapentin that they just increased to help with my ADHD. I don't want to say it's a miracle med., but I see the difference already. My thoughts are more clear, and it helps me concentrate better than I ever had. I wish one of the many Dr.'s over the years could have actually picked up on my current diagnosis, but at least I feel better now and can focus on my therapy to learn better coping skills during this process."""
Hot Flashes,10,"""I am in my 6th year of severe hot flashes.  I had a least 20 during the day and one every 15 minutes at night.  I couldn't take estrogen because the risk of stroke.  I tried herbal remedies, Paxil and lexapro.  While on lexapro I had anxiety stacks and severe depression for 3 months being on lexapro for 2 weeks.  It messed with my brain.  I regret taking that and was very frustrated nothing could help hot flashes.  I did some searching on goggle and found gabapentin.  This is a Godsend!  My first night taking it my hot flashes diminished totally.  I take 300mgx2.  One in the morning and one at night.  If I do get a hot flash it last about 10 seconds and very minimal.  I would recommend gabapentin in place of ERT.  """
Bipolar Disorder,10,"""I have been on every medication. I was diagnosed with Bipolar when I was 16. I am now about to turn 35 and have never been as stable as I am now since I started neurontin. This is the first time I have had success for my bipolar disorder. And even helps me with my depression. Somehow I get out of bed every morning which rarely ever happened. I am able to take care of my children now. And it even seems to help me with my pain."""
Anxiety,10,"""I was miserable. .....sad.....nervous! MD recommended neurontin.....it saved my life! 400 mg three times a day!"""
Peripheral Neuropathy,10,"""After taking this medicine for over 3 years, have noticed great improvement in my diabetic neuropathy."""
Anxiety,10,"""70 yrs old. Have suffered from depression-bipolar since 17. Have been treated with tens of medications to no avail, except lithium for 43 yrs which no longer works. 4 yrs ago I was treated with Gabapentin, which seemed to decrease the depression already after initial dose of 300mg. Increased to 3*300mg to which I reacted well until general anaesthetic in dec 2015 for operation threw me into a deep depression. Any info on effect of anaesthetic on depression and any antidote?"""
Anxiety,10,"""I started 300mg 2x daily for depression and anxiety last Wednesday. All I can say is wow. This stuff is great. I'm back to jogging and daily activities along with my outpatient therapy. This is 5 days removed from suicidal thoughts and almost a 72 hour hold. My doctor is weening me off Valium but I really don't need it but says I have to take it as I ate my whole months script of 60 in 5 days so I'll do what she says. My thoughts and prayers are with all who suffer and if possible give this a try."""
Anxiety,10,"""I was prescribed this for nerve pain in neck and back. It has helped with the pain but the unexpected mood enhancement side affect has been very welcome. I didn't realise how much of my time was taken up with negative thoughts and mild depression. I am much more focused and positive. It's like aspects of my personality that had been wittled away by the rigours of daily life have returned. I am also a  performer and have found it very calming.
After experimenting with dosages and working out the trade off between pain relif and drowsiness I found a level. 
My only side affect which I haven't noticed anyone mentioning in the reviews is that I pee more often. But I'm so laid back these days that it doesn't matter lol."""
Bipolar Disorder,10,"""I've been taking gabapentin for 12 years. I used to have feelings of major irritation and maybe a little paranoia. An example of something that used to happen before i took these was i would be at work, flipping out thinking my mom and my boyfriend(at that time he was painting my parents house) were messing around. Which would NEVER EVER happen. Not only was our son there but so was my father lol. They also kind of disliked him. Point is when I started the gabapentin I laughed at the thought so hard cause it was so ridiculous, I still laugh at the foolishness of it. So i take them every 5 hours and if I had forgotten them my mom or my friend would notice because I would be sooooo irritable. They would be scared to remind me."""
Postherpetic Neuralgia,10,"""Originally prescribed this for post herpetic neuralgia. What I'd found out (personally) is that it's a huge blessing for my anxiety &a panic attacks as well as my depression (I think it's bi-polar but I haven't revealed my symptoms to my psych doc yet). I have issues right now with my short term memory and there will be times when I forget to take it and my brain reminds me! Within 20 minutes or less of taking it I am human again. It's a blessing! I need to tell my psychiatrist about this! I have an entirely blessed life because of this med."""
Postherpetic Neuralgia,10,"""I have degenerative hip joints and I live because of this drug without pain! I take it 3 times a day[800mg] and can walk and do everything!"""
Anxiety,10,"""On it for 5 days and feel like a different person. I'm actually happy for the 1st time in years! Take Celexa and trazodone also but call this my miracle pill. Just hope it keeps working."""
Bipolar Disorder,10,"""I also have been resistant to many of the drugs that  Doctors prescribed.  I have also paid dearly for some of the side effects.  I only speak for myself, this drug has been a miracle for me."""
Postherpetic Neuralgia,10,"""I was in bed for a year with PHN pain from shingles. I am now taking Gabapentin and I now have my life back.  It is a wonderful drug."""
Peripheral Neuropathy,10,"""Wow. I have been on opiates and neurontin for about 4 years now for debilitating pain in my neck and sacroiliac joint dysfunction among other things too long to list. At first the opiates helped for my pains but as time has gone by they have become a nightmare to deal with. Having to keep upping the doses because they stop working and not to mention the serious constipation that comes with these meds. So i woke up today and decided to only take the Gabapentin..all at once (that would be 2400mg). OMG..i am not in pain, my mood is so incredibly happy and my anxiety is also gone. I have energy...Something i did not have for a looong time!! I am going to try and see if mayyybe i can get off the horrible opiates and stick with my Gaba gaba do!!"""
Anxiety,10,"""Post Traumatic Stress Disorder survivor! Thriver now! This medicine gave me my life back! Only side effect so far is depression if I come down for too long. DR adjusted my dose and its perfect."""
Bipolar Disorder,10,"""I cannot even tell people enough how much this medicine has saved my life. If you struggle with bipolar 2 or mood disorders this medicine is perfect for you. I am so stable when I am on this and feel 10x happier overalls"". I take this with your adderall and lexapro, regardless I gaurentee this medicine will work for almost anyone. Also, you need to take at least 300 MG to feel the effects."""
Fibromyalgia,10,"""It has made a great difference in my fibromyalgia. A lot less pain and it has given me more energy. I have been able to do things I thought I would never do again."""
Neuropathic Pain,10,"""Just took my first one today and I can't believe how good I feel right now.  I've been hurting for months. Waiting for my neurologist to see me now. I was feeling exhausted from hurting so badly. I never thought it would end but I feel 200 times better after taking the first dose. I highly recommend this drug."""
Anxiety,10,"""I have to agree with so many people who have given positive reviews  for gabapentin. I take 300 mg four times daily, and I am living in peace and can live comfortably in my skin for the first time in my life. I am much more productive, happy, and things just roll off my back that usually would cause me great anger or disruption. I noticed that I sleep better too. What I  like is that this medication does not drug me up the way so many other medicines that I've tried for anxiety have done. I also take it for severe lower back pain, and it helps a great deal as well. I recommend this to anybody who is thinking of trying it."""
Insomnia,10,"""I've tried different medications for over two years.  This is the only medication that has worked for more than two months.  Puts me to sleep and keeps me asleep.  All other medications made me a zombie in the morning, or I woke up at 3 am"""
Pain,10,"""I have been in pain every day for the last three and a half months due to automobile accident and spondolysis. The pain landed me in the emergency room a couple of times.  My primary put me on this yesterday, and I slept last night. I can feel my injury this morning, but it doesn't hurt and a pain free day is a fabulous thing. I'm going to hug the doctor the next time I see him."""
Spondylolisthesis,10,"""I have spondylolisthesis, L4/L5, 2 bulging discs, moderate stenosis. Started in August and suffered until January. Had 2 injections which didn't work.  Pain medication wasn't working. I am on neurontin 900mg three times a day with ibuprofen 800 mg three times a day. I didn't taper it up like I was supposed to. So had side effects but only 1 day. Side effects were dizziness, trouble  talking. It was sort of funny though. But I went from not being able to walk or get out of bed without crippling pain that made me scream to almost no pain. I was able to work again, sit for longer periods of time and join the human race. It has now been 2 months and it is still working. I was within weeks of having a fusion. Hope it keeps working"""
Migraine,10,"""I began having debilitating migraines when I was 15 years old. Such severe pain and nausea that lasted for many days each week. The migraines continued until I was over 40 years of age. I would have to go to the ER for shots to help with the pain and the nausea. My life was literally miserable, because I would only be pain-free a few days a month. Then, when in my 40's, after having migraines for over 25 years, I was put on Neurontin, not for migraines, but as a mood stabilizer. Miraculously, my migraines stopped completely. I am now 62 years old, and have not had a single migraine since in my 40's. I am on 2400 mg of Neurontin a day. I take two 400mg capsules three times daily. No other drug ever helped with my migraines."""
Trigeminal Neuralgia,10,"""I have suffered from intermittent Trigeminal neuralgia for 30 years, undiagnosed until 10 years ago. Mostly I've been treated with trileptal, but with the last two bouts I suffered from low sodium as a side effect as well as edema.  The trileptal was not controlling the symptoms well.  My doctor added gabapentin which immediately helped and allowed me to ease off the trileptal."""
Anxiety,10,"""Have tried every antidepressant on the planet, not working for anxiety. My doc gave me gabapenton 300mg twice a day, no help. I tried by mistake (long story) 600mg at once and it works! I discovered it works for about 6 hours, so now I take 600mg twice a day. That gets me through the day. I pray it keeps working."""
Restless Legs Syndrome,10,"""I've been
taking 1800 mg of gabapentin for restless legs since April of this year..it has been wonderful. Plus, I get a tad drowsy..but,  alas there is a problem..weight gain..I've been on a 1200 calorie diet and I continue to gain weight...15lbs since the end of April...what to do?"""
Fibromyalgia,10,"""I have been on Neurontin for fibromyalgia pain, and sciatica nerve pain for several months. I can truly say it is a miracle for me. I can hardly get out of bed in the morning, and when I do, I feel like I have been hit by a truck. When I take my Neurontin,(600mg 3 x a day) I feel so much better. I have energy to get things done, and it makes the stiffness I feel in my muscles relax more to ease the pain. I have gained a little weight on this medicine, but when the warmer weather hits, I am going to try and get outside and get some exercise. It helps with my high anxiety levels as well, and my psych doc told me that this is a wonderful medicine for anxiety and depression as well. I consider it my miracle pill."""
Pruritus,10,"""In January 2012, I was diagnosed with a autoimmune disease known as, Rheumatoid Arthritis. In September 2013, I began to develop a medical condition known as Pruritis. In my case, this condition can not be seen externally. However, when present internally, each occurrence can affect my arms, hands, legs, ankles, feet, stomach and back. Currently, it is unknown if my rheumatoid arthritis diagnosis is the underlying cause. Over a period of two months this condition went from a mild annoyance to a unbearable, disabling condition. Then, in late November, I discovered ""Neurontin."" A 900 mg a day.....miracle."""
Anxiety,10,"""I am 34 years old and have been dealing with anxiety and panic attacks since the age of seven. I was prescribed this medication for severy pinched nerves in my lower back. I immediately noticed a difference in my mood and panic attacks and anxiety disappeared. I see the word with news eyes. It's like being in meditation when awake."""
Peripheral Neuropathy,10,"""Hi, I have suffered from CFS/ME for about 25yrs.  IBS-D started a short time after my viral infection.  I am also on antidpressants, muscle relaxants and pain killers.  I have been on loperimide, buscopan, and codiene phosphate with only temporary relief and my ibs-d could always override the drugs.My gut has become incredibly calm since taking 100mg of gaba in the morning and 100mg at night.  I am eating, in limited amounts, food that I couldnt eat prevoiusly without severe diarrhoea.  I was initially prescribed this drug for neuropathic pain and I am delighted to find it works for my gut too. I have read of other people with ibs improving since being on this med."""
Insomnia,10,"""I've been taking gabapentin 300 mg for 2 nights and I've slept like a baby
 No side effects in the morning."""
Hot Flashes,10,"""I was disabled by hot flushes. 3 an hour    at night. I was in a constant state of anxiety and frustration.Black Cohosh worked for around 6 months, but the body must build up resistance to it and so I was back to square one. My hot flushes interrupted everything I did. A feeling of panic each time they rose from my chest and into my face. It felt like my head was being micowaved. In total resignation I went to see my GP last week - about to say 'that's enough, lets try the HRT'. I saw a young Locum female GP. She was so lovely and mentioned Gabapentin. 3 x 100mg each day. Within 48hrs I was flush free! I'm not kidding. I feel like I have just recovered from years of illness. A new and happy person! They work. Try them!! :-)"""
Anxiety,10,"""After being on so many medications for a non clear mental disorder...perhaps bipolar or adhd.. or a mix of everthing 
I was addicted to clonazepam, the worst medication I ever been and I was there for 10 years.
Been also in all depresion medication..
But none worked.
Been in straterra for adhd and was horrible.. didn't work.
Was on Trileptal and it's a so heavy medication.
I found in a high dosis perhaps 1200mg of gabapentin some real relief...
Relief in anxiety and relief in some chronic pains after some surgery s.
Between gabapentin some unisom I found relief.. 
I don't want to touch never again clonazepam or any benzodiazpein.
Be careful with those medications, they destroy you.
Sorry for my English... I'm trying to improve it every day"""
Postherpetic Neuralgia,10,"""Do not like the weight gain."""
Peripheral Neuropathy,10,"""I have systemic lupus, and was put on gabapentin for continued pain several weeks ago, despite control of my disease I have not felt this good in 5 years. Can actually sleep through the night, and wake up in no pain! Thank you gabapentin, I now actually feel I have hope to get back to a normal life."""
Restless Legs Syndrome,10,"""Neurontin 800mg is the best medication I have ever taken for any kind of nerve pain and it especially works with back pain and restless leg syndrome."""
Pain,10,"""Gabepentin is the one medicine that absolutely works on my intractable MS pain, out of the many I take. However after 15 yrs of increasingly higher doses (I take 1300 mg per day), I find I have blurry vision. It's working so well on my pain that I'm not giving it up yet."""
Hot Flashes,10,"""I have been taking this for a year or so now and could not be happier. It has completely eliminated my night sweats and I only have the very rare hot flash now. My doc told me to start with one 300 mg pill at night and if I had to, I could add up to 600 mg more. 300 worked for me, and worked the first night. I couldn't believe how much I had missed my sleep until I started to get some again. No naps necessary, so much more energy, mood improved. I love Gabapentin!"""
Pain,10,"""Started with low dose and worked my way to 300mg 2-3 times a day. Complete pain relief from slipped disk C-7 ( C-8 nerve) T-1. Minor side effects. (Emotional) Wish you all well."""
Alcohol Withdrawal,10,"""I agree with that is written on this site. I was drinking about a bottle of wine each evening? Why? I would just feel anxious in the evenings. Wine calmed that. Since I started taking neurotin 5 days ago, I have not even looked at a bottle of wine. For me, it's just like an ""off"" switch. Really amazing. Good luck, everyone!"""
Fibromyalgia,10,"""I have Fibromtalgia which was diagnosed recently after many, many visits to GP who told me it was a fancy name for depression and took me off dihydrocodeine and gave me 5mg codeine. After many months of pain I changed my doctor who prescribed much stronger painkillers and gabapentin.  I immediately felt better with a little pain but nothing compared to what it was. So far, fingers crossed, no side effects except feeling very tired and a little 'spaced' out. Recommend this to anyone."""
Migraine,10,"""I was suffering for a week, with my 1st migraine attack. It was going on and on, for days, on the right side of my head. NOTHING helped. I took 400mg and 4 hours later took another 400mg and I did not need any Ambien to get to sleep. By morning, most of my pain was gone. I couldn't it. Now I am up and feel great. It's amazing, please ask your doctor to try this."""
Anxiety,10,"""Started Gaba on 8-7-16. I take 900 mg daily (split my dosage.) Remember, Gaba is an off label used for Anxiety & you can't blame it if it doesn't work for anxiety (I find negative reviews for gaba unfair on this site.) I take Prozac 40 mg; but I still have light anxiety, panicky feeling, nausea & mental agitation. I have to use 4 or 5 mg Valium prn to smooth out Prozac can't fix at times. I suggested trying Gaba w/ my psyche; he agreed. 300 mg first wk, 2nd wk 600, & 3rd wk 900. Gaba added has been effective for anxiety. I feel less anxious & mental agitation reduced.At first, Gaba will make you drowsy & weak. My memory is slightly off but if I really focus I am fine.You might feel shaky at the start. Some bad days, be vigorous. Be positive"""
