restaurant_name,restaurant_address,restaurant_cuisine,restaurant_ranking,restaurant_num_review,restaurant_lon_lat,reviewer_id,reviewer_location,reviewer_level,review_title,review_content,review_time
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",Gary M,Leeds,levelBadge badge lvl_06,Best buffet I've eaten in a supermarket.,"After trudging through Greenwich village we suddenly developed a ridiculously huge apitie that needed quenching sharpish. We could not find anywhere or anything agreeable to eat so the Morton Williams supermarket was like a beacon of hope in an overwise hungry world. I went in expecting to grab a bag of crisps or a snack but was coerced to the...
More ","Reviewed July 18, 2015"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",tweedybird26,"Floral Park, New York",levelBadge badge lvl_06,Need a snack - consider the supermarket,"Located near Carnegie Hall this cafe/supermarket allows you to purchase and enjoy prepared foods and beverages. It is not fancy but it is handy and reasonably priced for a quick snack or small meal. There are several nearby hotels and this would offer a good option for a budget breakfast, lunch or dinner.","Reviewed July 18, 2015"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",fratwin,"Prairie Village, Kansas",levelBadge badge lvl_06,Convenient,"We stayed across the street and found Morton Williams convenient with lots of options. We got sandwiches, and desert to go. All items were very good and reasonably priced. Lots of variety and very polite staff.","Reviewed February 1, 2015"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",LisaTEastbourneUK,"Eastbourne, United Kingdom",levelBadge badge lvl_06,Cheap & convenient buffet.,"Stayed across the road at The Salisbury Hotel & Morton Williams was really convenient for water/snacks etc but they also do breakfast and dinner buffets which they sell by weight (7.50 per lb) which can be a money saver if you don't want to eat out every day, had breakfast several times and ate in the seating area upstairs and...
More ","Reviewed February 1, 2015"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",mkb607,"Taylorville, Illinois",levelBadge badge lvl_06,Great selection in the deli.,"We were staying in a studio apartment on 56th St. One evening we just walked by Morton Williams & decided to stop and look around. It looked like a very nice supermarket. We spotted the deli section and decided to take dinner back to the apartment. They have a large selection of both hot foods and many salad choices. Everything...
More ","Reviewed February 1, 2015"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",ShonaS351,"Annan, Scotland, United Kingdom",levelBadge badge lvl_04,local shopping,24 hour opening.great variety with prepared sandwiches/ snacks& meals.coffee bar upstairs with free WiFi!,"Reviewed February 1, 2015"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",Mary-Anne L,"Sydney, Australia",levelBadge badge lvl_04,Great supermarket,"Great freash foods , take away dinners,soups, salads, fruits. whatever you want it's there. Huge variety","Reviewed February 1, 2015"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",Casey Q,"Eden Prairie, Minnesota, United States",levelBadge badge lvl_04,THEY SAVED US,"We were in NY for 12 days. We didn't want to eat every single meal out, so MW was perfect for us. It was on the same block as our hotel. At one point, we had leftovers from restaurant in our little hotel fridge. However, we didn't have a microwave, so we weren't sure what to do. But, upstairs at...
More ","Reviewed February 1, 2015"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",GJMM,stockport,levelBadge badge lvl_03,deli heaven,"could not believe the variety of everything, just wanted a fruit juice and had a choice of dozens did not know where to start, great for breakfast, just put on your plate - scrambled eggs bacon sausage fruit etc etc and then pay by weight at the till, fantastic","Reviewed February 1, 2015"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",Lynda S,"Moseley, null, United Kingdom",levelBadge badge lvl_04,So handy.,The Deli/Supermarket is wonderful. Open 24 hrs. Opposite Salisbury Hotel. Wifi free upstairs. Wonderful choices of hot dishes and salads.,"Reviewed February 1, 2015"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",aleghiro80,"Parma, Italy",levelBadge badge lvl_04,All you need is there,"...i've been at Morton's many times expecially for Sushi's take away, very fresh ingredients and very reasonable prices. But basically they have all you need and most of all they're open even late at night. The quality of fruits is super. Recommended","Reviewed February 1, 2015"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",154georginas,"St. John's, Canada",levelBadge badge lvl_03,One-stop shopping,If this place doesn't have what you are looking for - you don't need it! All types of food to suit everyone's taste.,"Reviewed February 1, 2015"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",a2b4fun,UK,levelBadge badge lvl_04,Great quality food and open 24 hours a day,"This was our regular breakfast spot while staying in the Salisbury Hotel across the road. We were a Party of 8 all with different food choices and Morton Williams had such a choice everyone was happy. Hot breakfast, fresh fruit, pastries, coffee etc etc. they have a seating are upstairs so all can eat together and free wifi so everyone...
More ","Reviewed August 15, 2014"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",Allan S,"New York City, New York",levelBadge badge lvl_06,Excellent Food Store,THEY CARRY A VERY GOOD LINE OF ITEMS. THIS IS ONE OF THE FEW FOOD store chains that utilizes its space so well. They carry a good line of products for busy Manhattanites. I like they way that they do things here.,"Reviewed August 15, 2014"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",Thompsak,,levelBadge badge lvl_03,More than just a Grocery Store,"This cute little indoor market has everything. Two levels of food and grocery items including international chocolate, baked goods and hot meals. There is a cafe upstairs where you can sit down and eat. It is amazing how much they are able to fit in to a tiny space. It has such great atmosphere too. You feel like you're in...
More ","Reviewed August 15, 2014"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",Andy M,"Daresbury, United Kingdom",levelBadge badge lvl_03,Our regular breakfast to go when staying at the Viceroy,"Clean, good food, easily accessible. Great for breakfast or coffee on the go!! Always a good selection of fresh food to pick from.","Reviewed August 15, 2014"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",CookingwithMrFitz,"Milton Keynes, United Kingdom",levelBadge badge lvl_05,Pastrami sandwich,"Well we had to do it.. Didn’t want to do it at a touristic spot .. Although of course they are cool and Katz or Carnegie delia both spring to mind.. Yet the queue? The line? No chance.. No more… Not now.. Not ever? (Ok big ask I know..?!) Yet Mrs Fitz had to have the pastrami sandwich New York...
More ","Reviewed August 15, 2014"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",LucindaUnion_Ohio,"Union, Ohio",levelBadge badge lvl_03,Yummy,"Across the street from the Salisbury Hotel, Morton Williams has everything. We had some fruit, coffee, and delicious pastries. Convenient, huge variety of foods from around the world, interesting to even browse.","Reviewed August 15, 2014"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",Beth P,"Philadelphia, Pennsylvania",levelBadge badge lvl_06,A late-night find!,"Had just left Jazz at Lincoln Center close to midnight, walking back to our hotel, and wanted to get some good tea bags and something yummy to have back in our room for a snack. This isn’t a restaurant but rather a 24-hour grocery with something for everyone. Ahead of us in line was a guy who obviously lives nearby...
More ","Reviewed August 15, 2014"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",Mushie64,Portsmouth England,levelBadge badge lvl_05,Fab,"The Fresh Marketrplace on West 57th Street was great. Had everything you could want from cup of coffee to delicious gateaux & even hot cooked food. Reasonably priced for good food, great value for money.","Reviewed August 15, 2014"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",Richard A,"Portland, Maine",levelBadge badge lvl_06,Easy inexpensive breakfast. .,"Just a few doors down from our hotel this was a convenient place to pick up breakfast. We just grabbed a couple of bagels, cream cheese and coffee. Upstairs you will find tables, plastic ware, napkins and a microwave. Breakfast for two all for a grand total of $7.67 in NY! This is about what Norma's at Le Parker Meridien...
More ","Reviewed August 15, 2014"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",mh892,"Nazareth, Pennsylvania",levelBadge badge lvl_03,Casual stop before Carnegie Hall Concert,"We arrived early for a Carnegie Hall family Christmas Concert and stopped here for some yummy bakery items (My Boys Baking Co. Biscotti & Dancing Deer Brownies!) and snacks which we ate in the stores 2nd floor casual sitting area (tables, TV, clean bathrooms). They also sell hot prepared foods and salads for take out - which you can eat...
More ","Reviewed August 15, 2014"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",CalClan,San Francisco,levelBadge badge lvl_05,Awesome place to grab food,"This is a fantastic 24 hour grocery store with sushi, salads, gourmet meals, baked goods, along with usual supplies found in a grocery store. You could skip all the amazing NYC restaurants and still eat well just by stopping here.","Reviewed October 30, 2013"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",Christoffer L,"Vasteras, Sweden",levelBadge badge lvl_05,Great selections and open 24/7,"This store prides itself on its fresh near-grown produce and organic greens. I must agree with the quality and this is a very well-stocked chain of stores. Open 24/7 this is a better option to pharmacies with better products, in my opinion. And though they might not have aisle after aisle of it, there are some candy and spirits as...
More ","Reviewed October 30, 2013"
Morton Williams,"140 W 57th St, New York City, NY 10019-3326","American, Vegetarian Friendly",#409,176 Reviews,"40.764751,-73.978943",Barb115,"Philadelphia, Pennsylvania",levelBadge badge lvl_05,Good Food--Good Prices,"Morton Williams' was just down the street from our hotel and it became our go to quick dining spot. There is a place to eat upstairs and downstairs there is a buffet (open til 7 pm I think), fresh fruit, sandwiches....it is a mini-deluxe supermarket right on West 57th Street. Everything we ate here was good; sandwiches, veggies and the...
More ","Reviewed October 30, 2013"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Michellef,belfast,levelBadge badge lvl_06,Great East Village Find,We were recommended this burger joint by the hotel and it was well worth the visit. The burgers were cooked to perfection and the portion sizes were just right. I had the Turkey Burger which was moist unlike many others I have tasted in the city. The restaurant gets very busy so get there early to guarantee a seat.,"Reviewed January 4, 2017"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Matthias K,,levelBadge badge lvl_03,Great Burgers,"Little hotspot in the Eadt village. The Burgers are just in the right size for us. Meat, yes you taste the meat, is in great quality. Service, barman is in one persan and one cook, is managing the place flexible and souverain. Must be","Reviewed January 4, 2017"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",katodrys,London,levelBadge badge lvl_03,Great food,"you will find great burgers and great beers at this place. Really nice to find a place like this that isn't a chain in the centre of Manhattan. The only reason why this doesnt get 5* is because our waiter was a little bored - didnt really seem interested in serving us. Irrespective, I would still go again!","Reviewed January 4, 2017"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Tokyowife,"Frankfurt, Germany",levelBadge badge lvl_06,Authentic burger,"The place was packed, but we didn't mind to sit at the bar. The burger was juice and hot. I ordered the garlic fries, which were awesome.","Reviewed January 4, 2017"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Rufus S,"London, United Kingdom",levelBadge badge lvl_06,Good burgers and craft beers,We both had a black iron burger and large chips to share. Burgers were juicy and just as we ordered when we were asked how we'd like them. Yum yum!! Amazing burger and our waiter was great with helping me choose a good beer because the one I wanted was sold out. Really good range of craft beers.,"Reviewed January 4, 2017"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",GR V,"Oconomowoc, Wisconsin",levelBadge badge lvl_06,Shock and awe...Sooo good!,Took my nine year old daughter on surprise trip to New York.. parked the car and needed a quick bite before we hit the town and decided to give the dark and industrial spot a try. The food and atmosphere was any thing but dark... Super bright and fresh inside as was the food!,"Reviewed January 4, 2017"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",bsunny,Wisconsin,levelBadge badge lvl_05,Excellent burger and service,We went here as it is close to the Hilton Times Square where we stayed. Great burger. Menu offered good variety at reasonable prices. large portion.,"Reviewed January 4, 2017"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Miljko D,,,BEST EVER!,"Me and my girlfriend trough 5 months we spent in US tried every burger we could 20+ we ate all ""best"" burgers in NYC also, but this one was THE BEST by far. This was just amazing, everything was full of flavor witch is rarely found. Order anything i think you can't go wrong here!","Reviewed January 4, 2017"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Sandy_Legs,"Edinburgh, United Kingdom",levelBadge badge lvl_04,It's a Burger!,"This restaurant was just around the corner from our hotel and we stumbled across it on our first night. We decided just to eat here so we wouldn't have to walk far and it was great. Fairly plain, simple food but tasty, wholesome and good value for money, you won't be disappointed.","Reviewed January 4, 2017"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Daisy W,"London, United Kingdom",levelBadge badge lvl_04,The best burger in NYC,"We go here every time we're in town and it really is the best burger! The meat was cooked perfectly, so succulent and FULL of juice and flavour!! I could eat another one right now!","Reviewed January 4, 2017"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Alex D,,levelBadge badge lvl_03,Great find for a late bite,"Stumbled onto this gem when the original place we were going had been closed for business-lucky for us! What a great place for an inexpensive GREAT late night meal! They have some great burgers to choose from, and a make your own option. Coupled with this is the awesome craft beer selection. The sweet potato fries are to die for!...
More ","Reviewed September 4, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Judyscar,,levelBadge badge lvl_02,Great Burgers,The burgers were fantastic. Patty is the right size for the bun. Must have the burger with an egg. Service was slow but other then that is was good.,"Reviewed September 4, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",riccardo p,,levelBadge badge lvl_04,Nice Burgers and friendly Staff,I had lunch twice during my stay in New York. There is a wide selection of burgers and sides. I had the classic burger that was delicious. Staff is friendly and the place is very nice.,"Reviewed September 4, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Julian A,"Karlsruhe, Germany",levelBadge badge lvl_02,Great place and great burger!!!!,We had a absolutly great time with the best burgers and craftbeer in New York. We will go again as soon as possible. It's a small but unique place.,"Reviewed September 4, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",DJBrandon,"Washington DC, District of Columbia",levelBadge badge lvl_05,"Great food, great service","I went with friends for a quick bite to eat. We all enjoyed our burgers and shared a couple sides. The loaded fries and sweet potato fries were both great. Service was wonderful, the staff was friendly and very attentive. I'd give this place a fifth star if the entrees came with sides and not ala carte, I am never...
More ","Reviewed September 4, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Rodrigo G,,levelBadge badge lvl_05,The right size for a buger,"Would said that the size of the burger is right, meat flavor is great and the bun was yummy. I ate one of the flagship burgers and was enough. I also got the onions rings but it was to much for one person. I would probably repeat in the future and try a shake instead of onions.","Reviewed September 4, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Axinia C,"New York City, New York",levelBadge badge lvl_05,My favourite Black Iron Burger in the City,"Cozy, homie and chill. Great service. It is a small place, perfect for a small group of friends or couples. Have a great time and cheers with a dark milk beer!","Reviewed September 4, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",TXtravelGirl23,New York,levelBadge badge lvl_05,Great Burger - Not great fries,One of the best burgers I've had in NYC. The fries were not good. I'm not sure if they undercooked them or what but they were limp and yucky. I'd go back for the burger many times!,"Reviewed September 4, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",simmisol,"Bergen, Norway",levelBadge badge lvl_04,Great burgers and fries.,"At our first night in NY, we ended up at this restaurant, starving for some food. We have been traveling all day long, and this restaurant was just around the corner from our hotel. The staff was very friendly and efficient with our ordering of food. The burger was very tasty. Great place as well, very rustic.","Reviewed September 4, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",GregMasters,"New York City, New York",levelBadge badge lvl_05,best burger in the east village,"Simple but comfortable pub-like room serves the best burger in the east village. Basic burger and beer joint that is easy to take, relaxing and provides a hearty, well-prepared burger.","Reviewed September 4, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",ToddSmth,,levelBadge badge lvl_04,"Good Burger, fries and beer. What else do you need?","We arrived by train at Penn Station and before heading downtown to our hotel, we decided to walk up to this place. We were feeling a bit tight on time, we always worry when we gave to drag our luggage into a restaurant. Not a worry at this place. It is a very narrow space that looked crowed at lunch...
More ","Reviewed June 25, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Alessandro M,,,Serata tra amici,Amazing beer! The burger was really tasty and the bacon crispy.the staff was nice and easy going!Fantastic atmosphere! 5 star!,"Reviewed June 25, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Judith Z,"Hamburg, Germany",levelBadge badge lvl_04,Nice option for burger,"We had nice food and beer here. I think its ok for the price. We had two burgers, and 4 beer and paid around $60-70. Service was really attentive and friendly. The burger have been good with the meat exactly how we ordered. We also liked the music - 3 doors doen and similar.","Reviewed June 25, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Christina D,"Metairie, Louisiana",levelBadge badge lvl_04,GO!!!!,So we stumbled on this place late at night needing food. Some of the best burgers we have ever had!!! Even the turkey burger was amazing. And get the cheese fries!!,"Reviewed June 25, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",744bangersandmash,"Munich, Germany",levelBadge badge lvl_04,Delicious Quick Food and Drinks,"We found this place a little walk from Times Square and it was just what we were after - not too busy, dark lighting, good beer and big fat burgers. We watched the baseball whilst waiting for our food, and when the food came it was great. I had the Black Iron burger, delicious meat and plenty of sides to...
More ","Reviewed June 25, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",rfergus27,"Abingdon, United Kingdom",levelBadge badge lvl_02,Worth a visit,One of the best burgers I have had in a long time.... definitely worth a visit to the east village just for this.,"Reviewed June 25, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Madsim,"Mt. Albert, Ontario",levelBadge badge lvl_05,Great meat,"Maybe the best burger I've ever eaten. The best part is they don't mess with the meat; no filler, no spices, nothing but top quality lean beef. The menu has lots of unusal topping offerings with great flavor combinations. An eclectic list of beers you've never heard of keep it interesting. Typical New York atmosphere, loud and proud! Well worth...
More ","Reviewed June 25, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",tcfletcher123,"Boston, Massachusetts",levelBadge badge lvl_03,"So good, we went twice!","The best burger that I have ever had was the Little Italy Burger from this restaurant. It was so good, we returned a few days later.","Reviewed June 25, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Zirgas,"Atlanta, Georgia",levelBadge badge lvl_01,Great Find,"We came across this place by chance while we were on vacation and had a great meal there. We didn't sample many of the beers but they had a nice variety on draft and in bottles (loved seeing Abita on tap in New York!). The Black Iron burger was very good, the Hashbrown burger was a little heavy on the...
More ","Reviewed June 25, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",DRT149,"Washington DC, District of Columbia",levelBadge badge lvl_03,Average,"This place has a very good selection of draft beer and is well worth stopping in to have a pint. The staff were friendly. According to the staff they had the best burger in NYC. It could have been better, only average. Stop in for a craft beer and pick something else from the menu.","Reviewed June 25, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Gatortoe13,"Louisville, Kentucky",levelBadge badge lvl_05,Late night dinner,We found this by chance. We had the double burger and the breakfast burger they were both delicious. We got the fries for an appetizer and they have you and ton. Great find.,"Reviewed April 3, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Claire w,"County Westmeath, Ireland",levelBadge badge lvl_03,Tasty food & great vibe,"Very enjoyable eating experience. Lucky to get seated on arrival as others who arrived a few minutes either had to wait for table. Staff very friendly & hospitable. All dishes we tried were excellent. Burgers cooked to perfection. Fries very tasty & onion rings delicious. Beer & cider really quenched the thirst. Has quite a variety of craft beers on...
More ","Reviewed April 3, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Wolfey1964,"Wakefield, United Kingdom",levelBadge badge lvl_02,"Good burger, good beer","Went here on the Saturday 27th Feb, we were looking to try somewhere close to the hotel. As a real ale lover I liked the choice of beer. I had a burger with some fries. it was good.","Reviewed April 3, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",tourguidemomof3,long island,levelBadge badge lvl_05,"average burger, service clueless","took the family in to see the tree at rockefeller center during the holiday break; did the customary walk up 5th avenue to see the window displays (which were slightly disappointing this year& especially mad at Macys for taking apart their windows the weekend of new years day..really ..they couldn't wait until mon, jan 4th??) anyway we set off to...
More ","Reviewed April 3, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",dangeroustom,"Bath, United Kingdom",levelBadge badge lvl_06,A reasonable burger lunch,"Burgers taste... Like burgers to be honest. They are nice but nothing special. The service is not great (they forgot my extras but I was still charged for them) and the setting is noisy and full of sports on TV (which wasn't what I was expecting). It's basically a cheap sports bar, like Walkabout in the UK. Don't make a...
More ","Reviewed April 3, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",PBoier,"Copenhagen, Denmark",levelBadge badge lvl_03,"Great burgers, horrible service","The burgers were really good. The fries were also good, while the chili mayo was to die for. Really, really good. One plate of fries is enough for two. The service was terrible though. Unattentive, arrogant, annoying. Our waiter didn't bother to write down our orders - fair enough if you're able to remember it all. He wasn't though. We...
More ","Reviewed April 3, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",,,,Great burgers,Great burgers and beers. Friendly cosy burger bar right across the street from where we were staying. Was always busy so had to give it a go and was not disappointed. Happy hour beers till 7pm as well.,"Reviewed April 3, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Emma J,,levelBadge badge lvl_06,WOW,"What a burger! Best burgers we've had in a long time! Great atmosphere, great selection of beers and the first draft cider I've found in NYC. Very happy! Would come back. Again and again and again and again! If I lived here this would be my local!","Reviewed April 3, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",kth12764,"London, United Kingdom",levelBadge badge lvl_05,Best milkshake ever!!,Having read review of this place on trip advisor I was keen to try it! The restaurant is in a quiet location in East Village. The staff were really helpful and friendly. We both had burgers and shared Cajun fries-all the food was delicious. The vanilla milkshake was particularly good and I would highly recommend you trying!,"Reviewed April 3, 2016"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",JasonO_NZ,"London, United Kingdom",levelBadge badge lvl_04,One of the best burgers we've eaten,"Very simply the best meal we had in New York and our cheapest evening meal as well! We were keen on having burgers and found this place online. It was more of a walk from the metro than we realised but we didn't regret it all! The service was fantastic. I asked for a beer which they didn't have and...
More ","Reviewed October 27, 2015"
Black Iron Burger,"540 E 5th Street, Between Ave. A and B, New York City, NY","American, Bar, Vegetarian Friendly",#388,181 Reviews,"40.724072,-73.982765",Craig W,,levelBadge badge lvl_06,Best burger,Easily the best burger I've had in NYC! Juicy and full of flavor for a very reasonable price. The service was great and speedy.,"Reviewed October 27, 2015"
