"Notes"	"Census Region"	"Census Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2012"	"2012"	299	3891509	7.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2013"	"2013"	280	3886631	7.2
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2014"	"2014"	324	3867010	8.4
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2015"	"2015"	336	3845317	8.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2000"	"2000"	14	3936937	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2004"	"2004"	11	4067494	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2006"	"2006"	19	4056260	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2007"	"2007"	16	4019089	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2009"	"2009"	11	3949311	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2010"	"2010"	18	3917831	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2011"	"2011"	16	3905674	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2012"	"2012"	25	3891509	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2013"	"2013"	10	3886631	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2014"	"2014"	18	3867010	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2015"	"2015"	21	3845317	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2001"	"2001"	10	3677139	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2002"	"2002"	14	3634571	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2006"	"2006"	10	3531377	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2007"	"2007"	10	3549341	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2008"	"2008"	13	3579077	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2009"	"2009"	11	3607707	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2010"	"2010"	22	3625664	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2012"	"2012"	15	3677559	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2013"	"2013"	11	3688848	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2014"	"2014"	18	3688033	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"1999"	"1999"	12	3805056	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2001"	"2001"	13	3677139	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2002"	"2002"	12	3634571	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2003"	"2003"	16	3604193	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2004"	"2004"	14	3575601	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2005"	"2005"	15	3546690	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2007"	"2007"	17	3549341	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2008"	"2008"	19	3579077	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2009"	"2009"	18	3607707	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2010"	"2010"	17	3625664	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2012"	"2012"	14	3677559	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2013"	"2013"	22	3688848	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2014"	"2014"	19	3688033	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Fall"	"GRINJ-003"	"White"	"2106-3"	"2015"	"2015"	12	3686089	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"1999"	"1999"	60	466981	12.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2000"	"2000"	43	469094	9.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2001"	"2001"	51	462690	11.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2002"	"2002"	60	461315	13.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2003"	"2003"	56	459878	12.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2004"	"2004"	45	461004	9.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2005"	"2005"	40	462559	8.6
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2006"	"2006"	54	463108	11.7
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2007"	"2007"	52	464242	11.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2008"	"2008"	49	466792	10.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2009"	"2009"	34	472213	7.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2010"	"2010"	43	477401	9.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2011"	"2011"	51	484646	10.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2012"	"2012"	40	490810	8.1
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2013"	"2013"	46	501640	9.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2014"	"2014"	43	516683	8.3
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2015"	"2015"	51	534288	9.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"1999"	"1999"	444	3805056	11.7
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2000"	"2000"	410	3757990	10.9
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2001"	"2001"	421	3677139	11.4
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2002"	"2002"	392	3634571	10.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2003"	"2003"	412	3604193	11.4
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2004"	"2004"	398	3575601	11.1
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2005"	"2005"	404	3546690	11.4
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2006"	"2006"	363	3531377	10.3
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2007"	"2007"	363	3549341	10.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2008"	"2008"	391	3579077	10.9
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2009"	"2009"	358	3607707	9.9
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2010"	"2010"	442	3625664	12.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2011"	"2011"	443	3668890	12.1
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2012"	"2012"	436	3677559	11.9
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2013"	"2013"	479	3688848	13.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2014"	"2014"	491	3688033	13.3
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2015"	"2015"	543	3686089	14.7
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2006"	"2006"	10	463108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"1999"	"1999"	114	3805056	3.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2000"	"2000"	130	3757990	3.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2001"	"2001"	108	3677139	2.9
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2002"	"2002"	114	3634571	3.1
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2003"	"2003"	125	3604193	3.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2004"	"2004"	125	3575601	3.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2005"	"2005"	133	3546690	3.7
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2006"	"2006"	116	3531377	3.3
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2007"	"2007"	107	3549341	3.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2008"	"2008"	111	3579077	3.1
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2009"	"2009"	83	3607707	2.3
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2010"	"2010"	89	3625664	2.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2011"	"2011"	84	3668890	2.3
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2012"	"2012"	127	3677559	3.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2013"	"2013"	75	3688848	2.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2014"	"2014"	90	3688033	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2015"	"2015"	80	3686089	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	15	35975	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"American Indian or Alaska Native"	"1002-5"	"2012"	"2012"	10	47623	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"American Indian or Alaska Native"	"1002-5"	"2013"	"2013"	10	48182	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	10	49405	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	19	190573	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	10	210510	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"1999"	"1999"	28	466981	6.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2000"	"2000"	18	469094	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2001"	"2001"	27	462690	5.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2002"	"2002"	26	461315	5.6
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2003"	"2003"	22	459878	4.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2004"	"2004"	24	461004	5.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2005"	"2005"	23	462559	5.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2006"	"2006"	26	463108	5.6
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2007"	"2007"	13	464242	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2008"	"2008"	28	466792	6.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2009"	"2009"	19	472213	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2010"	"2010"	21	477401	4.4
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2011"	"2011"	28	484646	5.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2012"	"2012"	25	490810	5.1
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2013"	"2013"	28	501640	5.6
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2014"	"2014"	35	516683	6.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2015"	"2015"	23	534288	4.3
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"1999"	"1999"	237	3805056	6.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2000"	"2000"	225	3757990	6.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2001"	"2001"	275	3677139	7.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2002"	"2002"	260	3634571	7.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2003"	"2003"	247	3604193	6.9
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2004"	"2004"	302	3575601	8.4
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2005"	"2005"	256	3546690	7.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2006"	"2006"	300	3531377	8.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2007"	"2007"	310	3549341	8.7
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2008"	"2008"	339	3579077	9.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2009"	"2009"	326	3607707	9.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2010"	"2010"	345	3625664	9.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2011"	"2011"	389	3668890	10.6
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2012"	"2012"	362	3677559	9.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2013"	"2013"	378	3688848	10.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2014"	"2014"	400	3688033	10.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2015"	"2015"	425	3686089	11.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2004"	"2004"	16	3575601	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2005"	"2005"	17	3546690	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2007"	"2007"	10	3549341	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2008"	"2008"	18	3579077	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2009"	"2009"	13	3607707	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2010"	"2010"	10	3625664	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2012"	"2012"	16	3677559	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2013"	"2013"	11	3688848	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2014"	"2014"	20	3688033	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Other specified, classifiable Injury"	"GRINJ-018"	"White"	"2106-3"	"2015"	"2015"	15	3686089	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"1999"	"1999"	22	4532884	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2000"	"2000"	22	4506572	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2001"	"2001"	19	4440929	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2002"	"2002"	16	4354334	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2003"	"2003"	19	4257741	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2004"	"2004"	18	4177415	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2005"	"2005"	24	4099847	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2006"	"2006"	17	4023779	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2007"	"2007"	27	3928993	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2008"	"2008"	26	3820173	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2009"	"2009"	14	3708920	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2010"	"2010"	19	3642753	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2011"	"2011"	23	3570573	0.6
