"Notes"	"Census Region"	"Census Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"85+ years"	"85+"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2010"	"2010"	10	753250	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"85+ years"	"85+"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2015"	"2015"	14	788082	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"1999"	"1999"	10	3814641	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2001"	"2001"	11	3773587	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2004"	"2004"	19	3675506	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2006"	"2006"	11	3607100	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2007"	"2007"	13	3581371	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2009"	"2009"	14	3558010	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2010"	"2010"	10	3548350	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2011"	"2011"	11	3521869	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2012"	"2012"	14	3509322	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2013"	"2013"	19	3495309	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2014"	"2014"	18	3466875	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2015"	"2015"	20	3432905	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2000"	"2000"	10	541135	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2004"	"2004"	10	581150	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"1999"	"1999"	39	3735023	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2000"	"2000"	40	3752899	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2001"	"2001"	39	3813106	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2002"	"2002"	33	3840907	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2003"	"2003"	27	3863866	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2004"	"2004"	46	3876495	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2005"	"2005"	32	3876774	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2006"	"2006"	30	3861102	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2007"	"2007"	35	3832258	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2008"	"2008"	29	3803679	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2009"	"2009"	31	3774125	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2010"	"2010"	43	3745395	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2011"	"2011"	40	3732278	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2012"	"2012"	39	3717695	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2013"	"2013"	46	3716514	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2014"	"2014"	54	3706027	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2015"	"2015"	40	3681206	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"1999"	"1999"	19	3735023	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2000"	"2000"	23	3752899	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2001"	"2001"	30	3813106	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2002"	"2002"	24	3840907	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2003"	"2003"	22	3863866	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2004"	"2004"	29	3876495	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2005"	"2005"	37	3876774	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2006"	"2006"	28	3861102	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2007"	"2007"	19	3832258	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2008"	"2008"	27	3803679	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2009"	"2009"	23	3774125	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2010"	"2010"	24	3745395	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2011"	"2011"	24	3732278	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2012"	"2012"	27	3717695	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2013"	"2013"	32	3716514	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2014"	"2014"	28	3706027	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2015"	"2015"	40	3681206	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	13	56259	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2008"	"2008"	14	627506	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2011"	"2011"	14	650245	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2012"	"2012"	17	654622	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2013"	"2013"	13	657607	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"Black or African American"	"2054-5"	"2014"	"2014"	16	654518	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"1999"	"1999"	38	3735023	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2000"	"2000"	33	3752899	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2001"	"2001"	34	3813106	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2002"	"2002"	36	3840907	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2003"	"2003"	37	3863866	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2004"	"2004"	54	3876495	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2005"	"2005"	68	3876774	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2006"	"2006"	52	3861102	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2007"	"2007"	68	3832258	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2008"	"2008"	73	3803679	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2009"	"2009"	70	3774125	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2010"	"2010"	83	3745395	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2011"	"2011"	91	3732278	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2012"	"2012"	99	3717695	2.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2013"	"2013"	81	3716514	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2014"	"2014"	100	3706027	2.7
	"Census Region 2: Midwest"	"CENS-R2"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2015"	"2015"	114	3681206	3.1
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"1999"	"1999"	50	3700695	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2000"	"2000"	51	3646241	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2001"	"2001"	38	3561843	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2002"	"2002"	64	3514123	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2003"	"2003"	53	3482371	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2004"	"2004"	47	3453757	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2005"	"2005"	42	3431715	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2006"	"2006"	36	3418345	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2007"	"2007"	43	3438899	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2008"	"2008"	40	3468132	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2009"	"2009"	61	3499702	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2010"	"2010"	42	3518200	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2011"	"2011"	63	3556100	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2012"	"2012"	68	3564676	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2013"	"2013"	92	3568180	2.6
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2014"	"2014"	68	3569690	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2015"	"2015"	93	3562873	2.6
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"1999"	"1999"	55	3700695	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2000"	"2000"	57	3646241	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2001"	"2001"	53	3561843	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2002"	"2002"	58	3514123	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2003"	"2003"	69	3482371	2.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2004"	"2004"	61	3453757	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2005"	"2005"	70	3431715	2.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2006"	"2006"	79	3418345	2.3
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2007"	"2007"	56	3438899	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2008"	"2008"	65	3468132	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2009"	"2009"	58	3499702	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2010"	"2010"	77	3518200	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2011"	"2011"	82	3556100	2.3
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2012"	"2012"	61	3564676	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2013"	"2013"	71	3568180	2.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2014"	"2014"	61	3569690	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2015"	"2015"	70	3562873	2.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"1999"	"1999"	30	3700695	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2000"	"2000"	32	3646241	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2001"	"2001"	27	3561843	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2002"	"2002"	54	3514123	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2003"	"2003"	48	3482371	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2004"	"2004"	36	3453757	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2005"	"2005"	39	3431715	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2006"	"2006"	47	3418345	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2007"	"2007"	60	3438899	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2008"	"2008"	60	3468132	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2009"	"2009"	60	3499702	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2010"	"2010"	75	3518200	2.1
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2011"	"2011"	83	3556100	2.3
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2012"	"2012"	85	3564676	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2013"	"2013"	88	3568180	2.5
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2014"	"2014"	101	3569690	2.8
	"Census Region 2: Midwest"	"CENS-R2"	"25-34 years"	"25-34"	"Suffocation"	"GRINJ-017"	"White"	"2106-3"	"2015"	"2015"	102	3562873	2.9
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Cut/Pierce"	"GRINJ-001"	"White"	"2106-3"	"2003"	"2003"	11	4231316	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"Black or African American"	"2054-5"	"2014"	"2014"	10	495557	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"1999"	"1999"	80	4510573	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2000"	"2000"	94	4486339	2.1
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2001"	"2001"	91	4418820	2.1
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2002"	"2002"	73	4331627	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2003"	"2003"	85	4231316	2.0
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2004"	"2004"	78	4142901	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2005"	"2005"	74	4058750	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2006"	"2006"	82	3977274	2.1
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2007"	"2007"	70	3880263	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2008"	"2008"	71	3767834	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2009"	"2009"	68	3658000	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2010"	"2010"	78	3590753	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2011"	"2011"	70	3512090	2.0
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2012"	"2012"	76	3468269	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2013"	"2013"	77	3444922	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2014"	"2014"	76	3422705	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Firearm"	"GRINJ-006"	"White"	"2106-3"	"2015"	"2015"	95	3401975	2.8
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2001"	"2001"	11	538311	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"Black or African American"	"2054-5"	"2003"	"2003"	11	526662	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"1999"	"1999"	143	4510573	3.2
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2000"	"2000"	125	4486339	2.8
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2001"	"2001"	140	4418820	3.2
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2002"	"2002"	153	4331627	3.5
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2003"	"2003"	132	4231316	3.1
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2004"	"2004"	160	4142901	3.9
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2005"	"2005"	160	4058750	3.9
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2006"	"2006"	165	3977274	4.1
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2007"	"2007"	117	3880263	3.0
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2008"	"2008"	154	3767834	4.1
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2009"	"2009"	143	3658000	3.9
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2010"	"2010"	107	3590753	3.0
	"Census Region 2: Midwest"	"CENS-R2"	"35-44 years"	"35-44"	"Poisoning"	"GRINJ-015"	"White"	"2106-3"	"2011"	"2011"	124	3512090	3.5
