Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,
33|31|7|20|Meet Me Halfway|THE BLACK EYED PEAS|2009-10-03|75|7|24|20100213,,,,
34|29|8|20|Forever|DRAKE featuring KANYE WEST, LIL WAYNE & EMINEM|2009-10-03|8|8|24|20100213,,,
35|37|35|7|Whataya Want From Me|ADAM LAMBERT|2010-01-02|72|10|30|20100213,,,,
36|41|36|17|Haven't Met You Yet|MICHAEL BUBLE|2009-10-24|90|24|43|20100213,,,,
37|34|2|25|Party In The U.S.A.|MILEY CYRUS|2009-08-29|2|2|28|20100213,,,,
38|38|25|25|Evacuate The Dancefloor|CASCADA|2009-08-29|80|25|26|20100213,,,,
39|35|1|17|3|BRITNEY SPEARS|2009-10-24|1|1|20|20100213,,,,
40|43|40|13|The Truth|JASON ALDEAN|2009-11-21|91|40|20|20100213,,,,
41|60|41|8|I Wanna Rock|SNOOP DOGG|2009-12-26|80|41|14|20100213,,,,
42|51|42|9|Shut It Down|PITBULL featuring AKON|2009-12-19|85|42|14|20100213,,,,
43|50|43|11|It Kills Me|MELANIE FIONA|2009-12-05|88|43|20|20100213,,,,
44|53|44|12|Why Don't We Just Dance|JOSH TURNER|2009-11-28|99|35|20|20100213,,,,
45|46|12|31|Falling For You|COLBIE CAILLAT|2009-07-18|12|12|31|20100213,,,,
46|61|46|4|Say Something|TIMBALAND featuring DRAKE|2010-01-23|94|23|20|20100213,,,,
47|NEW|47|1|Lean On Me|SHERYL CROW, KID ROCK & KEITH URBAN|2010-02-13|47|47|1|20100213,,,
48|39|10|28|Sweet Dreams|BEYONCE|2009-08-08|97|10|29|20100213,,,,
49|42|42|14|If You Only Knew|SHINEDOWN|2009-11-14|92|42|20|20100213,,,,
50|56|50|17|All The Right Moves|ONEREPUBLIC|2009-10-24|58|18|34|20100213,,,,
51|57|48|9|Life After You|DAUGHTRY|2009-12-19|66|36|20|20100213,,,,
52|44|26|17|Money To Blow|BIRDMAN featuring LIL WAYNE & DRAKE|2009-10-24|100|26|20|20100213,,,,
53|59|53|9|Breakeven|THE SCRIPT|2009-12-19|96|12|43|20100213,,,,
54|49|38|16|White Liar|MIRANDA LAMBERT|2009-10-31|98|38|20|20100213,,,,
55|47|29|6|Naturally|SELENA GOMEZ & THE SCENE|2010-01-09|39|29|21|20100213,,,,
56|45|27|11|Try Sleeping With A Broken Heart|ALICIA KEYS|2009-12-05|58|27|20|20100213,,,,
57|66|57|7|Heartbreak Warfare|JOHN MAYER|2010-01-02|85|34|19|20100213,,,,
58|64|58|3|On To The Next One|JAY-Z + SWIZZ BEATZ|2010-01-30|78|37|14|20100213,,,,
59|52|35|15|Gangsta Luv|SNOOP DOGG featuring THE-DREAM|2009-11-07|57|35|19|20100213,,,,
60|62|60|8|I Am|MARY J. BLIGE|2009-12-26|67|55|20|20100213,,,,
61|55|11|20|Cowboy Casanova|CARRIE UNDERWOOD|2009-10-03|96|11|20|20100213,,,,
62|67|62|8|Halfway Gone|LIFEHOUSE|2009-12-26|99|50|20|20100213,,,,
63|72|63|13|History In The Making|DARIUS RUCKER|2009-11-21|90|61|19|20100213,,,,
64|58|49|15|Southern Voice|TIM McGRAW|2009-11-07|61|49|18|20100213,,,,
65|70|42|15|I Invented Sex|TREY SONGZ featuring DRAKE|2009-11-07|90|42|20|20100213,,,,
66|77|65|6|Hillbilly Bone|BLAKE SHELTON featuring TRACE ADKINS|2010-01-09|65|40|20|20100213,,,,
67|78|67|5|American Saturday Night|BRAD PAISLEY|2010-01-16|89|67|12|20100213,,,,
68|65|58|13|Never Gonna Be Alone|NICKELBACK|2009-11-21|96|58|16|20100213,,,,
69|68|68|6|Shots|LMFAO featuring LIL JON|2010-01-09|96|68|16|20100213,,,,
70|82|70|5|Temporary Home|CARRIE UNDERWOOD|2010-01-16|97|41|19|20100213,,,,
71|54|54|3|Set The Fire To The Third Bar|SNOW PATROL featuring MARTHA WAINWRIGHT|2010-01-30|86|54|5|20100213,,,,
72|NEW|72|1|Breathless|TAYLOR SWIFT|2010-02-13|72|72|1|20100213,,,,
73|84|73|7|Sex Therapy|ROBIN THICKE|2010-01-02|79|54|19|20100213,,,,
74|69|58|3|Soldier Of Love|SADE|2010-01-30|58|52|11|20100213,,,,
75|74|52|18|I Wanna Make You Close Your Eyes|DIERKS BENTLEY|2009-10-17|91|52|20|20100213,,,,
76|85|76|5|That's How Country Boys Roll|BILLY CURRINGTON|2010-01-16|96|57|16|20100213,,,,
77|75|18|5|Drop The World|LIL WAYNE featuring EMINEM|2010-01-16|18|18|20|20100213,,,,
78|86|78|5|Cryin' For Me (Wayman's Song)|TOBY KEITH|2010-01-16|91|73|9|20100213,,,,
79|76|72|13|Someday|ROB THOMAS|2009-11-21|93|59|22|20100213,,,,
80|NEW|80|1|Hey Daddy (Daddy's Home)|USHER featuring PLIES|2010-02-13|80|24|19|20100213,,,,
81|93|81|3|Highway 20 Ride|ZAC BROWN BAND|2010-01-30|98|40|20|20100213,,,,
82|91|82|4|A Little More Country Than That|EASTON CORBIN|2010-01-23|100|42|20|20100213,,,,
83|71|20|17|I Can Transform Ya|CHRIS BROWN featuring LIL WAYNE & SWIZZ BEATZ|2009-10-24|52|20|19|20100213,,,,
84|83|38|18|Consider Me Gone|REBA|2009-10-17|96|38|19|20100213,,,,
85|16|16|2|Stranded (Haiti Mon Amour)|JAY-Z, BONO, THE EDGE & RIHANNA|2010-02-06|16|16|2|20100213,,
86|90|86|3|'Til Summer Comes Around|KEITH URBAN|2010-01-30|92|58|16|20100213,,,,
87|79|42|14|Spotlight|GUCCI MANE featuring USHER|2009-11-14|93|42|16|20100213,,,,
88|92|88|3|Just Breath|PEARL JAM|2010-01-30|99|78|14|20100213,,,,
89|NEW|89|1|Nothin' On You|B.O.B featuring BRUNO MARS|2010-02-13|89|1|28|20100213,,,,
90|89|84|9|1901|PHOENIX|2009-12-19|90|84|10|20100213,,,,
91|63|30|10|One Less Lonely Girl|JUSTIN BIEBER|2009-12-12|69|30|10|20100213,,,,
92|NEW|92|1|My City Of Ruins (Live From The Kennedy Center Honors)|EDDIE VEDDER|2010-02-13|92|92|1|20100213,,,,
93|87|27|4|Your Love Is My Drug|KE$HA|2010-01-23|27|27|4|20100213,,,,
94|88|70|13|Eight Second Ride|JAKE OWEN|2009-11-21|95|70|13|20100213,,,,
95|NEW|95|1|Steady Mobbin'|YOUNG MONEY featuring GUCCI MANE|2010-02-13|95|54|17|20100213,,,,
96|NEW|96|1|Ain't Leavin' Without You|JAHEIM|2010-02-13|96|93|3|20100213,,,,
97|94|31|16|Papers|USHER|2009-10-31|92|31|16|20100213,,,,
98|NEW|98|1|Let It Be|JENNIFER HUDSON featuring THE ROOTS|2010-02-13|98|98|1|20100213,,,,
99|NEW|99|1|Hurry Home|JASON MICHAEL CARROLL|2010-02-13|99|99|1|20100213,,,,
100|NEW|100|1|All The Way Turnt Up|ROSCOE DASH featuring SOULJA BOY TELL'EM|2010-02-13|100|46|12|20100213,,,,
1|1|1|16|TiK ToK|KE$HA|2009-10-24|79|1|38|20100206,,,,
2|NEW|2|1|Today Was A Fairytale|TAYLOR SWIFT|2010-02-06|2|2|18|20100206,,,,
3|2|2|13|Bad Romance|LADY GAGA|2009-11-14|9|2|34|20100206,,,,
4|4|4|9|Bedrock|YOUNG MONEY featuring LLOYD|2009-12-12|36|2|25|20100206,,,,
5|NEW|5|1|Baby|JUSTIN BIEBER featuring LUDACRIS|2010-02-06|5|5|20|20100206,,,,
6|5|2|23|Replay|IYAZ|2009-09-05|96|2|34|20100206,,,,
7|6|6|23|Sexy Bitch|DAVID GUETTA featuring AKON|2009-09-05|92|5|38|20100206,,,,
8|3|1|20|Empire State Of Mind|JAY-Z & ALICIA KEYS|2009-09-26|50|1|30|20100206,,,,
9|8|8|10|Hard|RIHANNA featuring JEEZY|2009-12-05|80|8|20|20100206,,,,
10|7|7|17|Hey, Soul Sister|TRAIN|2009-10-17|98|3|54|20100206,,,
11|15|11|6|Imma Be|THE BLACK EYED PEAS|2010-01-02|93|1|25|20100206,,,,
12|10|10|7|How Low|LUDACRIS|2009-12-26|13|6|21|20100206,,,,
13|9|1|23|Fireflies|OWL CITY|2009-09-05|97|1|31|20100206,,,,
14|32|14|8|Carry Out|TIMBALAND featuring JUSTIN TIMBERLAKE|2009-12-19|75|11|26|20100206,,,,
15|11|1|33|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20100206,,,,
16|NEW|16|1|Stranded (Haiti Mon Amour)|JAY-Z, BONO, THE EDGE & RIHANNA|2010-02-06|16|16|2|20100206,,
17|13|10|12|Do You Remember|JAY SEAN featuring SEAN PAUL & LIL JON|2009-11-21|27|10|20|20100206,,,,
18|17|5|24|Need You Now|LADY ANTEBELLUM|2009-08-29|85|2|60|20100206,,,,
19|19|19|11|Say Aah|TREY SONGZ|2009-11-28|81|9|29|20100206,,,,
20|20|20|9|Telephone|LADY GAGA featuring BEYONCE|2009-12-12|30|3|33|20100206,,,,
21|12|7|3|Blah Blah Blah|KE$HA featuring 3OH!3|2010-01-23|7|7|20|20100206,,,,
22|18|18|13|Two Is Better Than One|BOYS LIKE GIRLS featuring TAYLOR SWIFT|2009-11-14|79|18|20|20100206,,,,
23|16|1|30|Down|JAY SEAN featuring LIL WAYNE|2009-07-18|72|1|40|20100206,,,,
24|21|21|8|According To You|ORIANTHI|2009-12-19|67|17|21|20100206,,,,
25|14|1|24|Whatcha Say|JASON DeRULO|2009-08-29|54|1|32|20100206,,,,
26|25|25|12|Live Like We're Dying|KRIS ALLEN|2009-11-21|92|18|28|20100206,,,,
27|22|2|39|You Belong With Me|TAYLOR SWIFT|2009-05-16|87|2|49|20100206,,,,
28|37|28|7|In My Head|JASON DERULO|2009-12-26|63|5|34|20100206,,,,
29|23|8|19|Forever|DRAKE featuring KANYE WEST, LIL WAYNE & EMINEM|2009-10-03|8|8|24|20100206,,,
30|27|6|22|Paparazzi|LADY GAGA|2009-09-12|74|6|27|20100206,,,,
31|30|7|19|Meet Me Halfway|THE BLACK EYED PEAS|2009-10-03|75|7|24|20100206,,,,
32|31|26|15|Tie Me Down|NEW BOYZ featuring RAY J|2009-10-31|97|22|26|20100206,,,,
33|28|13|25|Already Gone|KELLY CLARKSON|2009-08-22|89|13|30|20100206,,,,
34|26|2|24|Party In The U.S.A.|MILEY CYRUS|2009-08-29|2|2|28|20100206,,,,
35|24|1|16|3|BRITNEY SPEARS|2009-10-24|1|1|20|20100206,,,,
36|33|4|51|Use Somebody|KINGS OF LEON|2009-02-21|100|4|56|20100206,,,,
37|55|37|6|Whataya Want From Me|ADAM LAMBERT|2010-01-02|72|10|30|20100206,,,,
38|34|25|24|Evacuate The Dancefloor|CASCADA|2009-08-29|80|25|26|20100206,,,,
39|35|10|27|Sweet Dreams|BEYONCE|2009-08-08|97|10|29|20100206,,,,
40|36|23|19|Fifteen|TAYLOR SWIFT|2009-10-03|94|23|19|20100206,,,,
41|40|40|16|Haven't Met You Yet|MICHAEL BUBLE|2009-10-24|90|24|43|20100206,,,,
42|43|42|13|If You Only Knew|SHINEDOWN|2009-11-14|92|42|20|20100206,,,,
43|41|41|12|The Truth|JASON ALDEAN|2009-11-21|91|40|20|20100206,,,,
44|38|26|16|Money To Blow|BIRDMAN featuring LIL WAYNE & DRAKE|2009-10-24|100|26|20|20100206,,,,
45|46|27|10|Try Sleeping With A Broken Heart|ALICIA KEYS|2009-12-05|58|27|20|20100206,,,,
46|42|12|30|Falling For You|COLBIE CAILLAT|2009-07-18|12|12|31|20100206,,,,
47|29|29|5|Naturally|SELENA GOMEZ & THE SCENE|2010-01-09|39|29|21|20100206,,,,
48|NEW|48|1|Hallelujah|JUSTIN TIMBERLAKE & MATT MORRIS featuring CHARLIE SEXTON|2010-02-06|48|13|3|20100206,,,,
49|47|38|15|White Liar|MIRANDA LAMBERT|2009-10-31|98|38|20|20100206,,,,
50|49|49|10|It Kills Me|MELANIE FIONA|2009-12-05|88|43|20|20100206,,,,
51|53|51|8|Shut It Down|PITBULL featuring AKON|2009-12-19|85|42|14|20100206,,,,
52|39|35|14|Gangsta Luv|SNOOP DOGG featuring THE-DREAM|2009-11-07|57|35|19|20100206,,,,
53|51|51|11|Why Don't We Just Dance|JOSH TURNER|2009-11-28|99|35|20|20100206,,,,
54|86|54|2|Set The Fire To The Third Bar|SNOW PATROL featuring MARTHA WAINWRIGHT|2010-01-30|86|54|5|20100206,,,,
55|45|11|19|Cowboy Casanova|CARRIE UNDERWOOD|2009-10-03|96|11|20|20100206,,,,
56|50|50|16|All The Right Moves|ONEREPUBLIC|2009-10-24|58|18|34|20100206,,,,
57|48|48|8|Life After You|DAUGHTRY|2009-12-19|66|36|20|20100206,,,,
58|54|49|14|Southern Voice|TIM McGRAW|2009-11-07|61|49|18|20100206,,,,
59|66|59|8|Breakeven|THE SCRIPT|2009-12-19|96|12|43|20100206,,,,
60|64|60|7|I Wanna Rock|SNOOP DOGG|2009-12-26|80|41|14|20100206,,,,
61|82|61|3|Say Something|TIMBALAND featuring DRAKE|2010-01-23|94|23|20|20100206,,,,
62|63|62|7|I Am|MARY J. BLIGE|2009-12-26|67|55|20|20100206,,,,
63|52|30|9|One Less Lonely Girl|JUSTIN BIEBER|2009-12-12|69|30|10|20100206,,,,
64|78|64|2|On To The Next One|JAY-Z + SWIZZ BEATZ|2010-01-30|78|37|14|20100206,,,,
65|60|58|12|Never Gonna Be Alone|NICKELBACK|2009-11-21|96|58|16|20100206,,,,
66|70|66|6|Heartbreak Warfare|JOHN MAYER|2010-01-02|85|34|19|20100206,,,,
67|71|67|7|Halfway Gone|LIFEHOUSE|2009-12-26|99|50|20|20100206,,,,
68|77|68|5|Shots|LMFAO featuring LIL JON|2010-01-09|96|68|16|20100206,,,,
69|58|58|2|Soldier Of Love|SADE|2010-01-30|58|52|11|20100206,,,,
70|65|42|14|I Invented Sex|TREY SONGZ featuring DRAKE|2009-11-07|90|42|20|20100206,,,,
71|57|20|16|I Can Transform Ya|CHRIS BROWN featuring LIL WAYNE & SWIZZ BEATZ|2009-10-24|52|20|19|20100206,,,,
72|68|64|12|History In The Making|DARIUS RUCKER|2009-11-21|90|61|19|20100206,,,,
73|67|37|19|Uprising|MUSE|2009-10-03|37|37|19|20100206,,,,
74|61|52|17|I Wanna Make You Close Your Eyes|DIERKS BENTLEY|2009-10-17|91|52|20|20100206,,,,
75|56|18|4|Drop The World|LIL WAYNE featuring EMINEM|2010-01-16|18|18|20|20100206,,,,
76|75|72|12|Someday|ROB THOMAS|2009-11-21|93|59|22|20100206,,,,
77|73|65|5|Hillbilly Bone|BLAKE SHELTON featuring TRACE ADKINS|2010-01-09|65|40|20|20100206,,,,
78|80|78|4|American Saturday Night|BRAD PAISLEY|2010-01-16|89|67|12|20100206,,,,
79|62|42|13|Spotlight|GUCCI MANE featuring USHER|2009-11-14|93|42|16|20100206,,,,
80|NEW|80|1|Our Kind Of Love|LADY ANTEBELLUM|2010-02-06|80|80|1|20100206,,,,
81|NEW|81|1|Redemption Song|RIHANNA|2010-02-06|81|81|1|20100206,,,,
82|84|82|4|Temporary Home|CARRIE UNDERWOOD|2010-01-16|97|41|19|20100206,,,,
83|69|38|17|Consider Me Gone|REBA|2009-10-17|96|38|19|20100206,,,,
84|89|79|6|Sex Therapy|ROBIN THICKE|2010-01-02|79|54|19|20100206,,,,
85|87|85|4|That's How Country Boys Roll|BILLY CURRINGTON|2010-01-16|96|57|16|20100206,,,,
86|85|85|4|Cryin' For Me (Wayman's Song)|TOBY KEITH|2010-01-16|91|73|9|20100206,,,,
87|59|27|3|Your Love Is My Drug|KE$HA|2010-01-23|27|27|4|20100206,,,,
88|81|70|12|Eight Second Ride|JAKE OWEN|2009-11-21|95|70|13|20100206,,,,
89|91|84|8|1901|PHOENIX|2009-12-19|90|84|10|20100206,,,,
90|92|90|2|'Til Summer Comes Around|KEITH URBAN|2010-01-30|92|58|16|20100206,,,,
91|95|91|3|A Little More Country Than That|EASTON CORBIN|2010-01-23|100|42|20|20100206,,,,
92|99|92|2|Just Breath|PEARL JAM|2010-01-30|99|78|14|20100206,,,,
93|98|93|2|Highway 20 Ride|ZAC BROWN BAND|2010-01-30|98|40|20|20100206,,,,
94|96|31|15|Papers|USHER|2009-10-31|92|31|16|20100206,,,,
95|94|73|20|Break|THREE DAYS GRACE|2009-09-26|91|73|20|20100206,,,,
96|83|53|9|Crawl|CHRIS BROWN|2009-12-12|68|53|9|20100206,,,,
97|NEW|97|1|American Honey|LADY ANTEBELLUM|2010-02-06|97|97|1|20100206,,,,
98|76|28|13|Baby By Me|50 CENT featuring NE-YO|2009-11-14|31|28|13|20100206,,,,
99|79|29|11|Give It Up To Me|SHAKIRA featuring LIL WAYNE|2009-11-28|58|29|11|20100206,,,,
100|90|9|14|Russian Roulette|RIHANNA|2009-11-07|100|9|14|20100206,,,,
1|1|1|15|TiK ToK|KE$HA|2009-10-24|79|1|38|20100130,,,,
2|2|2|12|Bad Romance|LADY GAGA|2009-11-14|9|2|34|20100130,,,,
3|3|1|19|Empire State Of Mind|JAY-Z & ALICIA KEYS|2009-09-26|50|1|30|20100130,,,,
4|8|4|8|Bedrock|YOUNG MONEY featuring LLOYD|2009-12-12|36|2|25|20100130,,,,
5|4|2|22|Replay|IYAZ|2009-09-05|96|2|34|20100130,,,,
6|6|6|22|Sexy Bitch|DAVID GUETTA featuring AKON|2009-09-05|92|5|38|20100130,,,,
7|23|7|16|Hey, Soul Sister|TRAIN|2009-10-17|98|3|54|20100130,,,
8|9|8|9|Hard|RIHANNA featuring JEEZY|2009-12-05|80|8|20|20100130,,,,
9|5|1|22|Fireflies|OWL CITY|2009-09-05|97|1|31|20100130,,,,
10|14|10|6|How Low|LUDACRIS|2009-12-26|13|6|21|20100130,,,,
11|12|1|32|I Gotta Feeling|THE BLACK EYED PEAS|2009-06-27|2|1|56|20100130,,,,
12|7|7|2|Blah Blah Blah|KE$HA featuring 3OH!3|2010-01-23|7|7|20|20100130,,,,
13|13|10|11|Do You Remember|JAY SEAN featuring SEAN PAUL & LIL JON|2009-11-21|27|10|20|20100130,,,,
14|11|1|23|Whatcha Say|JASON DeRULO|2009-08-29|54|1|32|20100130,,,,
15|34|15|5|Imma Be|THE BLACK EYED PEAS|2010-01-02|93|1|25|20100130,,,,
16|10|1|29|Down|JAY SEAN featuring LIL WAYNE|2009-07-18|72|1|40|20100130,,,,
17|19|5|23|Need You Now|LADY ANTEBELLUM|2009-08-29|85|2|60|20100130,,,,
18|24|18|12|Two Is Better Than One|BOYS LIKE GIRLS featuring TAYLOR SWIFT|2009-11-14|79|18|20|20100130,,,,
19|28|19|10|Say Aah|TREY SONGZ|2009-11-28|81|9|29|20100130,,,,
20|31|20|8|Telephone|LADY GAGA featuring BEYONCE|2009-12-12|30|3|33|20100130,,,,
21|26|21|7|According To You|ORIANTHI|2009-12-19|67|17|21|20100130,,,,
22|16|2|38|You Belong With Me|TAYLOR SWIFT|2009-05-16|87|2|49|20100130,,,,
23|18|8|18|Forever|DRAKE featuring KANYE WEST, LIL WAYNE & EMINEM|2009-10-03|8|8|24|20100130,,,
24|15|1|15|3|BRITNEY SPEARS|2009-10-24|1|1|20|20100130,,,,
25|33|25|11|Live Like We're Dying|KRIS ALLEN|2009-11-21|92|18|28|20100130,,,,
26|17|2|23|Party In The U.S.A.|MILEY CYRUS|2009-08-29|2|2|28|20100130,,,,
27|22|6|21|Paparazzi|LADY GAGA|2009-09-12|74|6|27|20100130,,,,
28|25|13|24|Already Gone|KELLY CLARKSON|2009-08-22|89|13|30|20100130,,,,
29|36|29|4|Naturally|SELENA GOMEZ & THE SCENE|2010-01-09|39|29|21|20100130,,,,
30|21|7|18|Meet Me Halfway|THE BLACK EYED PEAS|2009-10-03|75|7|24|20100130,,,,
31|32|26|14|Tie Me Down|NEW BOYZ featuring RAY J|2009-10-31|97|22|26|20100130,,,,
32|41|31|7|Carry Out|TIMBALAND featuring JUSTIN TIMBERLAKE|2009-12-19|75|11|26|20100130,,,,
33|29|4|50|Use Somebody|KINGS OF LEON|2009-02-21|100|4|56|20100130,,,,
34|35|25|23|Evacuate The Dancefloor|CASCADA|2009-08-29|80|25|26|20100130,,,,
35|30|10|26|Sweet Dreams|BEYONCE|2009-08-08|97|10|29|20100130,,,,
36|37|23|18|Fifteen|TAYLOR SWIFT|2009-10-03|94|23|19|20100130,,,,
37|44|37|6|In My Head|JASON DERULO|2009-12-26|63|5|34|20100130,,,,
38|38|26|15|Money To Blow|BIRDMAN featuring LIL WAYNE & DRAKE|2009-10-24|100|26|20|20100130,,,,
39|40|35|13|Gangsta Luv|SNOOP DOGG featuring THE-DREAM|2009-11-07|57|35|19|20100130,,,,
40|52|40|15|Haven't Met You Yet|MICHAEL BUBLE|2009-10-24|90|24|43|20100130,,,,
41|46|41|11|The Truth|JASON ALDEAN|2009-11-21|91|40|20|20100130,,,,
42|39|12|29|Falling For You|COLBIE CAILLAT|2009-07-18|12|12|31|20100130,,,,
43|50|42|12|If You Only Knew|SHINEDOWN|2009-11-14|92|42|20|20100130,,,,
44|47|43|23|Smile|UNCLE KRACKER|2009-08-29|93|43|23|20100130,,,,
45|43|11|18|Cowboy Casanova|CARRIE UNDERWOOD|2009-10-03|96|11|20|20100130,,,,
46|49|27|9|Try Sleeping With A Broken Heart|ALICIA KEYS|2009-12-05|58|27|20|20100130,,,,
47|51|38|14|White Liar|MIRANDA LAMBERT|2009-10-31|98|38|20|20100130,,,,
48|56|48|7|Life After You|DAUGHTRY|2009-12-19|66|36|20|20100130,,,,
49|53|49|9|It Kills Me|MELANIE FIONA|2009-12-05|88|43|20|20100130,,,,
50|57|50|15|All The Right Moves|ONEREPUBLIC|2009-10-24|58|18|34|20100130,,,,
51|64|51|10|Why Don't We Just Dance|JOSH TURNER|2009-11-28|99|35|20|20100130,,,,
52|48|30|8|One Less Lonely Girl|JUSTIN BIEBER|2009-12-12|69|30|10|20100130,,,,
53|67|53|7|Shut It Down|PITBULL featuring AKON|2009-12-19|85|42|14|20100130,,,,
54|55|49|13|Southern Voice|TIM McGRAW|2009-11-07|61|49|18|20100130,,,,
55|65|55|5|Whataya Want From Me|ADAM LAMBERT|2010-01-02|72|10|30|20100130,,,,
56|20|18|3|Drop The World|LIL WAYNE featuring EMINEM|2010-01-16|18|18|20|20100130,,,,
57|45|20|15|I Can Transform Ya|CHRIS BROWN featuring LIL WAYNE & SWIZZ BEATZ|2009-10-24|52|20|19|20100130,,,,
58|NEW|58|1|Soldier Of Love|SADE|2010-01-30|58|52|11|20100130,,,,
59|27|27|2|Your Love Is My Drug|KE$HA|2010-01-23|27|27|4|20100130,,,,
60|66|58|11|Never Gonna Be Alone|NICKELBACK|2009-11-21|96|58|16|20100130,,,,
61|63|52|16|I Wanna Make You Close Your Eyes|DIERKS BENTLEY|2009-10-17|91|52|20|20100130,,,,
62|61|42|12|Spotlight|GUCCI MANE featuring USHER|2009-11-14|93|42|16|20100130,,,,
63|68|63|6|I Am|MARY J. BLIGE|2009-12-26|67|55|20|20100130,,,,
64|77|64|6|I Wanna Rock|SNOOP DOGG|2009-12-26|80|41|14|20100130,,,,
65|54|42|13|I Invented Sex|TREY SONGZ featuring DRAKE|2009-11-07|90|42|20|20100130,,,,
66|73|66|7|Breakeven|THE SCRIPT|2009-12-19|96|12|43|20100130,,,,
67|62|37|18|Uprising|MUSE|2009-10-03|37|37|19|20100130,,,,
68|70|64|11|History In The Making|DARIUS RUCKER|2009-11-21|90|61|19|20100130,,,,
69|59|38|16|Consider Me Gone|REBA|2009-10-17|96|38|19|20100130,,,,
70|74|70|5|Heartbreak Warfare|JOHN MAYER|2010-01-02|85|34|19|20100130,,,,
71|79|71|6|Halfway Gone|LIFEHOUSE|2009-12-26|99|50|20|20100130,,,,
72|NEW|72|1|Ready To Love Again|LADY ANTEBELLUM|2010-01-30|72|72|1|20100130,,,,
73|71|65|4|Hillbilly Bone|BLAKE SHELTON featuring TRACE ADKINS|2010-01-09|65|40|20|20100130,,,,
74|69|34|20|Do I|LUKE BRYAN|2009-09-19|86|34|20|20100130,,,,
75|78|72|11|Someday|ROB THOMAS|2009-11-21|93|59|22|20100130,,,,
76|60|28|12|Baby By Me|50 CENT featuring NE-YO|2009-11-14|31|28|13|20100130,,,,
77|83|77|4|Shots|LMFAO featuring LIL JON|2010-01-09|96|68|16|20100130,,,,
78|NEW|78|1|On To The Next One|JAY-Z + SWIZZ BEATZ|2010-01-30|78|37|14|20100130,,,,
79|58|29|10|Give It Up To Me|SHAKIRA featuring LIL WAYNE|2009-11-28|58|29|11|20100130,,,,
80|87|80|3|American Saturday Night|BRAD PAISLEY|2010-01-16|89|67|12|20100130,,,,
81|75|70|11|Eight Second Ride|JAKE OWEN|2009-11-21|95|70|13|20100130,,,,
82|94|82|2|Say Something|TIMBALAND featuring DRAKE|2010-01-23|94|23|20|20100130,,,,
83|72|53|8|Crawl|CHRIS BROWN|2009-12-12|68|53|9|20100130,,,,
84|89|84|3|Temporary Home|CARRIE UNDERWOOD|2010-01-16|97|41|19|20100130,,,,
85|88|85|3|Cryin' For Me (Wayman's Song)|TOBY KEITH|2010-01-16|91|73|9|20100130,,,,
86|NEW|86|1|Set The Fire To The Third Bar|SNOW PATROL featuring MARTHA WAINWRIGHT|2010-01-30|86|54|5|20100130,,,,
87|92|87|3|That's How Country Boys Roll|BILLY CURRINGTON|2010-01-16|96|57|16|20100130,,,,
88|NEW|88|1|When I Look At You|MILEY CYRUS|2010-01-30|88|88|1|20100130,,,,
89|86|79|5|Sex Therapy|ROBIN THICKE|2010-01-02|79|54|19|20100130,,,,
90|76|9|13|Russian Roulette|RIHANNA|2009-11-07|100|9|14|20100130,,,,
91|84|84|7|1901|PHOENIX|2009-12-19|90|84|10|20100130,,,,
92|NEW|92|1|'Til Summer Comes Around|KEITH URBAN|2010-01-30|92|58|16|20100130,,,,
93|80|40|20|I Will Not Bow|BREAKING BENJAMIN|2009-09-19|40|40|20|20100130,,,,
94|90|73|19|Break|THREE DAYS GRACE|2009-09-26|91|73|20|20100130,,,,
95|100|95|2|A Little More Country Than That|EASTON CORBIN|2010-01-23|100|42|20|20100130,,,,
96|81|31|14|Papers|USHER|2009-10-31|92|31|16|20100130,,,,
97|91|88|4|Hot Mess|COBRA STARSHIP|2010-01-09|88|88|4|20100130,,,,
98|NEW|98|1|Highway 20 Ride|ZAC BROWN BAND|2010-01-30|98|40|20|20100130,,,,
99|NEW|99|1|Just Breath|PEARL JAM|2010-01-30|99|78|14|20100130,,,,
100|NEW|100|1|Hey Daddy (Daddy's Home)|USHER featuring PLIES|2010-01-30|100|100|1|20100130,,,,
1|1|1|14|TiK ToK|KE$HA|2009-10-24|79|1|38|20100123,,,,
2|2|2|11|Bad Romance|LADY GAGA|2009-11-14|9|2|34|20100123,,,,
3|4|1|18|Empire State Of Mind|JAY-Z & ALICIA KEYS|2009-09-26|50|1|30|20100123,,,,
4|3|2|21|Replay|IYAZ|2009-09-05|96|2|34|20100123,,,,
5|5|1|21|Fireflies|OWL CITY|2009-09-05|97|1|31|20100123,,,,
6|6|6|21|Sexy Bitch|DAVID GUETTA featuring AKON|2009-09-05|92|5|38|20100123,,,,
7|NEW|7|1|Blah Blah Blah|KE$HA featuring 3OH!3|2010-01-23|7|7|20|20100123,,,,
8|12|8|7|Bedrock|YOUNG MONEY featuring LLOYD|2009-12-12|36|2|25|20100123,,,,
9|15|9|8|Hard|RIHANNA featuring JEEZY|2009-12-05|80|8|20|20100123,,,,
10|7|1|28|Down|JAY SEAN featuring LIL WAYNE|2009-07-18|72|1|40|20100123,,,,
