BBL,Street Number,Street Name,Borough,Zip,Benchmarking Submission,Entry Number,Site EUI,Weather Normalized Source EUI,Water per Square Foot,ENERGY STAR Score,GHG,Reported Building Square Footage,Reported Facility Type,Number of Buildings,Reported BINs
1008290036,236,   5 AVENUE         ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008290050,1164,BROADWAY            ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008290068,44,WEST   28 STREET,MANHATTAN,10001,Yes,562,98.9,262.60000000000002,,56,1256.3900000000001,141830,Office,1,1015707
1008300016,37,WEST   28 STREET,MANHATTAN,10001,Yes,1716,87.3,166.8,,77,390.96000000000004,55000,Office,1,1015722
1008300017,29,WEST   28 STREET    ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008300026,1182,BROADWAY,MANHATTAN,10001,Yes,1941,21.900000000000002,30.3,,100,125.68,75750,Office,1,1015725
1008300042,258,   5 AVENUE,MANHATTAN,10001,Yes,917,68.7,162.19999999999999,,79,353.61,66600,Office,1,1015732
1008300054,1186,BROADWAY,MANHATTAN,10001,Yes,2074,44.1,145.9,,N/A,766.02,185000,Multifamily Housing,1,1015739
1008300062,1195,BROADWAY,MANHATTAN,10001,Yes,738,70.5,146.4,,91,666.47,110000,Office,1,1015740
1008310010,39,WEST   29 STREET,MANHATTAN,10001,Yes,2174,73.400000000000006,136.30000000000001,,N/A,339.05,56931,Other,1,1015756
1008310030,3,WEST   29 STREET    ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008310042,276,   5 AVENUE,MANHATTAN,10001,Yes,426,72.099999999999994,150.5,,85,960.99,154466,Office,1,1015765
1008310048,8,WEST   30 STREET    ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008310059,1214,BROADWAY            ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008320001,856,AVENUE OF THE AMER,MANHATTAN,10001,Yes,2179,59.9,121.3,,90,1019.14,205997,Retail,5,1082273
1008320022,1218,BROADWAY,MANHATTAN,10001,Yes,1994,112.9,286.60000000000002,,31,770.66,77200,Office,1,1015778
1008320024,29,WEST   30 STREET,MANHATTAN,10001,Yes,457,66.8,152.9,,N/A,390.79,68764,Office,1,1015779
1008320034,7,WEST   30 STREET    ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008320049,4,WEST   31 STREET    ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008330006,1255,BROADWAY,MANHATTAN,10001,Yes,2298,45,72.900000000000006,,100,523.54999999999995,140000,Office,1,1015803
1008330011,1240,BROADWAY,MANHATTAN,10001,Yes,102,81.3,167.20000000000002,,92,5009.0600000000004,719481,Office,1,1015805
1008330018,39,WEST   31 STREET    ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008330024,25,WEST   31 STREET,MANHATTAN,10001,Yes,1595,55.6,125,18.7,87,309.29000000000002,65650,Office,1,1015809
1008330038,302,   5 AVENUE,MANHATTAN,10001,Yes,492,79.2,177.8,,82,534.75,77410,Office,1,1015816
1008330049,6,WEST   32 STREET,MANHATTAN,10001,Yes,1831,92.7,199.5,,16,570.29999999999995,83753,Hotel,1,1015824
1008330054,16,WEST   32 STREET    ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008330057,22,WEST   32 STREET    ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008330063,34,WEST   32 STREET    ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008330075,1265,BROADWAY,MANHATTAN,10001,Yes,1396,96.3,215.70000000000002,,N/A,446.69,62612,Other,1,1015833
1008340011,1260,BROADWAY            ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008340016,43,WEST   32 STREET,MANHATTAN,10001,Yes,1143,,,,N/A,,60000,Hotel,1,1015843
1008340019,39,WEST   32 STREET,MANHATTAN,10001,Yes,1336,96.9,160.19999999999999,,N/A,521.88,68000,Office,1,1015844
1008340022,29,WEST   32 STREET,MANHATTAN,10001,Yes,247,73.400000000000006,189.8,,85,1331.69,203096,Office,1,BIN# 1015846
1008340029,17,WEST   32 STREET,MANHATTAN,10001,Yes,1830,117.7,222.9,,14,709.7,75568,Hotel,1,1015849
1008340039,320,   5 AVENUE,MANHATTAN,10001,Yes,1045,83.600000000000009,220.1,,71,749.47,99932,Office,1,1015852
1008340048,326,   5 AVENUE,MANHATTAN,10001,Yes,1176,92.100000000000009,227,,N/A,1232.5,155827,Office,1,1015853
1008340049,4,WEST   33 STREET,MANHATTAN,10001,Yes,245,63.7,161.4,,92,2358.23,416226,Office,1,BIN# 1083631
1008340057,18,WEST   33 STREET,MANHATTAN,10001,Yes,627,69.099999999999994,228.20000000000002,,71,1042.73,161865,Office,2,1083633
1008340069,42,WEST   33 STREET,MANHATTAN,10001,Yes,1378,0,0,,N/A,68.989999999999995,0,Other,1,1015855
1008340080,1270,BROADWAY,MANHATTAN,10001,Yes,928,39.1,126.5,,93,453.7,123533,Office,1,1015858
1008350041,338,   5 AVENUE,MANHATTAN,10001,Yes,2232,82.7,198.20000000000002,,80,24947.47,2749931,Office,1,1015862
1008350056,22,WEST   34 STREET,MANHATTAN,10001,Yes,487,114.5,375.7,,N/A,730.69,68000,Retail,3,1083635;1083636;1083634
1008360001,1302,BROADWAY,MANHATTAN,10001,Yes,2075,40.5,125.8,,92,1404.55,374680,Office,1,1015867
1008360007,43,WEST   34 STREET,MANHATTAN,10001,Yes,490,37.1,123.9,,N/A,358.90000000000003,103000,Office,1,1015868
1008360010,31,WEST   34 STREET,MANHATTAN,10001,Yes,774,41.7,118.9,,95,1132.29,300064,Office,1,1083638  ;1083639  ;1083640
1008360020,17,WEST   34 STREET,MANHATTAN,10001,Yes,535,,,,N/A,,157000,Office,1,
1008360026,7,WEST   34 STREET,MANHATTAN,10001,Yes,512,35.299999999999997,117.9,,94,1465.83,442165,Office,1,1082920
1008360033,1,WEST   34 STREET,MANHATTAN,10001,Yes,1543,77.7,193.70000000000002,19.23,70,425.64,63380,Office,1,1015876
1008360035,358,   5 AVENUE,MANHATTAN,10001,Yes,1419,94,256,,83,825.65,99384,Office,1,1015877
1008360035,358,   5 AVENUE,MANHATTAN,10001,Yes,1420,60.2,145.4,,81,256.06,49251,Office,1,1015877
1008360043,366,   5 AVENUE,MANHATTAN,10001,Yes,775,,,,N/A,,,Office,1,1015878
1008360065,40,WEST   35 STREET    ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008370001,960,AVENUE OF THE AMER  ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008370006,63,WEST   35 STREET    ,MANHATTAN,10001,No DOF Record as of 08/01/12,,,,,,,,,,
1008370015,43,WEST   35 STREET,MANHATTAN,10001,Yes,692,145.30000000000001,271.7,98.28,35,991.26,100000,Hotel,1,
1008370020,35,WEST   35 STREET,MANHATTAN,10001,Yes,1642,91.7,199.1,0,63,541.29999999999995,73400,Office,1,1015890
1008370023,29,WEST   35 STREET,MANHATTAN,10001,Yes,2424,,,1.61,N/A,,71180,Office,1,1015891
1008370030,9,WEST   35 STREET,MANHATTAN,10001,Yes,1626,0,0,,N/A,73.19,0,Other,1,1015896
1008370036,3,WEST   35 STREET,MANHATTAN,10001,Yes,1414,87,210.4,,65,658.27,87800,Office,1,1015897
1008370048,386,   5 AVENUE,MANHATTAN,10018,Yes,1239,71.900000000000006,181.9,,76,832.83,133546,Office,1,1015900
1008370056,16,WEST   36 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008370058,20,WEST   36 STREET,MANHATTAN,10018,Yes,1861,65.900000000000006,220.20000000000002,,49,402.29,65000,Office,1,1015903
1008370062,28,WEST   36 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008370074,52,WEST   36 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008380008,63,WEST   36 STREET,MANHATTAN,10018,Yes,1220,59.800000000000004,122.7,,85,270.56,63935,Office,1,1015920
1008380012,53,WEST   36 STREET,MANHATTAN,10018,Yes,1219,55.7,117.8,,94,364.91,78426,Office,1,1015922
1008380015,43,WEST   36 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008380021,35,WEST   36 STREET,MANHATTAN,10018,Yes,1218,49.9,107.60000000000001,,92,286.56,79832,Office,1,1015925
1008380024,29,WEST   36 STREET,MANHATTAN,10018,Yes,365,,,,N/A,,,Office,1,1015926
1008380030,19,WEST   36 STREET,MANHATTAN,10018,Yes,1006,76.8,139.9,,79,432.92,70800,Office,1,1015929
1008380032,15,WEST   36 STREET,MANHATTAN,10018,Yes,341,53.7,105.5,,90,377.41,82255,Office,1,1015930
1008380036,7,WEST   36 STREET,MANHATTAN,10018,Yes,2147,93.7,168.5,,77,515.78,65242,Office,1,1015933
1008380048,402,   5 AVENUE         ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008380058,12,WEST   37 STREET,MANHATTAN,10018,Yes,408,66.3,152.80000000000001,,71,330.71,58909,Office,1,1015942
1008380062,20,WEST   37 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008380072,40,WEST   37 STREET,MANHATTAN,10018,Yes,758,68.2,126.10000000000001,7.36,88,323.06,58581,Office,1,Unique Building Identifier: 1015951
1008380076,48,WEST   37 STREET,MANHATTAN,10018,Yes,249,68.099999999999994,165.5,,90,973.35,161519,Office,1,BIN# 1015952
1008390009,49,WEST   37 STREET,MANHATTAN,10018,Yes,861,76.5,193,,75,1006.75,147943,Office,1,1015958
1008390016,39,WEST   37 STREET,MANHATTAN,10018,Yes,338,66.900000000000006,167.5,,87,573,98456,Office,1,1015961
1008390019,35,WEST   37 STREET,MANHATTAN,10018,Yes,1854,65.900000000000006,220.20000000000002,,39,326.14999999999998,52698,Office,1,1015962
1008390021,33,WEST   37 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008390029,13,WEST   37 STREET,MANHATTAN,10018,Yes,719,115.5,223.5,,N/A,1077.07,109460,Office,1,1015967
1008390034,5,WEST   37 STREET,MANHATTAN,10018,Yes,1156,82.100000000000009,207.70000000000002,,65,630.23,96000,Office,1,1080734
1008390037,1,WEST   37 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008390055,8,WEST   38 STREET,MANHATTAN,10018,Yes,1889,65.900000000000006,220.20000000000002,,60,693.92,112120,Office,2,1075696
1008390060,22,WEST   38 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008390070,42,WEST   38 STREET,MANHATTAN,10018,Yes,1982,85.9,213.1,,75,493.96000000000004,66577,Office,1,BIN#: 1015981
1008390073,48,WEST   38 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008400006,63,WEST   38 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008400013,49,WEST   38 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008400023,29,WEST   38 STREET,MANHATTAN,10018,Yes,388,100.3,278.89999999999998,13.39,42,1366.45,151040,Office,1,1015997
1008400028,21,WEST   38 STREET,MANHATTAN,10018,Yes,1048,97.100000000000009,182.3,,65,483.14,65240,Office,1,1016000
1008400031,15,WEST   38 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008400042,424,   5 AVENUE,MANHATTAN,10018,Yes,2202,60.800000000000004,196.8,,77,3397.2200000000003,600000,Retail,2,1016004
1008400058,16,WEST   39 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008400066,32,WEST   39 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008400071,42,WEST   39 STREET,MANHATTAN,10018,Yes,225,75,172.8,,91,1105.8499999999999,168103,Office,1,BIN# 1016014
1008410001,1040,AVENUE OF THE AMER,MANHATTAN,10018,Yes,353,79.2,203.70000000000002,,73,1490.76,211900,Office,1,1016034
1008410008,51,WEST   39 STREET,MANHATTAN,10018,Yes,685,72.8,196.70000000000002,0.26,73,746.56000000000006,114421,Office,1,1016035
1008410018,35,WEST   39 STREET,MANHATTAN,10018,Yes,459,27.900000000000002,91.7,,97,133.71,51000,Office,1,1016040
1008410020,25,WEST   39 STREET,MANHATTAN,10018,Yes,652,92.600000000000009,232.6,,66,1526.71,187472,Office,1,1016041
1008410027,15,WEST   39 STREET,MANHATTAN,10018,Yes,1542,20981.5,27311.7,,1,141619.72,85490,Office,1,
1008410031,1,WEST   39 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008410049,452,   5 AVENUE,MANHATTAN,10018,Yes,251,137.5,416.2,,N/A,9937.24,788768,Office,2,
1008410054,8,WEST   40 STREET,MANHATTAN,10018,Yes,121,112.8,236.8,0.29,70,1152.73,120260,Office,1,1016048
1008410063,24,WEST   40 STREET,MANHATTAN,10018,Yes,508,90.600000000000009,218.3,,N/A,624.95000000000005,80112,Office,1,1016053
1008410071,38,WEST   40 STREET,MANHATTAN,10018,Yes,359,136.30000000000001,314.60000000000002,,21,1446.96,140000,Hotel,1,BIN # 1080745
1008410075,46,WEST   40 STREET,MANHATTAN,10018,Yes,2443,100.9,254.70000000000002,,56,460.59000000000003,51900,Office,1,1080744
1008410081,58,WEST   40 STREET,MANHATTAN,10018,Yes,166,104.3,217.9,,74,984.04,109488,Office,1,1016058
1008410085,66,WEST   40 STREET,MANHATTAN,10018,Yes,2242,93.7,200.20000000000002,,80,611.29999999999995,75458,Office,1,1016059
1008410089,1054,AVENUE OF THE AMER  ,MANHATTAN,10018,No DOF Record as of 08/01/12,,,,,,,,,,
1008420021,1,UNION SQUARE WEST,MANHATTAN,10003,Yes,1426,110.5,276.60000000000002,,N/A,447.84000000000003,51284,Multifamily Housing,1,1016063
1008420023,5,UNION SQUARE,MANHATTAN,10003,Yes,478,79.400000000000006,221.6,,76,837.54,116274,Office,1,1016064
1008420042,71,   5 AVENUE,MANHATTAN,10003,Yes,862,89.5,234.70000000000002,,59,1110.74,138727,Office,1,1016068
1008430020,17,UNION SQUARE,MANHATTAN,10003,Yes,362,89.2,237.3,0,57,778.48,97697,Office,1,1016074
1008430022,21,UNION SQUARE,MANHATTAN,10003,Yes,821,63.2,134.69999999999999,,73,304.93,65998,Residence Hall/Dormitory,1,1087303
1008430022,21,UNION SQUARE,MANHATTAN,10003,Yes,822,,,,N/A,,84245,Residence Hall/Dormitory,1,1087304
1008430022,21,UNION SQUARE,MANHATTAN,10003,Yes,823,96.2,186.3,,49,432.19,65597,Residence Hall/Dormitory,1,1078700
1008430045,79,   5 AVENUE,MANHATTAN,10003,Yes,296,107.60000000000001,277.39999999999998,,N/A,2340.52,271596,Education,1,1016079
1008440001,85,   5 AVENUE,MANHATTAN,10003,Yes,1813,,,,N/A,,108445,Office,1,1016080
1008440003,87,   5 AVENUE,MANHATTAN,10003,Yes,704,93.9,248.70000000000002,22.12,64,517.44000000000005,62700,Office,1,1016081
1008440026,41,UNION SQUARE,MANHATTAN,10003,Yes,1046,132.6,293.5,,65,888.45,76934,Office,2,1016089
1008440042,91,   5 AVENUE,MANHATTAN,10003,Yes,1429,73.3,234.1,,N/A,357.37,53058,Other,1,1016095
1008460002,101,   5 AVENUE,MANHATTAN,10003,Yes,2613,3.9,13,,100,26.35,71985,Office,1,
1008460026,860,BROADWAY,MANHATTAN,10003,Yes,1624,,,,26,,,Office,1,1016128
1008460030,33,EAST   17 STREET,MANHATTAN,10003,Yes,1913,112.7,350.7,,42,1208.3699999999999,119512,Office,1,1016130
1008460033,200,PARK AVENUE SOUTH,MANHATTAN,10003,Yes,371,78,207.20000000000002,,71,2019.93,288125,Office,1,1016131
1008460060,867,BROADWAY            ,MANHATTAN,10003,No DOF Record as of 08/01/12,,,,,,,,,,
1008470001,109,   5 AVENUE,MANHATTAN,10003,Yes,400,97.100000000000009,276.39999999999998,,55,2127.2800000000002,241322,Office,1,1016145
1008470016,873,BROADWAY,MANHATTAN,10003,Yes,555,118.7,234.20000000000002,,N/A,913.59,94418,Other,3,1080750
1008470027,33,EAST   18 STREET    ,MANHATTAN,10003,No DOF Record as of 08/01/12,,,,,,,,,,
1008470029,37,EAST   18 STREET,MANHATTAN,10003,Yes,1356,99.3,178.70000000000002,0,N/A,666.68000000000006,79622,Storage/Shipping/Non-Refrigerated Warehouse,1,1016148
1008470040,230,PARK AVENUE SOUTH,MANHATTAN,10003,Yes,192,64.900000000000006,184.4,12.81,74,2003.57,343611,Office,1,1016152
1008470062,881,BROADWAY,MANHATTAN,10003,Yes,401,110.60000000000001,283.39999999999998,,48,2679.09,285120,Office,3,1080756
1008480001,119,   5 AVENUE,MANHATTAN,10003,Yes,1993,100,259.2,,40,637.83000000000004,71550,Office,1,1016155
1008480015,895,BROADWAY            ,MANHATTAN,10003,No DOF Record as of 08/01/12,,,,,,,,,,
1008480043,242,PARK AVENUE SOUTH,MANHATTAN,10003,Yes,1108,88.7,178.70000000000002,,82,1042.81,164525,Office,1,1016176
1008480061,894,BROADWAY,MANHATTAN,10003,Yes,2200,50.4,84,,99,442.61,110635,Office,1,1016184
1008490016,902,BROADWAY,MANHATTAN,10010,Yes,1853,19.899999999999999,28.7,,100,527.41,342429,Office,1,1016201
1008490031,45,EAST   20 STREET    ,MANHATTAN,10003,No DOF Record as of 08/01/12,,,,,,,,,,
1008490063,912,BROADWAY,MANHATTAN,10010,Yes,957,,,,38,,,Office,1,
1008490070,915,BROADWAY,MANHATTAN,10010,Yes,386,77,183.70000000000002,17.47,78,1501.97,221831,Office,1,1016226
1008500001,149,   5 AVENUE,MANHATTAN,10010,Yes,511,,,,51,,,Office,1,
1008500012,928,BROADWAY,MANHATTAN,10010,Yes,1983,116.8,245.6,,49,641.53,76750,Office,1,1016242
1008500025,33,EAST   21 STREET,MANHATTAN,10010,Yes,1984,,,,99,,98900,Office,2,1080768
1008500028,41,EAST   21 STREET,MANHATTAN,10010,Yes,1545,883,1941.4,,N/A,175.52,2700,Other,1,1016250;1802179;1802178
1008500075,159,   5 AVENUE         ,MANHATTAN,10010,No DOF Record as of 08/01/12,,,,,,,,,,
1008510001,171,   5 AVENUE,MANHATTAN,10010,Yes,2106,102.2,231,,76,1717.82,193000,Office,1,1016278
1008510035,286,PARK AVENUE SOUTH,MANHATTAN,10010,Yes,236,73.900000000000006,167.1,,88,1190.43,184600,Office,1,BIN# 1016286
1008510041,304,PARK AVENUE SOUTH,MANHATTAN,10010,Yes,336,77.3,199.6,,68,1466.93,212479,Office,1,1016287
1008530002,1,MADISON AVENUE,MANHATTAN,10010,Yes,30,91.3,215.8,14.88,94,9335.0499999999993,1176911,Office,1,
1008550024,354,PARK AVENUE SOUTH,MANHATTAN,10010,Yes,526,85.7,172.4,,89,2580.0100000000002,366099,Office,1,1016748
1008550037,35,MADISON AVENUE,MANHATTAN,10010,Yes,43,143,284.5,20.55,45,6327.17,527815,Office,1,1016749
1008560009,11,EAST   26 STREET,MANHATTAN,10010,Yes,2261,57,143,,94,1285.53,253623,Office,1,BIN# 1016876
1008560011,15,EAST   26 STREET,MANHATTAN,10010,Yes,2635,156,367.7,,N/A,1912.83,140026,Multifamily Housing,1,
1008560024,380,PARK AVENUE SOUTH,MANHATTAN,10010,Yes,10,103.5,247.3,26.77,78,13614.76,1524197,Office,1,1016880
1008570007,7,EAST   27 STREET    ,MANHATTAN,10016,No DOF Record as of 08/01/12,,,,,,,,,,
1008570024,63,MADISON AVENUE,MANHATTAN,10016,Yes,322,128.80000000000001,272.7,,52,8651.01,786069,Office,1,1016889
1008570038,386,PARK AVENUE SOUTH,MANHATTAN,10016,Yes,395,64,136.1,,85,1433.1100000000001,260133,Office,1,1016890
1008570062,72,MADISON AVENUE,MANHATTAN,10016,Yes,2032,53.9,85.5,,98,234.18,60000,Office,1,1016892
1008570075,4,EAST   28 STREET,MANHATTAN,10016,Yes,558,170,233.3,,43,,68289,Hotel,1,1016895
1008580006,3,EAST   28 STREET,MANHATTAN,10016,Yes,223,73.099999999999994,159.30000000000001,,85,317.36,51844,Office,1,1016898
1008580017,86,MADISON AVENUE,MANHATTAN,10016,Yes,1300,142.69999999999999,351.90000000000003,,24,2066.8200000000002,185785,Hotel,1,1080773
1008580022,79,MADISON AVENUE,MANHATTAN,10016,Yes,737,88.9,253.20000000000002,,57,2070.75,256497,Office,1,1016900
1008580036,404,PARK AVENUE SOUTH   ,MANHATTAN,10016,No DOF Record as of 08/01/12,,,,,,,,,,
1008580045,420,PARK AVENUE SOUTH,MANHATTAN,10016,Yes,1758,94,181.3,65.6,57,1295.55,200000,Hotel,1,1088542
1008580045,420,PARK AVENUE SOUTH,MANHATTAN,10016,Yes,1922,203,347.5,67.37,6,2633.7400000000002,200000,Hotel,1,1088542
1008580049,38,EAST   29 STREET,MANHATTAN,10016,Yes,2312,,,16.52,N/A,,60000,Office,1,
1008580058,89,MADISON AVENUE,MANHATTAN,10016,Yes,934,71,115.10000000000001,,91,982,166605,Office,1,1016920
1008580078,259,   5 AVENUE,MANHATTAN,10016,Yes,1031,35.200000000000003,115.4,,96,1464.94,448543,Office,1,1016921
1008590001,267,   5 AVENUE         ,MANHATTAN,10016,No DOF Record as of 08/01/12,,,,,,,,,,
1008590015,102,MADISON AVENUE,MANHATTAN,10016,Yes,1541,81,187.4,,N/A,852.31000000000006,120000,Office,1,1016928
1008590024,99,MADISON AVENUE,MANHATTAN,10016,Yes,574,44.2,147.5,,87,511.36,123350,Office,1,2667339
1008590039,424,PARK AVENUE SOUTH,MANHATTAN,10016,Yes,859,86.4,219.70000000000002,,64,1025.27,133123,Office,1,1016934
1008590048,434,PARK AVENUE SOUTH,MANHATTAN,10016,Yes,860,35,40.700000000000003,,100,428.92,152709,Office,1,1016935
1008590052,44,EAST   30 STREET,MANHATTAN,10016,Yes,875,93.2,200.4,,67,639.76,79438,Office,1,1016936
1008590064,105,MADISON AVENUE,MANHATTAN,10016,Yes,455,62.1,207.3,,70,977.29,167670,Office,1,1016939
1008590072,112,MADISON AVENUE,MANHATTAN,10016,Yes,854,110.10000000000001,224.70000000000002,,59,878.03,92988,Office,1,1016941
1008600001,285,   5 AVENUE,MANHATTAN,10016,Yes,413,,,,92,,585587,Office,1,1016951
1008600045,450,PARK AVENUE SOUTH,MANHATTAN,10016,Yes,2043,306.2,883.80000000000007,,1,774.98,28000,Office,2,1087183;1016967
1008600049,36,EAST   31 STREET,MANHATTAN,10016,Yes,2594,65.900000000000006,220.20000000000002,,N/A,994.49,160686,Other,1,1016969
1008600055,32,EAST   31 STREET    ,MANHATTAN,10016,No DOF Record as of 08/01/12,,,,,,,,,,
1008600061,129,MADISON AVENUE      ,MANHATTAN,10016,No DOF Record as of 08/01/12,,,,,,,,,,
1008600074,12,EAST   31 STREET,MANHATTAN,10016,Yes,557,125.60000000000001,254,,43,566.41,63967,Hotel,1,1016980
1008610001,303,   5 AVENUE,MANHATTAN,10016,Yes,2035,64.099999999999994,141.5,,87,764.51,160454,Office,1,1016981
1008610003,307,   5 AVENUE         ,MANHATTAN,10016,No DOF Record as of 08/01/12,,,,,,,,,,
1008610015,134,MADISON AVENUE,MANHATTAN,10016,Yes,448,70.2,186.20000000000002,,71,1714.15,272000,Office,2,1080785
1008610022,135,MADISON AVENUE,MANHATTAN,10016,Yes,1865,65.900000000000006,220.20000000000002,,68,1114.1500000000001,180019,Office,1,1016988
1008610044,462,PARK AVENUE SOUTH,MANHATTAN,10016,Yes,31,54.7,173.9,12.78,86,1453.94,292061,Office,2,
1008610047,44,EAST   32 STREET,MANHATTAN,10016,Yes,450,63.2,105.10000000000001,,91,370.44,70200,Office,1,1016993
1008610049,38,EAST   32 STREET    ,MANHATTAN,10016,No DOF Record as of 08/01/12,,,,,,,,,,
1008610057,147,MADISON AVENUE,MANHATTAN,10016,Yes,374,80.3,191.1,,74,869.59,122750,Office,1,1016997
1008610064,148,MADISON AVENUE,MANHATTAN,10016,Yes,423,61.9,151.4,,76,392,71871,Office,1,1017000
1008610072,6,EAST   32 STREET,MANHATTAN,10016,Yes,1310,102,225.70000000000002,,59,1241.23,152135,Office,1,1017003
1008610075,315,   5 AVENUE,MANHATTAN,10016,Yes,980,118.9,255.5,,39,568.48,56000,Office,1,1017004
1008620013,15,EAST   32 STREET,MANHATTAN,10016,Yes,1620,86.3,182.6,0,78,421.5,62156,Office,1,1017011
1008620016,152,MADISON AVENUE      ,MANHATTAN,10016,No DOF Record as of 08/01/12,,,,,,,,,,
1008620026,31,EAST   32 STREET,MANHATTAN,10016,Yes,593,61.7,168.1,,69,306.76,60000,Office,1,2669761
1008620029,2,PARK AVENUE,MANHATTAN,10016,Yes,82,73.400000000000006,202.1,22.9,81,6038.01,916666,Office,1,1017019
1008620045,30,EAST   33 STREET,MANHATTAN,10016,Yes,857,84.7,205.3,,66,719.56000000000006,96132,Office,1,1017020
1008630004,341,   5 AVENUE,MANHATTAN,10016,Yes,1504,103.5,248.9,,80,962.67000000000007,107637,Office,1,1017075
1008630006,1,EAST   33 STREET,MANHATTAN,10016,Yes,1849,65.900000000000006,220.20000000000002,,70,791.37,127866,Office,1,1017076
1008630013,15,EAST   33 STREET,MANHATTAN,10016,Yes,844,68,190.8,,84,1995.97,325494,Office,1,1017077
1008630027,169,MADISON AVENUE,MANHATTAN,10016,Yes,449,,,,90,,,Office,1,1017082
1008630029,33,EAST   33 STREET,MANHATTAN,10016,Yes,870,53.5,135.4,,92,564.87,132702,Office,1,1017083
1008630053,48,EAST   34 STREET,MANHATTAN,10016,Yes,750,70.2,126.3,,79,509.08,87550,Residence Hall/Dormitory,1,1017088
1008630060,181,MADISON AVENUE,MANHATTAN,10016,Yes,549,68.599999999999994,229.1,,47,1673.47,259819,Office,1,1017089
1008630067,178,MADISON AVENUE      ,MANHATTAN,10016,No DOF Record as of 08/01/12,,,,,,,,,,
1008640025,185,MADISON AVENUE,MANHATTAN,10016,Yes,1168,78,191.5,,71,628.63,91800,Office,1,1017098
1008650014,200,MADISON AVENUE,MANHATTAN,10016,Yes,231,89.3,244,,70,5267.33,659245,Office,1,1017122
1008650071,385,   5 AVENUE,MANHATTAN,10016,Yes,1165,75.8,164.9,,N/A,647.28,98000,Office,1,1017134
1008660001,389,   5 AVENUE,MANHATTAN,10016,Yes,488,98.100000000000009,218.8,,75,1022.5400000000001,120000,Office,1,1017175
1008660042,48,PARK AVENUE         ,MANHATTAN,10016,No DOF Record as of 08/01/12,,,,,,,,,,
1008660058,229,MADISON AVENUE,MANHATTAN,10016,Yes,930,165,381.8,,N/A,2142.56,150701,Entertainment/Culture,1,1017186
1008660076,397,   5 AVENUE,MANHATTAN,10016,Yes,726,93.100000000000009,257,,54,1362.88,162494,Office,1,1017190
1008670001,411,   5 AVENUE,MANHATTAN,10016,Yes,253,66.8,168.6,,89,712.4,120000,Office,1,BIN# 1017191
1008670009,9,EAST   37 STREET,MANHATTAN,10016,Yes,384,86.4,207.8,14.42,55,468.83,63300,Office,1,1017192
1008670015,232,MADISON AVENUE,MANHATTAN,10016,Yes,409,65.2,157.30000000000001,,86,736.83,129712,Office,1,1017194
1008670018,240,MADISON AVENUE      ,MANHATTAN,10016,No DOF Record as of 08/01/12,,,,,,,,,,
1008670042,64,PARK AVENUE,MANHATTAN,10016,Yes,604,86585,102847.90000000001,,1,719382.26,105231,Hotel,1,
1008670055,241,MADISON AVENUE      ,MANHATTAN,10016,No DOF Record as of 08/01/12,,,,,,,,,,
