"attributes.Accepts.Credit.Cards","attributes.Alcohol","attributes.Ambience.casual","attributes.Ambience.classy","attributes.Ambience.divey","attributes.Ambience.hipster","attributes.Ambience.intimate","attributes.Ambience.romantic","attributes.Ambience.touristy","attributes.Ambience.trendy","attributes.Ambience.upscale","attributes.Attire","attributes.Caters","attributes.Delivery","attributes.Drive.Thru","attributes.Good.For.Groups","attributes.Good.For.breakfast","attributes.Good.For.brunch","attributes.Good.For.dessert","attributes.Good.For.dinner","attributes.Good.For.latenight","attributes.Good.For.lunch","attributes.Good.for.Kids","attributes.Has.TV","attributes.Noise.Level","attributes.Outdoor.Seating","attributes.Parking.garage","attributes.Parking.lot","attributes.Parking.street","attributes.Parking.valet","attributes.Parking.validated","attributes.Price.Range","attributes.Take.out","attributes.Takes.Reservations","attributes.Waiter.Service","business_id","categories.0","categories.1","city","full_address","hours.Friday.close","hours.Friday.open","hours.Monday.close","hours.Monday.open","hours.Thursday.close","hours.Thursday.open","hours.Tuesday.close","hours.Tuesday.open","hours.Wednesday.close","hours.Wednesday.open","latitude","longitude","name","neighborhoods","open","review_count","stars","state","type","attributes.Happy.Hour","hours","attributes","categories.2","categories.3","categories.4","categories.5","hours.Saturday.close","hours.Saturday.open","hours.Sunday.close","hours.Sunday.open","attributes.Coat.Check","attributes.Good.For.Dancing","attributes.Music.dj","attributes.Smoking","attributes.Wi.Fi","neighborhoods.0","attributes.Wheelchair.Accessible","attributes.Dogs.Allowed","attributes.BYOB","attributes.BYOB.1Corkage","attributes.Corkage","attributes.Order.at.Counter","attributes.Music.background_music","attributes.Music.jukebox","attributes.Music.karaoke","attributes.Music.live","attributes.Music.video","categories","attributes.By.Appointment.Only","categories.6","attributes.Open.24.Hours","attributes.Music","neighborhoods.1","attributes.Hair.Types.Specialized.In.africanamerican","attributes.Hair.Types.Specialized.In.asian","attributes.Hair.Types.Specialized.In.coloring","attributes.Hair.Types.Specialized.In.curly","attributes.Hair.Types.Specialized.In.extensions","attributes.Hair.Types.Specialized.In.kids","attributes.Hair.Types.Specialized.In.perms","attributes.Hair.Types.Specialized.In.straightperms","attributes.Accepts.Insurance","categories.7","attributes.Ages.Allowed","attributes.Dietary.Restrictions.dairy.free","attributes.Dietary.Restrictions.gluten.free","attributes.Dietary.Restrictions.halal","attributes.Dietary.Restrictions.kosher","attributes.Dietary.Restrictions.soy.free","attributes.Dietary.Restrictions.vegan","attributes.Dietary.Restrictions.vegetarian","categories.8","neighborhoods.2","attributes.Parking","categories.9","attributes.Ambience"
TRUE,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"average",NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"UGGQ7pYoliseurXY1j1wdw","Sandwiches","Restaurants","Phoenix","3890 West Happy Valley Road
Suite 160
Phoenix, AZ 85083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7139169,-112.1429492,"Blimpie",NA,TRUE,6,2.5,"AZ","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"O1TYO5fjsdBrRWascbR2QQ","Hot Dogs","Restaurants","Phoenix","4022 E Broadway Rd
Ste 101
Phoenix, AZ 85040","17:00","09:00","17:00","09:00","17:00","09:00","17:00","09:00","17:00","09:00",33.4080264,-111.9933855,"Jimmy's Hot Dogs",NA,TRUE,67,4.5,"AZ","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"quiet",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"t4aP7ksa716XY6S4EsWFqw","Hot Dogs","Restaurants","Phoenix","3538 E Indian School Rd
Phoenix, AZ 85018","20:00","11:00","20:00","11:00","20:00","11:00","20:00","11:00","20:00","11:00",33.4954475,-112.0050862,"Maui Dog",NA,FALSE,100,4.5,"AZ","business",NA,NA,NA,NA,NA,NA,NA,"20:00","11:00",NA,NA,NA,NA,NA,NA,"free",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,"fI47JKlBBwtqOgiZZb4hdQ","American (New)","Restaurants","Phoenix","711 E Carefree Hwy
Phoenix, AZ 85085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7977104,-112.0636901,"Peaks & Valleys Restaurant",NA,TRUE,44,3.5,"AZ","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"casual",NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,"nENrnY-3ILrH9yPXV4tqmg","American (New)","Restaurants","Phoenix","3433 N 56th St
Phoenix, AZ 85018","22:00","15:00",NA,NA,"22:00","15:00","22:00","15:00","22:00","15:00",33.487645,-111.9608332,"Vatra",NA,FALSE,21,3.5,"AZ","business",NA,NA,NA,NA,NA,NA,NA,"22:00","15:00","22:00","15:00",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"_ISHH8x8Qe6IoVTQWegbpQ","Pizza","Restaurants","Phoenix","Phoenix Sky Harbor Airport
Terminal 2
Phoenix, AZ 85034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.436309,-112.012022,"Round Table Pizza",NA,FALSE,5,2,"AZ","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"WAqACt7FfSFcJs-gqysIlQ","Burgers","Fast Food","Phoenix","9585 W Camelback Rd
Phoenix, AZ 85037","01:30","10:30","01:00","10:30","01:00","10:30","01:00","10:30","01:00","10:30",33.5080448570217,-112.26645944418,"In-N-Out Burger",NA,TRUE,40,4,"AZ","business",NA,NA,NA,"Restaurants",NA,NA,NA,"01:30","10:30","01:00","10:30",NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"average",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,"3oLy0rlzRI_xiqfQHqC4_g","Burgers","Breakfast & Brunch","Phoenix","4623 E Elliott Rd
Phoenix, AZ 85044","20:00","07:00","14:00","07:00","14:00","07:00","14:00","07:00","14:00","07:00",33.3483620083825,-111.983885813508,"Biscuits",NA,TRUE,166,3.5,"AZ","business",NA,NA,NA,"American (Traditional)","Restaurants",NA,NA,"14:00","07:00","14:00","07:00",NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"loud",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,"Y9D61SRDiTAYJeaVbqvbFg","Burgers","American (Traditional)","Phoenix","21001 N Tatum Blvd
Ste 96
Phoenix, AZ 85050","01:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00","00:00","11:00",33.677102,-111.975283,"Wolfley's Neighborhood Grill",NA,FALSE,189,3.5,"AZ","business",NA,NA,NA,"Chicken Wings","Restaurants",NA,NA,"01:00","11:00","23:00","11:00",NA,NA,NA,NA,"free",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"average",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,TRUE,TRUE,TRUE,"neEGFNmmKibjExB4_215ZA","Pizza","American (New)","Phoenix","The Arizona Ctr
455 N 3rd St
Phoenix, AZ 85004","22:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00",33.4432726,-112.0698979,"Brick",NA,FALSE,163,3,"AZ","business",NA,NA,NA,"Restaurants",NA,NA,NA,"22:00","11:00","21:00","11:00",NA,NA,NA,NA,"free",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"loud",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,"qVN-P0aov4z5oknS12Cq1g","Burgers","Fast Food","Phoenix","50 W Jefferson St
Ste 180
Phoenix, AZ 85003","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00",33.4474533,-112.0745574,"Five Guys Burgers and Fries",NA,TRUE,94,3,"AZ","business",NA,NA,NA,"Restaurants",NA,NA,NA,"22:00","11:00","22:00","11:00",NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"casual",NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"P9z62hMP-QAGQt406dylpA","Hot Dogs","Mexican","Phoenix","4001 E Bell Rd
Ste 102
Phoenix, AZ 85032","20:00","11:00","20:00","11:00","20:00","11:00","20:00","11:00","20:00","11:00",33.640408,-111.995167,"Two Hippies Beach House - Bell Road",NA,FALSE,12,3.5,"AZ","business",NA,NA,NA,"Gluten-Free","Restaurants",NA,NA,"20:00","11:00","17:00","11:00",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,"7LGjM8HKJTwqfYU3C7N_0w","American (Traditional)","Sandwiches","Phoenix","Pointe Hilton Squaw Peak Resort
7677 N 16th St
Phoenix, AZ 85020","22:00","07:00","22:00","07:00","22:00","07:00","22:00","07:00","22:00","07:00",33.5478106,-112.0467571,"Rico's American Grill",NA,TRUE,95,3,"AZ","business",NA,NA,NA,"Salad","Restaurants",NA,NA,"22:00","07:00","22:00","07:00",NA,NA,NA,NA,"free",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"quiet",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"BcuFT-gQj6Epl56ZAWJIdA","American (Traditional)","Mediterranean","Phoenix","209 W Jackson St
Phoenix, AZ 85003","15:00","07:00","15:00","07:00","15:00","07:00","15:00","07:00","15:00","07:00",33.4447199,-112.076896,"ZeeZ Grill",NA,TRUE,15,3.5,"AZ","business",NA,NA,NA,"Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,"casual",NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,"coXomDOValXzks6BwMHG1A","American (New)","Restaurants","Phoenix","2333 N 7th St
Phoenix, AZ 85006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4743013,-112.0649235,"The Living Room Wine Cafe & Lounge",NA,FALSE,40,4,"AZ","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,"casual",NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,NA,FALSE,"DVYTS0ZLO-3ClAhMd99VYA","American (Traditional)","Restaurants","Phoenix","1009 S 7th St
Phoenix, AZ 85034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.437259,-112.06484,"Chaka Chaka Urban Cuisine",NA,FALSE,12,4.5,"AZ","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"casual",FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,"I4bSn5gXsHuSPu7L-d_8nQ","American (New)","Restaurants","Phoenix","3717 E Indian School Rd
Phoenix, AZ 85018","22:00","17:00",NA,NA,"22:00","17:00","22:00","17:00","22:00","17:00",33.4951414,-112.0012935,"Beckett's Table",NA,TRUE,635,4,"AZ","business",NA,NA,NA,NA,NA,NA,NA,"22:00","17:00","21:00","17:00",NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"casual",TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3,FALSE,TRUE,TRUE,"hlekz2L2HV8cVSEkgMvuEA","American (New)","Restaurants","Phoenix","2501 E Baseline Rd
Phoenix, AZ 85042","22:00","17:00",NA,NA,"21:00","17:00","21:00","17:00","21:00","17:00",33.377003,-112.027016,"The House at Secret Garden",NA,FALSE,94,4,"AZ","business",TRUE,NA,NA,NA,NA,NA,NA,"22:00","17:00",NA,NA,FALSE,FALSE,FALSE,"no","no",NA,TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"average",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,"LtJmxo4ZozEyB8JVwltMkw","Burgers","Fast Food","Phoenix","1850 S 7th St
Phoenix, AZ 85004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4297449,-112.065708,"McDonald's",NA,TRUE,5,3,"AZ","business",NA,NA,NA,"Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"zmjWXerSZlB0eRLxrKevYQ","Sandwiches","Restaurants","Phoenix","1650 E Camelback Rd
Ste 175
Phoenix, AZ 85016","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00",33.5092538,-112.0463313,"Jimmy John's",NA,TRUE,77,3,"AZ","business",NA,NA,NA,NA,NA,NA,NA,"22:00","11:00","22:00","11:00",NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"A7Soqlerr3L8mNq3YuIqAA","Burgers","Fast Food","Phoenix","4803 E Ray Rd
Phoenix, AZ 85044","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00",33.31898,-111.97993,"Five Guys Burgers and Fries",NA,TRUE,78,3.5,"AZ","business",NA,NA,NA,"Restaurants",NA,NA,NA,"22:00","11:00","22:00","11:00",NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"average",FALSE,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,"0HDkCZtCvua-Wahio1-pBw","Hot Dogs","Mexican","Phoenix","15044 N Cave Creek Rd
Ste 6
Phoenix, AZ 85032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.623899,-112.031235,"Two Hippies Groovy Beach House",NA,FALSE,5,4,"AZ","business",NA,NA,NA,"Gluten-Free","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,"klCQ1ytgmCgJ1KvlR5Y0_w","American (New)","Sandwiches","Phoenix","2160 E Baseline Rd
Ste 128
Phoenix, AZ 85042","21:00","10:00","21:00","10:00","21:00","10:00","21:00","10:00","21:00","10:00",33.3778513,-112.0361195,"GreenMix",NA,TRUE,120,4,"AZ","business",NA,NA,NA,"Salad","Restaurants",NA,NA,"20:30","10:30","20:30","11:00",NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"average",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"VleSf6P-lyyyfkgNiwGjhA","Burgers","Fast Food","Phoenix","3434 W Union Hills
Phoenix, AZ 85027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.655094,-112.133468,"McDonald's",NA,TRUE,8,2,"AZ","business",NA,NA,NA,"Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,"casual",NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,FALSE,FALSE,"Dt8RITU4OmTbRaKKlZm_Pg","American (New)","Food Stands","Phoenix","2303 N 44th St
Phoenix, AZ 85008","22:00","19:00",NA,NA,NA,NA,NA,NA,NA,NA,33.4736978,-111.9862622,"Sunshine and Spice",NA,FALSE,9,4,"AZ","business",NA,NA,NA,"Restaurants",NA,NA,NA,"13:00","08:00",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"loud",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"kMxYp2GZL5ic6b05gPP57Q","Hot Dogs","Restaurants","Phoenix","3800 W Sky Harbor Blvd
T4/S3
Phoenix, AZ 85034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4341094982183,-111.996914148331,"Nathans Famous Hotdogs",NA,TRUE,13,2,"AZ","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
