,category,rating,name,app,tp,review,date,brand,ratingNum,lenReview,dateindex,Nbrand,sentiment,neg,neu,pos
4263,Action,Rated 2 stars out of five stars,Valentine Urena,DRAGON BALL Z DOKKAN BATTLE,Top Grossing Games,"I have been playing every day for almost a year but I can't seem to play anymore since the last update (there goes my consecutive login bonuses). The game would start and it would be loading but before it can finish loading, the app crashes. Please help! I have so many good characters and have not encountered a problem til now. 😞 (Will change ratings once fixed)","1,19,2017",BANDAI NAMCO Entertainment Inc.,2,367,645,9,0.9152,0.035,0,0.208
4264,Action,Rated 3 stars out of five stars,Joseph Leake,DRAGON BALL Z DOKKAN BATTLE,Top Grossing Games,"Might I suggest letting us use our gmail or our yahoo account. Because I was giving my transfer code and at first it worked but then when I wanted to go back in, it's saying that it doesn't recognize me. The game is good but Y'ALL NEED TO CHANGE THIS BECAUSE I CAN'T GET BACK IN THIS GAME!!!!!!!!!!!!!! UPDATE THIS AND LET US USE OUR GMAIL OR YAHOO ACCOUNTS BECAUSE NOW I PROBABLY LOST EVERYTHING!!!!!!!!! My Account name is JD","1,24,2017",BANDAI NAMCO Entertainment Inc.,3,427,650,5,0.3957,0.049,0,0.081
4265,Action,Rated 3 stars out of five stars,Zach Martin,DRAGON BALL Z DOKKAN BATTLE,Top Grossing Games,"A very addictive game, but after every update there is a lot of trouble getting the game to even start for a few days or even weeks. Examples include the screen going darker after trying to pass the title screen, ""communication errors"", and difficulties downloading new updates in general. While it can be a fun and addictive game, it can be very aggravating as well.","1,19,2017",BANDAI NAMCO Entertainment Inc.,3,367,645,12,-0.2718,0.131,0,0.103
4266,Action,Rated 5 stars out of five stars,Adrian Martinez,DRAGON BALL Z DOKKAN BATTLE,Top Grossing Games,"Love the game overall..A few things I dislike about the game , you have to wait every five minutes for your stamina to go up by one.. also the Japanese version has way more features , able to get more gems and SSR cards than global.. also they are basically more fun to play in Japanese than global..Make global have the same things as the Japanese version( missions,story,etc.etc.).. global is harder and longer to get upgrades.. make it more fun pls and change global entirely!!","1,22,2017",BANDAI NAMCO Entertainment Inc.,5,480,648,4,0.9414,0.027,0,0.192
4267,Action,Rated 5 stars out of five stars,Christopher DiCocco,DRAGON BALL Z DOKKAN BATTLE,Top Grossing Games,"I wish the fighting systom was more like actual fighting, like most games on the main systoms. But this game is by far the best app out there to me. Its all about building the ultimate team and attemting super hard challenges. Thays why ut gets 5stars.","1,19,2017",BANDAI NAMCO Entertainment Inc.,5,252,645,1,0.9059,0.105,0,0.29
4268,Strategy,Rated 5 stars out of five stars,john Jacob jingle,Vikings: War of Clans,Top Grossing Games,"This game is 100% pay to win, there is no room in it for free players.. There is nothing to stop a player with 100 million influence from attacking someone with 5 million influence.. (which the odds of you getting 5 million influence without paying is almost non existant..) and there is no stratagy that can save you.. This is not a whine, this is just information... there is no balance between free play, and paid play, and no balance between paid players either.. spend the most, win the most.","2,9,2017",Plarium  LLC,5,497,666,0,0.9325,0.12,0,0.237
4269,Strategy,Rated 5 stars out of five stars,See-Back Ac,Castle Clash: Rise of Beasts,Top Grossing Games,"People who say this game is gambling for your money, know that they are half wrong.   I have bought a thing or two but the game gives enough Gems through gameplay that you could actually, patiently, get the Gems you require in some time. Yes, at the beginning it isn't easy to get as much gems as you may require to get the OP legends, because you don't have enough quests open nor any other extras, but this game isn't going to let you get the best legends early in a game for free now are they? Exactly, they allow you to gradually level up with Shard legends until you are able to open most quests (and few other bits) which will begin to generate you some Gems and eventually give you chances to get the OP legend.   Simple. And once you get the OP legend it wouldn't take long to boost it up quickly because you'll have a high level under Monsters Attack to boost it quickly.   Yes, sure. The game does give you loads of options that allow you to buy stuff but they aren't necessary to play the game. I bought a thing or two but only because it was ether a very good deal or because I was inpatient. Not because the game made me.","2,10,2017",IGG.COM,5,1134,667,3,0.9813,0.048,0,0.157
4270,Strategy,Rated 1 stars out of five stars,Kytz T,Castle Clash: Rise of Beasts,Top Grossing Games,Older accounts have a much lower rate of gem rolling new legendary heroes than new accounts which sucks because I play every day. And every time I save a bad edited review they change it to when I first liked it.no more spending money on this game. IGG are assholes.,"2,9,2017",IGG.COM,1,266,666,3,-0.0772,0.198,0,0.193
4271,Strategy,Rated 5 stars out of five stars,anonymous,Castle Clash: Rise of Beasts,Top Grossing Games,"I love how every update there is, there is a new hero. I am 11 years old and I have been playing this game for a while now... If anyone is looking for a fun game to play, come play Castle Clash!","2,10,2017",IGG.COM,5,194,667,3,0.9516,0.0,0,0.375
4272,Strategy,Rated 5 stars out of five stars,anonymous,Castle Clash: Rise of Beasts,Top Grossing Games,I've literally never had to pay a cent for anything and I have great heroes! I just make sure I play every day to get the most out of the game. It's addictive and fun! Love it.,"2,10,2017",IGG.COM,5,176,667,3,0.966,0.0,0,0.452
4273,Strategy,Rated 1 stars out of five stars,Debbie Hand,Castle Clash: Rise of Beasts,Top Grossing Games,"The ""help"" is a joke.  There is nothing that actually explains anything.  Show me doesn't ""show"" you anything. Would love to know why I have to update on one device. But not on another. Dowoaded the same day on both.","2,10,2017",IGG.COM,1,216,667,1,0.7506,0.0,0,0.151
4274,Strategy,Rated 4 stars out of five stars,fa fa,Castle Clash: Rise of Beasts,Top Grossing Games,"Played for over 2 yrs and still going, never spent a cent. As usual, you can spend $  if u are impatient and want faster progression or to buy heros. It's your choice.","2,10,2017",IGG.COM,4,167,667,0,0.4215,0.066,0,0.181
4275,Strategy,Rated 4 stars out of five stars,Carol Rosa,Castle Clash: Rise of Beasts,Top Grossing Games,Now that I have been playing for 4 yrs.  It's impossible to acquire new hero's through rolling.  I can amass gems fairly quickly but only roll green or blue heroes,"2,10,2017",IGG.COM,4,163,667,2,0.705,0.0,0,0.19
4276,Strategy,Rated 3 stars out of five stars,lee emery,Castle Clash: Rise of Beasts,Top Grossing Games,"It's fun and addictive. IGG has horrible customer service, it's very obvious that they only care about $$. New content has been cash grabs for a long time","2,10,2017",IGG.COM,3,154,667,0,0.4588,0.103,0,0.191
4289,Casino,Rated 1 stars out of five stars,Micheal Dells,Wizard of Oz Free Slots Casino,Top Grossing Games,Might be fun if you could win every once in a while. Every time you build up a small bank roll you go on a losing streak and you're done. Hopefully no one spends their hard earned money on this game.,"2,7,2017",Zynga,1,199,664,0,0.6808,0.129,0,0.204
4290,Casino,Rated 5 stars out of five stars,Angie Ehrfurth,Wizard of Oz Free Slots Casino,Top Grossing Games,"I am a widow living in a veteran home on a fixed income, I used to love this game but now I can't win and can't afford to buy any more because when I do I can only play a few minutes on the millions of credits I bought, I'm sad.","2,10,2017",Zynga,5,228,667,0,-0.0793,0.155,0,0.168
4291,Casino,Rated 1 stars out of five stars,Esther Harban,Wizard of Oz Free Slots Casino,Top Grossing Games,"Nice themes,decent graphics but don't expect to win for long without purchasing. The new features are always distractions and the rest is a moneygrab.","2,6,2017",Zynga,1,150,663,0,-0.6916,0.232,0,0.067
4292,Casino,Rated 5 stars out of five stars,Bonnie Routon,Wizard of Oz Free Slots Casino,Top Grossing Games,"I loved the movie when I. Was a child &, love more playing this game. It's like saying There's No Place Like Home","2,7,2017",Zynga,5,113,664,0,0.9184,0.068,0,0.469
4293,Casino,Rated 1 stars out of five stars,Robert Schell,Wizard of Oz Free Slots Casino,Top Grossing Games,Hey I know you guys don't read your update because the game is still freezing up when I go to get a free video fix it do I fix the comments it seems to be a problem the game is still up when I get a free video is there a problem with your programming,"2,6,2017",Zynga,1,250,663,0,0.2023,0.123,0,0.119
4294,Casino,Rated 1 stars out of five stars,Stephenson Miterozos,Wizard of Oz Free Slots Casino,Top Grossing Games,Wot a joke gives you 1.5000.000.lets you win ha ha 50 million. And then screws for the lot every time transparent crap...,"2,6,2017",Zynga,1,121,663,0,0.8316,0.069,0,0.375
4295,Casino,Rated 5 stars out of five stars,Kristine Beimert,Wizard of Oz Free Slots Casino,Top Grossing Games,Slots..Fun Game..So Far So Good..Could Be A With A Few More Bonuses.. Great Graphics..The Wizard Of Oz Has Always Been My Very Favorite Movie Ever.😋👍,"2,2,2017",Zynga,5,155,659,0,0.8258,0.0,0,0.268
4296,Casino,Rated 4 stars out of five stars,lisa Shofner,Wizard of Oz Free Slots Casino,Top Grossing Games,"Lost achievements when I got a new phone, but IT trying to fix. They reapond quickly to gaming problems!","2,7,2017",Zynga,4,104,664,0,-0.6696,0.268,0,0.0
4322,Puzzle,Rated 3 stars out of five stars,Alicia Green,Panda Pop,Top Grossing Games,"I don't get any of the lives people send me . They can send it to me 9 times and nothing. What is the reason for that happy option if it doesn't work? I also can have alot of balls and if I need one or 2 colors it isn't gonna happen. Other than that this game is super addicting , challenging and fun. Please help with the life thing.","1,30,2017",SGN,3,334,656,0,0.9477,0.0,0,0.235
4323,Puzzle,Rated 5 stars out of five stars,Trice Nealy,Panda Pop,Top Grossing Games,"The game never gives the right color ball to throw. I can have 17 moves , only need one color red. The game will wait until I have 4 moves left to give me that red ball. It's very irritating, but I like the game. It helps me pass the time at work. Thanks you guys😄","1,28,2017",SGN,5,267,654,0,0.8673,0.036,0,0.181
4324,Puzzle,Rated 1 stars out of five stars,Simon Chong,Panda Pop,Top Grossing Games,Will comment after playing this game for few days. My finding and rating is 1 star. Levels around 45 are hard due to big orders with lesser moves! Same problem like other bubble pop games! Thanks n Bye2.,"2,1,2017",SGN,1,203,658,1,0.5696,0.096,0,0.182
4325,Puzzle,Rated 3 stars out of five stars,Robin Robin,Panda Pop,Top Grossing Games,"I don't understand why there's a money tree when we can't get money off of it unless we pay for it with real money. Also can't watch videos to get free coins to get the special things that can help us beat certain levels, we have to buy them with real money. I'm not one of those stupid people that would waist my money on games, I have more important things to pay for.","2,10,2017",SGN,3,370,667,0,0.7713,0.076,0,0.157
4326,Puzzle,Rated 1 stars out of five stars,Dillon Molina,Panda Pop,Top Grossing Games,I have played this game had problems before it for fix but it seem this time I am going to uninstall even tho I love it and it a fun game for my 10yr and myself I am not in the mood to uninstall just to reinstall  and start from the beginning spent to much money on it to have to do it... but it is not getting fix and it been about a week now since I have played due to it not loading... wish ya can fix it before I uninstall it I am giving it about 3 more days if not good by game... over all fun I am by level 676... did the update and it was the end of the game for us...,"2,1,2017",SGN,1,575,658,0,0.9498,0.057,0,0.163
4327,Puzzle,Rated 2 stars out of five stars,Chris Beck,Panda Pop,Top Grossing Games,"After a certain point you only get 2 maybe 3 of the same color balls, on the higher levels when you have like 10 shots it's impossible because you may need any number of colors but you'll only get 2 to shoot... it isn't random it's guaranteed that you'll only get the same 2 colors for the majority of shots. Absolute waste of time","1,31,2017",SGN,2,331,657,0,-0.3071,0.059,0,0.07
4328,Puzzle,Rated 2 stars out of five stars,Beth Westendorp,Panda Pop,Top Grossing Games,"I have been playing this game for a long time, and I haven't had any problems until I got a new tablet. I am on the same level on my computer, laptop and phone, but the tablet app has to be reinstalled whenever I go up a level. If I play on my tablet and go up a level, it says it is saved, but isn't on the other devices. I've tried everything they say to try and nothing helps. Basically a waste of time using this app on my tablet.","2,7,2017",SGN,2,434,664,0,0.8422,0.031,0,0.143
4329,Puzzle,Rated 2 stars out of five stars,Amy Devine,Panda Pop,Top Grossing Games,Game is super slow since last update. Freezes and skips. Graphics can't keep up. All other games and apps play just fine on my phone. This is the only one with am issue,"2,3,2017",SGN,2,168,660,0,0.7906,0.029,0,0.212
4330,Puzzle,Rated 3 stars out of five stars,Felecia Johnson,Panda Pop,Top Grossing Games,I really like the game.  My problems are twofold..One the game loses progress.  I was signed Into Facebook where I thought progress was saved.  My phone died and once I got Panda Pop loaded on a different device it started over.  I was at level 721 so this was sad.  Now on one android device when I open the game it comes up  on the first level.  I have to sign.out and back into Facebook to get to the right level  When I buy coins it only shows on one device also.  I enjoy the game but not the hassles.  I've sent emails to support and no response.  Only when It took money 3 times that It was to take once.did I.get assistance. Oh I'm on level 346 now after starting over.,"2,1,2017",SGN,3,677,658,0,0.3537,0.08,0,0.099
4345,Strategy,Rated 3 stars out of five stars,Ted Olson,Boom Beach,Top Grossing Games,Very disappointed that the people you play against are always 20 levels higher than you. Then you wait 24hrs again and the samething happens. You cant battle anyone. Almost renders the game useless. Ive been playing the game for about a year now and other than that it is a great game.,"2,2,2017",Supercell,3,285,659,0,0.5091,0.102,0,0.173
4346,Strategy,Rated 1 stars out of five stars,Nexus9D,Boom Beach,Top Grossing Games,Match making is RIDICULOUS! Impossible to advance without paying money. You're lvl 35 getting raped by lvl 50s over and over daily. And what lvl bases can you attack at lvl 35? LVL 50+ just awful and frustrating. Games should be fun. Not pay to win. Micro transactions have ruined games. $$$$$$,"1,25,2017",Supercell,1,294,651,0,-0.9263,0.301,0,0.099
4347,Strategy,Rated 5 stars out of five stars,Jeanie Creech,Boom Beach,Top Grossing Games,"Clash of Royal what? Hands down the best game on Android and iOS. I can't stop playing. Worst thing about this game is the addiction factor! No other game offers so much for free. Usually have to pay money to be competitive. Not here. Simple to learn. Difficult to master. Superior fun trying. Great way to make new friends or spend fun times with old ones. 10 stars for getting it right, Supercell!","2,1,2017",Supercell,5,399,658,0,0.9795,0.078,0,0.331
4348,Strategy,Rated 4 stars out of five stars,Tavita Lauma,Boom Beach,Top Grossing Games,"Everything in your mab is play time, if  you can conquer it. All you need is resources and a good army. You can slow build because everything will be giving in due time or you can spoiled the  game for everybody and used real money to build up your craps and kick everybody ass lower than you.","1,16,2017",Supercell,4,293,642,0,0.25,0.089,0,0.12
4349,Strategy,Rated 5 stars out of five stars,Platinum Wave Sounds,Boom Beach,Top Grossing Games,I have been playing Boom Beach for almost 3 years and I'm at level 46. I've never had a game this long...period. However to make things more interesting I feel you guys should implement day and night instead of just consistent day time. Also I think we should be able to use our troops to help defend our base when it comes under attack granted troops are available. (no gunship just troops on your drop boats) Last I hope you can implement a task force island where members of a task force can build up their own HQ designated to that task force. Other than that this game is boss. Great job,"1,31,2017",Supercell,5,592,657,0,0.8832,0.044,0,0.14
4350,Strategy,Rated 5 stars out of five stars,Andy Taylor,Boom Beach,Top Grossing Games,Great game. Perfect for on the go. And have a spare 5 mins to half an hour to play a game everyday. Seems ro be getting a habit of mine playing this on my dinner break and sneaking off later the same day to have half hour on the toilet and playing boom beach. :) level 16 so far and going strong. 😜 recommended 👍👍👍👍👍,"1,26,2017",Supercell,5,334,652,0,0.9633,0.0,0,0.292
4351,Strategy,Rated 4 stars out of five stars,KillerBagel,Boom Beach,Top Grossing Games,"I'd give this 5 stars if this option existed.  After playing the game you learn how to be smarter with your defenses and it would be really nice to try new tactics.  **update 1/16** with no option to start over and having reached level 60 I just got bored with it.  Great game, killed lots of hours, love crabby, wish I could start over.","1,16,2017",Supercell,4,337,642,0,0.9041,0.109,0,0.272
4352,Strategy,Rated 4 stars out of five stars,Sherrilee Forrest,Boom Beach,Top Grossing Games,I would give the game five stars but I think the game needs a worldwide chat to attract more players for task forces. Also maybe a private chat so club officers can pull aside task force members who need to pull there act together. Also there should be like a swear word filter to make the  game more family friendly.,"1,20,2017",Supercell,4,317,646,0,0.8983,0.02,0,0.177
4369,Casino,Rated 5 stars out of five stars,Amanda Columber,Bingo Bash,Top Grossing Games,Very fun! They have lots of different mini games and collections to fill. It's a hard app to get bored with. The only negative thing is that they don't give out many daily bonuses.,"2,8,2017",GSN.com,5,180,665,0,0.3149,0.176,0,0.169
4370,Casino,Rated 5 stars out of five stars,Gloria Grepke,Bingo Bash,Top Grossing Games,Don't like that when you hit a free space power up on the last ball you just lose it. It doesn't count. Could be the difference between getting a bingo or not.  Same thing with having the reels rolling before game starts.,"1,24,2017",GSN.com,5,221,650,0,-0.1306,0.107,0,0.073
4371,Casino,Rated 4 stars out of five stars,Jessica Holder,Bingo Bash,Top Grossing Games,So much fun! I play daily!! I just don't get bonuses sometimes. I've missed out on over 400 red balls because of some glitch or something. Pisses me off!,"2,4,2017",GSN.com,4,153,661,0,-0.3506,0.235,0,0.169
4372,Casino,Rated 5 stars out of five stars,A Google User,Bingo Bash,Top Grossing Games,Since yesterday it won't open.  I'm getting mad.  I can even go in to the play store and often it that way it backs me out to the main screen on my phone getting mad fix this now my 3 year old  daughter and I would love to play together,"1,20,2017",GSN.com,5,236,646,0,0.34,0.132,0,0.156
4373,Casino,Rated 4 stars out of five stars,Sherri Teague,Bingo Bash,Top Grossing Games,Coming up on my 5 year anniversary and I've loved it since I found it the. Only thing i cant stand about the game is does not give out enough game credits on The Daily or hex shakes you're on the internet it's all virtual there is no cash prizes so why not have one or two days a month unlimited chips or else have it as a daily spin one hour to hour for chips only that would take Bingo Bash over the top when it comes to games I have not found another game that gives you unlimited chips or daily talking when it comes to bingo,"1,30,2017",GSN.com,4,529,656,0,0.8402,0.02,0,0.101
4374,Casino,Rated 1 stars out of five stars,Nicky Shaver,Bingo Bash,Top Grossing Games,Dearest Bingo Bash since your updates this game constantly freezes up. I can't login...to login I have to uninstall and reinstall....I'm totally pissed. What was rated 5 star has now become 1 star....get your act together,"2,1,2017",GSN.com,1,221,658,0,-0.2484,0.146,0,0.094
4375,Strategy,Rated 1 stars out of five stars,hazlan m shabli,Last Empire - War Z: Strategy,Top Grossing Games,So called merge state process now i couldn't connect to state 102..even reinstall also the same..wtf,"2,9,2017",im30.net,1,100,666,0,0.0,0.0,0,0.0
4376,Strategy,Rated 4 stars out of five stars,Hai Zhang,Last Empire - War Z: Strategy,Top Grossing Games,"Now keep crushibg and so laggy, weeks still not getting any better.","2,8,2017",im30.net,4,67,665,0,-0.3412,0.179,0,0.0
4377,Strategy,Rated 1 stars out of five stars,Alejandro Manglinong,Last Empire - War Z: Strategy,Top Grossing Games,Why i can not receive my rewards. And no notification at all when i finished gather and kill zombies.,"2,9,2017",im30.net,1,101,666,0,-0.8575,0.403,0,0.0
4378,Strategy,Rated 3 stars out of five stars,Mark David Bolland Bolland,Last Empire - War Z: Strategy,Top Grossing Games,Everytime I try and buy a package aka in app it has kept saying error for last few months im stuck and cant progress now thanks to you lot !,"2,8,2017",im30.net,3,140,665,0,-0.8285,0.297,0,0.0
4379,Strategy,Rated 1 stars out of five stars,Kirby Angell,Last Empire - War Z: Strategy,Top Grossing Games,Haven't been able to connect in days. No response from support. Was fun while it lasted.,"2,10,2017",im30.net,1,88,667,0,0.5859,0.104,0,0.283
4380,Strategy,Rated 1 stars out of five stars,anonymous,Last Empire - War Z: Strategy,Top Grossing Games,It doesn't work for a year I played it on 2015 it won't work,"2,9,2017",im30.net,1,60,666,0,0.34,0.0,0,0.179
4381,Strategy,Rated 3 stars out of five stars,anonymous,Last Empire - War Z: Strategy,Top Grossing Games,Stupid game day 4 of no game play   greedy game makes tired to merge people togeather to make war and now it doesnt open,"2,10,2017",im30.net,3,120,667,0,-0.9062,0.431,0,0.07
4382,Casino,Rated 5 stars out of five stars,Becky Loberg,Scatter Slots: Free Fun Casino,Top Grossing Games,"I absolutely love this game.   I'm addicted,  along with my husband.  The graphics are top notch.  The ability to gain coins every hour is awesome,  especially on the levels that seem to take forever to complete.   Way to go,  keep up the good work.   I can't wait to see what lies ahead.","2,6,2017",Murka Ltd.,5,288,663,0,0.945,0.043,0,0.293
4383,Casino,Rated 5 stars out of five stars,Rich Kavanagh,Scatter Slots: Free Fun Casino,Top Grossing Games,"This game is nuts so addictive. I got to the Jackpot Room an honestly i must have won 50,000,000 so many times an ended up with nothing. Running out of time i have to get that grand Jackpot so i can put a nail in the coffin!! Good game sort of don't want the new slot to come out so i can finally beat it.","2,3,2017",Murka Ltd.,5,305,660,0,0.8852,0.055,0,0.188
4384,Casino,Rated 1 stars out of five stars,Ric Diaz,Scatter Slots: Free Fun Casino,Top Grossing Games,"UPDATE: THIS WAS GREAT UNTIL THEY TIGHTENED UP PAYOUTS AND REALLY STARTED AGRESSIVELY HOUNDING USERS TO BUY COINS! THEY WILL SAY IN REVIEWS ""KEEP TRYING, YOU'LL SUCCEED"" AND ""ITS ALL RANDOM"".  B.S.!!! THEIR RANDOM GENERATORS ARE DEFINITELY NOT RANDOM! THEIR $99 COIN OFFER IS TOO EXPENSIVE AND NOT ENOUGH COINS! I LOST 18 BILLION FREE COINS IN 5 HOURS!  THEY DONT EVEN GIVE YOU 7 BILIION COINS FOR $99! PLAY BUT DON'T PAY!!!!  OLD 5 STAR REVIEW:   ThiS is THE BEST slot game PERIOD!!! They listen to their customers, constantly update, and give you beautiful graphics with addictive game play! What else can you ask for?","2,11,2017",Murka Ltd.,1,620,668,0,0.9812,0.016,0,0.232
4385,Casino,Rated 4 stars out of five stars,Carol Maciolek,Scatter Slots: Free Fun Casino,Top Grossing Games,"I started this game on accident, but, I'm hooked. I look forward to collecting every hour, the bonuses are great, the graphics are fabulous. I found another slot game by the same maker, not as good, but like that one also. Give it a try, you won't be disappointed.  Keep the games coming.","2,8,2017",Murka Ltd.,4,288,665,0,0.9616,0.075,0,0.315
4386,Casino,Rated 5 stars out of five stars,Janene Garrison,Scatter Slots: Free Fun Casino,Top Grossing Games,So somehow my account got messed up. I play two accounts the one I have played for a long time is the one I'm upset about. I was level 115 had over 300 days of vip I had over 300 gems and my gems for free pins some where at 12 and others at 10 pluss I had purchased some coins so my slot now I have to watch adds for. I've been playing for a long time now and I'm upset that my account wasn't backed up with my Facebook. Please help fix.,"2,5,2017",Murka Ltd.,5,437,662,0,0.86,0.085,0,0.179
4387,Casino,Rated 5 stars out of five stars,Ida Fonteno,Scatter Slots: Free Fun Casino,Top Grossing Games,"This game is awesome. & very. addicted.   I like it out of any other games i have played.  And the pay out is high.  I would recommend. this to anyone, thats loosing there money in the gamerooms.  You can keep your money and play tbis one.  Drinks on me.  Ha ha.","2,10,2017",Murka Ltd.,5,262,667,0,0.9484,0.024,0,0.32
4388,Casino,Rated 1 stars out of five stars,anonymous,Scatter Slots: Free Fun Casino,Top Grossing Games,Can never get free spins or bonus. Takes weeks to pass level unless you keep buying coins that you lose right away. Give you one or two million on free bonus and expect you to pass level by get 7 billion. Fun when you win but lose 90 percent of time. Is a waste of time and money,"2,9,2017",Murka Ltd.,1,279,666,0,-0.5792,0.186,0,0.131
4389,Casino,Rated 5 stars out of five stars,Deana Byrne,Scatter Slots: Free Fun Casino,Top Grossing Games,"This is a most intriguing, addictive game. The graphics are enchanting and the challenges and quests are all consuming. So glad gaming venues do not have this much charm or I would never be home. Deana","2,7,2017",Murka Ltd.,5,201,664,0,0.7425,0.0,0,0.19
4390,Casino,Rated 5 stars out of five stars,K.H.,Scatter Slots: Free Fun Casino,Top Grossing Games,Wonderfully done with the graphic  design of this game. Artist did great with their drawing ideal concepts for the overall of the game.  Love the variety of slot machines too.    ♡♡♡♡♡ + ☆☆☆☆☆ =       perfection!                I've now re-evaluated SCATTERED SLOTS... 5/21/2016 This game is awsome.  I've even spread the word about this slot game.  Designers keep up the great work...                    (° ~°) ★★★★★★★★★★still awesome slots game!! ☆☆☆☆☆♡♡♡♡♡,"2,3,2017",Murka Ltd.,5,521,660,0,0.984,0.0,0,0.329
4391,Casual,Rated 2 stars out of five stars,Isabella Muntean,Hay Day,Top Grossing Games,Notifications need to be updated so it's not making your phone go off at 3 am multiple times to tell you your boat is about to leave when really you have 8 more hours. I have bought things from other farmers recently and the money is gone but the items aren't in my barn. It would be nice if Tom was 10 gems every now and then rather than 15 too but as long as the previous get fixed I will up my rating.,"1,17,2017",Supercell,2,404,643,0,0.5574,0.013,0,0.045
4392,Casual,Rated 5 stars out of five stars,Yesenia Lopez,Hay Day,Top Grossing Games,I really like this game 😁 but the food takes a while to make some I have to wait a while to complete orders 😣 Also we need to use 1 sack of food per animal 😐 it will be better if we can feed 2 or 3 animals with 1 sack of food. Only minor changes should be made but other than that I really like it. I'm a really big fan of supercell I'm a CLASHER! 😂 Thank you guys!,"1,15,2017",Supercell,5,377,641,3,0.9488,0.0,0,0.201
4393,Casual,Rated 3 stars out of five stars,DEBAYAN PAUL,Hay Day,Top Grossing Games,A very important change need to be made is to give a dial format instead of buttons to increase and decrease the amount of money before putting into shop. Clicking from 50 to 200 (suppose) is very irritating.          Keep up. Regards.,"1,4,2017",Supercell,3,235,630,0,0.0258,0.075,0,0.101
4394,Casual,Rated 5 stars out of five stars,CARLY GRAY,Hay Day,Top Grossing Games,"""Love it, Hayday is one of the bestest games ever me and my family all play it. Im very much addicted to it and already am on level 36 im so exicited to play on.My only problem is tom costs alot of dimonds but other than that its grate. Also,just a tip,i think the derby takes way too long for a 🆕  derby to start. This game is so cute😍 and fun to play. Love the graphics and animal costumes. I suggest this fun game to every one who reads this."" 👍👍👍👍😜😎😎😋😋😆😆😝😝😜😜😂😂😉😉☺☺","1,2,2017",Supercell,5,535,628,0,0.9743,0.017,0,0.229
4395,Casual,Rated 4 stars out of five stars,Vikulina Elkins,Hay Day,Top Grossing Games,I love hay day but am not a fan of the fact that Tom goes to waste at night and when I'm at work.  As well as the cost of diamonds.  I've definitely have spent a fair share of money on them and it's just too expensive. Do a rewards program or give out free daily diamonds.  It doesn't have to be a lot just something that makes it worth it when you do spend money.  Thanks.  Otherwise fantastic game.  Thank you. 😊,"1,2,2017",Supercell,4,417,628,0,0.9853,0.057,0,0.345
4396,Casual,Rated 5 stars out of five stars,Claire Brown,Hay Day,Top Grossing Games,Definitely good for all ages.   Try it for yourself.   For the developers --Need Tom to sleep when I do n wake up when I switch back on. Some products take hours to cook. Really need to review some of the long wait items n set up a gift exchange as part of the shop so we can sell decorations we no longer want to use or keep. We have a great hood so every day players out there come n join us.,"1,4,2017",Supercell,5,394,630,0,0.9169,0.025,0,0.187
4397,Casual,Rated 5 stars out of five stars,Katie Smith,Hay Day,Top Grossing Games,"I really love the detail and the tiered levelling system within the game. There is always something to do and a goal to reach. I am only a level 10 player so I can't comment on the more advanced features like neighbourhoods. Only suggestion is to increase the pick up ratio of tools when farming crops. Other then that the community, gameplay and cute graphics get a solid 5 stars.","12,22,2016",Supercell,5,381,617,0,0.9387,0.0,0,0.239
4398,Casual,Rated 5 stars out of five stars,Jeanne Groves,Hay Day,Top Grossing Games,"Best game ever, & the only game, I play, don't want to put it down. This game has gotten me through 6 bed rest surgeries, calms me down, I git to visit & chat with my neighbors, being a leader in such a wonderful neighborhood is a bonus; can refuse people who is not wanted so no drama, Hey this game is #1 in my book. It really should be nominated best game since it debuted. I have played since it first came available & haven't gotten bored yet!!!! Great job Administration!!!!!","12,20,2016",Supercell,5,481,615,0,0.9764,0.059,0,0.281
4399,Simulation,Rated 4 stars out of five stars,Kadee Stewart,Design Home,Top Grossing Games,"I love that there are so many different items to choose from. My only issue is the money earned for challenges. Compared to how much one has to spend designing a room, the money earned  doesn't add up fast  enough. Consider raising to $750 or $1,000. I'm not a fan of games that I have to constantly shell money out to purchase game currency. I uninstall just as quick as I download.","2,10,2017",Crowdstar Inc,4,383,667,0,0.5481,0.028,0,0.078
4400,Simulation,Rated 5 stars out of five stars,Kelly Swartzentruber,Design Home,Top Grossing Games,I really enjoy this app because it is relaxing and helps me fall asleep at night by relieving stress. Something I feel would improve the game is if earning money was easier. I often don't have the money to choose good furniture. It would be nice if the payout was based on how difficult the room requirements were to meet instead of being a flat payment of $500 for all rooms except the daily room.,"2,8,2017",Crowdstar Inc,5,398,665,0,0.9509,0.059,0,0.259
4401,Simulation,Rated 4 stars out of five stars,Onekneeta -,Design Home,Top Grossing Games,I really enjoy this game with the graphics and the styling each themed room... Only thing I don't like is the little money you receive after completing a room.. it's no where near enough to be able to buy other furniture for other rooms. Perhaps when voting is complete along with a prize you receive if your room scores 4 stars or more have a set amount of money for each score like 3 stars $300 4 stars $400...,"2,10,2017",Crowdstar Inc,4,412,667,0,0.3341,0.081,0,0.086
