Year,Leading.Cause,Sex,Race_Ethnicity,Deaths,Death.Rate,Age.Adjusted.Death.Rate,Population,TotalMortality,PrematureDeathsPercent,InfantMortality,MotorVehicleMortality,UnintentionalInjuryMortality,UnintentionalInjuryHospitalizations,PoisoningHospitalizations,FallHospitalizations,AsthmaHospitalizations,AsthmaHospitalizationsBelow17,ChronicLowerRespiratoryDiseaseMortality,ChronicLowerRespiratoryDiseaseHospitalizations,DiabetesMortality,DiabetesPrimaryDiagnosisHospitalizations,DiabetesAnyDiagnosisHospitalizations,DiabetesShortTermComplicationsHospitalizations,DiabetesShortTermComplicationsHospitalizations18Up,LungCancerIncidence,ColorectalCancerMortality,ColorectalCancerIncidence,FemaleBreastCancerMortality,FemaleLateStageBreastCancerIncidence,CervixUteriCancerMortality,CervicalCancerIncidence,DrugRelatedHospitalizations,SuicideMortality,HeartDiseaseMortality,HeartDiseaseHospitalizations,CerebrovascularDiseaseStrokeMortality,CerebrovascularDiseaseStrokeHospitalizations,CoronaryHeartDiseaseMortality,CoronaryHeartDiseaseHospitalizations,CongestiveHeartFailureMortality,CongestiveHeartFailureHospitalizations,YearsOfPotentialLifeLost
2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,227,16.9,15.5,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Asian and Pacific Islander,13,2.4,3.3,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,71,6.8,6.3,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",M,Asian and Pacific Islander,14,2.8,4.9,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,37,6.7,8,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,56,4.7,5.3,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,178,12.4,8.3,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2013,All Other Causes,M,Hispanic,1193,101,146.4,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,55,10.8,12.3,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Black Non-Hispanic,134,15.8,16.8,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,170,15.1,17.9,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,White Non-Hispanic,279,20.7,18.7,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,All Other Causes,F,Asian and Pacific Islander,220,40.1,48.9,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,All Other Causes,F,Black Non-Hispanic,1305,124.6,117.3,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,All Other Causes,F,Hispanic,775,64.7,75.3,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,All Other Causes,F,White Non-Hispanic,1684,117.2,77.2,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,All Other Causes,M,Asian and Pacific Islander,220,43.1,56.1,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,All Other Causes,M,Black Non-Hispanic,1246,146.7,167.7,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,All Other Causes,M,Hispanic,1067,95,138.1,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,All Other Causes,M,White Non-Hispanic,1818,135.1,118.5,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,Alzheimer's Disease (G30),F,Asian and Pacific Islander,14,2.5,3.6,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,Alzheimer's Disease (G30),F,Black Non-Hispanic,79,7.5,6.8,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,Alzheimer's Disease (G30),F,Hispanic,56,4.7,6.2,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,Alzheimer's Disease (G30),F,White Non-Hispanic,205,14.3,6.5,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,255,30,30,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,61,11.1,14.1,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,Cerebrovascular Disease (Stroke: I60-I69),F,Black Non-Hispanic,245,23.4,21.3,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,154,12.9,16,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,390,27.1,15.2,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,58,11.4,15.5,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,154,18.1,22.8,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,143,12.7,21.1,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,Cerebrovascular Disease (Stroke: I60-I69),M,White Non-Hispanic,227,16.9,14.2,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Asian and Pacific Islander,17,3.3,3.5,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Hispanic,119,10.6,14.1,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,30,5.5,7.4,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,Chronic Lower Respiratory Diseases (J40-J47),F,Black Non-Hispanic,188,18,16.4,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,155,12.9,16,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,458,31.9,19.1,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,51,10,16.9,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,147,17.3,22.6,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,111,9.9,18.3,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,Chronic Lower Respiratory Diseases (J40-J47),M,White Non-Hispanic,371,27.6,23.3,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,55,10,12.7,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,Diabetes Mellitus (E10-E14),F,Black Non-Hispanic,384,36.7,33.7,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,Diabetes Mellitus (E10-E14),F,Hispanic,215,18,22.2,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,229,15.9,9.5,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,48,9.4,13.3,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,Diabetes Mellitus (E10-E14),M,Black Non-Hispanic,285,33.6,41.4,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,Diabetes Mellitus (E10-E14),M,Hispanic,172,15.3,25.4,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,Diabetes Mellitus (E10-E14),M,White Non-Hispanic,290,21.6,18.2,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,448,81.6,108.7,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2535,242.1,220.9,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1349,112.7,143.8,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,6297,438.3,226.2,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,554,108.5,158.8,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Black Non-Hispanic,2068,243.5,318.9,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1382,123.1,227.9,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,White Non-Hispanic,5168,384.2,319.8,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,18,3.3,4.6,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,227,21.7,19.6,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,84,7,8.8,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,White Non-Hispanic,215,15,7.8,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,26,5.1,7.2,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,131,15.4,19,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,"Essential Hypertension and Renal Diseases (I10, I12)",M,White Non-Hispanic,148,11,9.1,2809904,579,32.3,2.6,2.8,22.3,55.3,8.2,211.5,7.8,8.9,22.4,19.6,12.8,10,138.1,1.1,2.5,59,14.2,42,21.7,46.7,1.9,7.1,20.8,8.1,194.8,70.4,16.4,15.4,174.4,25.6,5.8,16.4,4551
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,208,19.9,17.9,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Hispanic,96,8,8.1,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Black Non-Hispanic,329,38.7,38.5,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Hispanic,196,17.5,20,2460898,509.1,53.7,3.6,3.6,17.9,47.9,8.9,110.1,33.8,44.3,17.7,44.2,21.8,22.6,250.6,3,6.9,33,13.6,34.2,15.5,34.4,3.3,9.6,22.6,4.4,143.8,73.6,20.1,17.5,128.3,26.9,4.1,22.5,4228
2009,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,83,15.1,20.3,1231999,360.7,46.5,2.2,3.3,10.6,24.8,2.3,84.3,5.6,9.2,12.1,9.8,13.2,5,100.7,0.5,0.9,45,10.7,34.2,8.9,30,1.9,9.5,1.9,5.4,98.1,36.1,18.8,11.6,87.9,17.1,2.3,7.6,2735
2009,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,281,26.8,24.5,1961163,696.7,56.4,7.3,3.9,18,54.9,13.5,94.9,44.1,74.6,21.3,57.1,36.6,37.3,336.3,5,13.5,49.7,18.3,44.7,27.8,50.3,4.8,11.6,33.8,3.5,215.5,106.8,24.2,29.1,191.1,29.7,5.7,39.2,7797
