"company","review"
"University of Pittsburgh",",A typical day at work starts at 9 and ends at 7 pm and is interspersed with class times. It's also recommended to stay longer. By the way, the schedule is pretty flexible.  There are several meetings every day."
"University of Pittsburgh",",You learn a lot by yourself. As a research assistant you are deemed to learn permanently. Each time, you are getting into a new theory, approach or methodology and you face tools that you do not master, you have to learn by yourself"
"University of Pittsburgh",",Research and data analyses. Technical skills. Friendly management. Nice co-workers. Hardest part - job security since on contract and dependent on funding. Enjoyable part - good working environment, lots to learn and nice co-workers."
"University of Pittsburgh",",overall helping students play, read, write, and just maintain order helped me mature in a way I can not describe. It made me realize the importance of children and education."
"University of Pittsburgh",",The people work good to work with. We had a lot of comradery and we worked well together. The work was hard but I was able to perform my duties."
"University of Pittsburgh",",The University of Pittsburgh fosters independent learning through various ways. The atmosphere is pleasant. The benefits are very good. I would work there again should the chance ever arise again."
"University of Pittsburgh",",Department of Epidemiology at the Graduate School of Public Health (University of Pittsburgh) is a leading research institution in the country. Graduate Student Researcher positions provide students with crucial experience for growth in the field of scientific research including data analysis, scientific conference presentations, manuscript writing, grant writing, hands-on clinical research assessments, etc."
"University of Pittsburgh",",Not enough compensation for amount worked. Health insurance is most positive benefit. Few opportunities for advancement. Bloated administration.  Too many additional administrative duties."
"University of Pittsburgh",",Simply worked as a grader/teaching assistant, so I can't say much about the company.  It was nice to work closely with a professor and have the opportunity to work through the school rather than working part-time somewhere local."
"University of Pittsburgh",",The child-abuse training was lengthy. However it covered every detail and description of abuse. The online training allowed the learner to save and return to the training. This was important for individuals who have a very busy schedule."
"University of Pittsburgh",",A typical day will vary greatly from person to person, largely depending on research advisors and departments. I enjoyed a great deal of independence from both, sometimes too much. This is a world-class research institution, but still funding is always an issue in research. Nevertheless, I felt I was able to conduct some very meaningful translational research during my time there. Great neuroscience community."
"University of Pittsburgh",",Friendly, students are great, conventional location for me, free transportation on public bus, closed door office space, walkable campus, able to use university facilities like pool and workout equipment."
"University of Pittsburgh",",Relaxed work environment where employees are offered decent pay with great benefits and opportunities to develop great connections and further education."
"University of Pittsburgh",",Working at The University of Pittsburgh at Bradford was a great experience. The atmosphere there had a light fun mood to it and my co-workers were like a second family to me."
"University of Pittsburgh",",Number one rated Doctorate of Physical Therapy program in the country.  Our school had a heavy focus on manual therapy techniques for the direct access provider."
"Dia&Co","Dia is a company that really cares; about their employees and about their customers. There is open communication between management and employees, they do an excellent job making it a warm welcoming enviornment for everyone. It's truly the best company I've ever worked for."
"Dia&Co",",The people in charge are not good leaders "
"Dia&Co",",They became races and there are a lot of favoritism  "
"Dia&Co",",Managers are lazy dont know what they doing "
"Dia&Co",",They dont do nothing about the people thats doing wrong"
"Dia&Co",",Hard/good workers they put down and try to get rid of them"
"Dia&Co",",A lot of positive people good advice and willing for opening my eyes to make the company better good people to work with everyone works as a team and we have fun while we're doing it"
"Redfin","The demand for the Associate agents varies greatly during the year. It’s feast or famine. If you want to make money, then you need availability during the weekends and weekday evenings when the clients want to tour. Which is great for people that want a flexible par time schedule. The local management also hires a lot of associates so they enough people available during the week. How it works is the events are first given to the deal writing agents, and any events they can’t do will be given to us.  We mainly do tours, help out at the open houses and specialized inspections. There will not always be enough work to keep everyone busy so expect some downtime.  "
"Redfin",",The associates are paid a fixed amount per event. We are independent contractors with no benefits or perks though expenses are tax deductible. Tour pay starts off well for the first home but the pay for each additional home is minimal.  The company recently cut Associates pay across the board which makes doing some events less desirable.  One cannot pick which events you want to do. This is a car dependent job, if you don’t like driving, then this job is not for you. If the driving is too much you can limit the areas that you cover but this will affect how much work you will receive. "
"Redfin",",There are a lot of unpaid hours with this job. Event pay doesn’t compensate for all the time it takes to setup appointments, rescheduling events with the clients, or researching the properties on the tour. Clients will expect you to be knowledgeable about the properties and locations. If you come off as unprepared they will slam you"
"Redfin",",  "
"Redfin",", in a review. This makes us spend more time preparing for tours. "
"Redfin",",Another dislike is the clients frequently do not show up to confirmed appointments or will cancel at that last minute which is bad if you have driven over an hour to a property. The cancellation pay is less than what the event would have paid. Clients will also make constant changes to their tours which makes it a hassle to schedule the homes with the listing agents. At least if a client does it excessively management will ban them from using Redfin's services.  "
"Redfin",",Lots of independence with the position. Associates don’t interact with the full-time staff or with each other on a regular basis. We work from home which is great. There is limited training besides the first mandatory training. Associates are left to their own devices with limited oversight. Which is good and bad. After a lot of negative feedback from associates, upper management directed the local offices to have monthly meetings so we could voice questions directly to management but that never materialized. Promotions are available into full time positions though they seem to be hiring more people from outside the company."
"Redfin",",  "
"Redfin",",Redfin is an awesome company. I am currently employed as a full time agent. Before coming to Redfin, I was with a traditional brokerage. Redfin is NOT traditional. Redfin is different in its core values and beliefs, always making sure their customers are first. They are open, honest, transparent, and aren't afraid to tell you if they don't know the answer. Internal HR and IT departments are always super efficient and responsive to any concerns."
"Redfin",",With all these differences, and because they put the customer first, your pay structure is going to not be what it would under a traditional brokerage. Don't let it fool you- paid mileage, bonuses, base salary, and benefits REALLY add up. "
"Redfin",",The environment here is great. Good, upbeat attitudes and honest people make working for Redfin the best thing I've ever done."
"Redfin",",I have been employed with Redfin for two years now as an Associate Agent. I work on my own schedule and make a great amount of extra money. Great Team. I work for another brokerage and received little to now training and with Redfin they are there with you to make you the best. I have learned more about showing houses, open houses, inspections, etc. movement throughout the company is possible as well."
"Redfin",",A week in the life as a Redfin AA is fun and involves a lot of driving and interaction with potential buyers through home tours, inspections, and more."
"Redfin",",Redfin is a technological Company first and foremost and the only folks getting paid decent wages are the Seattle Engineers and Executives.  Agents are paid based on reviews and sometimes regardless of how hard you work, you're not compensated regardless of the hard work you did.  They claim paid benefits and dues, however your base salary is so menial along with bonus structure, you indeed are paying for all of those benefits they claim to offer.  If you are a RE Agent and want unlimited earning potential, don't work at this place.  If you're a brand new Agent with no experience, Redfin is a great place to start because they'll provide enough leads to keep you stressed out and under water.  You will be expected to close a minimum of 3 deals per month, so forget any kind of work life balance.  If you attempt to take a day off to decompress, you will be scolded and told you're not a team player.  Also, given your compensation is tied to a review by the customer, you better be prepared to miss out on quiet time, family time, or even the birth of your children, because rest assure some consumer will claim in a review that you didn't respond to them in a timely manner and your already menial bonus will be cut further.  The Average bonus after taxes is $1,000.00 and your base salary will be $10,000.00 so you do the math.  A traditional Agent will be paid thousands in commissions, paid right away, and paid regardless of what the consumer thinks.  Redfin's business model is rigged to keep you hungry enough to stay, but too poor to leave.  Redfin also promotes unqualified individuals"
"Redfin",",  "
"Redfin",", into leadership positions.  I would assume this is due to the revolving door.  They can't sustain quality Agents because they don't compensate them fairly."
"Redfin",",  "
"Redfin",",Walking into Redfin was a dream come true! The people are experienced, helpful and friendly. The most enjoyable part of my job was the flexibility."
"Redfin",",I don't why people have posted such negative reviews. Everyone was honest with me on our  team you own your own schedule you can work as much as you want are as little as you want."
"Redfin",",This position is perfect for a new agent you will gain a lot of experience taking clients out on tours, performing open house, doing inspections, and doing closings for the deal agents when they are not avaible. Let your manager know that you want to go fulltime.  You get paid for every event and team meeting. Plus they pay for your business cards.  New Jersey South is an expansion market. The marketing manager has been honest and up front.  If your looking to make  career change to real estate and are scared of the traditional format this is the place to start with our amazing website, technology, and putting the customer first. If you have a passion for customer service you will go far."
"Redfin",",I'm not sure why these reviews are so angry! I joined Redfin as an Associate Agent this year, and couldn't be happier! An AA is an independent contractor that is paid for every single event that you perform. One of the many positives is that you make your own schedule. Do you have family obligations? Close your calendar. Want to go on vacation? Close your calendar. There is a whole team of AA's in the area available to make sure that a customer can see a house on their schedule. "
"Redfin",",It's true that the income isn't entirely reliable. It's based on the waves of business. If people aren't wanting to buy or sell, there is nothing for you to do. But I worked full time without any issue over the summer. The winter is quieter, but anyone in the business (or researched real estate before getting their license) knows that it isn't as crazy in the winter months. If you didn't save any money, go out and get a part time seasonal job. You can close your calendar! "
"Redfin",",The Redfin business model is customer centric. We are taking real estate to the next level by putting the needs and wants of our customers first instead of the possibly desperate traditional agent who is wondering where the next paycheck is coming from. Redfin is a business and pays its employees a salary and offers them a great satisfaction bonus in lieu of working for commission only. It allows an agent the opportunity to focus on the customer without struggling to survive."
"Redfin",",Redfin isn't for everyone. Perhaps the other reviewers weren't as successful as they could have been because they didn't have the right attitude. It"
"Redfin",",  "
"Redfin",", isn't an easy way to make money in real estate. It's a choice to be an advocate for your client in the confusing process of buying or selling real estate. You still hustle and work to build and maintain client relationships while working on their deals. You just have a whole team of people working with you to achieve the same client satisfaction goal!"
"Redfin",",Redfin is awesome. I feel like I have finally found a career and a place where all of my many years of customer service experience is put to good use! I ""drank the Kool-aid"" and I could not be happier!"
"Redfin",",  "
"Redfin",",This job is not sustainable...All Management are condescending and arrogant.  They don't know their business...if the job market wasn't so tough, they wouldn't have many employees to do this job."
"Redfin",",The surveys are ridiculous and we don't even get paid for the transaction unless we get a 9 or 10 yet Redfin still takes their commission.  The Middle Managers are promoted because they are part of the clique not because they are skilled and know what they are doing.  If your not in the drinking crowd and kiss up to the local Manager, you won't go anywhere. Everyone I talk to, doesn't  even want to stay with the company.  They are looking for other jobs."
"Redfin",",Redfin is a technology based real estate firm and I believe they are at the cutting edge of blending technology with the real estate business. For a consumer, they have some great home search apps and a creative webpage with current home listings. However, they are not a good company to work for and promote a cult-like atmosphere. Everyone who works for Redfin has “drank the Kool-Aid” and become a Redfinian and that included me. I worked for Redfin for 2 years as an Associate Agent, one of their contracted positions. I barely made enough to survive, but hung in there because I thought they would promote me to one of their full time W-2 Agent positions, which is what their ""Market Managers"" led me to believe. Regardless of what I was told about the position when I was hired, it was part time income at best. I never got promoted despite receiving consistent 10s on their Redfin customer satisfaction reviews and my tenured experienced as a successful real estate agent. Redfin is a clickish company managed by nerds with marginal people skills. They preach inclusion and transparency, but they do not practice the mantra with their own employees. The deal writing salaried agents do well income-wise and do get great benefits, but they pay dearly for them in the way of slave labor. They are required to be on-call 24/7, have a huge volume of clients to handle and might as well be working for minimum wage in comparison to the work hours logged. The consistent consumer complaint by Redfin clients is that their agents are too busy to provide adequate customer service. I met many buyers/sellers"
"Redfin",",  "
"Redfin",", that used Redfins technology to search for homes, but hired a non-Redfin agent to negotiate their home purchase. The Redfin business model is based on sales volume, which allows Redfin to offer benefits, but their agents are not able to keep up with the work load and get burnt out. I witnessed allot of turnover in the time I was there and typically when staff quit, it was strangely kept quiet. Don’t drink the Kool-Aid, run the other way and find another place to work for. If I sound sarcastic and angry, it’s because I am. They treated me like dirt, along with allot of others who got fed up and quit."
"Redfin",",  "
"Redfin",",In general they do not understand real estate. They are an internet based company that lacks agents that know what they are doing. "
"Redfin",",Bonus are confusing don't recommend any true agent transferring to Redfin."
"Redfin",",I applied to Redfin and was contacted. The description of the position states a ""salary"" NOT TRUE!"
"Redfin",",You are NOT paid for selling homes! You are provided a 1099 for attending open houses, delivering signs or present for home inspections. You are paid a sum of money for the above functions."
"Redfin",",Only approved agents are paid to sell homes or show homes."
"Redfin",",Great company to work for. Driven by technology and customers are first."
"Redfin",",Fantastic leadership executing on the right set of problems."
"EZCORP","With a large company it all depends on the area manager for your region to set the tone. It all depends. The best area managers know how to motivate their teams, the worst area managers...well you get the point."
"EZCORP",",No work/ Life balance which led to high turn over."
"EZCORP",",Compensation/Benefits changed yearly poor upper management."
"EZCORP",",limited job security and no advancement."
"EZCORP",",Management was never consistant."
"EZCORP",",The company of mcdonalds is a interesting company, you learn so much and it teaches alot of customer service. Typical day would be greeting customers and taking orders."
"EZCORP",",Pay is ok, but for work expectations, should be hire. Worked here for 7 years. Job itself was fun. Upper management treated you like you were insignificant. Benefits were great. Met some great people. Glad to be out of EZPAWN tho."
"EZCORP",",I worked at two location. In the Tuscaloosa store the manager would hide in her office instead of helping with customer. Employee moral was terrible. The Bessemer location was the worst tough. Because the store was over ran with cockroaches. They were everywhere. They'd be crawling out of merchandise as you were trying to sell it. I would have to make sure I shook  my clothes out before I got in my car. I would think that would be a health hazard. And there was no real security. They didn't even have proper cash draws. I carried when I worked for them. Which is against company policies. But I would rather be fired than be dead. The company has no concern for employees safety."
"EZCORP",",The best part of being the Store Manager there is being able to train your own employees especially when you come with years of experience. A store is run a lot better when everyone is in sync."
"EZCORP",",The management is horrible and the top level is like a revolving door. I learn to develop a tough skin working at Ezmoney. I do regret not being able to help everybody who walks through those doors"
"EZCORP",",Good job alots of fun very good job for first time employment. Good experience, very diverse and fast paced. A lot of room for growth"
"EZCORP",",The company does not care about employees are customers safety. It was a grueling and stressful environment. It requires much detail."
"EZCORP",",This company thrives off overworking their employees with part time employees being scheduled for 12 hours without complying with Labor laws including lunch breaks. They are deceptive and unconcerned with the safety of their employees. Several employees who have experienced on the job accidents were given false information to contact workers compensation as well as not properly treated with medical care immediately. Store managers have been known to sell items that customers have pawned before the 60 day window expires. Items have been lost, broken, or stolen with little regard to the customer and without compensation. Store has been repeatedly robbed or burglarized and management has showed little concern for fixing inoperable security cameras. Store management has proven to be sexist while leaving two women to close a store alone on a busy road and allowing all males the opportunity to leave their shifts early. Employee appreciation would only include male employees while females were left to tend to the store for hours. District managers micro manage store activity only to damage employee moral and diminish the little capacity one has left to effectively complete his or her job after being bullied and threatened on a constant basis. The only time the store functions properly is when corporate comes in town and they monitor your interaction with the big bosses and threatened anyone who would attempt to carry on a conversation with them.. Anyone have anything to hide maybe?! Vague promises are given during hiring such as management positions, competitive pay and adequate hours."
"EZCORP",",  "
"EZCORP",", Managers have been caught fraudulently taking employee hours before payroll submission to avoid overtime pay. When the store is too short staff, employees may not be given a proper lunch break but Management will secretly deduct the worked lunch hour without the employees knowledge when payroll is submitted. Fraudulent loans are written to boost loans per day and they will loan money on bad items to boost their numbers as well and punish the pawnbroker for following manager direction when the item does not sell after the loan period is up. "
"EZCORP",",If you decide to work here, stand your ground and watch your pay check. Make sure you track your hours separately than the system because you may get shorted. Bonus checks are barely delivered on time or at all and payroll takes their precious time correcting the error if at all. Also be mindful that they will automatically take money out of your check for a sorry 401k without your consent and it takes forever and a day to get that money back without penalty. As publicly traded company they are supposed to make you aware of whistleblower laws but they carefully keep that info away from their employees because the stores are not run properly and as long as the bottom line says $$ they do not investigate impropriety. Also in the event manage changes during your tenure here be careful because if that manager didnt hire you, your the first to go. Also they do not encourage or value higher education as they do not acknowledge college degrees and they have stopped tuition assistance for their employees."
"EZCORP",",  "
"EZCORP",",Significant change in leadership over past 18 months, and major restructuring. New leadership is having positive impact, but there is still a long ways to go.  Great team culture."
"EZCORP",",Great job working there and friendly atmosphere. Enjoyed  my job."
"EZCORP",",Learned microsoft system things"
"EZCORP",",Learned customer service skills"
"EZCORP",",EZCORP is an interesting retail/financial business that thrives on a tough economy.  The business changes quickly which is exciting day to day.  Low overhead where each Team Member is responsible for taking care of business.  There are no lines drawn, each employee is involved in making the business run efficiently and as a cohesive team."
"EZCORP",",My coworkers are caring and fun to work with. Supervisor's have compassion. We have several job functions that we do every year as a group and is all free"
"EZCORP",",EZCORP was a great place to work because of all the wonderful hard working people running the stores. The benefits are good and the tenure is remarkable."
"EZCORP",",Low pay but it was fun with customer service and fast paced environment. There were however no opportunities for advancement"
"EZCORP",",Satisfying, with good values and people. Always on top of continuing training and positive feed backs weekly, and a place of open communication."
"EZCORP",",Typical office environment. I had one other person in the office at the time. My experience with this company was very positive. I learned many skills that can be used in any office setting and some that are specific to the Financial Service industry."
"EZCORP",",Provided a good experience in the financial industry. Great people and a challenging and flexible work enviroment. Company has gone through transition period, but future looks stable and bright."
"EZCORP",",work hours are usually 12 hrs. They training method is not realistic. expectation is too much without time to train. Working for ezcorp is all number. You meet the fake numbers you are ok, then when profit suffers you are to blame."
"EZCORP",",Corporation is terrible. Management is rude. Every USFS store is going to be shut down completely and they broke the news via conference call"
"Brooks Brothers Group, Inc","Brooks Brothers' Clothiers is and always will be a classy organization. I loved my 11 years with the company, learning the art of classically tailored clothing and meeting life long friends. The corporate management is understanding of it's employees. They gave us valuable information to make our jobs easier. The best part of the job was the respect customers gave us. When they shopped at Brooks Brother's, they received expert and professional service."
"Brooks Brothers Group, Inc",",Good benefits, not great salary but retail is not able to sustain a person living alone anyway. A typical day would be assisting clients/customers with their clothing needs. Customer service is the key to this job. You must like helping others."
"Brooks Brothers Group, Inc",",What a great place to work.  They push you to learn more and perform at the upmost best you can.  They concentrate on  celebrating the employees accomplishments.  Management is always looking to do better and accept all ideas, good or bad."
"Brooks Brothers Group, Inc",",I like this job, because i always smile at work and after work."
"Brooks Brothers Group, Inc",",there is never i time i didn't enjoy the task at hand. Customers are always fun everything is  fun."
"Brooks Brothers Group, Inc",",Brooks Brothers has changes in the past years the company is focus more on numbers and is looking for new younger clients and not filling the need of there classic customer. It is not clear what there mission is."
"Brooks Brothers Group, Inc",",-Great experience all around"
"Brooks Brothers Group, Inc",",-Sales, suit fitting, engaging clients"
"Brooks Brothers Group, Inc",",-Management was exemplary except for one manager"
"Brooks Brothers Group, Inc",",-Competitive-to-unmotivated, it ran the whole spectrum as far as co-workers were concerned (due to most being retirees just working for extra income)"
"Brooks Brothers Group, Inc",",Very dissappointed in the work atmosphere I encountered while at Brooks.....it seemed to me that this Company is more interested in Merchandise presentation (hiding tags..amount of items per stack)...Maybe I came on board at the wrong time but I was very unimpressed by the decision making..(or lack of).. of Upper Management. The clothes are ok.....the sizes are not very consistent though...I have been in Retail management for a very long time but I would not consider this a very good Company to work for Long-Term."
"Intel","opportunity to do different things every day."
"Intel",",Established mangers were good, some of the new hire executives tried to change the culture."
"Intel",",Co-workers were the best part as they tried to support you."
"Intel",",the pay and benefits were great. Unless change does not occur soon, Intel chips will not be the most sought after.  The greatest asset to the company are its people. The workplace culture was in flux when I left.  I wish Intel the best."
"Intel",",Work was great because of the team I was a part of. The pay was good as well. Ive learned alot while I was employed there. Its to bad that the location closed down. I met alot of GREAT People who have either moved with the company or are no longer with them."
"Intel",",Worked as trainer and train more than 300 people during manufacturing plant start up in Puerto Rico."
"Intel",",Later worked as Industrial engineer trainee for two years, in charge of developing manufacturing procedures, Time studies, JIT, and productivity increase projects."
"Intel",",Also worked as quality supervisor for Military product as well as Key account customers, such as IBM, HP."
"Intel",",I am able to resolve majority of issues with our equipment at the folsom site."
"Intel",",i am able to learn fast and can retain information,so that in the future mistakes that are made wont happen again"
"Intel",",Everyday was a new challenge and always kept a new flow and a good opportunity to grow and learn from a fast pasted work place. always learning and moving."
"Intel",",A lot of opportunity, large company, great growth opportunities. Can get lost in the ocean, culture is slower than other technology firms, slower to keep up the technology, but eventually catches up."
"Intel",",Call desk problem solving"
"Intel",",Mutitask differen issues"
"Intel",",System monitoring"
"Intel",",Schedule"
"Intel",",Time bussy 98%"
"Intel",",VMS operating system administrator "
"Intel",",Network & peocess monitoring"
"Intel",",Great place to work and surrounded by the smartest people I've ever been around."
"Intel",",You get to work with the latest technology available."
"Intel",",Good pay with good bonuses."
"Intel",",Great to be connected to the leading edge of technology. Freedom to tackle your objectives in the best manner you see fit."
"Intel",",Great company, so many smart people. Great culture, great pay, incredible perks. Company makes huge amounts of money but lacks creativity."
"Intel",",New CEO is slowly undoing all that made Intel a great place to work. Work/Life Balance declining. Culture moving back to the way it was in the early 90s, butt-in-seat, loss of flexibility. Losing innovative style."
"Intel",",Great company with great benefits and solid reputation in the market.  Promotions sometimes take forever, but putting time in will eventually pay off as long as you are constantly increasing your skill set and are learning new things."
"Intel",",New department so expectations and requirements were fluid if not vapor. "
"Intel",",But, what they said it would be like was true and easily accepted. I enjoyed it."
"Intel",",Great pay and vacation pay.  When company did good employees would get great cash bonuses.  Huge company so could transfer to  different department for a new start.   ."
"Intel",",they r all back stabers  management is 2 faced "
"Intel",",they will lie to u and work u like dog  they dont care about u or ur family and they dont give good raises"
"Intel",",It is fun to work on cutting edge technologies with some of the brightest people in the world. Teams are quite diverse and you have to be on your toes if you want to climb ladders at Intel."
"Intel",",Intel has always had very intelligent employees, as a result everybody knows everything ;)"
"Intel",",Culture has changed dramatically and employees are fully aware that any day could be their last regardless of historical performance."
"Intel",",perhaps the best and most influential company on the planet, without their ""engines"" their literally would be nothing to power the technology the world depends on"
"Intel",",Large corporation with very good compensation and benefits.  Their ability to do workforce planning and handling of employee retention leaves a lot to be desired."
"Intel",",Great place to work with incredibly intelligent, dedicated people at all levels from administrators to executives. A well run company that pays very close attention to the bottom line."
"Foot Locker","Learning new sneaker products every week and displaying shoes and clothing neatly and properly in the store. Lots of cash handling daily"
"Foot Locker",",What I learned about working is to not be shy and to stay alert. Also, to be nice to the customers and try to help them on what they need to buy and to get the job done."
"Foot Locker",",Need to give better pay. job is fun. had lots of fun. it was a great time. we sold sneakers. we sold clothes. need better commission. not enough for the amount of work."
"Foot Locker",",Great work environment, fast paced and lots of diversity.  Enjoyed the challenges and providing customers with product they loved when they left the store.  "
"Foot Locker",",I loved up selling and providing the customer with products that enhanced their purchase."
"Foot Locker",",I learned great training and development.  I believe every retailer should model Foot Lockers training and development."
"Foot Locker",",The hardest part was favoritism at the General Manager level. It made it hard to build the team you needed to meet the matrix set for each store.  Replacing a team member that wasn't a good fit and happened to be a family/friend was impossible.  Which made production, sales and morale suffer."
"Foot Locker",",The workplace is great. The employees are also great. It's just the manger and the district manager. The general manager shows major favoritism to certain people. The ones she doesn't show favoritism to, she disrespects. The district manager is just as bad."
"Foot Locker",",Provide multiple incentives for employees and customers. Gain so much knowledge based on my current experience now. Do not find this job complex at all."
"Foot Locker",",good atmosphere for a beginning job learned how to balance cashier drawer and maintain a clean work environment. great  staff and always meeting new people"
"Foot Locker",",Only looking to work about 2-3 days a week? Management isnt the best but the plus is your discount. It is very generous. I learned how to interact with customers on a more personal level. The things that suck are sometimes the management is less focused on the customers and more on the sales. I've met co workers there who I became really good friends with. The most enjoyable part about the ob is having those repeat customers that you have the most in depth conversations with that help time go by faster on a slow day."
"Foot Locker",",its a nice job and great i thought more would come. they ended up over hiring and now i haven't worked in over 2 months i still have the job but ""theres no hours"" the supervisor says."
"Foot Locker",",I learned a lot at this company. My Footlocker team was comprised of some great individuals that really cared about the success of the store as a whole. This kind of environment made ir easy to come to work everyday."
"Foot Locker",",Worked in the mall so there were barely any hours, the pay was horrible and sometimes it was dry but that's cool because you get paid to kinda sit around plus you get 30% discount"
"Foot Locker",",Great management. "
"Foot Locker",",Great co-workers."
"Foot Locker",",Very welcoming "
"Foot Locker",",Short breaks "
"Foot Locker",",Traveling distance was too far "
"Foot Locker",",Enjoyed serving customers. "
"Foot Locker",",Not being able to find a shoe for a customer was the hardest, and telling them we did not have it."
"Foot Locker",",Foot Locker was my first official job they allowed me the opportunity to get into the real world. At Foot Locker I was still in college and they always worked with my school schedule so it's a great starter job."
"Foot Locker",",Typical day of work was great. Learned a lot about consumer interaction. Management was great and helped me understand. My co-workers were amazing. really learned a lot about sales and retail intelligence. Very flexible and attentive to your needs."
"Foot Locker",",One of the best company in the world. Is very special company where we have a lot the oportunity."
"Foot Locker",",Im management"
"Foot Locker",",Sales associated"
"Foot Locker",",Cashier"
"Foot Locker",",Doing everithing"
"Foot Locker",",I enjoyed working at foot locker. Overall its a really good company from my co workers to the customers. I would definitely work for this company again."
"Foot Locker",",I have a great passion of what I do daily just time to grow more. Enjoy being a true leader to others and bringing new innovation daily. Overall its a great start at life skills."
"Foot Locker",",This was my first job so I was somewhat shy and reluctant, but over time I got the hang of things. I gained confidence and used different tactics to sell products. "
"Foot Locker",",I left in order to complete my senior year of high school with an exceptional GPA."
"Foot Locker",",Fun work environment, takes the time to make sure you understand how to sale. You come across different type of people, some are nice some are me and most make your day."
"Foot Locker",",Customer centric environment. Service first mind frame. Long hours.  Stand 8-12 hours a day.  Sales and metric driven.  Easy environment for natural leaders to excel."
"Foot Locker",",You have to engage with others and its possible to have fun on the job depending on who you work with and what customers you come across."
"Stitch Fix","I still hang out with some of them because they are really down to earth people. they provided snacks for us which really came in handy."
"Stitch Fix",",its a okay place to work they have basketball skee ball free drinks and snacks sometimes they even provide lunch paid holidays off they also offer health insurance after 90 days"
"Stitch Fix",",DONT DO IT!!! This job is the worst job ever! They stay changing things, you are treated as a slave, and they are very unorganized.This job is no good."
"Stitch Fix",",-Ensure we have enough labor in order to meet production goals."
"Stitch Fix",",-Speak with the employees routinely to make sure everything is                     going okay for them throughout the day."
"Stitch Fix",",-Team work makes the dream work!"
"Stitch Fix",",-Communication is key in order to run a productive team."
"Stitch Fix",",-Transparency helps everyone in the work place."
"Stitch Fix",",-Motivation works miracles."
"Stitch Fix",",-Terminating an employee!"
"Stitch Fix",",-The People and Culture!"
"Stitch Fix",",Career launching opportunity. Good experience coming straight out of college. I learn several platforms, softwares, and enhanced my problem solving skills while with this company."
"Stitch Fix",",A new company that should have better management, and handle employees better. They tell all of us to tell them anything that will help the company, but it's like we don't matter. The company always does what the company wants to do. And turn over rate is horrible. People get fired left and right."
"Stitch Fix",",Unfortunately, i moved and had to leave the job otherwise i would've stayed there. Great environment and team effort all day. i learned a lot on how to style every women for their body type."
"Stitch Fix",",the work environment is great for a person who is active and love multitask. The people who work here are friendly and they practice commutative skills. Different mixtures of cultures and management is very understanding and flexible with employees that are going to school or have another job."
"Stitch Fix",",My first day at stitch fix suck.the management is in their own world.Manager and trainer was playing and cussing the other employees.once they show you what to do .the trainer did not come back to check to see if I am doing the job right.at the end of the day manager and trainer had clock out before me.the new employee. they are very hood in the warehouse.don't like getting paid only twice a month."
"Stitch Fix",",I have grown a lot as a person and learned a lot of great things! They don't believe in merit based raises and want to give you a lot of roles/not compensate you for it."
"Stitch Fix",",I absolute love Stitch Fix, "
"Stitch Fix",",Everyone is very friendly, Managers will work with your schedule, you can listen to music, and they offer free snacks and drinks everyday!"
"Stitch Fix",",Stylists enjoy flexible hours with great management. There is a community of Stylists who work together fabulously. If you have a passion for fashion, you will thoroughly enjoy styling clients from across the United States!"
"Stitch Fix",",Management is really poor. They never communicate with one another, so the employee's are always finding things out at the last minute. You can see favoritism all over the place. I have been working there for almost a year now and I have never been given the opportunity to move up. I see new people with less than six months at the warehouse get promoted left and right. Managers run their department however they feel like it and they also make you come in early, but they won't show up until regular showtime or even later."
"Stitch Fix",",Loser trash job stay away. Pure slavery in all forms like working in jail the worst job ever the people there are low class and management is pure garbage. Its like a chinese sweat shop if you are not a favorite then you will get treated like dirt!!"
"Stitch Fix",",This was my first time working at a warehouse.  I was a temp. The atmosphere can be very negative. Alot of the employees have attitudes and are hard to get to know. It seems like management changes policies and rules very often. I did see favoritism, which is not fair to the employess that work hard. Lots of Drama. Adults should act like adults, not childish brats. The amount of insubordination I saw was amazing. These people would have been fired somewhere else.  Not very flexible when it comes to family situations and your schedule. You'll get nowhere there if they don't like you. Free snacks  are great, but not worth working there."
"Stitch Fix",",The job is easy, but I feel like the company is trying to make slaves out of theses workers. They say it's climate controlled, but the temperature is above 80, they have you stand in one place expecting you to pack clothes at a fast pace while trying not to collapse frm the pain frm your feet. They should provide you a chair if all you are doing is standing there. I realize that most workers breaking a sweat getting all the work done are black and hispanics and mainly the managers and the stylists who sits on their butts and doesn't do much yet get paid more are white. Its a major race issue within this company in my opinion, I feel like I'm a slave and us as workers that receive the clothes frm the trucks, put the clothes on the racks, pick the clothes frm the racks, pack the clothes and ship them should be treated with as much respect as the white people who sit down all day. Stop treating the ones that do all the work like slaves, I mean it's already hard for blacks and hispanics to find jobs so the only job we can probably get we get treated like slaves. I would enjoy it more if I didn't feel like a modern slave. I applied to be a stylist for this company and was denied for no apparent reason yet hired for a warehouse worker. Oh I forgot I'm not white nor have blonde hair to work in the cool part of the building. More people need to stand up for what's right and never let people treat you as if you are beneath them. Money is not everything REMEMBER THAT!!"
